t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(45.54749628098899),np.float64(14.173108780270852),np.float64(-4.245869835682913),np.float64(10.578274407938475),np.float64(2.0643386300346304e-16)
1,np.float64(45.54749628098916),np.float64(14.17310878027093),np.float64(-4.245869835682862),np.float64(11.73958003729354),np.float64(4.440892098500626e-16)
2,np.float64(45.54749628098918),np.float64(14.173108780270947),np.float64(-4.245869835682855),np.float64(12.645274498890663),np.float64(4.440892098500626e-16)
3,np.float64(45.54749628098911),np.float64(14.173108780270937),np.float64(-4.245869835682983),np.float64(14.799233498290457),np.float64(8.881784197001252e-16)
4,np.float64(45.54749628098914),np.float64(14.17310878027093),np.float64(-4.2458698356829485),np.float64(18.667252055729406),np.float64(8.881784197001252e-16)
5,np.float64(45.547496280989186),np.float64(14.17310878027093),np.float64(-4.245869835683049),np.float64(19.28957020718311),np.float64(4.440892098500626e-16)
6,np.float64(45.54749628098911),np.float64(14.173108780270896),np.float64(-4.2458698356830356),np.float64(19.729416967456736),np.float64(1.7763568394002505e-15)
7,np.float64(45.54749628098906),np.float64(14.173108780270883),np.float64(-4.2458698356830356),np.float64(19.905653321638997),np.float64(8.881784197001252e-16)
8,np.float64(45.54749628098905),np.float64(14.173108780270852),np.float64(-4.245869835683117),np.float64(19.96994938713871),np.float64(1.7763568394002505e-15)
9,np.float64(45.54749628098896),np.float64(14.17310878027079),np.float64(-4.245869835683124),np.float64(19.990560953699937),np.float64(8.881784197001252e-16)
10,np.float64(45.54749628098899),np.float64(14.17310878027077),np.float64(-4.245869835683244),np.float64(20.004013909075795),np.float64(8.881784197001252e-16)
11,np.float64(45.54749628098897),np.float64(14.173108780270775),np.float64(-4.245869835683237),np.float64(20.01583086827506),np.float64(4.440892098500626e-16)
12,np.float64(45.54749628098895),np.float64(14.173108780270777),np.float64(-4.245869835683144),np.float64(20.025214601261492),np.float64(8.881784197001252e-16)
13,np.float64(45.547496280988966),np.float64(14.173108780270786),np.float64(-4.2458698356830915),np.float64(20.03042523935073),np.float64(1.1102230246251565e-16)
14,np.float64(45.54749628098893),np.float64(14.173108780270764),np.float64(-4.245869835683087),np.float64(20.03219188086261),np.float64(1.7763568394002505e-15)
15,np.float64(45.54749628098888),np.float64(14.173108780270807),np.float64(-4.245869835683095),np.float64(20.03253526398191),np.float64(1.7763568394002505e-15)
16,np.float64(45.547496280988895),np.float64(14.173108780270825),np.float64(-4.245869835683102),np.float64(20.032575893330563),np.float64(1.7763568394002505e-15)
17,np.float64(45.54749628098896),np.float64(14.173108780270862),np.float64(-4.245869835683097),np.float64(20.032585272328127),np.float64(8.881784197001252e-16)
18,np.float64(45.547496280989016),np.float64(14.173108780270887),np.float64(-4.245869835683127),np.float64(20.03258666172387),np.float64(4.440892098500626e-16)
19,np.float64(45.547496280989016),np.float64(14.17310878027083),np.float64(-4.245869835683197),np.float64(20.032587401330858),np.float64(1.1102230246251565e-16)
20,np.float64(45.54749628098908),np.float64(14.173108780270837),np.float64(-4.245869835683192),np.float64(20.032587966578163),np.float64(8.881784197001252e-16)
21,np.float64(45.54749628098915),np.float64(14.173108780270868),np.float64(-4.245869835683264),np.float64(20.03258838501139),np.float64(1.1102230246251565e-16)
22,np.float64(45.54749628098921),np.float64(14.173108780270885),np.float64(-4.245869835683249),np.float64(20.032588680068578),np.float64(1.7763568394002505e-15)
23,np.float64(45.5474962809892),np.float64(14.17310878027088),np.float64(-4.2458698356832425),np.float64(20.032588830206993),np.float64(1.7763568394002505e-15)
24,np.float64(45.54749628098915),np.float64(14.173108780270862),np.float64(-4.245869835683221),np.float64(20.032588886444145),np.float64(8.881784197001252e-16)
25,np.float64(45.54749628098922),np.float64(14.17310878027092),np.float64(-4.24586983568323),np.float64(20.0325889227067),np.float64(8.881784197001252e-16)
26,np.float64(45.54749628098915),np.float64(14.173108780270883),np.float64(-4.245869835683218),np.float64(20.032588942228145),np.float64(8.881784197001252e-16)
27,np.float64(45.54749628098903),np.float64(14.173108780270855),np.float64(-4.245869835683203),np.float64(20.032588950792302),np.float64(1.7763568394002505e-15)
28,np.float64(45.547496280988945),np.float64(14.173108780270827),np.float64(-4.2458698356831945),np.float64(20.032588958751372),np.float64(8.881784197001252e-16)
29,np.float64(45.547496280988945),np.float64(14.17310878027083),np.float64(-4.245869835683156),np.float64(20.032588968862438),np.float64(1.7763568394002505e-15)
30,np.float64(45.54749628098894),np.float64(14.173108780270844),np.float64(-4.24586983568316),np.float64(20.032588977531955),np.float64(1.7763568394002505e-15)
31,np.float64(45.54749628098884),np.float64(14.173108780270814),np.float64(-4.245869835683159),np.float64(20.032588982213735),np.float64(1.7763568394002505e-15)
32,np.float64(45.547496280988824),np.float64(14.173108780270814),np.float64(-4.245869835683159),np.float64(20.032588984357904),np.float64(1.1102230246251565e-16)
33,np.float64(45.54749628098875),np.float64(14.173108780270784),np.float64(-4.245869835683126),np.float64(20.03258898646461),np.float64(8.881784197001252e-16)
34,np.float64(45.547496280988774),np.float64(14.173108780270772),np.float64(-4.245869835683127),np.float64(20.03258898910065),np.float64(1.7763568394002505e-15)
