label,mode,step,particle,actual_Ra,predicted_minus_partial_chi_E,partial_chi_E_read,g1_balance_error,C_memory,delta_C_memory_forward,sign_match
C_mediated_only_persistent,single_C_memory_time_gradient,18,B,-3.655965617453189e-11,-3.655965617453135e-11,3.655965617453135e-11,-5.363749284523539e-25,2.9046848760835404e-06,5.995783612623141e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,19,A,3.3634882713238685e-11,3.363488271324359e-11,-3.363488271324359e-11,-4.904922538498031e-24,2.964642712209772e-06,5.516120764971949e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,19,B,-3.3634882713246233e-11,-3.363488271324359e-11,3.363488271324359e-11,-2.6431005510483462e-24,2.964642712209772e-06,5.516120764971949e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,20,A,3.09440911108615e-11,3.09440911108601e-11,-3.09440911108601e-11,1.4023296322188047e-24,3.0198039198594913e-06,5.074830942181056e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,20,B,-3.094409111085902e-11,-3.09440911108601e-11,3.09440911108601e-11,1.0792122054402783e-24,3.0198039198594913e-06,5.074830942181056e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,21,A,2.8468562820109966e-11,2.84685628201089e-11,-2.84685628201089e-11,1.0662875083691372e-24,3.070552229281302e-06,4.66884430249786e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,21,B,-2.8468562820113482e-11,-2.84685628201089e-11,2.84685628201089e-11,-4.581805111719505e-24,3.070552229281302e-06,4.66884430249786e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,22,A,2.6191076777380168e-11,2.6191076777383832e-11,-2.6191076777383832e-11,-3.66415161966849e-24,3.1172406723062805e-06,4.2953365914909484e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,22,B,-2.6191076777377893e-11,-2.6191076777383832e-11,2.6191076777383832e-11,5.938898304189316e-24,3.1172406723062805e-06,4.2953365914909484e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,23,A,2.4095789604068357e-11,2.409578960406148e-11,-2.409578960406148e-11,6.875938841847043e-24,3.16019403822119e-06,3.951709495066083e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,23,B,-2.4095789604070425e-11,-2.409578960406148e-11,2.409578960406148e-11,-8.943890373229612e-24,3.16019403822119e-06,3.951709495066083e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,24,A,2.2168125391699342e-11,2.2168125391710642e-11,-2.2168125391710642e-11,-1.129941641444507e-23,3.199711133171851e-06,3.635572564240545e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,24,B,-2.2168125391700376e-11,-2.2168125391710642e-11,2.2168125391710642e-11,1.0265440648753785e-23,3.199711133171851e-06,3.635572564240545e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,25,A,2.0394674304502416e-11,2.039467430448705e-11,-2.039467430448705e-11,1.5364233643318932e-23,3.2360668588142562e-06,3.344726585935876e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,25,B,-2.039467430449187e-11,-2.039467430448705e-11,2.039467430448705e-11,-4.817680833267829e-24,3.2360668588142562e-06,3.344726585935876e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,26,A,1.8763099293320372e-11,1.8763099293326666e-11,-1.8763099293326666e-11,-6.294327473645695e-24,3.269514124673615e-06,3.077148284105573e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,26,B,-1.8763099293319958e-11,-1.8763099293326666e-11,1.8763099293326666e-11,6.707917779922209e-24,3.269514124673615e-06,3.077148284105573e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,27,A,1.7262050273010374e-11,1.7262050273019024e-11,-1.7262050273019024e-11,-8.649853514861153e-24,3.3002856075146707e-06,2.83097624477512e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,27,B,-1.7262050273023402e-11,-1.7262050273019024e-11,1.7262050273019024e-11,-4.378241132849033e-24,3.3002856075146707e-06,2.83097624477512e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,28,A,1.5881085165096488e-11,1.5881085165098294e-11,-1.5881085165098294e-11,-1.8062264156919628e-24,3.328595369962422e-06,2.6044979670761205e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,28,B,-1.5881085165104553e-11,-1.5881085165098294e-11,1.5881085165098294e-11,-6.258784556700057e-24,3.328595369962422e-06,2.6044979670761205e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,29,A,1.4610597257335854e-11,1.4610597257313387e-11,-1.4610597257313387e-11,2.2466354683910943e-23,3.354640349633183e-06,2.3961379501993954e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,29,B,-1.461059725730773e-11,-1.4610597257313387e-11,1.4610597257313387e-11,5.657786142891998e-24,3.354640349633183e-06,2.3961379501993954e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,30,A,1.3441748374314693e-11,1.3441748374333126e-11,-1.3441748374333126e-11,-1.843223361058104e-23,3.378601729135177e-06,2.2044467333906326e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,30,B,-1.3441748374327515e-11,-1.3441748374333126e-11,1.3441748374333126e-11,5.6109341160091116e-24,3.378601729135177e-06,2.2044467333906326e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,31,A,1.2366407394807444e-11,1.236640739479918e-11,-1.236640739479918e-11,8.263728189860814e-24,3.4006461964690834e-06,2.0280908127470655e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,31,B,-1.236640739481799e-11,-1.236640739479918e-11,1.236640739479918e-11,-1.8810280999911916e-23,3.4006461964690834e-06,2.0280908127470655e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,32,A,1.1377093687002566e-11,1.1377093687009183e-11,-1.1377093687009183e-11,-6.617444900424222e-24,3.420927104596554e-06,1.865843364669506e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,32,B,-1.1377093686998843e-11,-1.1377093687009183e-11,1.1377093687009183e-11,1.0339757656912846e-23,3.420927104596554e-06,1.865843364669506e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,33,A,1.0466925069749646e-11,1.0466925069755101e-11,-1.0466925069755101e-11,-5.455837751155419e-24,3.439585538243249e-06,1.7165757114398366e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,33,B,-1.0466925069756263e-11,-1.0466925069755101e-11,1.0466925069755101e-11,-1.1616071492688025e-24,3.439585538243249e-06,1.7165757114398366e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,34,A,9.629569936298453e-12,9.629569936280506e-12,-9.629569936280506e-12,1.794755747041325e-23,3.4567512953576475e-06,1.579249469550003e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,34,B,-9.629569936276947e-12,-9.629569936280506e-12,9.629569936280506e-12,3.559138455965469e-24,3.4567512953576475e-06,1.579249469550003e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,35,A,8.859203208314368e-12,8.859203208330508e-12,-8.859203208330508e-12,-1.6139715467587395e-23,3.4725437900531475e-06,1.4529093261662034e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,35,B,-8.859203208329671e-12,-8.859203208330508e-12,8.859203208330508e-12,8.368741353563835e-25,3.4725437900531475e-06,1.4529093261662034e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,36,A,8.150465813888359e-12,8.150465813875803e-12,-8.150465813875803e-12,1.2556343204613537e-23,3.4870728833148096e-06,1.3366763934756315e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,36,B,-8.150465813891668e-12,-8.150465813875803e-12,8.150465813875803e-12,-1.5865065654825648e-23,3.4870728833148096e-06,1.3366763934756315e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,37,A,7.498427406612653e-12,7.498427406616946e-12,-7.498427406616946e-12,-4.292615014752724e-24,3.500439647249566e-06,1.2297420946851792e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,37,B,-7.498427406583702e-12,-7.498427406616946e-12,7.498427406616946e-12,3.324393645410869e-23,3.500439647249566e-06,1.2297420946851792e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,38,A,6.898552067919685e-12,6.898552067925237e-12,-6.898552067925237e-12,-5.5519651856220305e-24,3.5127370681964177e-06,1.1313625391397389e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,38,B,-6.898552067959803e-12,-6.898552067925237e-12,6.898552067925237e-12,-3.456629452319981e-23,3.5127370681964177e-06,1.1313625391397389e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,39,A,6.346666752643119e-12,6.346666752638342e-12,-6.346666752638342e-12,4.777291154920513e-24,3.524050693587815e-06,1.040853347432688e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,39,B,-6.346666752603828e-12,-6.346666752638342e-12,6.346666752638342e-12,3.45137879413483e-23,3.524050693587815e-06,1.040853347432688e-08,True
C_mediated_only_persistent,single_C_memory_time_gradient,40,A,5.838932259193665e-12,5.838932259177848e-12,-5.838932259177848e-12,1.5817405834375815e-23,3.534459227062142e-06,9.57584890505167e-09,True
C_mediated_only_persistent,single_C_memory_time_gradient,40,B,-5.838932259208141e-12,-5.838932259177848e-12,5.838932259177848e-12,-3.02930665540538e-23,3.534459227062142e-06,9.57584890505167e-09,True
C_mediated_only_persistent,single_C_memory_time_gradient,41,A,5.3718165220676165e-12,5.371816522068714e-12,-5.371816522068714e-12,-1.0977914574800436e-24,3.5440350759671936e-06,8.809779096192691e-09,True
C_mediated_only_persistent,single_C_memory_time_gradient,41,B,-5.371816522059345e-12,-5.371816522068714e-12,5.371816522068714e-12,9.36959758301032e-24,3.5440350759671936e-06,8.809779096192691e-09,True
C_mediated_only_persistent,single_C_memory_time_gradient,42,A,4.942070041042328e-12,4.942070041055175e-12,-4.942070041055175e-12,-1.2847148888714211e-23,3.5528448550633863e-06,8.104994867330487e-09,True
C_mediated_only_persistent,single_C_memory_time_gradient,42,B,-4.942070041065075e-12,-4.942070041055175e-12,4.942070041055175e-12,-9.90031795649405e-24,3.5528448550633863e-06,8.104994867330487e-09,True
C_mediated_only_persistent,single_C_memory_time_gradient,43,A,4.546703275878554e-12,4.546703275877973e-12,-4.546703275877973e-12,5.808035746344013e-25,3.560949849930717e-06,7.456593372439875e-09,True
C_mediated_only_persistent,single_C_memory_time_gradient,43,B,-4.5467032758384355e-12,-4.546703275877973e-12,4.546703275877973e-12,3.953745613418744e-23,3.560949849930717e-06,7.456593372439875e-09,True
C_mediated_only_persistent,single_C_memory_time_gradient,44,A,4.182965849477839e-12,4.1829658494811315e-12,-4.1829658494811315e-12,-3.2925665788731844e-24,3.5684064433031567e-06,6.860063993149056e-09,True
C_mediated_only_persistent,single_C_memory_time_gradient,44,B,-4.1829658494985184e-12,-4.1829658494811315e-12,4.1829658494811315e-12,-1.7386948734952507e-23,3.5684064433031567e-06,6.860063993149056e-09,True
C_mediated_only_persistent,single_C_memory_time_gradient,45,A,3.848327414969955e-12,3.848327414958786e-12,-3.848327414958786e-12,1.1169361650166713e-23,3.5752665072963057e-06,6.311256960532409e-09,True
C_mediated_only_persistent,single_C_memory_time_gradient,45,B,-3.848327414990221e-12,-3.848327414958786e-12,3.848327414958786e-12,-3.143528665771589e-23,3.5752665072963057e-06,6.311256960532409e-09,True
C_mediated_only_persistent,single_C_memory_time_gradient,46,A,3.5404600531109427e-12,3.540460053138058e-12,-3.540460053138058e-12,-2.711520666168699e-23,3.581577764256838e-06,5.806354487146415e-09,True
C_mediated_only_persistent,single_C_memory_time_gradient,46,B,-3.540460053094399e-12,-3.540460053138058e-12,3.540460053138058e-12,4.3658818912747546e-23,3.581577764256838e-06,5.806354487146415e-09,True
C_mediated_only_reset,single_C_memory_time_gradient,1,A,-9.538441948138586e-20,-9.538446411887624e-20,9.538446411887624e-20,4.4637490377986905e-26,2.9233264533393716e-07,-1.5643052115495702e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,1,B,9.538442594373439e-20,9.538446411887624e-20,-9.538446411887624e-20,-3.8175141842416376e-26,2.9233264533393716e-07,-1.5643052115495702e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,2,A,-9.538467797532728e-20,-9.538446411887624e-20,9.538446411887624e-20,-2.1385645104483424e-25,2.9233264517750664e-07,-1.5643052115495702e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,2,B,9.538438555405605e-20,9.538446411887624e-20,-9.538446411887624e-20,-7.856482018973218e-26,2.9233264517750664e-07,-1.5643052115495702e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,3,A,-9.53839541922913e-20,-9.53844318386572e-20,9.53844318386572e-20,4.776463659066162e-25,2.923326450210761e-07,-1.5643046821539781e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,3,B,9.538466828180448e-20,9.53844318386572e-20,-9.53844318386572e-20,2.3644314727392724e-25,2.923326450210761e-07,-1.5643046821539781e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,4,A,-9.538478137290385e-20,-9.53844318386572e-20,9.53844318386572e-20,-3.495342466464115e-25,2.9233264486464565e-07,-1.5643046821539781e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,4,B,9.53843451643777e-20,9.53844318386572e-20,-9.53844318386572e-20,-8.66742795045992e-26,2.9233264486464565e-07,-1.5643046821539781e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,5,A,-9.538447118017414e-20,-9.538449639909526e-20,9.538449639909526e-20,2.5218921113834402e-26,2.923326447082152e-07,-1.5643057409451622e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,5,B,9.5384264385021e-20,9.538449639909526e-20,-9.538449639909526e-20,-2.320140742520913e-25,2.923326447082152e-07,-1.5643057409451622e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,6,A,-9.538447118017414e-20,-9.538449639909526e-20,9.538449639909526e-20,2.5218921113834402e-26,2.923326445517846e-07,-1.5643057409451622e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,6,B,9.538474906116117e-20,9.538449639909526e-20,-9.538449639909526e-20,2.5266206591569833e-25,2.923326445517846e-07,-1.5643057409451622e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,7,A,-9.538447118017414e-20,-9.538436727821915e-20,9.538436727821915e-20,-1.0390195499188663e-25,2.9233264439535404e-07,-1.564303623362794e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,7,B,9.538442594373439e-20,9.538436727821915e-20,-9.538436727821915e-20,5.866551524289293e-26,2.9233264439535404e-07,-1.564303623362794e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,8,A,-9.538405758986787e-20,-9.538449639909526e-20,9.538449639909526e-20,4.388092273903482e-25,2.923326442389237e-07,-1.5643057409451622e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,8,B,9.538442594373439e-20,9.538449639909526e-20,-9.538449639909526e-20,-7.04553608628281e-26,2.923326442389237e-07,-1.5643057409451622e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,9,A,-9.538509156563356e-20,-9.538449639909526e-20,9.538449639909526e-20,-5.951665383009364e-25,2.923326440824931e-07,-1.5643057409451622e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,9,B,9.5384264385021e-20,9.538449639909526e-20,-9.538449639909526e-20,-2.320140742520913e-25,2.923326440824931e-07,-1.5643057409451622e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,10,A,-9.538385079471473e-20,-9.53844318386572e-20,9.53844318386572e-20,5.810439424757446e-25,2.9233264392606253e-07,-1.5643046821539781e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,10,B,9.538491061987456e-20,9.53844318386572e-20,-9.53844318386572e-20,4.787812173578221e-25,2.9233264392606253e-07,-1.5643046821539781e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,11,A,-9.538467797532728e-20,-9.53844318386572e-20,9.53844318386572e-20,-2.4613667007728303e-25,2.9233264376963206e-07,-1.5643046821539781e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,11,B,9.538361815016745e-20,9.53844318386572e-20,-9.53844318386572e-20,-8.136884897562837e-25,2.9233264376963206e-07,-1.5643046821539781e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,12,A,-9.538467797532728e-20,-9.538446411887624e-20,9.538446411887624e-20,-2.1385645104483424e-25,2.923326436132016e-07,-1.5643052115495702e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,12,B,9.538491061987456e-20,9.538446411887624e-20,-9.538446411887624e-20,4.465009983253733e-25,2.923326436132016e-07,-1.5643052115495702e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,13,A,-9.538467797532728e-20,-9.53844318386572e-20,9.53844318386572e-20,-2.4613667007728303e-25,2.9233264345677107e-07,-1.5643046821539781e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,13,B,9.538458750244778e-20,9.53844318386572e-20,-9.53844318386572e-20,1.5566379057929563e-25,2.9233264345677107e-07,-1.5643046821539781e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,14,A,-9.5384264385021e-20,-9.538446411887624e-20,9.538446411887624e-20,1.997338552316796e-25,2.923326433003406e-07,-1.5643052115495702e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,14,B,9.538458750244778e-20,9.538446411887624e-20,-9.538446411887624e-20,1.2338357154684684e-25,2.923326433003406e-07,-1.5643052115495702e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,15,A,-9.5384264385021e-20,-9.53844318386572e-20,9.53844318386572e-20,1.674536361992308e-25,2.923326431439101e-07,-1.5643046821539781e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,15,B,9.5384264385021e-20,9.53844318386572e-20,-9.53844318386572e-20,-1.674536361992308e-25,2.923326431439101e-07,-1.5643046821539781e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,16,A,-9.538467797532728e-20,-9.538449639909526e-20,9.538449639909526e-20,-1.8157623202442252e-25,2.923326429874796e-07,-1.5643057409451622e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,16,B,9.5384264385021e-20,9.538449639909526e-20,-9.538449639909526e-20,-2.320140742520913e-25,2.923326429874796e-07,-1.5643057409451622e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,17,A,-9.5384264385021e-20,-9.53844318386572e-20,9.53844318386572e-20,1.674536361992308e-25,2.9233264283104904e-07,-1.5643046821539781e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,17,B,9.5384264385021e-20,9.53844318386572e-20,-9.53844318386572e-20,-1.674536361992308e-25,2.9233264283104904e-07,-1.5643046821539781e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,18,A,-9.538385079471473e-20,-9.53844318386572e-20,9.53844318386572e-20,5.810439424757446e-25,2.9233264267461857e-07,-1.5643046821539781e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,18,B,9.538491061987456e-20,9.53844318386572e-20,-9.53844318386572e-20,4.787812173578221e-25,2.9233264267461857e-07,-1.5643046821539781e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,19,A,-9.538467797532728e-20,-9.538449639909526e-20,9.538449639909526e-20,-1.8157623202442252e-25,2.923326425181881e-07,-1.5643057409451622e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,19,B,9.5384264385021e-20,9.538449639909526e-20,-9.538449639909526e-20,-2.320140742520913e-25,2.923326425181881e-07,-1.5643057409451622e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,20,A,-9.538467797532728e-20,-9.538449639909526e-20,9.538449639909526e-20,-1.8157623202442252e-25,2.9233264236175753e-07,-1.5643057409451622e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,20,B,9.538361815016745e-20,9.538449639909526e-20,-9.538449639909526e-20,-8.782489278091442e-25,2.9233264236175753e-07,-1.5643057409451622e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,21,A,-9.538467797532728e-20,-9.53844318386572e-20,9.53844318386572e-20,-2.4613667007728303e-25,2.9233264220532695e-07,-1.5643046821539781e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,21,B,9.538684932443523e-20,9.53844318386572e-20,-9.53844318386572e-20,2.4174857780289807e-24,2.9233264220532695e-07,-1.5643046821539781e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,22,A,-9.538467797532728e-20,-9.538446411887624e-20,9.538446411887624e-20,-2.1385645104483424e-25,2.923326420488965e-07,-1.5643052115495702e-16,True
C_mediated_only_reset,single_C_memory_time_gradient,22,B,9.538297191531389e-20,9.538446411887624e-20,-9.538446411887624e-20,-1.4922035623457853e-24,2.923326420488965e-07,-1.5643052115495702e-16,True
