t,H,Q2_re,Q2_im,generator_norm
0,np.float64(1500.3084572710145),np.float64(-78.36618235332422),np.float64(114.12483213960586),np.float64(35.00488450461522)
1,np.float64(1500.3084572710131),np.float64(-78.36618235332493),np.float64(114.12483213960644),np.float64(35.07001323590296)
2,np.float64(1500.3084572710138),np.float64(-78.36618235332469),np.float64(114.12483213960684),np.float64(35.31131157793277)
3,np.float64(1500.3084572710115),np.float64(-78.3661823533256),np.float64(114.12483213960698),np.float64(35.9099026375785)
4,np.float64(1500.308457271011),np.float64(-78.36618235332533),np.float64(114.12483213960631),np.float64(36.29645271184588)
5,np.float64(1500.3084572710127),np.float64(-78.36618235332524),np.float64(114.12483213960594),np.float64(36.42498254747189)
6,np.float64(1500.3084572710077),np.float64(-78.36618235332554),np.float64(114.12483213960557),np.float64(36.468136416196806)
7,np.float64(1500.3084572710095),np.float64(-78.36618235332617),np.float64(114.12483213960547),np.float64(36.524521771021554)
8,np.float64(1500.3084572710109),np.float64(-78.36618235332662),np.float64(114.12483213960508),np.float64(36.62376330221353)
9,np.float64(1500.30845727101),np.float64(-78.36618235332675),np.float64(114.12483213960513),np.float64(36.846405489371435)
10,np.float64(1500.3084572710106),np.float64(-78.36618235332713),np.float64(114.12483213960564),np.float64(37.15932377785991)
11,np.float64(1500.3084572710113),np.float64(-78.36618235332647),np.float64(114.12483213960606),np.float64(37.43693831749933)
12,np.float64(1500.3084572710104),np.float64(-78.36618235332669),np.float64(114.12483213960616),np.float64(37.635448185082396)
13,np.float64(1500.3084572710118),np.float64(-78.36618235332756),np.float64(114.12483213960549),np.float64(37.78001634021493)
14,np.float64(1500.3084572710088),np.float64(-78.3661823533271),np.float64(114.1248321396048),np.float64(37.88688644642778)
15,np.float64(1500.3084572710113),np.float64(-78.36618235332806),np.float64(114.12483213960543),np.float64(37.94977821069212)
16,np.float64(1500.3084572710145),np.float64(-78.36618235332827),np.float64(114.12483213960526),np.float64(37.9740306153519)
17,np.float64(1500.3084572710163),np.float64(-78.36618235332767),np.float64(114.12483213960451),np.float64(37.97085416581887)
18,np.float64(1500.3084572710209),np.float64(-78.36618235332764),np.float64(114.12483213960428),np.float64(37.94629955456763)
19,np.float64(1500.3084572710245),np.float64(-78.36618235332767),np.float64(114.12483213960408),np.float64(37.92024992604105)
20,np.float64(1500.308457271021),np.float64(-78.36618235332769),np.float64(114.12483213960289),np.float64(37.903127389885384)
21,np.float64(1500.3084572710145),np.float64(-78.36618235332678),np.float64(114.12483213960304),np.float64(37.909814511202995)
22,np.float64(1500.3084572710068),np.float64(-78.36618235332658),np.float64(114.12483213960309),np.float64(37.94427993357266)
23,np.float64(1500.308457271004),np.float64(-78.36618235332688),np.float64(114.12483213960259),np.float64(38.01599358132269)
24,np.float64(1500.3084572710077),np.float64(-78.36618235332678),np.float64(114.12483213960255),np.float64(38.11506835769909)
25,np.float64(1500.3084572710077),np.float64(-78.36618235332615),np.float64(114.12483213960236),np.float64(38.221592926341046)
26,np.float64(1500.30845727101),np.float64(-78.3661823533264),np.float64(114.12483213960238),np.float64(38.30650683557052)
27,np.float64(1500.3084572710127),np.float64(-78.3661823533273),np.float64(114.12483213960071),np.float64(38.366805485115385)
28,np.float64(1500.3084572710081),np.float64(-78.36618235332716),np.float64(114.12483213960056),np.float64(38.40208349172304)
29,np.float64(1500.3084572710122),np.float64(-78.3661823533262),np.float64(114.12483213960203),np.float64(38.42031902606969)
30,np.float64(1500.3084572710115),np.float64(-78.36618235332607),np.float64(114.12483213960218),np.float64(38.42346807035567)
