t,H,Q2_re,Q2_im,generator_norm
0,np.float64(954.2860192534773),np.float64(-62.14842344250734),np.float64(7.19559953609709),np.float64(27.769228743650082)
1,np.float64(954.2860192534761),np.float64(-62.1484234425072),np.float64(7.19559953609698),np.float64(28.1941462827595)
2,np.float64(954.2860192534787),np.float64(-62.14842344250735),np.float64(7.195599536097189),np.float64(28.242359762248007)
3,np.float64(954.2860192534777),np.float64(-62.148423442507685),np.float64(7.195599536096875),np.float64(28.40951403069989)
4,np.float64(954.2860192534743),np.float64(-62.14842344250758),np.float64(7.195599536096821),np.float64(28.83787629652153)
5,np.float64(954.2860192534735),np.float64(-62.14842344250748),np.float64(7.195599536096663),np.float64(29.29282803941006)
6,np.float64(954.2860192534736),np.float64(-62.14842344250794),np.float64(7.19559953609686),np.float64(29.560898367062862)
7,np.float64(954.2860192534736),np.float64(-62.148423442507905),np.float64(7.195599536096854),np.float64(29.69911141840624)
8,np.float64(954.2860192534713),np.float64(-62.14842344250805),np.float64(7.195599536096761),np.float64(29.80535657217733)
9,np.float64(954.2860192534727),np.float64(-62.14842344250809),np.float64(7.195599536096827),np.float64(29.89489722452203)
10,np.float64(954.2860192534704),np.float64(-62.14842344250806),np.float64(7.19559953609658),np.float64(29.948243115831698)
11,np.float64(954.2860192534657),np.float64(-62.148423442507585),np.float64(7.19559953609652),np.float64(29.984636622455238)
12,np.float64(954.2860192534649),np.float64(-62.14842344250757),np.float64(7.195599536096198),np.float64(30.01392209797346)
13,np.float64(954.2860192534663),np.float64(-62.148423442507934),np.float64(7.195599536096393),np.float64(30.053491164195215)
14,np.float64(954.2860192534671),np.float64(-62.14842344250873),np.float64(7.195599536096845),np.float64(30.103427143574972)
15,np.float64(954.2860192534679),np.float64(-62.14842344250911),np.float64(7.19559953609679),np.float64(30.158218693040876)
16,np.float64(954.2860192534667),np.float64(-62.148423442509255),np.float64(7.195599536096616),np.float64(30.221832171012444)
17,np.float64(954.2860192534656),np.float64(-62.148423442508744),np.float64(7.1955995360963545),np.float64(30.291404549694857)
18,np.float64(954.2860192534661),np.float64(-62.14842344250932),np.float64(7.195599536096099),np.float64(30.365487734075444)
19,np.float64(954.2860192534647),np.float64(-62.14842344250924),np.float64(7.19559953609618),np.float64(30.427479562248873)
20,np.float64(954.2860192534677),np.float64(-62.148423442509184),np.float64(7.195599536096066),np.float64(30.47396701450264)
21,np.float64(954.2860192534653),np.float64(-62.148423442508935),np.float64(7.1955995360962),np.float64(30.502403173244982)
22,np.float64(954.2860192534649),np.float64(-62.14842344250913),np.float64(7.1955995360962355),np.float64(30.51646120609374)
23,np.float64(954.2860192534638),np.float64(-62.148423442508225),np.float64(7.19559953609626),np.float64(30.517159434947878)
24,np.float64(954.2860192534613),np.float64(-62.148423442508175),np.float64(7.195599536096274),np.float64(30.50944946034913)
25,np.float64(954.2860192534595),np.float64(-62.148423442507976),np.float64(7.1955995360965215),np.float64(30.49917208769672)
26,np.float64(954.2860192534599),np.float64(-62.148423442508005),np.float64(7.19559953609625),np.float64(30.497367943475354)
27,np.float64(954.2860192534582),np.float64(-62.148423442508225),np.float64(7.195599536096341),np.float64(30.51285789442838)
28,np.float64(954.2860192534613),np.float64(-62.148423442508594),np.float64(7.195599536095881),np.float64(30.546763202987044)
29,np.float64(954.2860192534586),np.float64(-62.14842344250843),np.float64(7.195599536095614),np.float64(30.59042647957576)
30,np.float64(954.2860192534565),np.float64(-62.14842344250869),np.float64(7.195599536095578),np.float64(30.63088710313793)
31,np.float64(954.2860192534555),np.float64(-62.14842344250869),np.float64(7.195599536095442),np.float64(30.66065056116187)
32,np.float64(954.2860192534579),np.float64(-62.14842344250862),np.float64(7.19559953609563),np.float64(30.677994449808846)
33,np.float64(954.286019253458),np.float64(-62.148423442508566),np.float64(7.195599536095941),np.float64(30.68735001139917)
34,np.float64(954.2860192534571),np.float64(-62.14842344250859),np.float64(7.195599536095725),np.float64(30.693794735384014)
35,np.float64(954.2860192534579),np.float64(-62.14842344250878),np.float64(7.195599536095662),np.float64(30.701099268746727)
36,np.float64(954.286019253459),np.float64(-62.14842344250896),np.float64(7.195599536095546),np.float64(30.711105520577306)
37,np.float64(954.2860192534586),np.float64(-62.14842344250897),np.float64(7.195599536095375),np.float64(30.720988395034173)
38,np.float64(954.2860192534574),np.float64(-62.14842344250902),np.float64(7.195599536095585),np.float64(30.731133708571168)
39,np.float64(954.2860192534604),np.float64(-62.148423442509085),np.float64(7.195599536095714),np.float64(30.739490602680444)
40,np.float64(954.2860192534606),np.float64(-62.14842344250909),np.float64(7.195599536095433),np.float64(30.74884592104616)
41,np.float64(954.2860192534586),np.float64(-62.14842344250895),np.float64(7.195599536095667),np.float64(30.758796586827327)
42,np.float64(954.2860192534591),np.float64(-62.14842344250905),np.float64(7.1955995360958),np.float64(30.769376322688153)
43,np.float64(954.2860192534586),np.float64(-62.14842344250917),np.float64(7.195599536095837),np.float64(30.778269363262957)
44,np.float64(954.2860192534599),np.float64(-62.14842344250915),np.float64(7.1955995360960054),np.float64(30.783370501224073)
45,np.float64(954.2860192534646),np.float64(-62.14842344250927),np.float64(7.19559953609569),np.float64(30.78435443261296)
46,np.float64(954.2860192534656),np.float64(-62.148423442509355),np.float64(7.1955995360954805),np.float64(30.783163724901133)
47,np.float64(954.2860192534664),np.float64(-62.14842344250957),np.float64(7.195599536095626),np.float64(30.782981317275976)
48,np.float64(954.286019253469),np.float64(-62.14842344250983),np.float64(7.19559953609561),np.float64(30.787618395467945)
49,np.float64(954.2860192534677),np.float64(-62.14842344250975),np.float64(7.195599536095283),np.float64(30.79752918328628)
50,np.float64(954.2860192534667),np.float64(-62.14842344250975),np.float64(7.195599536095408),np.float64(30.812380732890617)
51,np.float64(954.2860192534672),np.float64(-62.14842344250977),np.float64(7.195599536095555),np.float64(30.828281354335086)
52,np.float64(954.2860192534617),np.float64(-62.1484234425093),np.float64(7.195599536095231),np.float64(30.843224345731514)
53,np.float64(954.2860192534616),np.float64(-62.14842344250951),np.float64(7.195599536095163),np.float64(30.854921503846043)
54,np.float64(954.2860192534642),np.float64(-62.14842344250968),np.float64(7.1955995360952105),np.float64(30.863307085854448)
55,np.float64(954.2860192534594),np.float64(-62.14842344250946),np.float64(7.1955995360951945),np.float64(30.868605791763713)
56,np.float64(954.2860192534611),np.float64(-62.148423442509454),np.float64(7.195599536095292),np.float64(30.87101057964732)
57,np.float64(954.2860192534604),np.float64(-62.14842344250917),np.float64(7.195599536095196),np.float64(30.871167418795803)
58,np.float64(954.2860192534611),np.float64(-62.14842344250925),np.float64(7.19559953609509),np.float64(30.869358630802154)
59,np.float64(954.286019253457),np.float64(-62.14842344250899),np.float64(7.1955995360950595),np.float64(30.866970270031118)
60,np.float64(954.286019253457),np.float64(-62.14842344250894),np.float64(7.195599536095139),np.float64(30.865514408784346)
61,np.float64(954.2860192534586),np.float64(-62.148423442509014),np.float64(7.195599536095409),np.float64(30.866403537120174)
62,np.float64(954.2860192534582),np.float64(-62.1484234425089),np.float64(7.195599536095287),np.float64(30.87088196247102)
63,np.float64(954.2860192534583),np.float64(-62.148423442508935),np.float64(7.1955995360952825),np.float64(30.878192515830023)
64,np.float64(954.2860192534581),np.float64(-62.148423442508985),np.float64(7.195599536095301),np.float64(30.887558195369046)
65,np.float64(954.2860192534611),np.float64(-62.14842344250912),np.float64(7.1955995360953935),np.float64(30.89658222235643)
66,np.float64(954.2860192534583),np.float64(-62.14842344250904),np.float64(7.195599536095477),np.float64(30.903595173410217)
67,np.float64(954.2860192534558),np.float64(-62.148423442509),np.float64(7.1955995360955605),np.float64(30.907441237482292)
68,np.float64(954.2860192534538),np.float64(-62.1484234425091),np.float64(7.195599536095736),np.float64(30.907806945891842)
69,np.float64(954.2860192534524),np.float64(-62.148423442508815),np.float64(7.195599536095626),np.float64(30.906113100173293)
70,np.float64(954.2860192534523),np.float64(-62.14842344250879),np.float64(7.195599536095537),np.float64(30.903524261115216)
71,np.float64(954.2860192534564),np.float64(-62.148423442509156),np.float64(7.195599536095701),np.float64(30.902017769481557)
72,np.float64(954.2860192534602),np.float64(-62.148423442509554),np.float64(7.19559953609606),np.float64(30.902313607241673)
73,np.float64(954.2860192534607),np.float64(-62.148423442509504),np.float64(7.195599536096182),np.float64(30.905241173384216)
74,np.float64(954.2860192534595),np.float64(-62.14842344250952),np.float64(7.195599536096369),np.float64(30.910690109595496)
75,np.float64(954.2860192534614),np.float64(-62.14842344250988),np.float64(7.195599536096417),np.float64(30.918034516972966)
76,np.float64(954.286019253462),np.float64(-62.148423442509944),np.float64(7.195599536096398),np.float64(30.925931428546633)
77,np.float64(954.2860192534622),np.float64(-62.148423442510065),np.float64(7.195599536096589),np.float64(30.932357484837624)
78,np.float64(954.2860192534649),np.float64(-62.14842344251006),np.float64(7.195599536096721),np.float64(30.93606107346174)
79,np.float64(954.2860192534657),np.float64(-62.14842344251001),np.float64(7.19559953609679),np.float64(30.936546301120764)
80,np.float64(954.2860192534639),np.float64(-62.1484234425099),np.float64(7.195599536096662),np.float64(30.93422537891529)
81,np.float64(954.2860192534629),np.float64(-62.148423442509944),np.float64(7.195599536096486),np.float64(30.93041158269055)
82,np.float64(954.2860192534623),np.float64(-62.14842344250988),np.float64(7.195599536096346),np.float64(30.92583408195628)
83,np.float64(954.2860192534602),np.float64(-62.14842344250968),np.float64(7.195599536096195),np.float64(30.922217710632353)
84,np.float64(954.2860192534624),np.float64(-62.14842344250982),np.float64(7.195599536096234),np.float64(30.92036169127909)
85,np.float64(954.2860192534638),np.float64(-62.148423442509795),np.float64(7.195599536096502),np.float64(30.921566050736367)
86,np.float64(954.2860192534663),np.float64(-62.148423442509966),np.float64(7.195599536096411),np.float64(30.925659678109817)
87,np.float64(954.286019253468),np.float64(-62.1484234425101),np.float64(7.195599536096878),np.float64(30.931976134259)
88,np.float64(954.2860192534714),np.float64(-62.148423442510314),np.float64(7.195599536096773),np.float64(30.939032747802745)
89,np.float64(954.2860192534708),np.float64(-62.148423442510236),np.float64(7.195599536096649),np.float64(30.94565161023304)
90,np.float64(954.2860192534699),np.float64(-62.14842344250998),np.float64(7.19559953609639),np.float64(30.950970654548463)
91,np.float64(954.2860192534679),np.float64(-62.14842344250992),np.float64(7.195599536096369),np.float64(30.954223510325306)
92,np.float64(954.2860192534674),np.float64(-62.14842344250985),np.float64(7.195599536096092),np.float64(30.95496075507562)
93,np.float64(954.286019253469),np.float64(-62.148423442509916),np.float64(7.195599536096319),np.float64(30.952837638131765)
94,np.float64(954.2860192534674),np.float64(-62.14842344250988),np.float64(7.195599536096315),np.float64(30.948475874723457)
