protocol,kind,step,C_memory
sine_packet,sine_packet,13,-5.226228235434134e-07
sine_packet,sine_packet,14,-9.315150204973413e-07
sine_packet,sine_packet,15,-1.2654990596771136e-06
sine_packet,sine_packet,16,-1.4049104108834426e-06
sine_packet,sine_packet,17,-1.2538841084054737e-06
sine_packet,sine_packet,18,-7.727996218440201e-07
sine_packet,sine_packet,19,-2.3939536370230972e-21
sine_packet,sine_packet,20,9.447637154578371e-07
sine_packet,sine_packet,21,1.8783210025325182e-06
sine_packet,sine_packet,22,2.591038500025086e-06
sine_packet,sine_packet,23,2.894914944551946e-06
sine_packet,sine_packet,24,2.671368481269795e-06
sine_packet,sine_packet,25,1.906483161132861e-06
sine_packet,sine_packet,26,7.038808329172662e-07
sine_packet,sine_packet,27,-7.295155463976844e-07
sine_packet,sine_packet,28,-2.1229867846783037e-06
sine_packet,sine_packet,29,-3.1985594574762726e-06
sine_packet,sine_packet,30,-3.7318071958336714e-06
sine_packet,sine_packet,31,-3.6026526787887417e-06
sine_packet,sine_packet,32,-2.8239503368140976e-06
sine_packet,sine_packet,33,-1.5407400418713017e-06
sine_packet,sine_packet,34,-8.503663488952794e-21
sine_packet,sine_packet,35,1.5022323025711957e-06
sine_packet,sine_packet,36,2.684120837393073e-06
sine_packet,sine_packet,37,3.3370442586044167e-06
sine_packet,sine_packet,38,3.3669338040248334e-06
sine_packet,sine_packet,39,2.808955895012445e-06
sine_packet,sine_packet,40,1.813100389281608e-06
sine_packet,sine_packet,41,6.052020208891583e-07
sine_packet,sine_packet,42,-5.664302660084395e-07
sine_packet,sine_packet,43,-1.485644986696352e-06
sine_packet,sine_packet,44,-2.0115949523824462e-06
sine_packet,sine_packet,45,-2.1011587348772563e-06
sine_packet,sine_packet,46,-1.8070073809607925e-06
sine_packet,sine_packet,47,-1.2538841084054763e-06
sine_packet,sine_packet,48,-6.008355282302073e-07
sine_packet,sine_packet,49,-9.349956275323673e-22
sine_packet,sine_packet,50,4.3749443232970023e-07
sine_packet,sine_packet,51,6.607590875713551e-07
sine_packet,sine_packet,52,6.803567070482789e-07
sine_packet,sine_packet,53,5.534485663182518e-07
sine_packet,sine_packet,54,3.5898500912848623e-07
sine_packet,sine_packet,55,1.7117718493117458e-07
sine_packet,sine_packet,56,3.912048722420895e-08
sine_packet,sine_packet,57,-2.2167892189433184e-08
sine_packet,sine_packet,58,-2.800030658104115e-08
sine_packet,sine_packet,59,-1.0346233335621193e-08
sine_packet,sine_packet,60,0.0
sine_packet,sine_packet,61,0.0
sine_packet,sine_packet,62,0.0
sine_packet,sine_packet,63,0.0
sine_packet,sine_packet,64,0.0
sine_packet,sine_packet,65,0.0
sine_packet,sine_packet,66,0.0
sine_packet,sine_packet,67,0.0
sine_packet,sine_packet,68,0.0
sine_packet,sine_packet,69,0.0
sine_packet,sine_packet,70,0.0
sine_packet,sine_packet,71,0.0
sine_packet,sine_packet,72,0.0
sine_packet,sine_packet,73,0.0
sine_packet,sine_packet,74,0.0
sine_packet,sine_packet,75,0.0
sine_packet,sine_packet,76,0.0
sine_packet,sine_packet,77,0.0
sine_packet,sine_packet,78,0.0
sine_packet,sine_packet,79,0.0
sine_packet,sine_packet,80,0.0
sine_packet,sine_packet,81,0.0
sine_packet,sine_packet,82,0.0
sine_packet,sine_packet,83,0.0
sine_packet,sine_packet,84,0.0
sine_packet,sine_packet,85,0.0
sine_packet,sine_packet,86,0.0
sine_packet,sine_packet,87,0.0
sine_packet,sine_packet,88,0.0
sine_packet,sine_packet,89,0.0
sine_packet,sine_packet,90,0.0
sine_packet,sine_packet,91,0.0
sine_packet,sine_packet,92,0.0
sine_packet,sine_packet,93,0.0
sine_packet,sine_packet,94,0.0
sine_packet,sine_packet,95,0.0
staircase,staircase,0,0.0
staircase,staircase,1,0.0
staircase,staircase,2,0.0
staircase,staircase,3,0.0
staircase,staircase,4,0.0
staircase,staircase,5,0.0
staircase,staircase,6,0.0
staircase,staircase,7,0.0
staircase,staircase,8,0.0
staircase,staircase,9,0.0
staircase,staircase,10,0.0
staircase,staircase,11,7.6e-07
staircase,staircase,12,7.6e-07
staircase,staircase,13,7.6e-07
staircase,staircase,14,7.6e-07
staircase,staircase,15,7.6e-07
staircase,staircase,16,7.6e-07
staircase,staircase,17,7.6e-07
staircase,staircase,18,2.0900000000000003e-06
staircase,staircase,19,2.0900000000000003e-06
staircase,staircase,20,2.0900000000000003e-06
staircase,staircase,21,2.0900000000000003e-06
staircase,staircase,22,2.0900000000000003e-06
staircase,staircase,23,2.0900000000000003e-06
staircase,staircase,24,2.0900000000000003e-06
staircase,staircase,25,1.33e-06
staircase,staircase,26,1.33e-06
staircase,staircase,27,1.33e-06
staircase,staircase,28,1.33e-06
staircase,staircase,29,1.33e-06
staircase,staircase,30,1.33e-06
staircase,staircase,31,1.33e-06
staircase,staircase,32,3.23e-06
staircase,staircase,33,3.23e-06
staircase,staircase,34,3.23e-06
staircase,staircase,35,3.23e-06
staircase,staircase,36,3.23e-06
staircase,staircase,37,3.23e-06
staircase,staircase,38,3.23e-06
staircase,staircase,39,3.8e-07
staircase,staircase,40,3.8e-07
staircase,staircase,41,3.8e-07
staircase,staircase,42,3.8e-07
staircase,staircase,43,3.8e-07
staircase,staircase,44,3.8e-07
staircase,staircase,45,3.8e-07
staircase,staircase,46,0.0
staircase,staircase,47,0.0
staircase,staircase,48,0.0
staircase,staircase,49,0.0
staircase,staircase,50,0.0
staircase,staircase,51,0.0
staircase,staircase,52,0.0
staircase,staircase,53,0.0
staircase,staircase,54,0.0
staircase,staircase,55,0.0
staircase,staircase,56,0.0
staircase,staircase,57,0.0
staircase,staircase,58,0.0
staircase,staircase,59,0.0
staircase,staircase,60,0.0
staircase,staircase,61,0.0
staircase,staircase,62,0.0
staircase,staircase,63,0.0
staircase,staircase,64,0.0
staircase,staircase,65,0.0
staircase,staircase,66,0.0
staircase,staircase,67,0.0
staircase,staircase,68,0.0
staircase,staircase,69,0.0
staircase,staircase,70,0.0
staircase,staircase,71,0.0
staircase,staircase,72,0.0
staircase,staircase,73,0.0
staircase,staircase,74,0.0
staircase,staircase,75,0.0
staircase,staircase,76,0.0
staircase,staircase,77,0.0
staircase,staircase,78,0.0
staircase,staircase,79,0.0
staircase,staircase,80,0.0
staircase,staircase,81,0.0
staircase,staircase,82,0.0
staircase,staircase,83,0.0
staircase,staircase,84,0.0
staircase,staircase,85,0.0
staircase,staircase,86,0.0
staircase,staircase,87,0.0
staircase,staircase,88,0.0
staircase,staircase,89,0.0
staircase,staircase,90,0.0
staircase,staircase,91,0.0
staircase,staircase,92,0.0
staircase,staircase,93,0.0
staircase,staircase,94,0.0
staircase,staircase,95,0.0
