protocol,kind,step,particle,C_memory,actual_Ra,signed_target_Ra,sign_normalizer,delta_C_lag_0,delta_C_lag_1,delta_C_lag_2,delta_C_lag_3,delta_C_lag_4,delta_C_lag_5,delta_C_lag_6,delta_C_lag_7,delta_C_lag_8,C_level,C_integral,delayed_delta_tail,delta_tail_including_current,Q_raw_abs_proxy,Q_recovery_abs_tail_proxy,Q_recovery_signed_tail_proxy
single_impulse,impulse,27,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,28,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,28,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,29,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,29,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,30,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,30,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,31,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,31,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,32,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,32,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,33,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,33,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,34,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,34,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,35,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,35,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,36,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,36,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,37,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,37,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,38,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,38,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,39,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,39,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,40,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,40,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,41,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,41,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,42,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,42,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,43,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,43,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,44,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,44,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,45,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,45,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,46,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,46,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,47,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,47,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,48,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,48,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,49,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,49,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,50,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,50,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,51,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,51,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,52,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,52,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,53,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,53,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,54,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,54,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,55,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,55,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,56,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,56,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,57,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,57,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,58,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,58,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,59,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,59,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,60,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,60,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,61,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,61,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,62,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,62,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,63,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,63,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,64,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,64,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,65,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,65,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
single_impulse,impulse,66,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-06,0.0,0.0,0.0,0.0,0.0
