protocol,kind,step,particle,C_memory,actual_Ra,signed_target_Ra,sign_normalizer,delta_C_lag_0,delta_C_lag_1,delta_C_lag_2,delta_C_lag_3,delta_C_lag_4,delta_C_lag_5,delta_C_lag_6,delta_C_lag_7,delta_C_lag_8,C_level,C_integral,delayed_delta_tail,delta_tail_including_current,Q_raw_abs_proxy,Q_recovery_abs_tail_proxy,Q_recovery_signed_tail_proxy
delayed_step_pair,delayed_step_pair,48,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.0,2.0900000000000003e-06,7.923e-05,1.2672819528089604e-06,1.1658993965842438e-06,0.0,1.2672819528089604e-09,1.2672819528089604e-09
delayed_step_pair,delayed_step_pair,48,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.0,2.0900000000000003e-06,7.923e-05,1.2672819528089604e-06,1.1658993965842438e-06,0.0,1.2672819528089604e-09,1.2672819528089604e-09
delayed_step_pair,delayed_step_pair,49,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,2.0900000000000003e-06,8.132e-05,1.1658993965842438e-06,1.0726274448575043e-06,0.0,1.1658993965842438e-09,1.1658993965842438e-09
delayed_step_pair,delayed_step_pair,49,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,2.0900000000000003e-06,8.132e-05,1.1658993965842438e-06,1.0726274448575043e-06,0.0,1.1658993965842438e-09,1.1658993965842438e-09
delayed_step_pair,delayed_step_pair,50,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,8.341e-05,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,50,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,8.341e-05,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,51,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,8.55e-05,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,51,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,8.55e-05,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,52,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,8.759e-05,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,52,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,8.759e-05,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,53,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,8.968000000000001e-05,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,53,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,8.968000000000001e-05,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,54,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,9.177000000000001e-05,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,54,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,9.177000000000001e-05,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,55,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,9.386000000000001e-05,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,55,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,9.386000000000001e-05,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,56,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,9.595000000000001e-05,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,56,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,9.595000000000001e-05,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,57,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,9.804000000000002e-05,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,57,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,9.804000000000002e-05,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,58,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00010013000000000002,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,58,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00010013000000000002,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,59,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00010222000000000002,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,59,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00010222000000000002,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,60,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00010431000000000002,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,60,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00010431000000000002,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,61,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00010640000000000002,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,61,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00010640000000000002,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,62,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00010849000000000003,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,62,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00010849000000000003,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,63,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00011058,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,63,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00011058,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,64,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00011267,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,64,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00011267,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,65,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00011476,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,65,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00011476,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,66,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00011685000000000001,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,66,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00011685000000000001,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,67,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00011894000000000001,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,67,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00011894000000000001,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,68,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00012103000000000001,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,68,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00012103000000000001,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,69,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00012312,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,69,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00012312,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,70,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00012521,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,70,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00012521,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,71,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.0001273,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,71,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.0001273,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,72,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00012939,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,72,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00012939,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,73,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00013148,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,73,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00013148,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,74,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00013357,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,74,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00013357,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,75,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00013566,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,75,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00013566,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,76,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00013775000000000001,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,76,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00013775000000000001,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,77,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00013984000000000002,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,77,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00013984000000000002,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,78,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00014193000000000002,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,78,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00014193000000000002,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,79,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00014402000000000002,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,79,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00014402000000000002,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,80,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00014611000000000002,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,80,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00014611000000000002,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,81,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00014820000000000002,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,81,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00014820000000000002,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,82,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00015029000000000003,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,82,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00015029000000000003,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,83,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00015238000000000003,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,83,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00015238000000000003,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,84,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00015447000000000003,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,84,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00015447000000000003,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,85,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00015656000000000003,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,85,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00015656000000000003,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,86,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00015865000000000003,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,86,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00015865000000000003,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,87,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00016074000000000004,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,87,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00016074000000000004,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,88,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00016283000000000004,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,88,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00016283000000000004,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,89,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00016492000000000004,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,89,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00016492000000000004,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,90,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00016701000000000004,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,90,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00016701000000000004,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,91,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00016910000000000004,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,91,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00016910000000000004,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,92,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00017119000000000005,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,92,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00017119000000000005,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,93,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00017328000000000005,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,93,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00017328000000000005,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,94,A,2.0900000000000003e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00017537000000000005,0.0,0.0,0.0,0.0,0.0
delayed_step_pair,delayed_step_pair,94,B,2.0900000000000003e-06,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0900000000000003e-06,0.00017537000000000005,0.0,0.0,0.0,0.0,0.0
ramp_duration_8,ramp,1,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramp_duration_8,ramp,1,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramp_duration_8,ramp,2,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramp_duration_8,ramp,2,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramp_duration_8,ramp,3,A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramp_duration_8,ramp,3,B,0.0,-0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramp_duration_8,ramp,4,A,0.0,2.8963414634146343e-10,2.8963414634146343e-10,1.0,4.75e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75e-07,4.75e-10,0.0,0.0
ramp_duration_8,ramp,4,B,0.0,-2.8963414634146343e-10,2.8963414634146343e-10,-1.0,4.75e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75e-07,4.75e-10,0.0,0.0
ramp_duration_8,ramp,5,A,4.75e-07,2.8963414634146343e-10,2.8963414634146343e-10,1.0,4.75e-07,4.75e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75e-07,4.75e-07,4.75e-07,9.12e-07,4.75e-10,4.75e-10,4.75e-10
ramp_duration_8,ramp,5,B,4.75e-07,-2.8963414634146343e-10,2.8963414634146343e-10,-1.0,4.75e-07,4.75e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75e-07,4.75e-07,4.75e-07,9.12e-07,4.75e-10,4.75e-10,4.75e-10
ramp_duration_8,ramp,6,A,9.5e-07,2.896341463414634e-10,2.896341463414634e-10,1.0,4.749999999999999e-07,4.75e-07,4.75e-07,0.0,0.0,0.0,0.0,0.0,0.0,9.5e-07,1.425e-06,9.12e-07,1.3140399999999999e-06,4.749999999999999e-10,9.120000000000001e-10,9.120000000000001e-10
ramp_duration_8,ramp,6,B,9.5e-07,-2.896341463414634e-10,2.896341463414634e-10,-1.0,4.749999999999999e-07,4.75e-07,4.75e-07,0.0,0.0,0.0,0.0,0.0,0.0,9.5e-07,1.425e-06,9.12e-07,1.3140399999999999e-06,4.749999999999999e-10,9.120000000000001e-10,9.120000000000001e-10
ramp_duration_8,ramp,7,A,1.425e-06,2.896341463414635e-10,2.896341463414635e-10,1.0,4.750000000000001e-07,4.749999999999999e-07,4.75e-07,4.75e-07,0.0,0.0,0.0,0.0,0.0,1.425e-06,2.8500000000000002e-06,1.3140399999999999e-06,1.6839168e-06,4.750000000000001e-10,1.31404e-09,1.31404e-09
ramp_duration_8,ramp,7,B,1.425e-06,-2.896341463414635e-10,2.896341463414635e-10,-1.0,4.750000000000001e-07,4.749999999999999e-07,4.75e-07,4.75e-07,0.0,0.0,0.0,0.0,0.0,1.425e-06,2.8500000000000002e-06,1.3140399999999999e-06,1.6839168e-06,4.750000000000001e-10,1.31404e-09,1.31404e-09
ramp_duration_8,ramp,8,A,1.9e-06,2.896341463414635e-10,2.896341463414635e-10,1.0,4.750000000000001e-07,4.750000000000001e-07,4.749999999999999e-07,4.75e-07,4.75e-07,0.0,0.0,0.0,0.0,1.9e-06,4.75e-06,1.6839168e-06,2.024203456e-06,4.750000000000001e-10,1.6839168000000001e-09,1.6839168000000001e-09
