phase,case,step,particle,delta_chi_mean,delta_chi_std,R_mean,R_std,C_memory_mean,distance_AB_abs,gauge_count,v_chi_read,a_chi_read
phase3_c_return_frozen,C_return_without_reembedding,28,B,-1.1408103241485042e-10,6.414265819373951e-19,1.5625,0.16703827619526523,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,29,A,1.7825161307551725e-10,6.414265819373954e-19,1.0,0.10690449676496973,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,29,B,-1.1408103241485042e-10,6.414265819373951e-19,1.5625,0.16703827619526523,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,30,A,1.7825161307551725e-10,6.414265819373954e-19,1.0,0.10690449676496973,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,30,B,-1.1408103241485042e-10,6.414265819373951e-19,1.5625,0.16703827619526523,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,31,A,1.7825161307551725e-10,6.414265819373954e-19,1.0,0.10690449676496973,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,31,B,-1.1408103241485042e-10,6.414265819373951e-19,1.5625,0.16703827619526523,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,32,A,1.7825161307551725e-10,6.414265819373954e-19,1.0,0.10690449676496973,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,32,B,-1.1408103241485042e-10,6.414265819373951e-19,1.5625,0.16703827619526523,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,33,A,1.7825161307551725e-10,6.414265819373954e-19,1.0,0.10690449676496973,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,33,B,-1.1408103241485042e-10,6.414265819373951e-19,1.5625,0.16703827619526523,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,34,A,1.7825161307551725e-10,6.414265819373954e-19,1.0,0.10690449676496973,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,34,B,-1.1408103241485042e-10,6.414265819373951e-19,1.5625,0.16703827619526523,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,35,A,1.7825161307551725e-10,6.414265819373954e-19,1.0,0.10690449676496973,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,35,B,-1.1408103241485042e-10,6.414265819373951e-19,1.5625,0.16703827619526523,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,36,A,1.7825161307551725e-10,6.414265819373954e-19,1.0,0.10690449676496973,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,36,B,-1.1408103241485042e-10,6.414265819373951e-19,1.5625,0.16703827619526523,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,37,A,1.7825161307551725e-10,6.414265819373954e-19,1.0,0.10690449676496973,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,37,B,-1.1408103241485042e-10,6.414265819373951e-19,1.5625,0.16703827619526523,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,38,A,1.7825161307551725e-10,6.414265819373954e-19,1.0,0.10690449676496973,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,38,B,-1.1408103241485042e-10,6.414265819373951e-19,1.5625,0.16703827619526523,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,39,A,1.7825161307551725e-10,6.414265819373954e-19,1.0,0.10690449676496973,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,39,B,-1.1408103241485042e-10,6.414265819373951e-19,1.5625,0.16703827619526523,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,40,A,1.7825161307551725e-10,6.414265819373954e-19,1.0,0.10690449676496973,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,40,B,-1.1408103241485042e-10,6.414265819373951e-19,1.5625,0.16703827619526523,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,41,A,1.7825161307551725e-10,6.414265819373954e-19,1.0,0.10690449676496973,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,41,B,-1.1408103241485042e-10,6.414265819373951e-19,1.5625,0.16703827619526523,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,42,A,1.7825161307551725e-10,6.414265819373954e-19,1.0,0.10690449676496973,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,42,B,-1.1408103241485042e-10,6.414265819373951e-19,1.5625,0.16703827619526523,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,43,A,1.7825161307551725e-10,6.414265819373954e-19,1.0,0.10690449676496973,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,43,B,-1.1408103241485042e-10,6.414265819373951e-19,1.5625,0.16703827619526523,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,44,A,1.7825161307551725e-10,6.414265819373954e-19,1.0,0.10690449676496973,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,44,B,-1.1408103241485042e-10,6.414265819373951e-19,1.5625,0.16703827619526523,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,45,A,1.7825161307551725e-10,6.414265819373954e-19,1.0,0.10690449676496973,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,45,B,-1.1408103241485042e-10,6.414265819373951e-19,1.5625,0.16703827619526523,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,46,A,1.7825161307551725e-10,6.414265819373954e-19,1.0,0.10690449676496973,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,46,B,-1.1408103241485042e-10,6.414265819373951e-19,1.5625,0.16703827619526523,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,47,A,1.7825161307551725e-10,6.414265819373954e-19,1.0,0.10690449676496973,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_frozen,C_return_without_reembedding,47,B,-1.1408103241485042e-10,6.414265819373951e-19,1.5625,0.16703827619526523,2.9233264549036763e-07,0.5,7,0.0,0.0
phase3_c_return_persistent,C_return_with_persistent_reembedding,0,A,1.7825161307551725e-10,6.414265819373954e-19,1.0,0.10690449676496973,2.9233264549036763e-07,0.4999999997076675,7,0.0,0.0
phase3_c_return_persistent,C_return_with_persistent_reembedding,0,B,-1.1408103241485042e-10,6.414265819373951e-19,1.5625,0.16703827619526523,2.9233264549036763e-07,0.4999999997076675,7,0.0,0.0
phase3_c_return_persistent,C_return_with_persistent_reembedding,1,A,5.204947101395876e-10,6.414265884207688e-19,1.0,0.10690449676496973,5.612786791850754e-07,0.49999999914638865,7,4.176791795941876e-10,1.5087216506023456e-10
phase3_c_return_persistent,C_return_with_persistent_reembedding,1,B,-3.331166145358555e-10,6.414265884207697e-19,1.5625,0.16703827619526523,5.612786791850754e-07,0.49999999914638865,7,-2.673146749402801e-10,-9.655818563855004e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,2,A,1.0136099722638925e-09,6.414265592212044e-19,1.0,0.10690449676496973,8.087090298838602e-07,0.49999999833767955,7,5.62516457920077e-10,1.3880239159154417e-10
phase3_c_return_persistent,C_return_with_persistent_reembedding,2,B,-6.487103822954107e-10,6.414265884207688e-19,1.5625,0.16703827619526523,8.087090298838602e-07,0.49999999833767955,7,-3.600105330688493e-10,-8.883353061858831e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,3,A,1.6455276259797415e-09,6.414265592212044e-19,1.0,0.10690449676496973,1.0363449520939922e-06,0.4999999973013347,7,6.957667536788865e-10,1.276981999260748e-10
phase3_c_return_persistent,C_return_with_persistent_reembedding,3,B,-1.053137680673554e-09,6.414265592212044e-19,1.5625,0.16703827619526523,1.0363449520939922e-06,0.4999999973013347,7,-4.452907223544871e-10,-8.172684795268736e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,4,A,2.4051434796216654e-09,6.414265073542605e-19,1.0,0.10690449676496973,1.2457699999727546e-06,0.49999999605556467,7,8.183570254046784e-10,1.174823435255091e-10
phase3_c_return_persistent,C_return_with_persistent_reembedding,4,B,-1.539291827004385e-09,6.414265592212377e-19,1.5625,0.16703827619526523,1.2457699999727546e-06,0.49999999605556467,7,-5.237484962589939e-10,-7.51886998563262e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,5,A,3.2822416767890983e-09,6.414265073542605e-19,1.0,0.10690449676496973,1.43844104335459e-06,0.49999999461712363,7,9.311400749544945e-10,1.0808375557412309e-10
phase3_c_return_persistent,C_return_with_persistent_reembedding,5,B,-2.100634673191542e-09,6.414265073542605e-19,1.5625,0.16703827619526523,1.43844104335459e-06,0.49999999461712363,7,-5.959296479708767e-10,-6.91736035674393e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,6,A,4.267423629530654e-09,6.414266241524958e-19,1.0,0.10690449676496973,1.615698402496152e-06,0.49999999300142534,7,1.0349004800420622e-09,9.943705460101236e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,6,B,-2.7311511229461382e-09,6.414265073542415e-19,1.5625,0.16703827619526523,1.615698402496152e-06,0.49999999300142534,7,-6.623363072269199e-10,-6.363971494464722e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,7,A,5.352042636873223e-09,6.414266241524958e-19,1.0,0.10690449676496973,1.7787751720418114e-06,0.49999999122265004,7,1.1303600521688372e-09,9.14820896525376e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,7,B,-3.4253072876453817e-09,6.414265073542415e-19,1.5625,0.16703827619526523,1.7787751720418114e-06,0.49999999122265004,7,-7.23430433388056e-10,-5.854853737762495e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,8,A,6.528143733868329e-09,6.414266241531815e-19,1.0,0.10690449676496973,1.928805799071975e-06,0.49999998929384415,7,1.2181828579206027e-09,8.416352185099344e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,8,B,-4.17801198972225e-09,6.414266241524958e-19,1.5625,0.16703827619526523,1.928805799071975e-06,0.49999998929384415,7,-7.796370290691853e-10,-5.386465398463354e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,9,A,7.788408352714428e-09,6.414263905575278e-19,1.0,0.10690449676496973,2.0668339749075997e-06,0.4999999872270103,7,1.2989798385603622e-09,7.743043942852543e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,9,B,-4.984581345783752e-09,6.414266241524958e-19,1.5625,0.16703827619526523,2.0668339749075997e-06,0.4999999872270103,7,-8.31347096678632e-10,-4.955548123425988e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,10,A,9.126103410989053e-09,6.414263905560039e-19,1.0,0.10690449676496973,2.193819895570388e-06,0.4999999850331905,7,1.3733130600538417e-09,7.123600355843362e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,10,B,-5.840706183079514e-09,6.414266241531815e-19,1.5625,0.16703827619526523,2.193819895570388e-06,0.4999999850331905,7,-8.78920358434459e-10,-4.5591042277394206e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,11,A,1.0535034472822112e-08,6.414263905560039e-19,1.0,0.10690449676496973,2.3106469414062157e-06,0.4999999827225433,7,1.4416996230929694e-09,6.553712251982185e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,11,B,-6.74242206265267e-09,6.414266241524958e-19,1.5625,0.16703827619526523,2.3106469414062157e-06,0.4999999827225433,7,-9.226877587794998e-10,-4.194375841268731e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,12,A,1.2009502657174992e-08,6.414263905560039e-19,1.0,0.10690449676496973,2.418127822338724e-06,0.49999998030441567,7,1.5046152603174964e-09,6.029415192923219e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,12,B,-7.686081700638514e-09,6.414263905560039e-19,1.5625,0.16703827619526523,2.418127822338724e-06,0.49999998030441567,7,-9.629537666031976e-10,-3.85882572347084e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,13,A,1.3544264993457104e-08,6.414263905560039e-19,1.0,0.10690449676496973,2.517010231502663e-06,0.49999997778740546,7,1.5624976457589242e-09,5.547061895362344e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,13,B,-8.668329595859065e-09,6.414263905560039e-19,1.5625,0.16703827619526523,2.517010231502663e-06,0.49999997778740546,7,-9.999984932857107e-10,-3.550119613031768e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,14,A,1.513449794869284e-08,6.4142680549219875e-19,1.0,0.10690449676496973,2.6079820465866065e-06,0.49999997517942335,7,1.6157494395289272e-09,5.103296858638243e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,14,B,-9.686078687209935e-09,6.414263905575278e-19,1.5625,0.16703827619526523,2.6079820465866065e-06,0.49999997517942335,7,-1.0340796412985125e-09,-3.266109989528608e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,15,A,1.677576387251496e-08,6.4142680549219875e-19,1.0,0.10690449676496973,2.6916761150682745e-06,0.4999999724877472,7,1.664741088932726e-09,4.6950330221215134e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,15,B,-1.073648887845609e-08,6.414263905575278e-19,1.5625,0.16703827619526523,2.6916761150682745e-06,0.4999999724877472,7,-1.0654342969169442e-09,-3.0048211341577355e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,16,A,1.8463980126558292e-08,6.4142680549219875e-19,1.0,0.10690449676496973,2.7686746566310622e-06,0.4999999697190725,7,1.7098134054933993e-09,4.319430290013148e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,16,B,-1.1816947281043823e-08,6.414263905560039e-19,1.5625,0.16703827619526523,2.7686746566310622e-06,0.4999999697190725,7,-1.0942805795157753e-09,-2.7644353856084675e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,17,A,2.0195390683501757e-08,6.4142680549219875e-19,1.0,0.10690449676496973,2.8395133133872774e-06,0.49999996687955933,7,1.7512799358142737e-09,3.9738757741617395e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,17,B,-1.2925050037487641e-08,6.414263905587469e-19,1.5625,0.16703827619526523,2.8395133133872774e-06,0.49999996687955933,7,-1.1208191589211355e-09,-2.543280495463573e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,18,A,2.196653999818684e-08,6.4142680549219875e-19,1.0,0.10690449676496973,2.9046848760835404e-06,0.4999999639748744,7,1.7894291427723512e-09,3.655965617453768e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,18,B,-1.4058585598886094e-08,6.414263905560039e-19,1.5625,0.16703827619526523,2.9046848760835404e-06,0.4999999639748744,7,-1.1452346513743035e-09,-2.3398179951700408e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,19,A,2.377424896904646e-08,6.414268054982942e-19,1.0,0.10690449676496973,2.964642712209772e-06,0.49999996101023164,7,1.8245264122162394e-09,3.3634882713238685e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,19,B,-1.5215519340236248e-08,6.4142680549219875e-19,1.5625,0.16703827619526523,2.964642712209772e-06,0.49999996101023164,7,-1.1676969038183925e-09,-2.152632493647759e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,20,A,2.561559282261932e-08,6.4142680549219875e-19,1.0,0.10690449676496973,3.0198039198594913e-06,0.4999999579904278,7,1.8568158991282895e-09,3.09440911108615e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,20,B,-1.639397940652288e-08,6.4142680549219875e-19,1.5625,0.16703827619526523,3.0198039198594913e-06,0.4999999579904278,7,-1.1883621754421062e-09,-1.9804218310949772e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,21,A,2.748788076730304e-08,6.4142680549219875e-19,1.0,0.10690449676496973,3.070552229281302e-06,0.49999995491987553,7,1.8865222260937752e-09,2.8468562820109966e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,21,B,-1.759224369112046e-08,6.4142680549219875e-19,1.5625,0.16703827619526523,3.070552229281302e-06,0.49999995491987553,7,-1.2073742247000174e-09,-1.821988020487263e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,22,A,2.938863727480687e-08,6.4142680549219875e-19,1.0,0.10690449676496973,3.1172406723062805e-06,0.49999995180263485,7,1.9138520458925203e-09,2.6191076777380168e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,22,B,-1.8808727855922914e-08,6.4142680549219875e-19,1.5625,0.16703827619526523,3.1172406723062805e-06,0.49999995180263485,7,-1.2248653093712146e-09,-1.676228913752185e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,23,A,3.131558485908808e-08,6.414269100132218e-19,1.0,0.10690449676496973,3.16019403822119e-06,0.4999999486424409,7,1.9389954790832446e-09,2.4095789604068357e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,23,B,-2.004197430986289e-08,6.414268054982942e-19,1.5625,0.16703827619526523,3.16019403822119e-06,0.4999999486424409,7,-1.2409571066132781e-09,-1.5421305346605072e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,24,A,3.326662823297336e-08,6.414269100180982e-19,1.0,0.10690449676496973,3.199711133171851e-06,0.49999994544272974,7,1.9621274365811284e-09,2.2168125391699342e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,24,B,-2.129064206914947e-08,6.4142680549219875e-19,1.5625,0.16703827619526523,3.199711133171851e-06,0.49999994544272974,7,-1.2557615594119248e-09,-1.4187600250688241e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,25,A,3.5239839732250336e-08,6.414269100132218e-19,1.0,0.10690449676496973,3.2360668588142562e-06,0.49999994220666283,7,1.9834088364292293e-09,2.0394674304502416e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,25,B,-2.255349742868674e-08,6.4142680549219875e-19,1.5625,0.16703827619526523,3.2360668588142562e-06,0.49999994220666283,7,-1.2693816553147063e-09,-1.3052591554874796e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,26,A,3.723344590583182e-08,6.414269100180982e-19,1.0,0.10690449676496973,3.269514124673615e-06,0.4999999389371487,7,2.0029877232281407e-09,1.8763099293320372e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,26,B,-2.3829405379778883e-08,6.4142680549219875e-19,1.5625,0.16703827619526523,3.269514124673615e-06,0.4999999389371487,7,-1.281912142866006e-09,-1.2008383547724773e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,27,A,3.924581517870662e-08,6.414269100180982e-19,1.0,0.10690449676496973,3.3002856075146707e-06,0.499999935636863,7,2.021000298011306e-09,1.7262050273010374e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,27,B,-2.511732171441875e-08,6.414268054982942e-19,1.5625,0.16703827619526523,3.3002856075146707e-06,0.499999935636863,7,-1.293440190727236e-09,-1.1047712174734978e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,28,A,4.127544650185443e-08,6.414269100132218e-19,1.0,0.10690449676496973,3.328595369962422e-06,0.4999999323082677,7,2.0375718657303595e-09,1.5881085165096488e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,28,B,-2.6416285761233355e-08,6.414268054982942e-19,1.5625,0.16703827619526523,3.328595369962422e-06,0.4999999323082677,7,-1.3040459940674369e-09,-1.0163894505666914e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,29,A,4.3320958910167337e-08,6.414269100766159e-19,1.0,0.10690449676496973,3.354640349633183e-06,0.4999999289536273,7,2.0528177069415757e-09,1.4610597257335854e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,29,B,-2.7725413702553625e-08,6.4142680549219875e-19,1.5625,0.16703827619526523,3.354640349633183e-06,0.4999999289536273,7,-1.3138033324426088e-09,-9.350782244676947e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,30,A,4.538108191573758e-08,6.414269100180982e-19,1.0,0.10690449676496973,3.378601729135177e-06,0.4999999255750257,7,2.066843879757401e-09,1.3441748374314693e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,30,B,-2.9043892426118573e-08,6.4142680549219875e-19,1.5625,0.16703827619526523,3.378601729135177e-06,0.4999999255750257,7,-1.322780083044732e-09,-8.60271895956961e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,31,A,4.745464666968214e-08,6.414269100132218e-19,1.0,0.10690449676496973,3.4006461964690834e-06,0.49999992217437944,7,2.079747957641962e-09,1.2366407394807444e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,31,B,-3.037097386864309e-08,6.414269100180982e-19,1.5625,0.16703827619526523,3.4006461964690834e-06,0.49999992217437944,7,-1.3310386928908587e-09,-7.914500732683514e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,32,A,4.9540577831021504e-08,6.414269100180982e-19,1.0,0.10690449676496973,3.420927104596554e-06,0.4999999187534523,7,2.091619708182867e-09,1.1377093687002566e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,32,B,-3.170596981190029e-08,6.414269100132218e-19,1.5625,0.16703827619526523,3.420927104596554e-06,0.4999999187534523,7,-1.33863661323704e-09,-7.28133995967926e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,33,A,5.163788608604787e-08,6.414269100180982e-19,1.0,0.10690449676496973,3.439585538243249e-06,0.49999991531386684,7,2.102541717561243e-09,1.0466925069749646e-11
phase3_c_return_persistent,C_return_with_persistent_reembedding,33,B,-3.304824709511717e-08,6.414269100132218e-19,1.5625,0.16703827619526523,3.439585538243249e-06,0.49999991531386684,7,-1.3456266992392017e-09,-6.698832044644008e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,34,A,5.374566126614399e-08,6.414269100132218e-19,1.0,0.10690449676496973,3.4567512953576475e-06,0.4999999118571155,7,2.112589965064267e-09,9.629569936298453e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,34,B,-3.439722321037869e-08,6.414269100132218e-19,1.5625,0.16703827619526523,3.4567512953576475e-06,0.4999999118571155,7,-1.3520575776411323e-09,-6.162924759217246e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,35,A,5.586306601617641e-08,6.414269100180982e-19,1.0,0.10690449676496973,3.4725437900531475e-06,0.4999999083845718,7,2.1218343516365736e-09,8.859203208314368e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,35,B,-3.5752362250399434e-08,6.414269100132218e-19,1.5625,0.16703827619526523,3.4725437900531475e-06,0.4999999083845718,7,-1.3579739850474064e-09,-5.6698900533309895e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,36,A,5.798932996941714e-08,6.414269100132218e-19,1.0,0.10690449676496973,3.4870728833148096e-06,0.49999990489749896,7,2.130339186147675e-09,8.150465813888359e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,36,B,-3.7113171180473506e-08,6.414269100132218e-19,1.5625,0.16703827619526523,3.4870728833148096e-06,0.49999990489749896,7,-1.3634170791345173e-09,-5.216298120890667e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,37,A,6.012374438847176e-08,6.414269100180982e-19,1.0,0.10690449676496973,3.500439647249566e-06,0.49999990139705913,7,2.1381636327579254e-09,7.498427406612653e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,37,B,-3.847919640866847e-08,6.414269100132218e-19,1.5625,0.16703827619526523,3.500439647249566e-06,0.49999990139705913,7,-1.3684247249650694e-09,-4.798993540213569e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,38,A,6.226565723493299e-08,6.414269100180982e-19,1.0,0.10690449676496973,3.5127370681964177e-06,0.4999998978843222,7,2.1453621224951916e-09,6.898552067919685e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,38,B,-3.9850020630403645e-08,6.414269100180982e-19,1.5625,0.16703827619526523,3.5127370681964177e-06,0.4999998978843222,7,-1.3730317583969233e-09,-4.415073323494274e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,39,A,6.441446863346214e-08,6.414269100766159e-19,1.0,0.10690449676496973,3.524050693587815e-06,0.4999998943602715,7,2.151984731905473e-09,6.346666752643119e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,39,B,-4.1225259925462315e-08,6.414269100766159e-19,1.5625,0.16703827619526523,3.524050693587815e-06,0.4999998943602715,7,-1.3772702284195037e-09,-4.06186672166645e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,40,A,6.656962669874393e-08,6.414269100766159e-19,1.0,0.10690449676496973,3.534459227062142e-06,0.49999989082581214,7,2.1580775314113914e-09,5.838932259193665e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,40,B,-4.260456108724265e-08,6.414269100180982e-19,1.5625,0.16703827619526523,3.534459227062142e-06,0.49999989082581214,7,-1.3811696201032835e-09,-3.73691664589321e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,41,A,6.873062369628492e-08,6.414269100180982e-19,1.0,0.10690449676496973,3.5440350759671936e-06,0.4999998872817772,7,2.163682905802022e-09,5.3718165220676165e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,41,B,-4.398759916566888e-08,6.414269100132218e-19,1.5625,0.16703827619526523,3.5440350759671936e-06,0.4999998872817772,7,-1.384757059713289e-09,-3.4379625741179806e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,42,A,7.089699251034798e-08,6.414269100180982e-19,1.0,0.10690449676496973,3.5528448550633863e-06,0.49999988372893217,7,2.168839849083577e-09,4.942070041042328e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,42,B,-4.537407520666923e-08,6.414269100132218e-19,1.5625,0.16703827619526523,3.5528448550633863e-06,0.49999988372893217,7,-1.388057503413489e-09,-3.162924826281648e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,43,A,7.306830339445208e-08,6.414269100180982e-19,1.0,0.10690449676496973,3.560949849930717e-06,0.4999998801679824,7,2.1735842357420375e-09,4.546703275878554e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,43,B,-4.676371417249586e-08,6.414269100766159e-19,1.5625,0.16703827619526523,3.560949849930717e-06,0.4999998801679824,7,-1.391093910874898e-09,-2.9098900965365987e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,44,A,7.524416098183205e-08,6.414269100180982e-19,1.0,0.10690449676496973,3.5684064433031567e-06,0.49999987659957595,7,2.1779490703047157e-09,4.182965849477839e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,44,B,-4.8156263028419026e-08,6.414269100132218e-19,1.5625,0.16703827619526523,3.5684064433031567e-06,0.49999987659957595,7,-1.3938874049950058e-09,-2.677098143679052e-12
phase3_c_return_persistent,C_return_with_persistent_reembedding,45,A,7.742420153506151e-08,6.414269100180982e-19,1.0,0.10690449676496973,3.5752665072963057e-06,0.49999987302430954,7,2.1819647169369396e-09,3.848327414969955e-12
