phase,case,step,particle,gauge,chi_read,delta_chi_read,R_read,C_memory,distance_AB_abs,reembedded,delta_chi_gauge_offset,phase_bias,gain
phase2_c_deformation_only,A_B_to_C_no_return,37,A,g_phase_minus,-0.25,-1.2963414261969487e-18,1.0,3.500440053189887e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,37,A,g_gain_high,-0.25,0.0,1.2,3.500440053189887e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,37,A,g_gain_low,-0.25,0.0,0.8,3.500440053189887e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,37,B,g0,0.25,0.0,1.5625,3.500440053189887e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,37,B,g_chi_plus,0.2505,0.0,1.5625,3.500440053189887e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,37,B,g_chi_minus,0.2495,0.0,1.5625,3.500440053189887e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,37,B,g_phase_plus,0.25,1.097783008371748e-18,1.5625,3.500440053189887e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,37,B,g_phase_minus,0.25,-1.2963414261969487e-18,1.5625,3.500440053189887e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,37,B,g_gain_high,0.25,0.0,1.875,3.500440053189887e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,37,B,g_gain_low,0.25,0.0,1.25,3.500440053189887e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,38,A,g0,-0.25,0.0,1.0,3.5127374944250637e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,38,A,g_chi_plus,-0.2495,0.0,1.0,3.5127374944250637e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,38,A,g_chi_minus,-0.2505,0.0,1.0,3.5127374944250637e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,38,A,g_phase_plus,-0.25,1.097783008371748e-18,1.0,3.5127374944250637e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,38,A,g_phase_minus,-0.25,-1.2963414261969487e-18,1.0,3.5127374944250637e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,38,A,g_gain_high,-0.25,0.0,1.2,3.5127374944250637e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,38,A,g_gain_low,-0.25,0.0,0.8,3.5127374944250637e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,38,B,g0,0.25,0.0,1.5625,3.5127374944250637e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,38,B,g_chi_plus,0.2505,0.0,1.5625,3.5127374944250637e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,38,B,g_chi_minus,0.2495,0.0,1.5625,3.5127374944250637e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,38,B,g_phase_plus,0.25,1.097783008371748e-18,1.5625,3.5127374944250637e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,38,B,g_phase_minus,0.25,-1.2963414261969487e-18,1.5625,3.5127374944250637e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,38,B,g_gain_high,0.25,0.0,1.875,3.5127374944250637e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,38,B,g_gain_low,0.25,0.0,1.25,3.5127374944250637e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,39,A,g0,-0.25,0.0,1.0,3.5240511403614265e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,39,A,g_chi_plus,-0.2495,0.0,1.0,3.5240511403614265e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,39,A,g_chi_minus,-0.2505,0.0,1.0,3.5240511403614265e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,39,A,g_phase_plus,-0.25,1.097783008371748e-18,1.0,3.5240511403614265e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,39,A,g_phase_minus,-0.25,-1.2963414261969487e-18,1.0,3.5240511403614265e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,39,A,g_gain_high,-0.25,0.0,1.2,3.5240511403614265e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,39,A,g_gain_low,-0.25,0.0,0.8,3.5240511403614265e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,39,B,g0,0.25,0.0,1.5625,3.5240511403614265e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,39,B,g_chi_plus,0.2505,0.0,1.5625,3.5240511403614265e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,39,B,g_chi_minus,0.2495,0.0,1.5625,3.5240511403614265e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,39,B,g_phase_plus,0.25,1.097783008371748e-18,1.5625,3.5240511403614265e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,39,B,g_phase_minus,0.25,-1.2963414261969487e-18,1.5625,3.5240511403614265e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,39,B,g_gain_high,0.25,0.0,1.875,3.5240511403614265e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,39,B,g_gain_low,0.25,0.0,1.25,3.5240511403614265e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,40,A,g0,-0.25,0.0,1.0,3.53445969462288e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,40,A,g_chi_plus,-0.2495,0.0,1.0,3.53445969462288e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,40,A,g_chi_minus,-0.2505,0.0,1.0,3.53445969462288e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,40,A,g_phase_plus,-0.25,1.097783008371748e-18,1.0,3.53445969462288e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,40,A,g_phase_minus,-0.25,-1.2963414261969487e-18,1.0,3.53445969462288e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,40,A,g_gain_high,-0.25,0.0,1.2,3.53445969462288e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,40,A,g_gain_low,-0.25,0.0,0.8,3.53445969462288e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,40,B,g0,0.25,0.0,1.5625,3.53445969462288e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,40,B,g_chi_plus,0.2505,0.0,1.5625,3.53445969462288e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,40,B,g_chi_minus,0.2495,0.0,1.5625,3.53445969462288e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,40,B,g_phase_plus,0.25,1.097783008371748e-18,1.5625,3.53445969462288e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,40,B,g_phase_minus,0.25,-1.2963414261969487e-18,1.5625,3.53445969462288e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,40,B,g_gain_high,0.25,0.0,1.875,3.53445969462288e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,40,B,g_gain_low,0.25,0.0,1.25,3.53445969462288e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,41,A,g0,-0.25,0.0,1.0,3.5440355645434175e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,41,A,g_chi_plus,-0.2495,0.0,1.0,3.5440355645434175e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,41,A,g_chi_minus,-0.2505,0.0,1.0,3.5440355645434175e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,41,A,g_phase_plus,-0.25,1.097783008371748e-18,1.0,3.5440355645434175e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,41,A,g_phase_minus,-0.25,-1.2963414261969487e-18,1.0,3.5440355645434175e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,41,A,g_gain_high,-0.25,0.0,1.2,3.5440355645434175e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,41,A,g_gain_low,-0.25,0.0,0.8,3.5440355645434175e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,41,B,g0,0.25,0.0,1.5625,3.5440355645434175e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,41,B,g_chi_plus,0.2505,0.0,1.5625,3.5440355645434175e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,41,B,g_chi_minus,0.2495,0.0,1.5625,3.5440355645434175e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,41,B,g_phase_plus,0.25,1.097783008371748e-18,1.5625,3.5440355645434175e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,41,B,g_phase_minus,0.25,-1.2963414261969487e-18,1.5625,3.5440355645434175e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,41,B,g_gain_high,0.25,0.0,1.875,3.5440355645434175e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,41,B,g_gain_low,0.25,0.0,1.25,3.5440355645434175e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,42,A,g0,-0.25,0.0,1.0,3.552845364870312e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,42,A,g_chi_plus,-0.2495,0.0,1.0,3.552845364870312e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,42,A,g_chi_minus,-0.2505,0.0,1.0,3.552845364870312e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,42,A,g_phase_plus,-0.25,1.097783008371748e-18,1.0,3.552845364870312e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,42,A,g_phase_minus,-0.25,-1.2963414261969487e-18,1.0,3.552845364870312e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,42,A,g_gain_high,-0.25,0.0,1.2,3.552845364870312e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,42,A,g_gain_low,-0.25,0.0,0.8,3.552845364870312e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,42,B,g0,0.25,0.0,1.5625,3.552845364870312e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,42,B,g_chi_plus,0.2505,0.0,1.5625,3.552845364870312e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,42,B,g_chi_minus,0.2495,0.0,1.5625,3.552845364870312e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,42,B,g_phase_plus,0.25,1.097783008371748e-18,1.5625,3.552845364870312e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,42,B,g_phase_minus,0.25,-1.2963414261969487e-18,1.5625,3.552845364870312e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,42,B,g_gain_high,0.25,0.0,1.875,3.552845364870312e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,42,B,g_gain_low,0.25,0.0,1.25,3.552845364870312e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,43,A,g0,-0.25,0.0,1.0,3.5609503811710547e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,43,A,g_chi_plus,-0.2495,0.0,1.0,3.5609503811710547e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,43,A,g_chi_minus,-0.2505,0.0,1.0,3.5609503811710547e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,43,A,g_phase_plus,-0.25,1.097783008371748e-18,1.0,3.5609503811710547e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,43,A,g_phase_minus,-0.25,-1.2963414261969487e-18,1.0,3.5609503811710547e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,43,A,g_gain_high,-0.25,0.0,1.2,3.5609503811710547e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,43,A,g_gain_low,-0.25,0.0,0.8,3.5609503811710547e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,43,B,g0,0.25,0.0,1.5625,3.5609503811710547e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,43,B,g_chi_plus,0.2505,0.0,1.5625,3.5609503811710547e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,43,B,g_chi_minus,0.2495,0.0,1.5625,3.5609503811710547e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,43,B,g_phase_plus,0.25,1.097783008371748e-18,1.5625,3.5609503811710547e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,43,B,g_phase_minus,0.25,-1.2963414261969487e-18,1.5625,3.5609503811710547e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,43,B,g_gain_high,0.25,0.0,1.875,3.5609503811710547e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,43,B,g_gain_low,0.25,0.0,1.25,3.5609503811710547e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,44,A,g0,-0.25,0.0,1.0,3.568406996167738e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,44,A,g_chi_plus,-0.2495,0.0,1.0,3.568406996167738e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,44,A,g_chi_minus,-0.2505,0.0,1.0,3.568406996167738e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,44,A,g_phase_plus,-0.25,1.097783008371748e-18,1.0,3.568406996167738e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,44,A,g_phase_minus,-0.25,-1.2963414261969487e-18,1.0,3.568406996167738e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,44,A,g_gain_high,-0.25,0.0,1.2,3.568406996167738e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,44,A,g_gain_low,-0.25,0.0,0.8,3.568406996167738e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,44,B,g0,0.25,0.0,1.5625,3.568406996167738e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,44,B,g_chi_plus,0.2505,0.0,1.5625,3.568406996167738e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,44,B,g_chi_minus,0.2495,0.0,1.5625,3.568406996167738e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,44,B,g_phase_plus,0.25,1.097783008371748e-18,1.5625,3.568406996167738e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,44,B,g_phase_minus,0.25,-1.2963414261969487e-18,1.5625,3.568406996167738e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,44,B,g_gain_high,0.25,0.0,1.875,3.568406996167738e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,44,B,g_gain_low,0.25,0.0,1.25,3.568406996167738e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,45,A,g0,-0.25,0.0,1.0,3.5752670819646865e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,45,A,g_chi_plus,-0.2495,0.0,1.0,3.5752670819646865e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,45,A,g_chi_minus,-0.2505,0.0,1.0,3.5752670819646865e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,45,A,g_phase_plus,-0.25,1.097783008371748e-18,1.0,3.5752670819646865e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,45,A,g_phase_minus,-0.25,-1.2963414261969487e-18,1.0,3.5752670819646865e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,45,A,g_gain_high,-0.25,0.0,1.2,3.5752670819646865e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,45,A,g_gain_low,-0.25,0.0,0.8,3.5752670819646865e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,45,B,g0,0.25,0.0,1.5625,3.5752670819646865e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,45,B,g_chi_plus,0.2505,0.0,1.5625,3.5752670819646865e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,45,B,g_chi_minus,0.2495,0.0,1.5625,3.5752670819646865e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,45,B,g_phase_plus,0.25,1.097783008371748e-18,1.5625,3.5752670819646865e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,45,B,g_phase_minus,0.25,-1.2963414261969487e-18,1.5625,3.5752670819646865e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,45,B,g_gain_high,0.25,0.0,1.875,3.5752670819646865e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,45,B,g_gain_low,0.25,0.0,1.25,3.5752670819646865e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,46,A,g0,-0.25,0.0,1.0,3.581578360897879e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,46,A,g_chi_plus,-0.2495,0.0,1.0,3.581578360897879e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,46,A,g_chi_minus,-0.2505,0.0,1.0,3.581578360897879e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,46,A,g_phase_plus,-0.25,1.097783008371748e-18,1.0,3.581578360897879e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,46,A,g_phase_minus,-0.25,-1.2963414261969487e-18,1.0,3.581578360897879e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,46,A,g_gain_high,-0.25,0.0,1.2,3.581578360897879e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,46,A,g_gain_low,-0.25,0.0,0.8,3.581578360897879e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,46,B,g0,0.25,0.0,1.5625,3.581578360897879e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,46,B,g_chi_plus,0.2505,0.0,1.5625,3.581578360897879e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,46,B,g_chi_minus,0.2495,0.0,1.5625,3.581578360897879e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,46,B,g_phase_plus,0.25,1.097783008371748e-18,1.5625,3.581578360897879e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,46,B,g_phase_minus,0.25,-1.2963414261969487e-18,1.5625,3.581578360897879e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,46,B,g_gain_high,0.25,0.0,1.875,3.581578360897879e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,46,B,g_gain_low,0.25,0.0,1.25,3.581578360897879e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,47,A,g0,-0.25,0.0,1.0,3.5873847375164163e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,47,A,g_chi_plus,-0.2495,0.0,1.0,3.5873847375164163e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,47,A,g_chi_minus,-0.2505,0.0,1.0,3.5873847375164163e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,47,A,g_phase_plus,-0.25,1.097783008371748e-18,1.0,3.5873847375164163e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,47,A,g_phase_minus,-0.25,-1.2963414261969487e-18,1.0,3.5873847375164163e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,47,A,g_gain_high,-0.25,0.0,1.2,3.5873847375164163e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,47,A,g_gain_low,-0.25,0.0,0.8,3.5873847375164163e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,47,B,g0,0.25,0.0,1.5625,3.5873847375164163e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,47,B,g_chi_plus,0.2505,0.0,1.5625,3.5873847375164163e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,47,B,g_chi_minus,0.2495,0.0,1.5625,3.5873847375164163e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,47,B,g_phase_plus,0.25,1.097783008371748e-18,1.5625,3.5873847375164163e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,47,B,g_phase_minus,0.25,-1.2963414261969487e-18,1.5625,3.5873847375164163e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,47,B,g_gain_high,0.25,0.0,1.875,3.5873847375164163e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,47,B,g_gain_low,0.25,0.0,1.25,3.5873847375164163e-06,0.5,False,0.0,0.0,0.8
phase3_c_return_frozen,C_return_without_reembedding,0,A,g0,-0.25,1.7825161310388272e-10,1.0,2.923326454903677e-07,0.5,False,0.0,0.0,1.0
phase3_c_return_frozen,C_return_without_reembedding,0,A,g_chi_plus,-0.2495,1.7825161310388272e-10,1.0,2.923326454903677e-07,0.5,False,0.0005,0.0,1.0
phase3_c_return_frozen,C_return_without_reembedding,0,A,g_chi_minus,-0.2505,1.7825161310388272e-10,1.0,2.923326454903677e-07,0.5,False,-0.0005,0.0,1.0
phase3_c_return_frozen,C_return_without_reembedding,0,A,g_phase_plus,-0.25,1.7825161420166572e-10,1.0,2.923326454903677e-07,0.5,False,0.0,0.11,1.0
phase3_c_return_frozen,C_return_without_reembedding,0,A,g_phase_minus,-0.25,1.782516118075413e-10,1.0,2.923326454903677e-07,0.5,False,0.0,-0.13,1.0
phase3_c_return_frozen,C_return_without_reembedding,0,A,g_gain_high,-0.25,1.7825161310388272e-10,1.2,2.923326454903677e-07,0.5,False,0.0,0.0,1.2
phase3_c_return_frozen,C_return_without_reembedding,0,A,g_gain_low,-0.25,1.7825161310388272e-10,0.8,2.923326454903677e-07,0.5,False,0.0,0.0,0.8
phase3_c_return_frozen,C_return_without_reembedding,0,B,g0,0.25,-1.1408103238648494e-10,1.5625,2.923326454903677e-07,0.5,False,0.0,0.0,1.0
phase3_c_return_frozen,C_return_without_reembedding,0,B,g_chi_plus,0.2505,-1.1408103238648494e-10,1.5625,2.923326454903677e-07,0.5,False,0.0005,0.0,1.0
phase3_c_return_frozen,C_return_without_reembedding,0,B,g_chi_minus,0.2495,-1.1408103238648494e-10,1.5625,2.923326454903677e-07,0.5,False,-0.0005,0.0,1.0
phase3_c_return_frozen,C_return_without_reembedding,0,B,g_phase_plus,0.25,-1.1408103128870193e-10,1.5625,2.923326454903677e-07,0.5,False,0.0,0.11,1.0
phase3_c_return_frozen,C_return_without_reembedding,0,B,g_phase_minus,0.25,-1.1408103368282637e-10,1.5625,2.923326454903677e-07,0.5,False,0.0,-0.13,1.0
phase3_c_return_frozen,C_return_without_reembedding,0,B,g_gain_high,0.25,-1.1408103238648494e-10,1.875,2.923326454903677e-07,0.5,False,0.0,0.0,1.2
phase3_c_return_frozen,C_return_without_reembedding,0,B,g_gain_low,0.25,-1.1408103238648494e-10,1.25,2.923326454903677e-07,0.5,False,0.0,0.0,0.8
phase3_c_return_frozen,C_return_without_reembedding,1,A,g0,-0.25,1.7825161310388272e-10,1.0,2.923326454903677e-07,0.5,False,0.0,0.0,1.0
phase3_c_return_frozen,C_return_without_reembedding,1,A,g_chi_plus,-0.2495,1.7825161310388272e-10,1.0,2.923326454903677e-07,0.5,False,0.0005,0.0,1.0
phase3_c_return_frozen,C_return_without_reembedding,1,A,g_chi_minus,-0.2505,1.7825161310388272e-10,1.0,2.923326454903677e-07,0.5,False,-0.0005,0.0,1.0
phase3_c_return_frozen,C_return_without_reembedding,1,A,g_phase_plus,-0.25,1.7825161420166572e-10,1.0,2.923326454903677e-07,0.5,False,0.0,0.11,1.0
phase3_c_return_frozen,C_return_without_reembedding,1,A,g_phase_minus,-0.25,1.782516118075413e-10,1.0,2.923326454903677e-07,0.5,False,0.0,-0.13,1.0
phase3_c_return_frozen,C_return_without_reembedding,1,A,g_gain_high,-0.25,1.7825161310388272e-10,1.2,2.923326454903677e-07,0.5,False,0.0,0.0,1.2
phase3_c_return_frozen,C_return_without_reembedding,1,A,g_gain_low,-0.25,1.7825161310388272e-10,0.8,2.923326454903677e-07,0.5,False,0.0,0.0,0.8
