phase,case,step,particle,gauge,chi_read,delta_chi_read,R_read,C_memory,distance_AB_abs,reembedded,delta_chi_gauge_offset,phase_bias,gain
phase2_c_deformation_only,A_B_to_C_no_return,7,A,g0,-0.25,0.0,1.0,1.7787751823809867e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,7,A,g_chi_plus,-0.2495,0.0,1.0,1.7787751823809867e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,7,A,g_chi_minus,-0.2505,0.0,1.0,1.7787751823809867e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,7,A,g_phase_plus,-0.25,1.097783008371748e-18,1.0,1.7787751823809867e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,7,A,g_phase_minus,-0.25,-1.2963414261969487e-18,1.0,1.7787751823809867e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,7,A,g_gain_high,-0.25,0.0,1.2,1.7787751823809867e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,7,A,g_gain_low,-0.25,0.0,0.8,1.7787751823809867e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,7,B,g0,0.25,0.0,1.5625,1.7787751823809867e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,7,B,g_chi_plus,0.2505,0.0,1.5625,1.7787751823809867e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,7,B,g_chi_minus,0.2495,0.0,1.5625,1.7787751823809867e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,7,B,g_phase_plus,0.25,1.097783008371748e-18,1.5625,1.7787751823809867e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,7,B,g_phase_minus,0.25,-1.2963414261969487e-18,1.5625,1.7787751823809867e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,7,B,g_gain_high,0.25,0.0,1.875,1.7787751823809867e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,7,B,g_gain_low,0.25,0.0,1.25,1.7787751823809867e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,8,A,g0,-0.25,0.0,1.0,1.9288058132808756e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,8,A,g_chi_plus,-0.2495,0.0,1.0,1.9288058132808756e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,8,A,g_chi_minus,-0.2505,0.0,1.0,1.9288058132808756e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,8,A,g_phase_plus,-0.25,1.097783008371748e-18,1.0,1.9288058132808756e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,8,A,g_phase_minus,-0.25,-1.2963414261969487e-18,1.0,1.9288058132808756e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,8,A,g_gain_high,-0.25,0.0,1.2,1.9288058132808756e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,8,A,g_gain_low,-0.25,0.0,0.8,1.9288058132808756e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,8,B,g0,0.25,0.0,1.5625,1.9288058132808756e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,8,B,g_chi_plus,0.2505,0.0,1.5625,1.9288058132808756e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,8,B,g_chi_minus,0.2495,0.0,1.5625,1.9288058132808756e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,8,B,g_phase_plus,0.25,1.097783008371748e-18,1.5625,1.9288058132808756e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,8,B,g_phase_minus,0.25,-1.2963414261969487e-18,1.5625,1.9288058132808756e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,8,B,g_gain_high,0.25,0.0,1.875,1.9288058132808756e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,8,B,g_gain_low,0.25,0.0,1.25,1.9288058132808756e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,9,A,g0,-0.25,0.0,1.0,2.0668339937087733e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,9,A,g_chi_plus,-0.2495,0.0,1.0,2.0668339937087733e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,9,A,g_chi_minus,-0.2505,0.0,1.0,2.0668339937087733e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,9,A,g_phase_plus,-0.25,1.097783008371748e-18,1.0,2.0668339937087733e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,9,A,g_phase_minus,-0.25,-1.2963414261969487e-18,1.0,2.0668339937087733e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,9,A,g_gain_high,-0.25,0.0,1.2,2.0668339937087733e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,9,A,g_gain_low,-0.25,0.0,0.8,2.0668339937087733e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,9,B,g0,0.25,0.0,1.5625,2.0668339937087733e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,9,B,g_chi_plus,0.2505,0.0,1.5625,2.0668339937087733e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,9,B,g_chi_minus,0.2495,0.0,1.5625,2.0668339937087733e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,9,B,g_phase_plus,0.25,1.097783008371748e-18,1.5625,2.0668339937087733e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,9,B,g_phase_minus,0.25,-1.2963414261969487e-18,1.5625,2.0668339937087733e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,9,B,g_gain_high,0.25,0.0,1.875,2.0668339937087733e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,9,B,g_gain_low,0.25,0.0,1.25,2.0668339937087733e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,10,A,g0,-0.25,0.0,1.0,2.1938199197024394e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,10,A,g_chi_plus,-0.2495,0.0,1.0,2.1938199197024394e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,10,A,g_chi_minus,-0.2505,0.0,1.0,2.1938199197024394e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,10,A,g_phase_plus,-0.25,1.097783008371748e-18,1.0,2.1938199197024394e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,10,A,g_phase_minus,-0.25,-1.2963414261969487e-18,1.0,2.1938199197024394e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,10,A,g_gain_high,-0.25,0.0,1.2,2.1938199197024394e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,10,A,g_gain_low,-0.25,0.0,0.8,2.1938199197024394e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,10,B,g0,0.25,0.0,1.5625,2.1938199197024394e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,10,B,g_chi_plus,0.2505,0.0,1.5625,2.1938199197024394e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,10,B,g_chi_minus,0.2495,0.0,1.5625,2.1938199197024394e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,10,B,g_phase_plus,0.25,1.097783008371748e-18,1.5625,2.1938199197024394e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,10,B,g_phase_minus,0.25,-1.2963414261969487e-18,1.5625,2.1938199197024394e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,10,B,g_gain_high,0.25,0.0,1.875,2.1938199197024394e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,10,B,g_gain_low,0.25,0.0,1.25,2.1938199197024394e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,11,A,g0,-0.25,0.0,1.0,2.310646971616612e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,11,A,g_chi_plus,-0.2495,0.0,1.0,2.310646971616612e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,11,A,g_chi_minus,-0.2505,0.0,1.0,2.310646971616612e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,11,A,g_phase_plus,-0.25,1.097783008371748e-18,1.0,2.310646971616612e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,11,A,g_phase_minus,-0.25,-1.2963414261969487e-18,1.0,2.310646971616612e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,11,A,g_gain_high,-0.25,0.0,1.2,2.310646971616612e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,11,A,g_gain_low,-0.25,0.0,0.8,2.310646971616612e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,11,B,g0,0.25,0.0,1.5625,2.310646971616612e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,11,B,g_chi_plus,0.2505,0.0,1.5625,2.310646971616612e-06,0.5,False,0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,11,B,g_chi_minus,0.2495,0.0,1.5625,2.310646971616612e-06,0.5,False,-0.0005,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,11,B,g_phase_plus,0.25,1.097783008371748e-18,1.5625,2.310646971616612e-06,0.5,False,0.0,0.11,1.0
phase2_c_deformation_only,A_B_to_C_no_return,11,B,g_phase_minus,0.25,-1.2963414261969487e-18,1.5625,2.310646971616612e-06,0.5,False,0.0,-0.13,1.0
phase2_c_deformation_only,A_B_to_C_no_return,11,B,g_gain_high,0.25,0.0,1.875,2.310646971616612e-06,0.5,False,0.0,0.0,1.2
phase2_c_deformation_only,A_B_to_C_no_return,11,B,g_gain_low,0.25,0.0,1.25,2.310646971616612e-06,0.5,False,0.0,0.0,0.8
phase2_c_deformation_only,A_B_to_C_no_return,12,A,g0,-0.25,0.0,1.0,2.4181278593776506e-06,0.5,False,0.0,0.0,1.0
phase2_c_deformation_only,A_B_to_C_no_return,12,A,g_chi_plus,-0.2495,0.0,1.0,2.4181278593776506e-06,0.5,False,0.0005,0.0,1.0
