t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(41.21792747981941),np.float64(-13.860302530629934),np.float64(7.009226629029911),np.float64(9.490021931732612),np.float64(4.440892098500626e-16)
1,np.float64(41.21792747981937),np.float64(-13.860302530629943),np.float64(7.009226629029928),np.float64(14.354264627288433),np.float64(8.881784197001252e-16)
2,np.float64(41.217927479819465),np.float64(-13.860302530630046),np.float64(7.00922662902993),np.float64(17.494272606565048),np.float64(4.440892098500626e-16)
3,np.float64(41.21792747981945),np.float64(-13.86030253062999),np.float64(7.009226629030049),np.float64(17.75786548702455),np.float64(4.440892098500626e-16)
4,np.float64(41.21792747981931),np.float64(-13.860302530630005),np.float64(7.009226629030069),np.float64(18.002987968952876),np.float64(8.881784197001252e-16)
5,np.float64(41.21792747981935),np.float64(-13.860302530630035),np.float64(7.009226629030085),np.float64(18.212958424943128),np.float64(8.881784197001252e-16)
6,np.float64(41.21792747981951),np.float64(-13.860302530630088),np.float64(7.009226629030023),np.float64(18.508662892842214),np.float64(8.881784197001252e-16)
7,np.float64(41.21792747981948),np.float64(-13.860302530630081),np.float64(7.009226629030023),np.float64(18.646335128483553),np.float64(8.881784197001252e-16)
8,np.float64(41.21792747981952),np.float64(-13.860302530630069),np.float64(7.009226629030106),np.float64(18.701162487586185),np.float64(8.881784197001252e-16)
9,np.float64(41.21792747981947),np.float64(-13.860302530630054),np.float64(7.009226629030103),np.float64(18.71449462696682),np.float64(8.881784197001252e-16)
10,np.float64(41.217927479819465),np.float64(-13.860302530630012),np.float64(7.009226629030177),np.float64(18.718901458692272),np.float64(8.881784197001252e-16)
11,np.float64(41.21792747981954),np.float64(-13.86030253063009),np.float64(7.0092266290300635),np.float64(18.71986249465259),np.float64(8.881784197001252e-16)
12,np.float64(41.21792747981954),np.float64(-13.860302530630207),np.float64(7.009226629029848),np.float64(18.72013825836153),np.float64(8.881784197001252e-16)
13,np.float64(41.217927479819615),np.float64(-13.860302530630316),np.float64(7.009226629029708),np.float64(18.720224051238),np.float64(8.881784197001252e-16)
14,np.float64(41.21792747981952),np.float64(-13.860302530630321),np.float64(7.009226629029731),np.float64(18.720241351751444),np.float64(8.881784197001252e-16)
15,np.float64(41.21792747981948),np.float64(-13.860302530630397),np.float64(7.009226629029598),np.float64(18.720247131664053),np.float64(8.881784197001252e-16)
16,np.float64(41.21792747981954),np.float64(-13.860302530630483),np.float64(7.009226629029559),np.float64(18.720248505147417),np.float64(8.881784197001252e-16)
17,np.float64(41.21792747981969),np.float64(-13.860302530630554),np.float64(7.0092266290295555),np.float64(18.720248895817072),np.float64(8.881784197001252e-16)
18,np.float64(41.21792747981968),np.float64(-13.86030253063055),np.float64(7.009226629029474),np.float64(18.720248998125708),np.float64(8.881784197001252e-16)
19,np.float64(41.217927479819636),np.float64(-13.860302530630491),np.float64(7.009226629029609),np.float64(18.720249022229332),np.float64(4.440892098500626e-16)
20,np.float64(41.217927479819764),np.float64(-13.860302530630547),np.float64(7.009226629029605),np.float64(18.720249031185368),np.float64(8.881784197001252e-16)
21,np.float64(41.21792747981978),np.float64(-13.860302530630582),np.float64(7.009226629029496),np.float64(18.72024903367082),np.float64(4.440892098500626e-16)
22,np.float64(41.21792747981977),np.float64(-13.860302530630612),np.float64(7.009226629029477),np.float64(18.720249035360922),np.float64(8.881784197001252e-16)
23,np.float64(41.21792747981969),np.float64(-13.860302530630678),np.float64(7.009226629029331),np.float64(18.720249036972124),np.float64(8.881784197001252e-16)
24,np.float64(41.217927479819586),np.float64(-13.860302530630678),np.float64(7.009226629029204),np.float64(18.720249038681953),np.float64(8.881784197001252e-16)
25,np.float64(41.21792747981968),np.float64(-13.860302530630802),np.float64(7.009226629028952),np.float64(18.720249040509213),np.float64(4.440892098500626e-16)
26,np.float64(41.217927479819714),np.float64(-13.860302530630879),np.float64(7.009226629028828),np.float64(18.720249042376444),np.float64(8.881784197001252e-16)
27,np.float64(41.217927479819764),np.float64(-13.860302530630918),np.float64(7.009226629028856),np.float64(18.720249044197192),np.float64(8.881784197001252e-16)
28,np.float64(41.217927479819906),np.float64(-13.860302530630994),np.float64(7.009226629028855),np.float64(18.720249045883875),np.float64(8.881784197001252e-16)
29,np.float64(41.21792747982005),np.float64(-13.860302530631088),np.float64(7.009226629028749),np.float64(18.720249047359033),np.float64(8.881784197001252e-16)
