t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(117.303061543301),np.float64(45.955549577344215),np.float64(6.634971247381288),np.float64(17.825074699987276),np.float64(4.440892098500626e-16)
1,np.float64(117.30306154330114),np.float64(45.955549577344186),np.float64(6.634971247381348),np.float64(18.205738904443088),np.float64(4.440892098500626e-16)
2,np.float64(117.30306154330128),np.float64(45.955549577344144),np.float64(6.634971247381701),np.float64(23.343206009904314),np.float64(8.881784197001252e-16)
3,np.float64(117.30306154330135),np.float64(45.955549577344065),np.float64(6.634971247381873),np.float64(32.1602013896234),np.float64(8.881784197001252e-16)
4,np.float64(117.30306154330125),np.float64(45.95554957734403),np.float64(6.634971247381887),np.float64(34.52778881997052),np.float64(1.7763568394002505e-15)
5,np.float64(117.30306154330117),np.float64(45.95554957734403),np.float64(6.634971247381298),np.float64(34.84580340705654),np.float64(1.7763568394002505e-15)
6,np.float64(117.30306154330131),np.float64(45.95554957734403),np.float64(6.6349712473805305),np.float64(35.24972846687851),np.float64(1.7763568394002505e-15)
7,np.float64(117.30306154330131),np.float64(45.95554957734399),np.float64(6.634971247380442),np.float64(36.266729189262755),np.float64(1.7763568394002505e-15)
8,np.float64(117.30306154330111),np.float64(45.95554957734391),np.float64(6.634971247379953),np.float64(41.33827940747191),np.float64(1.7763568394002505e-15)
9,np.float64(117.30306154330127),np.float64(45.95554957734382),np.float64(6.6349712473799345),np.float64(44.957066139419595),np.float64(1.7763568394002505e-15)
10,np.float64(117.30306154330125),np.float64(45.95554957734376),np.float64(6.634971247380383),np.float64(48.319034793141036),np.float64(3.552713678800501e-15)
11,np.float64(117.30306154330137),np.float64(45.95554957734378),np.float64(6.634971247380443),np.float64(48.910888729450605),np.float64(1.7763568394002505e-15)
12,np.float64(117.30306154330164),np.float64(45.95554957734383),np.float64(6.634971247381166),np.float64(49.783071065179485),np.float64(3.552713678800501e-15)
13,np.float64(117.30306154330191),np.float64(45.95554957734397),np.float64(6.634971247381292),np.float64(50.54258399094011),np.float64(1.7763568394002505e-15)
14,np.float64(117.30306154330205),np.float64(45.95554957734414),np.float64(6.634971247380804),np.float64(51.1519229470466),np.float64(3.552713678800501e-15)
15,np.float64(117.30306154330223),np.float64(45.95554957734414),np.float64(6.6349712473811415),np.float64(51.53349245558228),np.float64(3.552713678800501e-15)
16,np.float64(117.30306154330228),np.float64(45.955549577344094),np.float64(6.634971247381127),np.float64(51.74412667600091),np.float64(3.552713678800501e-15)
17,np.float64(117.30306154330202),np.float64(45.95554957734404),np.float64(6.63497124738132),np.float64(51.818746097247285),np.float64(1.7763568394002505e-15)
18,np.float64(117.30306154330238),np.float64(45.955549577344215),np.float64(6.634971247381355),np.float64(51.86440943195863),np.float64(3.552713678800501e-15)
19,np.float64(117.3030615433021),np.float64(45.955549577344144),np.float64(6.634971247381395),np.float64(51.892020468485406),np.float64(2.220446049250313e-16)
20,np.float64(117.30306154330185),np.float64(45.95554957734398),np.float64(6.6349712473813405),np.float64(51.91157466308588),np.float64(1.7763568394002505e-15)
21,np.float64(117.30306154330177),np.float64(45.95554957734383),np.float64(6.634971247381272),np.float64(51.92512859004788),np.float64(4.440892098500626e-16)
22,np.float64(117.30306154330168),np.float64(45.95554957734374),np.float64(6.634971247381294),np.float64(51.93481740769949),np.float64(1.1102230246251565e-16)
23,np.float64(117.30306154330177),np.float64(45.95554957734377),np.float64(6.6349712473812765),np.float64(51.94201803859443),np.float64(3.552713678800501e-15)
