group,edges,count,mean_r2,mean_a2,mean_b2,mean_ab,mean_z2_re,mean_z2_im,mean_z2_phase_over_pi
A_plus,"1-2,1-3,4-5",3,0.08596491226860531,0.018691859612955414,0.0672730526556499,-0.035381828028760366,-0.04858119304269448,-0.07076365605752073,-0.6915037097354024
A_minus,"1-4,1-5,2-3",3,0.08596491230875385,0.06587727482169162,0.02008763748706224,0.03630060764235717,0.045789637334629374,0.07260121528471435,0.3208907842363547
B_plus,"2-4,3-5",2,0.08596491223719434,0.06657516475125166,0.019389747485942674,0.035841217143036445,0.04718541726530899,0.07168243428607289,0.31469352799465783
B_minus,"2-5,3-4",2,0.0859649123001909,0.021483414298482148,0.06448149800170874,-0.03721938656342226,-0.0429980837032266,-0.07443877312684452,-0.6667334880677696
