step,class_id,count,a2_norm,b2_norm,ab_norm
0,0,6,0.16676632104798175,0.8332336789520184,0.37276710586115724
0,1,4,0.8332336789520177,0.16676632104798222,-0.3727671058611577
1,0,6,0.06480804619413025,0.9351919538058696,0.2461868464045748
1,1,4,0.9351919538058695,0.06480804619413057,-0.24618684640457544
10,0,6,0.8766546873479794,0.12334531265202066,-0.3288331590621541
10,1,4,0.12334531265201894,0.876654687347981,0.32883315906215216
50,0,6,0.9875927332023663,0.012407266797633683,-0.1106947448086223
50,1,4,0.012407266797633433,0.9875927332023665,0.11069474480862124
81,0,6,0.05515721400049742,0.9448427859995027,-0.2282868715984359
81,1,4,0.9448427859995021,0.05515721400049785,0.22828687159843672
82,0,6,0.15188398455179392,0.848116015448206,-0.3589084002757031
82,1,4,0.8481160154482058,0.1518839845517942,0.3589084002757034
100,0,6,0.038474375147630045,0.9615256248523699,-0.19233849745859374
100,1,4,0.9615256248523691,0.03847437514763081,0.19233849745859558
200,0,1,0.5301094977836271,0.4698905022163729,-0.49909259475894635
200,1,1,0.5301094898558861,0.46989051014411404,-0.49909259523721483
200,2,4,0.4698905061620027,0.5301094938379973,0.49909259499698005
200,3,1,0.5301094850094098,0.46989051499059026,-0.4990925955295953
200,4,1,0.5301094987209468,0.46989050127905324,-0.49909259470239925
200,5,1,0.530109502711176,0.46989049728882415,-0.4990925944616747
200,6,1,0.530109488946939,0.469890511053061,-0.49909259529205013
500,0,1,0.5476129514226806,0.45238704857731926,-0.49772784416468147
500,1,1,0.8835508701457735,0.11644912985422648,-0.32076273164197233
500,2,1,0.8257144736628014,0.17428552633719863,0.37935482288559913
500,3,1,0.024708038601830427,0.9752919613981695,0.15523386045022808
500,4,1,0.9898544733856139,0.010145526614386079,-0.10021274821150682
500,5,1,0.4330916719153672,0.5669083280846329,0.4955030531015113
500,6,1,0.16951345120882572,0.8304865487911743,-0.3752047988340485
500,7,1,0.011581977903054399,0.9884180220969456,-0.10699455916497605
500,8,1,0.6379674224814575,0.36203257751854245,0.48058817123793535
500,9,1,0.8186340486286648,0.18136595137133515,-0.38532109085087163
1000,0,1,0.011340465162466175,0.9886595348375338,0.10588606618609014
1000,1,1,0.035679485715942184,0.9643205142840579,0.1854897841256711
1000,2,1,0.9922652765964324,0.007734723403567608,-0.08760649209640752
1000,3,1,0.9647725979340667,0.035227402065933354,-0.18435409463751662
1000,4,1,0.9702123447781076,0.029787655221892386,-0.1700010318153218
1000,5,1,0.9249345642542653,0.07506543574573467,-0.26349689960611994
1000,6,1,0.11336420172489879,0.8866357982751013,0.3170374733248031
1000,7,1,0.05995505872862599,0.9400449412713741,0.23740355865376783
1000,8,1,0.9345147332944426,0.06548526670555739,-0.24738016604016458
1000,9,1,0.009473881694040915,0.990526118305959,0.09687170515526311
2000,0,1,0.9966811190442432,0.0033188809557567756,-0.05751405032649231
2000,1,1,0.9999945904665074,5.409533492702971e-06,-0.0023258340933201495
2000,2,1,1.968351091436589e-07,0.9999998031648908,0.0004436609858885484
2000,3,1,0.0035176339475419516,0.9964823660524581,0.059205237935110545
2000,4,1,8.568420763810795e-08,0.9999999143157924,-0.00029271863674239213
2000,5,1,0.0032864019123981397,0.9967135980876018,0.05723287058036077
2000,6,1,0.9999998223984712,1.7760152870247136e-07,0.00042142792641229696
2000,7,1,0.999995026213357,4.973786642934539e-06,0.002230193243730455
2000,8,1,1.3619055988941924e-07,0.9999998638094402,0.00036904002674716823
2000,9,1,0.9964158047592123,0.0035841952407876356,-0.059760762924041984
3000,0,1,0.013410690176530826,0.9865893098234692,-0.11502540400068119
3000,1,1,0.03013038709156037,0.9698696129084396,-0.17094603495042843
3000,2,1,0.9698833718338845,0.030116628166115524,0.17090821183904378
3000,3,1,0.9865802348390107,0.013419765160989281,0.11506378693582608
3000,4,1,0.9698769633917679,0.03012303660823209,0.17092582974416476
3000,5,1,0.986591006983001,0.013408993016998981,0.11501822430932002
3000,6,1,0.030119185244519807,0.9698808147554802,-0.17091524193215216
3000,7,1,0.03010514940908425,0.9698948505909157,-0.17087664962814833
3000,8,1,0.9698874612011197,0.030112538798880376,0.1708969683931412
3000,9,1,0.013416383286302841,0.9865836167136971,-0.11504948476989305
4000,0,1,0.9178955434770466,0.08210445652295331,0.2745237963128584
4000,1,1,0.8830899809483923,0.11691001905160768,0.3213130350560967
4000,2,1,0.11691030582649747,0.8830896941735026,-0.3213133769671787
4000,3,1,0.08210417168218337,0.9178958283178166,-0.274523362711748
4000,4,1,0.11690998771980218,0.8830900122801978,-0.3213129977003076
4000,5,1,0.08210477046801586,0.9178952295319842,-0.27452427421707226
4000,6,1,0.8830896623882397,0.11691033761176026,0.3213134148635324
4000,7,1,0.883089381767641,0.11691061823235896,0.3213137494364139
