step,a2<b2;ab<0,a2<b2;ab>0,a2>b2;ab<0,a2>b2;ab>0
401,2,3,5,0
402,2,3,0,5
403,5,0,0,5
404,5,1,0,4
405,3,1,2,4
406,3,3,2,2
407,1,4,5,0
408,1,4,5,0
409,1,4,5,0
410,1,4,3,2
411,2,2,3,3
412,4,0,1,5
413,4,0,1,5
414,4,1,1,4
415,4,2,1,3
416,2,4,2,2
417,0,5,4,1
418,1,4,4,1
419,2,3,4,1
420,3,2,4,1
421,4,2,0,4
422,4,1,1,4
423,3,1,2,4
424,3,1,2,4
425,2,2,4,2
426,2,4,4,0
427,1,4,3,2
428,1,4,3,2
429,3,2,2,3
430,2,2,2,4
431,4,2,2,2
432,4,2,1,3
433,3,2,2,3
434,2,3,3,2
435,3,3,2,2
436,2,2,4,2
437,2,3,3,2
438,3,2,2,3
439,4,2,2,2
440,3,2,2,3
441,3,1,2,4
442,3,3,2,2
443,2,3,3,2
444,2,2,4,2
445,2,4,3,1
446,1,4,2,3
447,3,2,2,3
448,3,2,1,4
449,3,1,2,4
450,4,2,2,2
451,3,3,2,2
452,2,4,3,1
453,1,4,4,1
454,0,4,4,2
455,2,2,4,2
456,4,1,2,3
457,4,1,2,3
458,4,1,0,5
459,3,2,1,4
460,3,2,2,3
461,1,3,4,2
462,1,5,4,0
463,1,5,4,0
464,2,4,3,1
465,3,2,2,3
466,3,2,1,4
467,5,0,1,4
468,4,1,2,3
469,3,2,2,3
470,2,4,3,1
471,0,4,5,1
472,0,5,5,0
473,1,4,3,2
474,2,3,2,3
475,5,0,2,3
476,5,0,0,5
477,5,0,0,5
478,4,2,1,3
479,2,3,3,2
480,0,4,5,1
481,0,5,5,0
482,1,4,3,2
483,3,2,3,2
484,3,2,1,4
485,4,1,0,5
486,5,2,0,3
487,3,2,2,3
488,2,2,3,3
489,1,4,4,1
490,2,3,5,0
491,2,3,4,1
492,2,3,2,3
493,3,2,1,4
494,3,1,2,4
495,3,0,2,5
496,3,2,2,3
497,2,3,3,2
498,2,4,3,1
499,1,5,2,2
500,1,4,3,2
501,2,3,3,2
502,4,1,2,3
503,5,1,1,3
504,4,2,1,3
505,3,2,2,3
506,2,3,3,2
507,1,3,4,2
508,1,3,5,1
509,2,3,3,2
510,2,3,3,2
511,3,2,2,3
512,2,2,1,5
513,3,2,1,4
514,3,2,2,3
515,2,3,3,2
516,2,3,3,2
517,1,5,3,1
518,1,4,3,2
519,2,3,2,3
520,3,2,2,3
521,4,1,2,3
522,4,1,2,3
523,4,2,1,3
524,2,3,3,2
525,1,3,4,2
526,0,4,5,1
527,1,4,4,1
528,3,2,3,2
529,3,2,1,4
530,3,2,0,5
531,4,0,1,5
532,3,1,2,4
533,2,2,3,3
534,2,4,3,1
535,1,5,4,0
536,1,4,4,1
537,2,3,2,3
538,4,1,2,3
539,5,0,2,3
540,5,0,0,5
541,4,1,1,4
542,3,3,2,2
543,0,4,5,1
544,0,5,5,0
545,0,5,4,1
546,2,3,3,2
547,4,1,2,3
548,4,1,0,5
549,5,0,0,5
550,5,1,0,4
551,2,2,3,3
552,1,5,4,0
553,0,5,5,0
554,1,4,5,0
555,2,3,4,1
556,3,2,1,4
557,5,0,0,5
558,5,0,0,5
559,4,1,1,4
560,2,3,3,2
561,1,5,4,0
562,0,5,5,0
563,1,4,4,1
564,1,4,3,2
565,3,2,2,3
566,5,0,1,4
567,4,0,1,5
568,4,1,1,4
569,3,3,2,2
570,0,4,5,1
571,0,5,4,1
572,0,5,4,1
573,3,2,4,1
574,4,1,3,2
575,4,1,0,5
576,5,1,0,4
577,4,1,1,4
578,2,2,3,3
579,1,3,4,2
580,2,4,4,0
581,1,4,4,1
582,1,4,2,3
583,3,2,2,3
584,4,1,1,4
585,4,0,2,4
586,4,2,1,3
587,2,3,3,2
588,2,4,3,1
589,0,4,4,2
590,1,4,4,1
591,3,2,4,1
592,3,2,2,3
593,4,1,1,4
594,4,2,0,4
595,3,1,2,4
596,2,3,3,2
597,1,3,4,2
598,1,5,4,0
599,1,4,4,1
600,2,3,3,2
601,3,2,2,3
602,4,1,1,4
603,5,0,0,5
604,4,2,1,3
605,2,3,3,2
606,2,4,3,1
607,0,4,5,1
608,1,4,4,1
609,2,3,4,1
610,3,2,2,3
611,4,1,1,4
612,5,0,0,5
613,4,1,1,4
614,3,3,2,2
615,1,4,4,1
616,0,4,5,1
617,0,5,4,1
618,1,4,4,1
619,3,2,2,3
620,4,1,0,5
621,5,0,0,5
622,4,1,1,4
623,2,2,3,3
624,1,5,4,0
625,1,5,4,0
626,1,4,5,0
627,1,4,4,1
628,3,2,1,4
629,5,0,1,4
630,5,0,0,5
631,4,0,1,5
632,2,3,3,2
633,2,4,3,1
634,0,5,5,0
635,0,5,4,1
636,1,4,4,1
637,4,1,2,3
638,4,1,0,5
639,5,0,0,5
640,5,1,0,4
641,2,2,3,3
642,1,3,4,2
643,0,5,5,0
644,0,5,5,0
645,2,3,5,0
646,3,2,1,4
647,4,1,0,5
648,5,0,0,5
649,3,0,2,5
650,3,3,2,2
651,2,4,3,1
652,0,5,5,0
653,0,5,5,0
654,1,4,3,2
655,3,2,3,2
656,5,0,1,4
657,5,0,0,5
658,5,2,0,3
659,2,2,3,3
660,2,4,3,1
661,0,5,5,0
662,1,4,5,0
663,2,3,4,1
664,2,3,2,3
665,4,1,0,5
666,5,0,0,5
667,3,0,2,5
668,3,2,2,3
669,3,4,2,1
670,0,5,5,0
671,0,5,4,1
672,1,4,3,2
673,4,1,3,2
674,4,1,1,4
675,5,0,0,5
676,4,1,1,4
677,3,2,2,3
678,1,2,4,3
679,0,5,5,0
680,1,4,5,0
681,2,3,4,1
682,2,3,2,3
683,4,1,1,4
684,5,0,0,5
685,4,1,1,4
686,3,3,2,2
687,3,4,2,1
688,0,4,5,1
689,0,5,5,0
690,1,4,4,1
691,3,2,3,2
692,4,1,0,5
693,5,0,0,5
694,4,1,1,4
695,2,2,3,3
696,1,2,4,3
697,1,5,4,0
698,0,5,5,0
699,1,4,4,1
700,2,3,2,3
701,5,0,1,4
702,5,0,0,5
703,4,1,1,4
704,3,3,2,2
705,1,3,4,2
706,0,5,5,0
707,0,5,5,0
708,1,4,4,1
709,3,2,3,2
710,4,1,0,5
711,5,0,0,5
712,4,0,1,5
713,2,1,3,4
714,2,4,3,1
715,0,5,5,0
716,0,5,5,0
717,0,5,4,1
718,3,2,2,3
719,5,0,1,4
720,5,0,0,5
721,5,0,0,5
722,4,2,1,3
723,1,3,4,2
724,0,5,5,0
725,0,5,5,0
726,1,4,5,0
727,3,2,2,3
728,5,0,0,5
729,5,0,0,5
730,5,0,0,5
731,3,1,2,4
732,2,5,3,0
733,0,5,5,0
734,0,5,5,0
735,0,5,4,1
736,3,2,3,2
737,5,0,0,5
738,5,0,0,5
739,5,0,0,5
740,4,2,1,3
741,0,4,5,1
742,0,5,5,0
743,0,5,5,0
744,0,5,5,0
745,2,3,2,3
746,5,0,0,5
747,5,0,0,5
748,5,0,0,5
749,3,1,2,4
750,1,5,4,0
751,0,5,5,0
752,0,5,5,0
753,0,5,5,0
754,1,4,2,3
755,5,0,0,5
756,5,0,0,5
757,5,0,0,5
758,4,1,1,4
759,0,4,5,1
760,0,5,5,0
761,0,5,5,0
762,0,5,5,0
763,3,2,3,2
764,5,0,0,5
765,5,0,0,5
766,5,0,0,5
767,3,1,2,4
768,2,4,3,1
769,0,5,5,0
770,0,5,5,0
771,0,5,5,0
772,2,3,3,2
773,5,0,0,5
774,5,0,0,5
775,5,0,0,5
776,4,2,1,3
777,1,3,4,2
778,0,5,5,0
779,0,5,5,0
780,1,4,5,0
781,2,3,3,2
782,5,0,0,5
783,5,0,0,5
784,5,0,0,5
785,3,1,2,4
786,3,4,2,1
787,0,5,5,0
788,0,5,5,0
789,1,4,4,1
790,2,3,3,2
791,4,1,0,5
792,5,0,0,5
793,5,0,0,5
794,3,2,2,3
795,2,2,3,3
796,0,5,5,0
797,0,5,5,0
798,1,4,4,1
799,2,3,3,2
800,5,0,1,4
801,5,0,0,5
802,5,0,0,5
803,3,2,2,3
804,3,3,2,2
805,0,5,5,0
806,0,5,5,0
807,1,4,4,1
808,2,3,3,2
809,4,1,0,5
810,5,0,0,5
811,5,0,0,5
812,3,2,2,3
813,2,2,3,3
814,0,5,5,0
815,0,5,5,0
816,1,4,4,1
817,2,3,3,2
818,4,1,1,4
819,5,0,0,5
820,5,0,0,5
821,3,2,2,3
822,3,3,2,2
823,0,5,5,0
824,0,5,5,0
825,1,4,4,1
826,2,3,3,2
827,4,1,1,4
828,5,0,0,5
829,5,0,0,5
830,3,2,2,3
831,2,2,3,3
832,0,5,5,0
833,0,5,5,0
834,1,4,3,2
835,2,3,3,2
836,4,1,1,4
837,5,0,0,5
838,5,0,0,5
839,3,2,2,3
840,3,2,2,3
841,0,5,5,0
842,0,5,5,0
843,2,3,4,1
844,2,3,3,2
845,3,2,1,4
846,5,0,0,5
847,5,0,0,5
848,3,2,2,3
849,3,2,2,3
850,0,5,5,0
851,0,5,5,0
852,1,4,4,1
853,2,3,3,2
854,4,1,2,3
855,5,0,0,5
856,5,0,0,5
857,3,2,2,3
858,3,2,2,3
859,0,5,5,0
860,0,5,5,0
861,1,4,4,1
862,2,3,3,2
863,3,2,1,4
864,5,0,0,5
865,5,0,0,5
866,3,2,2,3
867,3,2,2,3
868,0,5,5,0
869,0,5,5,0
870,0,5,4,1
871,2,3,3,2
872,4,1,2,3
873,5,0,0,5
874,5,0,0,5
875,3,2,2,3
876,3,2,2,3
877,0,5,5,0
878,0,5,5,0
879,1,4,5,0
880,2,3,3,2
881,3,2,1,4
882,5,0,0,5
883,5,0,0,5
884,3,2,2,3
885,3,2,2,3
886,0,5,5,0
887,0,5,5,0
888,1,4,4,1
889,2,3,3,2
890,3,2,2,3
891,5,0,0,5
892,5,0,0,5
893,3,2,2,3
894,3,2,2,3
895,0,5,5,0
896,0,5,5,0
897,1,4,4,1
898,2,3,3,2
899,3,2,3,2
900,5,0,0,5
901,5,0,0,5
902,3,2,2,3
903,3,2,2,3
904,0,5,5,0
905,0,5,5,0
906,1,4,4,1
907,2,3,3,2
908,2,3,2,3
909,5,0,0,5
910,5,0,0,5
911,3,2,2,3
912,3,2,2,3
913,0,4,5,1
914,0,5,5,0
915,0,5,4,1
916,2,3,3,2
917,3,2,3,2
918,5,0,0,5
919,5,0,0,5
920,3,2,2,3
921,3,2,2,3
922,1,5,4,0
923,0,5,5,0
924,1,4,5,0
925,2,3,3,2
926,2,3,2,3
927,5,0,0,5
928,5,0,0,5
929,3,2,2,3
930,3,2,2,3
931,0,5,5,0
932,0,5,5,0
933,0,5,5,0
934,2,3,3,2
935,3,2,3,2
936,5,0,0,5
937,5,0,0,5
938,3,2,2,3
939,3,2,2,3
940,0,5,5,0
941,0,5,5,0
942,0,5,5,0
943,2,3,3,2
944,3,2,2,3
945,5,0,0,5
946,5,0,0,5
947,3,2,2,3
948,3,2,2,3
949,0,5,5,0
950,0,5,5,0
951,0,5,5,0
952,2,3,3,2
953,2,3,2,3
954,5,0,0,5
955,5,0,0,5
956,3,2,2,3
957,3,2,2,3
958,0,5,5,0
959,0,5,5,0
960,0,5,5,0
961,2,3,3,2
962,3,2,3,2
963,5,0,0,5
964,5,0,0,5
965,3,1,2,4
966,3,2,2,3
967,0,5,5,0
968,0,5,5,0
969,0,5,5,0
970,2,3,3,2
971,2,3,2,3
972,5,0,0,5
973,5,0,0,5
974,4,2,1,3
975,3,2,2,3
976,0,5,5,0
977,0,5,5,0
978,0,5,5,0
979,2,3,3,2
980,3,2,3,2
981,5,0,0,5
982,5,0,0,5
983,3,1,2,4
984,3,2,2,3
985,0,5,5,0
986,0,5,5,0
987,0,5,5,0
988,2,3,3,2
989,3,2,2,3
990,5,0,0,5
991,5,0,0,5
992,4,0,1,5
993,3,2,2,3
994,0,5,5,0
995,0,5,5,0
996,0,5,5,0
997,2,3,3,2
998,3,2,2,3
999,5,0,0,5
1000,5,0,0,5
1001,5,1,0,4
1002,3,2,2,3
1003,0,5,5,0
1004,0,5,5,0
1005,0,5,5,0
1006,2,3,3,2
1007,3,2,3,2
1008,5,0,0,5
1009,5,0,0,5
1010,4,0,1,5
1011,3,2,2,3
1012,0,5,5,0
1013,0,5,5,0
1014,0,5,5,0
1015,2,3,3,2
1016,2,3,2,3
1017,5,0,0,5
1018,5,0,0,5
1019,5,1,0,4
1020,3,2,2,3
1021,0,5,5,0
1022,0,5,5,0
1023,0,5,5,0
1024,2,3,3,2
1025,3,2,3,2
1026,5,0,0,5
1027,5,0,0,5
1028,5,0,0,5
1029,3,2,2,3
1030,1,5,4,0
1031,0,5,5,0
1032,0,5,5,0
1033,2,3,3,2
1034,2,3,2,3
1035,5,0,0,5
1036,5,0,0,5
1037,5,0,0,5
1038,3,2,2,3
1039,0,5,5,0
1040,0,5,5,0
1041,0,5,5,0
1042,2,3,3,2
1043,3,2,3,2
1044,5,0,0,5
1045,5,0,0,5
1046,5,0,0,5
1047,3,2,2,3
1048,0,5,5,0
1049,0,5,5,0
1050,0,5,5,0
1051,2,3,3,2
1052,2,3,2,3
1053,5,0,0,5
1054,5,0,0,5
1055,5,0,0,5
1056,3,2,2,3
1057,0,5,5,0
1058,0,5,5,0
1059,0,5,5,0
1060,2,3,4,1
1061,2,3,3,2
1062,5,0,0,5
1063,5,0,0,5
1064,5,0,0,5
1065,3,2,2,3
1066,0,5,5,0
1067,0,5,5,0
1068,0,5,5,0
1069,1,4,3,2
1070,2,3,3,2
1071,5,0,0,5
1072,5,0,0,5
1073,5,0,0,5
1074,3,2,2,3
1075,0,5,5,0
1076,0,5,5,0
1077,0,5,5,0
1078,1,4,4,1
1079,2,3,3,2
1080,5,0,0,5
1081,5,0,0,5
1082,5,0,0,5
1083,3,2,2,3
1084,0,5,5,0
1085,0,5,5,0
1086,0,5,5,0
1087,1,4,4,1
1088,2,3,3,2
1089,5,0,0,5
1090,5,0,0,5
1091,5,0,0,5
1092,3,2,2,3
1093,0,5,5,0
1094,0,5,5,0
1095,0,5,5,0
1096,1,4,4,1
1097,2,3,3,2
1098,5,0,0,5
1099,5,0,0,5
1100,5,0,0,5
1101,3,2,2,3
1102,0,5,5,0
1103,0,5,5,0
1104,0,5,5,0
1105,1,4,4,1
1106,2,3,3,2
1107,5,0,0,5
1108,5,0,0,5
1109,5,0,0,5
1110,3,2,2,3
1111,0,5,5,0
1112,0,5,5,0
1113,0,5,5,0
1114,0,5,5,0
1115,2,3,3,2
1116,5,0,0,5
1117,5,0,0,5
1118,5,0,0,5
1119,3,2,2,3
1120,0,5,5,0
1121,0,5,5,0
1122,0,5,5,0
1123,0,5,5,0
1124,2,3,3,2
1125,5,0,0,5
1126,5,0,0,5
1127,5,0,0,5
1128,3,2,2,3
1129,1,5,4,0
1130,0,5,5,0
1131,0,5,5,0
1132,0,5,5,0
1133,2,3,3,2
1134,5,0,0,5
1135,5,0,0,5
1136,5,0,0,5
1137,3,2,2,3
1138,0,4,5,1
1139,0,5,5,0
1140,0,5,5,0
1141,0,5,5,0
1142,2,3,3,2
1143,5,0,0,5
1144,5,0,0,5
1145,5,0,0,5
1146,3,2,2,3
1147,0,5,5,0
1148,0,5,5,0
1149,0,5,5,0
1150,0,5,5,0
1151,2,3,3,2
1152,5,0,0,5
1153,5,0,0,5
1154,5,0,0,5
1155,3,2,2,3
1156,0,5,5,0
1157,0,5,5,0
1158,0,5,5,0
1159,0,5,5,0
1160,2,3,3,2
1161,5,0,0,5
1162,5,0,0,5
1163,5,0,0,5
1164,3,1,2,4
1165,0,5,5,0
1166,0,5,5,0
1167,0,5,5,0
1168,0,5,5,0
1169,2,3,3,2
1170,5,0,0,5
1171,5,0,0,5
1172,5,0,0,5
1173,4,2,1,3
1174,1,5,4,0
1175,0,5,5,0
1176,0,5,5,0
1177,0,5,5,0
1178,2,3,3,2
1179,5,0,0,5
1180,5,0,0,5
1181,5,0,0,5
1182,3,1,2,4
1183,0,4,5,1
1184,0,5,5,0
1185,0,5,5,0
1186,0,5,5,0
1187,2,3,3,2
1188,5,0,0,5
1189,5,0,0,5
1190,5,0,0,5
1191,4,1,1,4
1192,1,5,4,0
1193,0,5,5,0
1194,0,5,5,0
1195,0,5,5,0
1196,2,3,3,2
1197,5,0,0,5
1198,5,0,0,5
1199,5,0,0,5
1200,4,1,1,4
1201,0,4,5,1
1202,0,5,5,0
1203,0,5,5,0
1204,0,5,5,0
1205,2,3,3,2
1206,5,0,0,5
1207,5,0,0,5
1208,5,0,0,5
1209,4,1,1,4
1210,1,5,4,0
1211,0,5,5,0
1212,0,5,5,0
1213,0,5,5,0
1214,2,3,3,2
1215,5,0,0,5
1216,5,0,0,5
1217,5,0,0,5
1218,4,1,1,4
1219,0,4,5,1
1220,0,5,5,0
1221,0,5,5,0
1222,0,5,5,0
1223,2,3,3,2
1224,5,0,0,5
1225,5,0,0,5
1226,5,0,0,5
1227,5,0,0,5
1228,1,5,4,0
1229,0,5,5,0
1230,0,5,5,0
1231,0,5,5,0
1232,2,3,3,2
1233,5,0,0,5
1234,5,0,0,5
1235,5,0,0,5
1236,5,0,0,5
1237,0,4,5,1
1238,0,5,5,0
1239,0,5,5,0
1240,0,5,5,0
1241,2,3,3,2
1242,5,0,0,5
1243,5,0,0,5
1244,5,0,0,5
1245,5,0,0,5
1246,1,5,4,0
1247,0,5,5,0
1248,0,5,5,0
1249,0,5,5,0
1250,2,3,3,2
1251,5,0,0,5
1252,5,0,0,5
1253,5,0,0,5
1254,5,0,0,5
1255,1,4,4,1
1256,0,5,5,0
1257,0,5,5,0
1258,0,5,5,0
1259,2,3,3,2
1260,5,0,0,5
1261,5,0,0,5
1262,5,0,0,5
1263,5,0,0,5
1264,1,4,4,1
1265,0,5,5,0
1266,0,5,5,0
1267,0,5,5,0
1268,2,3,3,2
1269,5,0,0,5
1270,5,0,0,5
1271,5,0,0,5
1272,5,0,0,5
1273,1,4,4,1
1274,0,5,5,0
1275,0,5,5,0
1276,0,5,5,0
1277,2,3,3,2
1278,5,0,0,5
1279,5,0,0,5
1280,5,0,0,5
1281,5,0,0,5
1282,1,3,4,2
1283,0,5,5,0
1284,0,5,5,0
1285,0,5,5,0
1286,2,3,3,2
1287,5,0,0,5
1288,5,0,0,5
1289,5,0,0,5
1290,5,0,0,5
1291,2,3,3,2
1292,0,5,5,0
1293,0,5,5,0
1294,0,5,5,0
1295,2,3,3,2
1296,5,0,0,5
1297,5,0,0,5
1298,5,0,0,5
1299,5,0,0,5
1300,2,3,3,2
1301,0,5,5,0
1302,0,5,5,0
1303,0,5,5,0
1304,2,3,3,2
1305,5,0,0,5
1306,5,0,0,5
1307,5,0,0,5
1308,5,0,0,5
1309,2,2,3,3
1310,0,5,5,0
1311,0,5,5,0
1312,0,5,5,0
1313,2,3,3,2
1314,5,0,0,5
1315,5,0,0,5
1316,5,0,0,5
1317,5,0,0,5
1318,3,3,2,2
1319,0,5,5,0
1320,0,5,5,0
1321,0,5,5,0
1322,2,3,3,2
1323,5,0,0,5
1324,5,0,0,5
1325,5,0,0,5
1326,5,0,0,5
1327,2,2,3,3
1328,0,5,5,0
1329,0,5,5,0
1330,0,5,5,0
1331,2,3,4,1
1332,5,0,0,5
1333,5,0,0,5
1334,5,0,0,5
1335,5,0,0,5
1336,3,3,2,2
1337,0,5,5,0
1338,0,5,5,0
1339,0,5,5,0
1340,1,4,4,1
1341,5,0,0,5
1342,5,0,0,5
1343,5,0,0,5
1344,5,0,0,5
1345,2,2,3,3
1346,0,5,5,0
1347,0,5,5,0
1348,0,5,5,0
1349,1,4,4,1
1350,5,0,0,5
1351,5,0,0,5
1352,5,0,0,5
1353,5,0,0,5
1354,3,2,2,3
