step,max_abs_phase_increment_over_pi,mean_abs_phase_increment_over_pi,max_rat_err_q_le_256,median_rat_err_q_le_256,smallest_global_q_tol_1e10,best_denominators,dtheta_edge_0_over_pi,dtheta_edge_1_over_pi,dtheta_edge_2_over_pi,dtheta_edge_3_over_pi,dtheta_edge_4_over_pi,dtheta_edge_5_over_pi,dtheta_edge_6_over_pi,dtheta_edge_7_over_pi,dtheta_edge_8_over_pi,dtheta_edge_9_over_pi
1,0.05196746370519384,0.05196746370519364,1.941175714188781e-05,1.9411757141742092e-05,,77,0.051967463705193555,0.05196746370519327,0.05196746370519384,0.051967463705193694,0.051967463705193416,0.051967463705193694,0.051967463705193694,0.051967463705193694,0.05196746370519384,0.051967463705193694
2,0.05196746370519384,0.05196746370519369,1.941175714188781e-05,1.9411757141742092e-05,,77,0.051967463705193694,0.051967463705193555,0.051967463705193555,0.05196746370519384,0.051967463705193555,0.051967463705193555,0.051967463705193694,0.05196746370519384,0.05196746370519384,0.051967463705193694
3,0.051967463705193694,0.05196746370519358,1.9411757141742092e-05,1.9411757141603314e-05,,77,0.051967463705193694,0.051967463705193555,0.051967463705193555,0.051967463705193555,0.051967463705193555,0.051967463705193555,0.051967463705193694,0.051967463705193555,0.051967463705193555,0.051967463705193555
4,0.05196746370519384,0.0519674637051936,1.941175714188781e-05,1.9411757141603314e-05,,77,0.051967463705193555,0.05196746370519384,0.051967463705193694,0.051967463705193555,0.051967463705193555,0.051967463705193555,0.051967463705193555,0.051967463705193555,0.051967463705193555,0.051967463705193694
5,0.05196746370519384,0.05196746370519365,1.941175714188781e-05,1.9411757141672703e-05,,77,0.051967463705193555,0.051967463705193555,0.05196746370519384,0.051967463705193694,0.051967463705193555,0.051967463705193555,0.051967463705193555,0.05196746370519384,0.051967463705193694,0.051967463705193694
6,0.05196746370519398,0.051967463705193596,1.9411757142026587e-05,1.9411757141603314e-05,,77,0.051967463705193555,0.05196746370519327,0.05196746370519398,0.051967463705193555,0.051967463705193555,0.051967463705193555,0.051967463705193694,0.051967463705193555,0.051967463705193694,0.051967463705193555
7,0.05196746370519384,0.05196746370519363,1.941175714188781e-05,1.9411757141672703e-05,,77,0.051967463705193694,0.05196746370519327,0.05196746370519384,0.05196746370519384,0.051967463705193555,0.051967463705193694,0.051967463705193555,0.051967463705193555,0.051967463705193555,0.051967463705193694
8,0.05196746370519384,0.05196746370519364,1.941175714188781e-05,1.9411757141742092e-05,,77,0.051967463705193555,0.05196746370519327,0.05196746370519384,0.051967463705193694,0.051967463705193694,0.051967463705193694,0.051967463705193555,0.051967463705193694,0.051967463705193555,0.05196746370519384
9,0.051967463705194124,0.05196746370519363,1.9411757142172303e-05,1.9411757141672703e-05,,77,0.051967463705193555,0.05196746370519327,0.051967463705194124,0.051967463705193694,0.051967463705193694,0.051967463705193416,0.051967463705193694,0.051967463705193416,0.051967463705193555,0.05196746370519384
10,0.05196746370519384,0.05196746370519354,1.941175714188781e-05,1.9411757141603314e-05,,77,0.051967463705193416,0.051967463705193416,0.051967463705193555,0.05196746370519384,0.051967463705193694,0.051967463705193555,0.051967463705193555,0.051967463705193416,0.051967463705193416,0.051967463705193555
11,0.05196746370519384,0.05196746370519354,1.941175714188781e-05,1.9411757141464536e-05,,77,0.051967463705193416,0.051967463705193416,0.05196746370519384,0.051967463705193694,0.05196746370519384,0.051967463705193416,0.051967463705193416,0.051967463705193416,0.051967463705193416,0.051967463705193555
12,0.05196746370519384,0.05196746370519356,1.941175714188781e-05,1.9411757141603314e-05,,77,0.05196746370519327,0.051967463705193555,0.051967463705193694,0.05196746370519384,0.05196746370519384,0.051967463705193555,0.051967463705193416,0.051967463705193555,0.051967463705193416,0.051967463705193555
13,0.051967463705193694,0.05196746370519358,1.9411757141742092e-05,1.9411757141603314e-05,,77,0.051967463705193555,0.051967463705193555,0.051967463705193555,0.051967463705193694,0.051967463705193694,0.051967463705193555,0.051967463705193555,0.051967463705193555,0.051967463705193555,0.051967463705193555
14,0.05196746370519384,0.051967463705193596,1.941175714188781e-05,1.9411757141603314e-05,,77,0.051967463705193555,0.051967463705193694,0.051967463705193555,0.051967463705193555,0.051967463705193555,0.051967463705193694,0.051967463705193555,0.05196746370519384,0.051967463705193555,0.051967463705193416
15,0.05196746370519384,0.05196746370519367,1.941175714188781e-05,1.9411757141672703e-05,,77,0.051967463705193694,0.05196746370519384,0.051967463705193555,0.051967463705193555,0.051967463705193555,0.05196746370519384,0.051967463705193694,0.05196746370519384,0.051967463705193555,0.051967463705193555
16,0.051967463705194124,0.05196746370519367,1.9411757142172303e-05,1.9411757141742092e-05,,77,0.051967463705193694,0.051967463705194124,0.05196746370519327,0.051967463705193555,0.051967463705193694,0.05196746370519384,0.051967463705193555,0.05196746370519384,0.051967463705193694,0.051967463705193416
17,0.05196746370519398,0.05196746370519367,1.9411757142026587e-05,1.9411757141742092e-05,,77,0.051967463705193555,0.05196746370519384,0.051967463705193555,0.051967463705193416,0.051967463705193694,0.05196746370519384,0.051967463705193694,0.05196746370519398,0.051967463705193694,0.051967463705193416
18,0.05196746370519384,0.05196746370519367,1.941175714188781e-05,1.9411757141742092e-05,,77,0.05196746370519384,0.05196746370519384,0.051967463705193416,0.051967463705193555,0.051967463705193694,0.051967463705193694,0.051967463705193694,0.05196746370519384,0.051967463705193694,0.051967463705193555
19,0.05196746370519398,0.05196746370519363,1.9411757142026587e-05,1.9411757141742092e-05,,77,0.051967463705193694,0.05196746370519398,0.051967463705193416,0.051967463705193416,0.051967463705193694,0.051967463705193694,0.051967463705193555,0.051967463705193694,0.051967463705193694,0.051967463705193416
20,0.05196746370519384,0.0519674637051936,1.941175714188781e-05,1.9411757141672703e-05,,77,0.051967463705193694,0.05196746370519384,0.051967463705193555,0.05196746370519327,0.051967463705193694,0.051967463705193694,0.051967463705193555,0.051967463705193694,0.051967463705193555,0.051967463705193555
