step,within_A_plus,within_A_minus,within_B_plus,within_B_minus,complement_error_A,complement_error_B,A_B_center_distance,Aplus_a2n,Aplus_b2n,Aplus_abn,Bplus_a2n,Bplus_b2n,Bplus_abn
23,0.6177487920745345,3.247402347028583e-15,1.8318679906315083e-15,1.9984014443252818e-15,0.30887439603726746,0.9266231881118002,0.45443866873154365,0.34556280198136663,0.6544371980186334,-0.06266521878946252,0.03668840594409932,0.9633115940559006,-0.18799565636838605
24,0.5047098805048882,2.6645352591003757e-15,1.3877787807814457e-15,1.8318679906315083e-15,0.2523549402524445,0.7570648207573304,0.41808387553327864,0.3738225298737783,0.6261774701262218,-0.10888996193554389,0.12146758962133364,0.8785324103786665,-0.32666988580663037
25,0.5744322496819074,3.6637359812630166e-15,1.9984014443252818e-15,2.1649348980190553e-15,0.2872161248409535,0.8616483745228617,0.3738035845916521,0.415415709581423,0.5845842904185768,-0.14360806242047694,0.2462471287442673,0.7537528712557326,-0.4308241872614298
26,0.6526031276919889,4.6074255521944e-15,1.9984014443252818e-15,2.6645352591003757e-15,0.3263015638459945,0.9789046915379833,0.3402197990327443,0.46594709798427747,0.5340529020157225,-0.16315078192299712,0.3978412939528311,0.6021587060471689,-0.4894523457689912
27,0.6618119925245423,4.718447854656915e-15,2.1094237467877974e-15,2.886579864025407e-15,0.330905996262271,0.9927179887868137,0.3357431218355722,0.5200769317176753,0.4799230682823248,-0.1654529981311357,0.5602307951530252,0.43976920484697485,-0.49635899439340714
28,0.6010857231033958,3.9968028886505635e-15,1.5543122344752192e-15,2.55351295663786e-15,0.3005428615516975,0.9016285846550953,0.3631751789323417,0.5720851917550122,0.42791480824498795,-0.1502714307758495,0.7162555752650358,0.2837444247349643,-0.45081429232754866
29,0.4768413983764454,3.191891195797325e-15,1.2212453270876722e-15,2.3314683517128287e-15,0.238420699188222,0.7152620975646713,0.4066666846704068,0.6164760504456914,0.3835239495543086,-0.11921034959411257,0.8494281513370743,0.15057184866292583,-0.35763104878233765
30,0.5942345110218034,4.163336342344337e-15,1.3600232051658168e-15,3.0531133177191805e-15,0.297117255510902,0.891351766532703,0.4465308215940311,0.6485586277554501,0.3514413722445499,-0.07555204760425345,0.94567588326635,0.054324116733650035,-0.22665614281276117
31,0.6597707476603004,4.468647674116255e-15,1.7208456881689926e-15,3.4833247397614286e-15,0.32988537383015015,0.9896561214904498,0.4689727827690735,0.6649426869150749,0.3350573130849251,-0.023909993956782522,0.9948280607452245,0.005171939254775651,-0.07172998187034876
32,0.6555875528961157,4.801714581503802e-15,1.6653345369377348e-15,3.552713678800501e-15,0.3277937764480577,0.9833813293441744,0.46750387269967175,0.6638968882240294,0.3361031117759707,0.030258681535351706,0.9916906646720879,0.008309335327912082,0.09077604460605448
33,0.5821269741547221,4.191091917959966e-15,1.5265566588595902e-15,3.3584246494910985e-15,0.291063487077361,0.873190461232086,0.4425257784815994,0.6455317435386817,0.35446825646131835,0.08122985535115242,0.936595230616045,0.06340476938395495,0.24368956605345754
34,0.49446916412202985,3.885780586188048e-15,1.27675647831893e-15,2.7755575615628914e-15,0.24723458206101445,0.7417037461830406,0.401369260974653,0.6117879382404785,0.38821206175952155,0.12361729103050577,0.8353638147214352,0.16463618527856483,0.37085187309151735
35,0.6117672586858962,4.884981308350689e-15,1.8318679906315083e-15,3.552713678800501e-15,0.3058836293429476,0.9176508880288416,0.3586884825614137,0.5662312547274665,0.43376874527253334,0.15294181467147305,0.6986937641824005,0.3013062358175996,0.45882544401441894
36,0.6644185564985999,5.440092820663267e-15,2.1094237467877974e-15,3.941291737419306e-15,0.3322092782492998,0.9966278347478994,0.3344536106357678,0.513675768316539,0.48632423168346106,0.16610463912464973,0.5410273049496174,0.45897269505038263,0.49831391737394926
37,0.6468592786882639,5.551115123125783e-15,2.3314683517128287e-15,3.9968028886505635e-15,0.32342963934413244,0.9702889180323974,0.34295114902263557,0.45967513327723536,0.5403248667227647,0.1617148196720667,0.3790253998317061,0.6209746001682939,0.4851444590162
38,0.5609449529046359,4.773959005888173e-15,2.1094237467877974e-15,3.552713678800501e-15,0.2804724764523191,0.841417429356957,0.37888970977703296,0.4099357159249388,0.5900642840750612,0.14023623822616063,0.22980714777481667,0.7701928522251833,0.42070871467848187
39,0.5211456388197544,4.718447854656915e-15,2.0539125955565396e-15,3.219646771412954e-15,0.26057281940987576,0.7817184582296286,0.4230949129052743,0.36971359029506345,0.6302864097049367,0.1039385839040305,0.10914077088518995,0.8908592291148101,0.3118157517120911
40,0.62696353121392,5.717648576819556e-15,2.858824288409778e-15,4.3576253716537394e-15,0.3134817656069595,0.9404452968208786,0.45758270124554196,0.34325911719652114,0.6567408828034788,0.05665750996791055,0.029777351589563156,0.9702226484104368,0.1699725299037309
41,0.6665288031918835,6.069797442442848e-15,3.2699537522162814e-15,4.61262972262233e-15,0.33326440159594173,0.9997932047878252,0.47135578121225175,0.3333677992020292,0.6666322007979708,0.0033893118774352264,0.00010339760608760447,0.9998966023939124,0.010167935632303138
42,0.6356605051201875,5.384581669432009e-15,3.6637359812630166e-15,4.524158825347513e-15,0.3178302525600939,0.9534907576802825,0.4605726658775194,0.34108487371995166,0.6589151262800483,-0.05023704228130941,0.023254621159856288,0.9767453788401437,-0.15071112684393229
43,0.537620558200339,4.052314039881821e-15,3.0531133177191805e-15,3.885780586188048e-15,0.2688102791001694,0.8064308373005109,0.42821732480251656,0.365594860449912,0.6344051395500879,-0.09855473727984443,0.0967845813497393,0.9032154186502608,-0.2956642118395376
44,0.5458317424897956,4.6629367034256575e-15,3.4416913763379853e-15,4.052314039881821e-15,0.2729158712448987,0.8187476137346914,0.3843685073531158,0.4043077349863727,0.5956922650136274,-0.13645793562244554,0.2129232049591231,0.7870767950408768,-0.40937380686734015
45,0.6397652906634738,5.551115123125783e-15,3.9968028886505635e-15,4.9960036108132044e-15,0.3198826453317376,0.9596479359952097,0.3462619173946123,0.45313262241525615,0.5468673775847438,-0.15994132266586655,0.3593978672457766,0.6406021327542233,-0.47982396799760196
46,0.6660934282389933,5.88418203051333e-15,4.6074255521944e-15,5.773159728050814e-15,0.3330467141194965,0.99914014235849,0.33361970630708904,0.5069100890970556,0.4930899109029445,-0.16652335705974866,0.5207302672911762,0.4792697327088238,-0.49957007117924546
47,0.6220340027972511,5.995204332975845e-15,4.274358644806853e-15,5.551115123125783e-15,0.311017001398624,0.933051004195877,0.35424659075738263,0.5599573514093873,0.44004264859061265,-0.15550850069931552,0.6798720542281717,0.3201279457718284,-0.4665255020979429
48,0.5122428710894297,5.495603971894525e-15,3.6637359812630166e-15,5.10702591327572e-15,0.2561214355447118,0.7683643066341445,0.3957575425392862,0.606668788037575,0.393331211962425,-0.12806071777236253,0.8200063641127329,0.17999363588726708,-0.38418215331708083
49,0.5684331934153541,6.439293542825908e-15,4.274358644806853e-15,6.106226635438361e-15,0.2842165967076796,0.8526497901230321,0.43805271937884804,0.6421082983538343,0.35789170164616574,-0.08708047609398671,0.9263248950615084,0.07367510493849164,-0.2612414282819513
50,0.6501236442698222,7.424616477180734e-15,4.8433479449272454e-15,7.813194535799539e-15,0.3250618221349122,0.9751854664047341,0.4655924175937349,0.6625309110674538,0.33746908893254624,-0.03689824826954824,0.9875927332023635,0.012407266797636488,-0.11069474480863468
51,0.6631140944336438,7.369105325949477e-15,5.100087019371813e-15,8.715250743307479e-15,0.3315570472168212,0.9946711416504652,0.47015017459344777,0.6657785236084118,0.3342214763915881,0.017183098905407576,0.9973355708252345,0.002664429174765656,0.05154929671623381
52,0.6060318143605359,7.188694084447889e-15,4.524158825347513e-15,8.715250743307479e-15,0.3030159071802654,0.9090477215408009,0.45047724816620166,0.6515079535901377,0.34849204640986226,0.06944867008594505,0.9545238607704085,0.045476139229591504,0.20834601025784563
53,0.48490881459958474,6.106226635438361e-15,3.774758283725532e-15,7.327471962526033e-15,0.24245440729978784,0.727363221899372,0.4121835158399802,0.6212272036499027,0.37877279635009725,0.11437544698493103,0.8636816109497002,0.13631838905029972,0.3431263409548017
54,0.5888636716318074,7.93809462606987e-15,4.440892098500626e-15,9.547918011776346e-15,0.2944318358159074,0.8832955074477156,0.3681468678126994,0.5781361074811022,0.4218638925188977,0.14721591790794705,0.7344083224432957,0.26559167755670443,0.4416477537238472
55,0.6579990311782318,9.492406860545088e-15,4.718447854656915e-15,1.1546319456101628e-14,0.3289995155891172,0.9869985467673492,0.33761152374341463,0.5267881963429817,0.4732118036570183,0.1644997577945562,0.5803645890289318,0.41963541097106816,0.4934992733836706
56,0.6576021805138426,1.0769163338864018e-14,4.551914400963142e-15,1.2434497875801753e-14,0.3288010902569198,0.986403270770762,0.33780477389770724,0.47260951736018275,0.5273904826398171,0.16440054512846253,0.41782855208053493,0.5821714479194651,0.4932016353853854
57,0.5877150557244262,1.1046719095020308e-14,4.107825191113079e-15,1.1934897514720433e-14,0.29385752786220837,0.8815725835866328,0.36860544697674796,0.42132525114464475,0.5786747488553553,0.14692876393111237,0.26397575343392116,0.7360242465660789,0.4407862917933302
58,0.4865811227138819,1.0380585280245214e-14,3.0531133177191805e-15,1.071365218763276e-14,0.2432905613569483,0.7298716840708332,0.4126759120138743,0.3783547193215386,0.6216452806784615,0.1139306958920032,0.1350641579646051,0.864935842035395,0.34179208767599834
59,0.6070451486018444,1.379452108096757e-14,3.497202527569243e-15,1.4627188349436437e-14,0.303522574300927,0.9105677229027738,0.45081821638146674,0.3482387128495447,0.6517612871504553,0.06889331970673805,0.04471613854862753,0.9552838614513726,0.20667995912019985
60,0.6633613735356674,1.5626389071599078e-14,3.4833247397614286e-15,1.7166823518266483e-14,0.3316806867678349,0.995042060303503,0.4702373752541285,0.33415965661608465,0.6658403433839153,0.016575834340473012,0.002478969848252289,0.9975210301517476,0.04972750302140401
61,0.6495787377039611,1.634803403760543e-14,2.4424906541753444e-15,1.8110513089197866e-14,0.32478936885197796,0.9743681065559378,0.4654022402507119,0.3376053155740062,0.6623946844259938,-0.037493256033047685,0.012815946722021944,0.9871840532779781,-0.11247976809915747
62,0.5671536826613479,1.554312234475219e-14,1.4432899320127035e-15,1.7319479184152442e-14,0.2835768413306676,0.8507305239920117,0.43763790517984025,0.35821157933465425,0.6417884206653458,-0.08760035127215375,0.07463473800397058,0.9253652619960294,-0.262801053816474
63,0.5138020960298615,1.532107773982716e-14,3.3306690738754696e-16,1.687538997430238e-14,0.2569010480149384,0.7707031440448043,0.3952519117614228,0.3938009385164432,0.6061990614835567,-0.128450524007454,0.1814028155493406,0.8185971844506594,-0.3853515720223709
64,0.6229081852237907,2.0095036745715333e-14,5.551115123125783e-16,2.220446049250313e-14,0.3114540926118997,0.9343622778356929,0.35386236083755584,0.4406125869682378,0.5593874130317623,-0.1557270463059409,0.3218377609047257,0.6781622390952743,-0.4671811389178273
65,0.6661901913647992,2.2870594307278225e-14,1.609823385706477e-15,2.6145752229922437e-14,0.33309509568240003,0.9992852870471995,0.3335714008342981,0.4936998344576273,0.5063001655423728,-0.16654754784119905,0.48109950337289475,0.5189004966271052,-0.49964264352359755
66,0.639074409315429,2.3703261575747092e-14,2.886579864025407e-15,2.708944180085382e-14,0.31953720465771085,0.9586116139731378,0.3465807222881134,0.5474528343480055,0.45254716565199443,-0.15976860232886345,0.6423585030440282,0.3576414969559719,-0.4793058069865871
67,0.5444262236251245,2.0872192862952943e-14,3.774758283725532e-15,2.5202062658991053e-14,0.2722131118125546,0.8166393354376746,0.38486652748652,0.5961913884768514,0.4038086115231487,-0.13610655590629442,0.788574165430562,0.21142583456943803,-0.4083196677188776
68,0.539060744940296,2.170486013142181e-14,5.162537064506978e-15,2.6978419498391304e-14,0.2695303724701561,0.8085911174104563,0.4286697246074124,0.6347651862350595,0.36523481376494055,-0.09806182925485085,0.9042955587051833,0.09570444129481664,-0.2941854877645457
69,0.6363921970349699,2.6700863742235015e-14,7.466249840604178e-15,3.441691376337985e-14,0.3181960985174893,0.9545882955524612,0.4608252035456084,0.6590980492587345,0.3409019507412654,-0.04965469262660919,0.9772941477762058,0.022705852223794253,-0.14896407787982133
70,0.6664746807815866,2.952325883764928e-14,1.0109968417992832e-14,3.9251588090927214e-14,0.3332373403907929,0.9997120211723792,0.4713366484179236,0.6666186701953973,0.3333813298046027,0.003999564988245485,0.9998560105861918,0.00014398941380820875,0.011998694964741787
71,0.626129313713119,2.88935542158697e-14,1.1435297153639112e-14,4.013456234019941e-14,0.31306465685655405,0.9391939705696711,0.45729704840927937,0.6565323284282901,0.3434676715717098,0.057231179741428294,0.9695969852848694,0.03040301471513055,0.17169353922428796
72,0.5196194798333611,2.5091040356528538e-14,1.1157741397482823e-14,3.6193270602780103e-14,0.2598097399166699,0.7794292197500283,0.4226253802917016,0.6299048699583606,0.37009513004163946,0.10441504938886544,0.8897146098750817,0.11028539012491834,0.3132451481665963
73,0.5622606010508528,2.886579864025407e-14,1.432187701766452e-14,4.2521541843143495e-14,0.28113030052543614,0.8433909015762907,0.3784018714921049,0.5895500771043993,0.41044992289560067,0.14056515026269467,0.7686502313132006,0.23134976868679938,0.4216954507880821
74,0.6474456855972355,3.4916514124461173e-14,1.8984813721090177e-14,5.3290705182007514e-14,0.3237228427986223,0.9711685283958584,0.34267439833260976,0.5397323299137611,0.4602676700862389,0.16186142139930013,0.6191969897412906,0.38080301025870944,0.4855842641978987
75,0.6642137552577142,3.7914116290949096e-14,2.2148949341271873e-14,5.939693181744587e-14,0.3321068776288554,0.9963206328865694,0.3345552929693811,0.4857159797087965,0.5142840202912036,0.16605343881443185,0.457147939126402,0.5428520608735979,0.4981603164432966
76,0.6107928910943924,3.697042672001771e-14,2.2870594307278225e-14,5.956346527113965e-14,0.3053964455471876,0.9161893366415801,0.35910337407122206,0.4332090534611364,0.5667909465388635,0.15269822277361467,0.29962716038342574,0.7003728396165743,0.4580946683208511
77,0.49282819375429787,3.122502256758253e-14,2.067790383364354e-14,5.2263748884229244e-14,0.24641409687713323,0.7392422906314314,0.4018735063205888,0.3877600739806672,0.6122399260193329,0.1232070484386038,0.1632802219420193,0.8367197780579807,0.3696211453158277
78,0.5833130589545028,3.7969627442180354e-14,2.756128658631951e-14,6.697420396051257e-14,0.2916565294772633,0.8749695884317656,0.4429160668769999,0.3541717352613966,0.6458282647386034,0.08069631330553816,0.06251520578420493,0.9374847942157951,0.24208893991664188
79,0.6560264351809517,4.515832152662824e-14,3.447242491461111e-14,8.176792576364278e-14,0.3280132175904804,0.9840396527714322,0.46765776164322564,0.3359933912047706,0.6640066087952293,0.029658220601822535,0.007980173614319016,0.992019826385681,0.08897466180550698
80,0.6594160497702852,4.7434278727109813e-14,3.8288816561760086e-14,8.901213099932193e-14,0.32970802488513873,0.9891240746554234,0.46884804871598595,0.33514598755742137,0.6648540124425787,-0.024513921745813894,0.005437962672256592,0.9945620373277434,-0.07354176523739239
81,0.5931237146659997,4.39648317751562e-14,3.8191672047105385e-14,8.64863736182997e-14,0.29656185733298707,0.8896855719989841,0.4461614576988407,0.35171907133347613,0.6482809286665239,-0.07609562386610058,0.055157214000400745,0.9448427859995993,-0.2282868715982475
82,0.47854453370094335,3.7192471324942744e-14,3.375077994860476e-14,7.55506768257419e-14,0.23927226685049158,0.7178168005514398,0.4061662277178152,0.3839613281838936,0.6160386718161064,-0.11963613342519784,0.1518839845516274,0.8481160154483727,-0.3589084002755416
83,0.6021377146352621,4.829470157119431e-14,4.723998969780041e-14,1.0291767438275201e-13,0.3010688573176439,0.9032065719529095,0.36273925259851686,0.42846564764989403,0.571534352350106,-0.15053442865879113,0.2853969429496014,0.7146030570503986,-0.4516032859763349
84,0.6621016739962481,5.6066262743570405e-14,5.728750807065808e-14,1.2245759961615477e-13,0.33105083699812765,0.9931525109943771,0.33560030623508247,0.48052916004661156,0.5194708399533885,-0.16552541849905503,0.44158748013973115,0.558412519860269,-0.496576255497153
85,0.6520998878229239,5.828670879282072e-14,6.206146707654625e-14,1.304512053934559e-13,0.32604994391145536,0.9781498317343764,0.3404609468023038,0.5346501990846617,0.46534980091533834,-0.16302497195574392,0.6039505972538648,0.3960494027461352,-0.48907491586725726
86,0.5731892669399783,5.3290705182007514e-14,6.00908212078366e-14,1.2356782264077992e-13,0.2865946334699726,0.8597839004099435,0.3742802937483414,0.585109675092312,0.41489032490768807,-0.1432973167350278,0.7553290252768124,0.2446709747231876,-0.4298919502051567
87,0.5063016953859772,4.9182879990894435e-14,5.856426454897701e-14,1.1834977442504169e-13,0.2531508476930109,0.7594525430789981,0.4185647653573942,0.6265754238464499,0.3734245761535502,-0.1084271177144784,0.8797262715392422,0.12027372846075786,-0.32528135314356055
88,0.6186626725490048,6.328271240363392e-14,7.868705687030797e-14,1.557920459305251e-13,0.3093313362745157,0.9279940088235263,0.45474936691808987,0.6546656681372246,0.34533433186277546,-0.062099185803387996,0.9639970044116027,0.03600299558839726,-0.1862975574103405
89,0.6656481993557698,7.16093850883226e-14,9.319975347032994e-14,1.8096288356694856e-13,0.33282409967788706,0.9984722990336578,0.4710445758497728,0.6664120498389382,0.3335879501610617,-0.009209095839467484,0.999236149516803,0.0007638504831971245,-0.02762728751861905
90,0.6422932114642417,7.260858581048524e-14,9.864331573794516e-14,1.8871015861066098e-13,0.3211466057321099,0.9634398171963477,0.4628674253870574,0.6605733028660816,0.3394266971339184,0.04465413961163494,0.981719908598311,0.018280091401688972,0.13396241883466747
91,0.5510656820029476,6.500355809180292e-14,9.309220061481938e-14,1.7513768213461844e-13,0.2755328410014495,0.8265985230043893,0.43246902499669615,0.6377664205007837,0.36223357949921625,0.09379867355234296,0.9132992615025087,0.08670073849749124,0.2813960206567976
92,0.5321251783626089,6.59472476627343e-14,9.880984919163893e-14,1.8285373215576328e-13,0.2660625891813325,0.7981877675439483,0.38914383055692936,0.6004014563506275,0.3995985436493725,0.13303129459059929,0.8012043690521345,0.1987956309478654,0.39909388377160765
93,0.6328248202085188,8.210099267103033e-14,1.2934098236883074e-13,2.350897254643769e-13,0.316412410104275,0.9492372303127969,0.3494358438316593,0.5524268486635472,0.4475731513364529,0.15820620505210067,0.6572805459909792,0.3427194540090207,0.4746186151561898
94,0.666652466290896,9.076073226310655e-14,1.503241975342462e-13,2.6767477123712524e-13,0.3333262331454476,0.9999786994363437,0.33334043336998004,0.4989121801416719,0.5010878198583281,0.16666311657272462,0.4967365404254163,0.5032634595745837,0.49998934971817655
95,0.6300334745709444,9.009459844833145e-14,1.566524687746096e-13,2.7355895326763857e-13,0.315016737285454,0.9450502118563963,0.3506945643321307,0.4455124639456763,0.5544875360543235,0.15750836864276946,0.336537391837456,0.6634626081625441,0.47252510592845604
96,0.5268374547431046,7.915890165577366e-14,1.4444001550373287e-13,2.475797344914099e-13,0.26341872737151617,0.7902561821146169,0.39093835356989665,0.39787056597019443,0.6021294340298057,0.13170936368584188,0.19361169791098276,0.8063883020890172,0.3951280910578354
97,0.555916357009665,8.787415239908114e-14,1.6797674362578618e-13,2.824407374646398e-13,0.27795817850486637,0.8338745355145352,0.4340182716298849,0.3610209107476457,0.6389790892523542,0.09199233950913478,0.08306273224325006,0.9169372677567499,0.27597701852787704
98,0.6445700692241269,1.0758061108617767e-13,2.1432855490388647e-13,3.5438318946034997e-13,0.32228503461207947,0.9668551038362085,0.4636580147542658,0.33885748269399824,0.6611425173060017,0.04255428173595124,0.016572448082156847,0.9834275519178433,0.1276628452084672
99,0.6651106392829869,1.1639300634413985e-13,2.4406171528212894e-13,3.958083860666761e-13,0.332555319641489,0.9976659589244751,0.4708547034202911,0.3337223401792449,0.666277659820755,-0.011380580930296468,0.0011670205376863095,0.9988329794623136,-0.034141742790181756
100,0.6153674998031515,1.1343703754107537e-13,2.4877322424288195e-13,3.959610417325621e-13,0.30768374990155034,0.9230512497046971,0.4536302470788898,0.3461581250491628,0.6538418749508371,-0.06411283248608479,0.03847437514718396,0.9615256248528161,-0.19233849745752335
101,0.5005971181454681,9.708900350346994e-14,2.229882944959627e-13,3.486655408835304e-13,0.25029855907268994,0.7508956772181478,0.416845870538954,0.37485072046354473,0.6251492795364554,-0.11007013949879385,0.12455216139005088,0.8754478386099491,-0.3302104184957186
102,0.5775843675279204,1.1851630787873546e-13,2.8321789358187743e-13,4.3559600371168017e-13,0.2887921837639943,0.8663765512919241,0.3725873009368801,0.4167681165237223,0.5832318834762776,-0.14439609188191035,0.2503043495703158,0.7496956504296843,-0.4331882756452406
103,0.6538535618792674,1.4144241333724494e-13,3.5271785492341223e-13,5.334621633323877e-13,0.32692678093964733,0.9807803428189188,0.3396190544225213,0.4674808094519669,0.5325191905480331,-0.16346339046978833,0.40244242835483035,0.5975575716451696,-0.4903901714091521
104,0.6610286069120808,1.5132339825640884e-13,3.9246383920499284e-13,5.835887328942135e-13,0.33051430345603094,0.9915429103681085,0.3361287215235567,0.5216298770341705,0.47837012296582965,-0.16525715172804004,0.5648896311013124,0.4351103688986876,-0.495771455184277
105,0.5983512997782496,1.4510614931850796e-13,3.9057646006313007e-13,5.723199691942682e-13,0.29917564988909195,0.8975269496673293,0.3643022820889323,0.5734932677604663,0.4265067322395337,-0.1495878249446331,0.7204798032801965,0.27952019671980355,-0.4487634748344899
106,0.4724448898878429,1.2126410986468272e-13,3.3950620093037287e-13,4.901634653720066e-13,0.23622244494386696,0.708667334831689,0.4079475195736972,0.6175904626401678,0.3824095373598322,-0.11811122247207957,0.8527713879194534,0.1472286120805467,-0.3543336674172842
107,0.5970464549691391,1.620370504440416e-13,4.717060075876134e-13,6.716571743226041e-13,0.29852322748460536,0.8955696824537582,0.44746757252161395,0.649261613742206,0.35073838625779397,-0.07415354638080558,0.9477848412258891,0.05221515877411085,-0.2224606391438837
