step,H_perp,A_perp,H_total,four_group_error,A_B_center_distance
61,9.61931614481957e-28,3.101502240015243e-14,0.859649122807033,0.9743681065559378,0.4654022402507119
62,1.1313896643532203e-27,3.363613628752893e-14,0.8596491228070336,0.8507305239920117,0.43763790517984025
63,1.3408873162858086e-27,3.661812824661862e-14,0.8596491228070331,0.7707031440448043,0.3952519117614228
64,1.5890358784933209e-27,3.9862712884264674e-14,0.8596491228070331,0.9343622778356929,0.35386236083755584
65,1.873515038727008e-27,4.3284119937074013e-14,0.8596491228070324,0.9992852870471995,0.3335714008342981
66,2.214940408519953e-27,4.706315340603467e-14,0.8596491228070311,0.9586116139731378,0.3465807222881134
67,2.6128182448859403e-27,5.111573382908574e-14,0.8596491228070333,0.8166393354376746,0.38486652748652
68,3.0785452194629718e-27,5.5484639491150806e-14,0.859649122807034,0.8085911174104563,0.4286697246074124
69,3.619373024985903e-27,6.016122526167418e-14,0.8596491228070332,0.9545882955524612,0.4608252035456084
70,4.26786229750607e-27,6.532887797525741e-14,0.8596491228070343,0.9997120211723792,0.4713366484179236
71,5.045183223093308e-27,7.102945320846353e-14,0.8596491228070335,0.9391939705696711,0.45729704840927937
72,5.9482795074076814e-27,7.7125089999349e-14,0.8596491228070335,0.7794292197500283,0.4226253802917016
73,7.030890181094435e-27,8.385040358337242e-14,0.8596491228070342,0.8433909015762907,0.3784018714921049
74,8.300971694088068e-27,9.110966849949608e-14,0.8596491228070343,0.9711685283958584,0.34267439833260976
75,9.812955400700582e-27,9.906036240949547e-14,0.859649122807036,0.9963206328865694,0.3345552929693811
76,1.1602303412886792e-26,1.077139889377735e-13,0.8596491228070348,0.9161893366415801,0.35910337407122206
77,1.3730836083756232e-26,1.171786502898725e-13,0.8596491228070348,0.7392422906314314,0.4018735063205888
78,1.6217782475511588e-26,1.2734905761532586e-13,0.8596491228070343,0.8749695884317656,0.4429160668769999
79,1.91975854262169e-26,1.3855535148891544e-13,0.859649122807034,0.9840396527714322,0.46765776164322564
80,2.2727631184265512e-26,1.5075686115154266e-13,0.8596491228070359,0.9891240746554234,0.46884804871598595
81,2.6860851141580487e-26,1.6389280381267658e-13,0.8596491228070346,0.8896855719989841,0.4461614576988407
82,3.180189471034891e-26,1.7833085742615861e-13,0.8596491228070351,0.7178168005514398,0.4061662277178152
83,3.76946049758852e-26,1.9415098499849337e-13,0.8596491228070351,0.9032065719529095,0.36273925259851686
84,4.461582967260656e-26,2.11224595330673e-13,0.8596491228070338,0.9931525109943771,0.33560030623508247
85,5.289221116538707e-26,2.2998306712753243e-13,0.8596491228070346,0.9781498317343764,0.3404609468023038
86,6.265271333743079e-26,2.5030524033154157e-13,0.8596491228070348,0.8597839004099435,0.3742802937483414
87,7.43171477408338e-26,2.7261171607404146e-13,0.859649122807036,0.7594525430789981,0.4185647653573942
88,8.811219701315374e-26,2.968369872727349e-13,0.8596491228070346,0.9279940088235263,0.45474936691808987
89,1.0443673869660407e-25,3.2316673513312614e-13,0.8596491228070362,0.9984722990336578,0.4710445758497728
90,1.2381127158461522e-25,3.518682588478467e-13,0.8596491228070355,0.9634398171963477,0.4628674253870574
91,1.4680666933498426e-25,3.831535845258195e-13,0.8596491228070333,0.8265985230043893,0.43246902499669615
92,1.7413820465864937e-25,4.172986995650111e-13,0.8596491228070342,0.7981877675439483,0.38914383055692936
93,2.066200038691035e-25,4.545547314340744e-13,0.8596491228070349,0.9492372303127969,0.3494358438316593
94,2.451488388337614e-25,4.951250739295692e-13,0.8596491228070371,0.9999786994363437,0.33334043336998004
95,2.9113236949804505e-25,5.395668350612786e-13,0.8596491228070375,0.9450502118563963,0.3506945643321307
96,3.455150153197005e-25,5.878052528854268e-13,0.8596491228070358,0.7902561821146169,0.39093835356989665
97,4.101354626360229e-25,6.404181935548231e-13,0.8596491228070366,0.8338745355145352,0.4340182716298849
98,4.869020740010993e-25,6.977836871130617e-13,0.8596491228070371,0.9668551038362085,0.4636580147542658
99,5.781706780815918e-25,7.603753534153982e-13,0.8596491228070381,0.9976659589244751,0.4708547034202911
100,6.863891445539727e-25,8.284860557390044e-13,0.8596491228070375,0.9230512497046971,0.4536302470788898
101,8.153330370626389e-25,9.029579375932408e-13,0.8596491228070366,0.7508956772181478,0.416845870538954
102,9.679752088400912e-25,9.838573112195138e-13,0.8596491228070373,0.8663765512919241,0.3725873009368801
103,1.1494049388643923e-24,1.0721030448909248e-12,0.8596491228070386,0.9807803428189188,0.3396190544225213
104,1.3648252076249171e-24,1.1682573379289842e-12,0.8596491228070391,0.9915429103681085,0.3361287215235567
105,1.6206163150693742e-24,1.273034294537808e-12,0.8596491228070372,0.8975269496673293,0.3643022820889323
106,1.9254103197694575e-24,1.3875915536531121e-12,0.859649122807037,0.708667334831689,0.4079475195736972
107,2.287521869844825e-24,1.5124555761558174e-12,0.8596491228070375,0.8955696824537582,0.44746757252161395
108,2.7174104639851953e-24,1.6484569948849729e-12,0.8596491228070361,0.9909597636781403,0.4692785542401188
109,3.2278197769935123e-24,1.7966134189061129e-12,0.8596491228070378,0.9816329390506261,0.4670954253007383
110,3.834903221735052e-24,1.9582908930327617e-12,0.8596491228070371,0.868574794719327,0.441515341878724
111,4.5563970319054344e-24,2.1345718614994985e-12,0.8596491228070338,0.7479700900109582,0.40007509634756866
112,5.413448499924874e-24,2.326681864786175e-12,0.8596491228070335,0.921342433943481,0.35763546297901383
113,6.431902423992732e-24,2.536119560271702e-12,0.8596491228070331,0.9973544889430691,0.33421284359033154
114,7.64265374833996e-24,2.7645349967652716e-12,0.8596491228070324,0.967973893355141,0.34367726168235885
115,9.080479316721425e-24,3.0133833670347065e-12,0.8596491228070329,0.8363053595755194,0.3801451982150825
116,1.0789683829362176e-23,3.2847654146623888e-12,0.8596491228070325,0.7875407401579423,0.42429293044040134
117,1.2820986987437474e-23,3.580640583392513e-12,0.8596491228070324,0.9435963738947474,0.4583029222417608
118,1.5233692372092146e-23,3.903036301662097e-12,0.8596491228070332,0.9999400957365877,0.4713904014321581
119,1.810386091686701e-23,4.254863207773783e-12,0.8596491228070346,0.9506179402131004,0.4599123670470593
120,2.1514592384943604e-23,4.638382518178466e-12,0.8596491228070358,0.8008418883811087,0.42705031322165266
121,2.556831359281372e-23,5.05651199868187e-12,0.8596491228070359,0.8241035971746355,0.3830946011893131
122,3.038616487617793e-23,5.512364726338229e-12,0.8596491228070375,0.9622465095645893,0.34545970256117164
123,3.610881323624968e-23,6.0090609279861426e-12,0.8596491228070353,0.998706709051655,0.3337638735015198
124,4.291352771994882e-23,6.5508417565950114e-12,0.859649122807036,0.9296313658671869,0.3552441294498133
125,5.1000147453126773e-23,7.141438752319225e-12,0.8596491228070371,0.7623198240149085,0.397054220462554
126,6.061026841844844e-23,7.785259688568419e-12,0.8596491228070373,0.8575190193834015,0.4391075379012435
127,7.203412670559295e-23,8.487292071420244e-12,0.8596491228070381,0.977221611939583,0.46606652825379236
128,8.561445766689849e-23,9.252808096296956e-12,0.8596491228070378,0.9936590394661562,0.469912318856942
129,1.0175439997051472e-22,1.0087338596999444e-11,0.8596491228070369,0.9050943227094334,0.4495918807385002
130,1.2093759360134012e-22,1.099716297966617e-11,0.8596491228070365,0.7208862908028908,0.41091727260339417
131,1.4373573866548871e-22,1.1988984054768307e-11,0.8596491228070365,0.8876593858596957,0.366978778486797
132,1.708351037950482e-22,1.3070390345932603e-11,0.8596491228070368,0.9884644877752936,0.3371346510461077
133,2.0304689645508805e-22,1.424945249667818e-11,0.8596491228070371,0.9848163651521609,0.3383188382621844
134,2.4133391912890397e-22,1.5534925784467203e-11,0.8596491228070373,0.8771005231614095,0.3697889296182622
135,2.8683725107603447e-22,1.6936270282327054e-11,0.859649122807036,0.7362592903013478,0.4139347429087973
136,3.4092193755027027e-22,1.8464071532310264e-11,0.8596491228070361,0.9144095838447646,0.4516814126705444
137,4.0520672170065363e-22,2.0129747184221008e-11,0.8596491228070371,0.9959321980299924,0.47044670769827757
138,4.816242570999518e-22,2.1945939421677797e-11,0.8596491228070362,0.9722124582482935,0.46490107239379863
139,5.724519031376686e-22,2.392596713066514e-11,0.859649122807036,0.8457568817656475,0.4365654721353551
140,6.804143247984331e-22,2.6084752726419185e-11,0.8596491228070351,0.7766532856673178,0.3939556762959405
141,8.087369297689171e-22,2.8438300402255355e-11,0.8596491228070364,0.9376674483868458,0.35288962018607334
142,9.612700226883168e-22,3.1004354898760864e-11,0.8596491228070353,0.9995962218583926,0.3334678717248037
143,1.1425760747236548e-21,3.380201287976287e-11,0.8596491228070362,0.9558954558764274,0.3474132789237204
144,1.3580700605510752e-21,3.6852002124051216e-11,0.8596491228070362,0.8111831068552472,0.38614648443900706
145,1.6142282293745721e-21,4.0177459219997625e-11,0.8596491228070353,0.8140810695116169,0.4298227008601869
146,1.9187159296917106e-21,4.3803149769071525e-11,0.8596491228070345,0.9573441525318086,0.4614599809640224
147,2.2806289011456896e-21,4.7755930533763966e-11,0.8596491228070344,0.9994425655390937,0.47127315054543534
148,2.7108150495597456e-21,5.20654880852926e-11,0.8596491228070333,0.9359276762953287,0.45655237199940335
149,3.222156067240157e-21,5.676403850361738e-11,0.8596491228070329,0.7735112433611702,0.42141555683037035
150,3.829950540329764e-21,6.188659418912761e-11,0.8596491228070324,0.8483996968087981,0.3771557230252558
151,4.5524063332575056e-21,6.747152238728207e-11,0.8596491228070327,0.973364546573045,0.3419813931919589
152,5.4111515274249496e-21,7.356052968423317e-11,0.8596491228070327,0.9954718159197203,0.3348359239403528
153,6.4319289772654336e-21,8.019930783532631e-11,0.8596491228070319,0.9123853808933661,0.3601778752646152
154,7.645260415868698e-21,8.743717982568227e-11,0.8596491228070335,0.7328851685032589,0.4031651618282493
155,9.087501923311583e-21,9.532838991251024e-11,0.8596491228070349,0.8794780970933488,0.44390711277110084
156,1.0801823315616632e-20,1.0393182051526197e-10,0.8596491228070354,0.9856674450649161,0.468038497005203
157,1.2839589601029563e-20,1.1331191288222771e-10,0.8596491228070349,0.9876991381756138,0.46851415106170524
158,1.5261786898346785e-20,1.235386048907255e-10,0.8596491228070358,0.8853584829293013,0.4452040286005028
159,1.8140960795019455e-20,1.346883840389343e-10,0.8596491228070381,0.7243237191228001,0.40488066149915924
160,2.1563312477885934e-20,1.4684451803825004e-10,0.8596491228070378,0.9071975750469133,0.36163095988391697
161,2.563135052509008e-20,1.6009794041489128e-10,0.8596491228070366,0.9942058605035513,0.33525358678834905
162,3.0466923274810477e-20,1.7454776788836478e-10,0.8596491228070378,0.9761542178906528,0.34109675111169074
163,3.621473214950197e-20,1.9030168719562623e-10,0.8596491228070382,0.8549502041335828,0.3755085659198958
164,4.30469634302185e-20,2.0747762151667948e-10,0.8596491228070395,0.7655287278870195,0.4197928367824992
165,5.116815843054073e-20,2.2620379844410377e-10,0.8596491228070406,0.9314522638220721,0.4555342796111156
166,6.082158567676066e-20,2.466203269739959e-10,0.8596491228070419,0.9989471827825633,0.4711564347303262
167,7.229625911588744e-20,2.6887963685613574e-10,0.8596491228070414,0.9608811476814183,0.4622760816026598
168,8.593584654916684e-20,2.9314816484018256e-10,0.8596491228070415,0.8212766804816308,0.4313409823005662
169,1.0214878931398957e-19,3.1960724227399726e-10,0.8596491228070424,0.8038100122883682,0.3878558531617455
170,1.2142042040343122e-19,3.484543304414959e-10,0.8596491228070424,0.9521495293713725,0.34855435963869286
171,1.443281204520905e-19,3.799054098747351e-10,0.8596491228070444,0.9998733037383011,0.3333755600617459
172,1.7155778908275542e-19,4.1419535135338664e-10,0.8596491228070426,0.9419382587976843,0.3516235859018233
173,2.0392489424832506e-19,4.5158044050681046e-10,0.8596491228070413,0.784466518644703,0.3922318304260759
174,2.4239857008669313e-19,4.923398928450681e-10,0.8596491228070413,0.8390213675930842,0.4351189943633197
175,2.8813106314284324e-19,5.367784115841873e-10,0.8596491228070404,0.9692103242373615,0.4642040561220758
176,3.4249184070977677e-19,5.852280245423802e-10,0.8596491228070426,0.9969806863089475,0.4706933997686125
177,4.0710880068798986e-19,6.38050782217207e-10,0.8596491228070404,0.9193978983423937,0.4528051454245763
178,4.839169004196695e-19,6.956413590490933e-10,0.85964912280704,0.7446603048124207,0.415601167334274
179,5.752167669612984e-19,7.584304628384188e-10,0.8596491228070404,0.8710283138089705,0.3713802602604587
180,6.837423037734116e-19,8.268871167054253e-10,0.8596491228070412,0.9825694894523789,0.3390439499087159
181,8.127432287342451e-19,9.015227277968343e-10,0.8596491228070415,0.9902803780433329,0.33654201847096965
182,9.660829248239117e-19,9.828951748909502e-10,0.8596491228070398,0.8933461529619955,0.36544229632835523
183,1.1483534343408814e-18,1.0716125392794175e-09,0.8596491228070404,0.7121670202695135,0.40922445077900166
184,1.3650129101977577e-18,1.1683376695963192e-09,0.8596491228070402,0.8997086092943519,0.44838916351191554
185,1.6225498415013261e-18,1.2737934846360795e-09,0.8596491228070416,0.9921760033951251,0.46956400821779976
186,1.9286768043277506e-18,1.388768088749072e-09,0.8596491228070414,0.9797979689078911,0.4666671502706526
187,2.2925607118140742e-18,1.5141204416472535e-09,0.8596491228070404,0.863882520062413,0.44049126795229615
188,2.7250994134659347e-18,1.6507875131178856e-09,0.85964912280704,0.7541704630186032,0.3987796551037446
189,3.2392460670189785e-18,1.799790561987416e-09,0.8596491228070404,0.9249527176260732,0.3565985099580167
190,3.850397921640304e-18,1.962243084238113e-09,0.8596491228070413,0.997993176653574,0.3340009348701371
191,4.5768572379109936e-18,2.1393590717574723e-09,0.8596491228070411,0.9655734935528835,0.34442670947622694
192,5.440378880733804e-18,2.332461978411182e-09,0.8596491228070419,0.831119527806315,0.38140679959318974
193,6.466822773107028e-18,2.542994843311136e-09,0.8596491228070406,0.7932935611430497,0.4254820355664096
194,7.686928625471674e-18,2.772531086475258e-09,0.8596491228070396,0.9466642259434612,0.4590053436161502
195,9.137234752690645e-18,3.0227859257133382e-09,0.8596491228070402,0.9999987921499889,0.4714042360932503
196,1.0861173296324237e-17,3.2956294233915675e-09,0.8596491228070406,0.9476612784111508,0.45923389192181807
197,1.2910371623986192e-17,3.5931005585686292e-09,0.8596491228070395,0.7951823053430238,0.42587360070991503
198,1.5346196980349366e-17,3.917422236669078e-09,0.8596491228070385,0.8293868948353917,0.3818256429767696
199,1.8241596792082458e-17,4.271018238322386e-09,0.8596491228070402,0.9647602131704531,0.3446798418924894
200,2.1683278888629337e-17,4.656530778232797e-09,0.8596491228070406,0.9981851899928598,0.33393717373273707
201,2.5774313230460794e-17,5.076840871098955e-09,0.8596491228070402,0.9261297342133779,0.3562589101780894
202,3.063721483286554e-17,5.5350894150741184e-09,0.859649122807041,0.7562081049124848,0.39835066599063773
203,3.6417612606132515e-17,6.034700705596966e-09,0.8596491228070415,0.8623126156319134,0.44014934634411224
204,4.3288615640778987e-17,6.5794084567519445e-09,0.859649122807044,0.9791715667095855,0.46652104221789065
205,5.1455989956345137e-17,7.173283066793415e-09,0.8596491228070458,0.9925592967317194,0.46965400564833126
206,6.116432929951759e-17,7.82076270574153e-09,0.8596491228070446,0.9010610947123102,0.4486908269162175
207,7.27043693203211e-17,8.526685717224547e-09,0.8596491228070438,0.7143457776484634,0.4096461790019994
208,8.642170245410773e-17,9.296327363755417e-09,0.8596491228070433,0.8919449728865583,0.36582239140811673
209,1.027271279298085e-16,1.0135439207543426e-08,0.859649122807043,0.9898432463983623,0.3366848774240882
210,1.2210894817012535e-16,1.1050291768551877e-08,0.8596491228070418,0.9831425989030953,0.33885929768549217
211,1.4514759656119556e-16,1.2047721633620009e-08,0.8596491228070418,0.8725511026137369,0.37098285792936353
212,1.7253301747628846e-16,1.3135182430262949e-08,0.8596491228070436,0.7425819586175912,0.41518776307542443
213,2.0508533332187195e-16,1.4320800722092041e-08,0.8596491228070435,0.9181707940406182,0.4525283982417635
214,2.4377939788218837e-16,1.5613436453330457e-08,0.8596491228070431,0.9967344947198582,0.4706354618840186
215,2.8977399944202285e-16,1.702274946775705e-08,0.8596491228070462,0.9699710609686135,0.46438057843565894
216,3.444465461917616e-16,1.8559271165424616e-08,0.8596491228070466,0.8407086439137653,0.43548071761378954
217,4.094343356451899e-16,2.0234483824530587e-08,0.8596491228070497,0.7825349266368984,0.3926603247710664
218,4.8668358444757175e-16,2.2060906247196005e-08,0.8596491228070491,0.9408899168538537,0.35193532022389573
219,5.785076971512644e-16,2.405218695152822e-08,0.8596491228070489,0.9998189924646905,0.33339365893401535
220,6.876565641766084e-16,2.6223206596002106e-08,0.8596491228070484,0.953094987958693,0.34826711921955283
221,8.173989021494925e-16,2.8590188914197337e-08,0.8596491228070481,0.8056553320389919,0.3874301894343374
222,9.71620149404937e-16,3.1170822084201386e-08,0.8596491228070477,0.8194992198410755,0.4309651754068723
223,1.1549388275442302e-15,3.3984390939727475e-08,0.8596491228070466,0.9600155719462954,0.46207621034692953
224,1.3728448524011797e-15,3.705192103523351e-08,0.8596491228070481,0.9990849592498909,0.47118889463159525
225,1.6318639229712258e-15,4.0396335514143186e-08,0.8596491228070503,0.9325788333464227,0.455790327137946
226,1.93975299115634e-15,4.404262697837562e-08,0.8596491228070511,0.7675250433777594,0.4201976894649887
227,2.3057324967990746e-15,4.801804345034349e-08,0.8596491228070529,0.8533336633783994,0.37591693055784314
228,2.7407625811350177e-15,5.235229298832113e-08,0.8596491228070542,0.9754747141897772,0.34131269168052825
229,3.2578712335765928e-15,5.70777647913493e-08,0.8596491228070561,0.9945351985107614,0.33514502440296307
230,3.872544517445772e-15,6.222977195399138e-08,0.8596491228070556,0.9085009528853439,0.3612671848079912
231,4.6031902789961655e-15,6.7846814803616e-08,0.859649122807057,0.7264634059763677,0.40445445009157943
232,5.471689427948988e-15,7.39708687791957e-08,0.8596491228070551,0.883909035988618,0.44488386912615746
233,6.504051237302729e-15,8.064769827653316e-08,0.8596491228070582,0.9872083016834703,0.46839917905800077
234,7.731192226227832e-15,8.792719844409824e-08,0.8596491228070587,0.9861870867938513,0.46816012186950295
235,9.189862035986903e-15,9.586376810863897e-08,0.859649122807056,0.8809533053513094,0.44423205650018455
236,1.0923743982177924e-14,1.0451671628107117e-07,0.8596491228070555,0.7307667525497085,0.40359226058245157
237,1.298476329355934e-14,1.1395070554217444e-07,0.8596491228070551,0.911108563527596,0.36053687814822527
238,1.5434642172883636e-14,1.242362353457462e-07,0.8596491228070575,0.9951715212479292,0.3349351099344058
239,1.8346747977510084e-14,1.3545016787553305e-07,0.859649122807056,0.9740725073919576,0.3417573027592096
240,2.1808290642678472e-14,1.4767630359227738e-07,0.8596491228070533,0.8500411013313891,0.37674476185498346
241,2.5922934310858216e-14,1.6100600706451366e-07,0.8596491228070543,0.7715373932919334,0.42101322875500297
242,3.0813901805183934e-14,1.7553888972300105e-07,0.8596491228070539,0.9348283649536132,0.4563019901141007
243,3.66276647729507e-14,1.913835540817202e-07,0.8596491228070536,0.9993339595764651,0.47124755241633465
244,4.3538330203409786e-14,2.0865840554219185e-07,0.8596491228070536,0.9582377285746236,0.4616660711298392
245,5.1752854403022616e-14,2.2749253702709153e-07,0.8596491228070532,0.8158824014011251,0.4302021545293185
246,6.151724088833911e-14,2.480266939027715e-07,0.8596491228070522,0.8093613612451108,0.3865711421674255
247,7.312390748542027e-14,2.704143255920815e-07,0.8596491228070526,0.9549778490720564,0.3476936689200888
248,8.692044352656257e-14,2.948227323775468e-07,0.8596491228070522,0.9996797193901739,0.33344004834241314
249,1.0332001906700029e-13,3.214343153227426e-07,0.8596491228070536,0.9387432268791183,0.352571542388246
250,1.228137585736977e-13,3.5044793989078845e-07,0.8596491228070549,0.7786076652246856,0.39352658901130405
251,1.4598544847703994e-13,3.82080421478306e-07,0.8596491228070534,0.8440941982684802,0.4362075809471264
252,1.7352902028836352e-13,4.165681460317909e-07,0.8596491228070526,0.9714800605231683,0.46473082502986923
253,2.0626933213562999e-13,4.541688365967331e-07,0.8596491228070522,0.9962074801529136,0.47051150563244964
254,2.451868707016075e-13,4.951634787639406e-07,0.8596491228070527,0.9156634561367621,0.45196376206879163
255,2.914471143467205e-13,5.398584206500075e-07,0.8596491228070509,0.7383592533000438,0.4143504648377277
256,3.464354365480169e-13,5.885876625856313e-07,0.8596491228070497,0.8756032519369571,0.3701833106663933
257,4.117985937388617e-13,6.417153525815489e-07,0.8596491228070489,0.9842719736913284,0.3384949812107369
258,4.894940418516558e-13,6.996385079822692e-07,0.8596491228070482,0.9889305031142832,0.3369826157938325
259,5.818485563946273e-13,7.627899818394492e-07,0.8596491228070491,0.889086563116696,0.3665942855695316
260,6.91627913857728e-13,8.316416980032494e-07,0.8596491228070493,0.7187284519622024,0.41049656977770627
261,8.221197188403477e-13,9.06708177331796e-07,0.8596491228070475,0.9037681821698172,0.44929498084937547
262,9.772318603196633e-13,9.885503832985262e-07,0.8596491228070484,0.9933047334132907,0.4698289627313741
263,1.1616095412212564e-12,1.077779913164676e-06,0.8596491228070464,0.977876580661185,0.4662193762503093
264,1.380774391777485e-12,1.175063569249547e-06,0.8596491228070451,0.8591140508728486,0.43945440060135854
265,1.6412898266046024e-12,1.281128341191702e-06,0.8596491228070446,0.7603043186499154,0.3974841647799801
266,1.9509576022704652e-12,1.3967668389070758e-06,0.859649122807043,0.9284814208355004,0.3555787958180706
267,2.3190514601218137e-12,1.522843215870174e-06,0.8596491228070425,0.9985438415657657,0.3338181347256891
