series,experiment,kind,case_index,case,legacy_valid,N_A,N_B,q_A0,q_B0,m_A,m_B,A_A,A_B,q_target_A,q_target_B,target_class,complete_R,complete_T,complete_t_real,complete_t_imag,complete_r_real,complete_r_imag,p_minus,p_plus,p_error_A,p_error_B,copy_distance_A,copy_distance_B,norm_minus,norm_plus,p_reproduced,state_reproduced,scattering_reproduces_legacy,needs_nontrivial_scattering_or_carrier_update,best_R,best_T,best_p_minus,best_p_plus,best_max_p_error,best_l2_p_error,best_probability_fit_reproduces_p
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,54,54,True,99,99,1.0,-1.0,1,2,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,1.0,1.3322676295501878e-15,0.0,0.0,0.0,1.0000000000000018,1.0000000000000022,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,55,55,False,99,99,1.0,-1.0,1,2,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,1.0,1.3322676295501878e-15,0.0,0.0,0.0,1.0000000000000018,1.0000000000000022,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,56,56,False,99,99,1.0,-1.0,1,2,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,1.0,1.3322676295501878e-15,0.0,0.0,0.0,1.0000000000000018,1.0000000000000022,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,57,57,False,99,99,1.0,-1.0,1,2,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,1.0,1.3322676295501878e-15,0.0,0.0,0.0,1.0000000000000018,1.0000000000000022,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,58,58,True,99,99,1.0,-1.0,1,2,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,1.0,1.3322676295501878e-15,0.0,0.0,0.0,1.0000000000000018,1.0000000000000022,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_cell_resolution_sweep,copy_reflection_cases,59,59,True,99,99,1.0,-1.0,1,2,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,1.0,1.3322676295501878e-15,0.0,0.0,0.0,1.0000000000000018,1.0000000000000022,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,0,0,True,99,99,1.0,-1.0,1,2,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,1.0,1.3322676295501878e-15,0.0,0.0,0.0,1.0000000000000018,1.0000000000000022,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,1,1,True,99,99,1.0,-1.0,1,2,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,1.0,1.3322676295501878e-15,0.0,0.0,0.0,1.0000000000000018,1.0000000000000022,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,2,2,True,99,99,1.0,-1.0,1,2,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,1.0,1.3322676295501878e-15,0.0,0.0,0.0,1.0000000000000018,1.0000000000000022,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,3,3,True,99,99,1.0,-1.0,1,2,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,1.0,1.3322676295501878e-15,0.0,0.0,0.0,1.0000000000000018,1.0000000000000022,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,4,4,True,99,99,1.0,-1.0,1,2,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,1.0,1.3322676295501878e-15,0.0,0.0,0.0,1.0000000000000018,1.0000000000000022,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,5,5,False,99,99,1.0,-1.0,1,2,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,1.0,1.3322676295501878e-15,0.0,0.0,0.0,1.0000000000000018,1.0000000000000022,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,6,6,False,99,99,1.0,-1.0,1,2,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,1.0,1.3322676295501878e-15,0.0,0.0,0.0,1.0000000000000018,1.0000000000000022,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,7,7,False,99,99,1.0,-1.0,1,2,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,1.0,1.3322676295501878e-15,0.0,0.0,0.0,1.0000000000000018,1.0000000000000022,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,8,8,False,99,99,1.0,-1.0,1,2,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,1.0,1.3322676295501878e-15,0.0,0.0,0.0,1.0000000000000018,1.0000000000000022,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,9,9,True,99,99,1.0,-1.0,1,3,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999984,0.9999999999999993,1.5543122344752192e-15,6.661338147750939e-16,0.0,1.4901161193847656e-08,1.0000000000000018,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,10,10,True,99,99,1.0,-1.0,1,3,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999984,0.9999999999999993,1.5543122344752192e-15,6.661338147750939e-16,0.0,1.4901161193847656e-08,1.0000000000000018,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,11,11,True,99,99,1.0,-1.0,1,3,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999984,0.9999999999999993,1.5543122344752192e-15,6.661338147750939e-16,0.0,1.4901161193847656e-08,1.0000000000000018,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,12,12,True,99,99,1.0,-1.0,1,3,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999984,0.9999999999999993,1.5543122344752192e-15,6.661338147750939e-16,0.0,1.4901161193847656e-08,1.0000000000000018,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,13,13,True,99,99,1.0,-1.0,1,3,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999984,0.9999999999999993,1.5543122344752192e-15,6.661338147750939e-16,0.0,1.4901161193847656e-08,1.0000000000000018,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,14,14,False,99,99,1.0,-1.0,1,3,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999984,0.9999999999999993,1.5543122344752192e-15,6.661338147750939e-16,0.0,1.4901161193847656e-08,1.0000000000000018,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,15,15,False,99,99,1.0,-1.0,1,3,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999984,0.9999999999999993,1.5543122344752192e-15,6.661338147750939e-16,0.0,1.4901161193847656e-08,1.0000000000000018,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,16,16,False,99,99,1.0,-1.0,1,3,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999984,0.9999999999999993,1.5543122344752192e-15,6.661338147750939e-16,0.0,1.4901161193847656e-08,1.0000000000000018,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,17,17,False,99,99,1.0,-1.0,1,3,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999984,0.9999999999999993,1.5543122344752192e-15,6.661338147750939e-16,0.0,1.4901161193847656e-08,1.0000000000000018,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,18,18,True,99,99,1.0,-1.0,2,5,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-1.0000000000000009,0.9999999999999993,8.881784197001252e-16,6.661338147750939e-16,0.0,0.0,1.0000000000000022,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,19,19,True,99,99,1.0,-1.0,2,5,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-1.0000000000000009,0.9999999999999993,8.881784197001252e-16,6.661338147750939e-16,0.0,0.0,1.0000000000000022,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,20,20,True,99,99,1.0,-1.0,2,5,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-1.0000000000000009,0.9999999999999993,8.881784197001252e-16,6.661338147750939e-16,0.0,0.0,1.0000000000000022,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,21,21,True,99,99,1.0,-1.0,2,5,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-1.0000000000000009,0.9999999999999993,8.881784197001252e-16,6.661338147750939e-16,0.0,0.0,1.0000000000000022,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,22,22,True,99,99,1.0,-1.0,2,5,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-1.0000000000000009,0.9999999999999993,8.881784197001252e-16,6.661338147750939e-16,0.0,0.0,1.0000000000000022,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,23,23,False,99,99,1.0,-1.0,2,5,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-1.0000000000000009,0.9999999999999993,8.881784197001252e-16,6.661338147750939e-16,0.0,0.0,1.0000000000000022,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,24,24,False,99,99,1.0,-1.0,2,5,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-1.0000000000000009,0.9999999999999993,8.881784197001252e-16,6.661338147750939e-16,0.0,0.0,1.0000000000000022,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,25,25,False,99,99,1.0,-1.0,2,5,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-1.0000000000000009,0.9999999999999993,8.881784197001252e-16,6.661338147750939e-16,0.0,0.0,1.0000000000000022,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,26,26,False,99,99,1.0,-1.0,2,5,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-1.0000000000000009,0.9999999999999993,8.881784197001252e-16,6.661338147750939e-16,0.0,0.0,1.0000000000000022,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,27,27,True,99,99,1.0,-1.0,8,9,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999993,0.9999999999999991,6.661338147750939e-16,8.881784197001252e-16,1.4901161193847656e-08,0.0,1.0000000000000016,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,28,28,True,99,99,1.0,-1.0,8,9,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999993,0.9999999999999991,6.661338147750939e-16,8.881784197001252e-16,1.4901161193847656e-08,0.0,1.0000000000000016,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,29,29,True,99,99,1.0,-1.0,8,9,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999993,0.9999999999999991,6.661338147750939e-16,8.881784197001252e-16,1.4901161193847656e-08,0.0,1.0000000000000016,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,30,30,True,99,99,1.0,-1.0,8,9,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999993,0.9999999999999991,6.661338147750939e-16,8.881784197001252e-16,1.4901161193847656e-08,0.0,1.0000000000000016,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,31,31,True,99,99,1.0,-1.0,8,9,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999993,0.9999999999999991,6.661338147750939e-16,8.881784197001252e-16,1.4901161193847656e-08,0.0,1.0000000000000016,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,32,32,False,99,99,1.0,-1.0,8,9,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999993,0.9999999999999991,6.661338147750939e-16,8.881784197001252e-16,1.4901161193847656e-08,0.0,1.0000000000000016,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,33,33,False,99,99,1.0,-1.0,8,9,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999993,0.9999999999999991,6.661338147750939e-16,8.881784197001252e-16,1.4901161193847656e-08,0.0,1.0000000000000016,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,34,34,False,99,99,1.0,-1.0,8,9,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999993,0.9999999999999991,6.661338147750939e-16,8.881784197001252e-16,1.4901161193847656e-08,0.0,1.0000000000000016,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_label_robustness,copy_reflection_cases,35,35,False,99,99,1.0,-1.0,8,9,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999993,0.9999999999999991,6.661338147750939e-16,8.881784197001252e-16,1.4901161193847656e-08,0.0,1.0000000000000016,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_eta_resolution_sweep,copy_reflection_cases,0,0,True,99,99,1.0,-1.0,1,2,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,1.0,1.3322676295501878e-15,0.0,0.0,0.0,1.0000000000000018,1.0000000000000022,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_eta_resolution_sweep,copy_reflection_cases,1,1,False,99,99,1.0,-1.0,1,5,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,0.9999999999999991,1.3322676295501878e-15,8.881784197001252e-16,0.0,0.0,1.0000000000000018,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_eta_resolution_sweep,copy_reflection_cases,2,2,False,99,99,1.0,-1.0,1,9,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,0.9999999999999991,1.3322676295501878e-15,8.881784197001252e-16,0.0,0.0,1.0000000000000018,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_eta_resolution_sweep,copy_reflection_cases,3,3,False,99,99,1.0,-1.0,1,17,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,0.9999999999999987,1.3322676295501878e-15,1.3322676295501878e-15,0.0,0.0,1.0000000000000018,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_eta_resolution_sweep,copy_reflection_cases,4,4,False,99,99,1.0,-1.0,1,33,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,0.9999999999999989,1.3322676295501878e-15,1.1102230246251565e-15,0.0,0.0,1.0000000000000018,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_eta_resolution_sweep,copy_reflection_cases,5,5,True,99,99,1.0,-1.0,8,9,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999993,0.9999999999999991,6.661338147750939e-16,8.881784197001252e-16,1.4901161193847656e-08,0.0,1.0000000000000016,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_eta_resolution_sweep,copy_reflection_cases,6,6,False,99,99,1.0,-1.0,15,31,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999989,0.9999999999999998,1.1102230246251565e-15,2.220446049250313e-16,0.0,0.0,1.0000000000000018,1.0000000000000016,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_eta_resolution_sweep,copy_reflection_cases,7,7,False,99,99,1.0,-1.0,16,32,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999993,0.9999999999999983,6.661338147750939e-16,1.6653345369377348e-15,1.4901161193847656e-08,1.4901161193847656e-08,1.0000000000000016,1.0000000000000016,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_eta_resolution_sweep,copy_reflection_cases,8,8,False,99,99,1.0,-1.0,17,33,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,0.9999999999999989,1.3322676295501878e-15,1.1102230246251565e-15,1.4901161193847656e-08,0.0,1.0000000000000018,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_eta_resolution_sweep,copy_reflection_cases,9,9,False,99,99,1.0,-1.0,5,29,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,0.9999999999999987,1.3322676295501878e-15,1.3322676295501878e-15,0.0,0.0,1.0000000000000018,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_eta_resolution_sweep,copy_reflection_cases,10,10,False,99,99,1.0,-1.0,7,31,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999989,0.9999999999999993,1.1102230246251565e-15,6.661338147750939e-16,0.0,0.0,1.0000000000000016,1.0000000000000016,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_eta_resolution_sweep,copy_reflection_cases,11,11,True,99,99,1.0,-1.0,1,2,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,1.0,1.3322676295501878e-15,0.0,0.0,0.0,1.0000000000000018,1.0000000000000022,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_eta_resolution_sweep,copy_reflection_cases,12,12,True,99,99,1.0,-1.0,1,5,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,0.9999999999999991,1.3322676295501878e-15,8.881784197001252e-16,0.0,0.0,1.0000000000000018,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_eta_resolution_sweep,copy_reflection_cases,13,13,True,99,99,1.0,-1.0,1,9,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,0.9999999999999991,1.3322676295501878e-15,8.881784197001252e-16,0.0,0.0,1.0000000000000018,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_eta_resolution_sweep,copy_reflection_cases,14,14,True,99,99,1.0,-1.0,1,17,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,0.9999999999999987,1.3322676295501878e-15,1.3322676295501878e-15,0.0,0.0,1.0000000000000018,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_eta_resolution_sweep,copy_reflection_cases,15,15,True,99,99,1.0,-1.0,1,33,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999987,0.9999999999999989,1.3322676295501878e-15,1.1102230246251565e-15,0.0,0.0,1.0000000000000018,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
20260710,elastic_collision_eta_resolution_sweep,copy_reflection_cases,16,16,True,99,99,1.0,-1.0,8,9,1.0,1.0,-1.0,1.0,complete_reflection,1.0,3.749399456654644e-33,3.749399456654644e-33,6.123233995736766e-17,1.0,-6.123233995736766e-17,-0.9999999999999993,0.9999999999999991,6.661338147750939e-16,8.881784197001252e-16,1.4901161193847656e-08,0.0,1.0000000000000016,1.0000000000000018,True,True,True,False,0.0,1.0,-1.0,1.0,0.0,0.0,True
