t,H,Q2_re,Q2_im,generator_norm
0,np.float64(944.3855946509996),np.float64(-58.30875247868093),np.float64(181.13532479936134),np.float64(27.861344513487182)
1,np.float64(944.3855946510005),np.float64(-58.30875247868162),np.float64(181.13532479936129),np.float64(29.817276842430672)
2,np.float64(944.3855946509982),np.float64(-58.3087524786811),np.float64(181.13532479936103),np.float64(30.612253971122602)
3,np.float64(944.3855946509979),np.float64(-58.30875247868052),np.float64(181.1353247993598),np.float64(30.597945497714534)
4,np.float64(944.385594650997),np.float64(-58.30875247867977),np.float64(181.13532479935947),np.float64(30.453560963896443)
5,np.float64(944.3855946509984),np.float64(-58.30875247867988),np.float64(181.1353247993599),np.float64(30.704514612345033)
6,np.float64(944.3855946510002),np.float64(-58.30875247867997),np.float64(181.13532479936032),np.float64(30.569054149149093)
7,np.float64(944.3855946510025),np.float64(-58.308752478679466),np.float64(181.13532479936134),np.float64(30.692081470503577)
8,np.float64(944.3855946510014),np.float64(-58.30875247868),np.float64(181.13532479936114),np.float64(30.67040165734666)
9,np.float64(944.385594651003),np.float64(-58.308752478680006),np.float64(181.13532479936083),np.float64(30.717697112363716)
10,np.float64(944.3855946510057),np.float64(-58.30875247867972),np.float64(181.1353247993615),np.float64(30.689076778598842)
11,np.float64(944.385594651008),np.float64(-58.30875247867975),np.float64(181.13532479936126),np.float64(30.773936594666537)
12,np.float64(944.3855946510034),np.float64(-58.30875247867935),np.float64(181.13532479936015),np.float64(30.755551452067724)
13,np.float64(944.3855946510032),np.float64(-58.308752478678684),np.float64(181.13532479936072),np.float64(30.794657100297105)
14,np.float64(944.3855946510009),np.float64(-58.308752478678606),np.float64(181.13532479936055),np.float64(30.830466963638433)
15,np.float64(944.3855946510005),np.float64(-58.308752478678),np.float64(181.13532479936038),np.float64(30.807725555334052)
16,np.float64(944.3855946509996),np.float64(-58.308752478678166),np.float64(181.13532479935984),np.float64(30.806242825771108)
17,np.float64(944.3855946510008),np.float64(-58.308752478677725),np.float64(181.13532479935998),np.float64(30.785464802365595)
18,np.float64(944.3855946510002),np.float64(-58.30875247867763),np.float64(181.1353247993602),np.float64(30.768123822623476)
19,np.float64(944.3855946510016),np.float64(-58.308752478676944),np.float64(181.13532479936066),np.float64(30.741071509089814)
20,np.float64(944.3855946510034),np.float64(-58.30875247867765),np.float64(181.13532479936066),np.float64(30.74514881593784)
21,np.float64(944.3855946510023),np.float64(-58.308752478676766),np.float64(181.135324799361),np.float64(30.737496198346673)
