t,H,Q2_re,Q2_im,generator_norm
0,np.float64(115.02943725152286),np.float64(-20.901383498964652),np.float64(16.966398875129215),np.float64(9.865757879355419)
1,np.float64(115.02943725152292),np.float64(-20.901383498964677),np.float64(16.966398875129297),np.float64(9.415687537198396)
2,np.float64(115.02943725152312),np.float64(-20.901383498964773),np.float64(16.966398875129276),np.float64(10.4612276427501)
3,np.float64(115.02943725152355),np.float64(-20.90138349896493),np.float64(16.96639887512933),np.float64(10.49110500022507)
4,np.float64(115.02943725152352),np.float64(-20.901383498965046),np.float64(16.966398875129244),np.float64(10.30753361359627)
5,np.float64(115.0294372515237),np.float64(-20.901383498965053),np.float64(16.96639887512927),np.float64(10.695079140758272)
6,np.float64(115.02943725152369),np.float64(-20.901383498965124),np.float64(16.966398875129258),np.float64(10.779566648993475)
7,np.float64(115.02943725152377),np.float64(-20.90138349896514),np.float64(16.966398875129258),np.float64(10.644245659371878)
8,np.float64(115.02943725152392),np.float64(-20.901383498965153),np.float64(16.966398875129208),np.float64(10.731459033399947)
9,np.float64(115.0294372515239),np.float64(-20.90138349896516),np.float64(16.966398875129237),np.float64(10.747537735704647)
10,np.float64(115.02943725152382),np.float64(-20.901383498965206),np.float64(16.966398875129137),np.float64(10.817116780306877)
11,np.float64(115.02943725152394),np.float64(-20.90138349896527),np.float64(16.966398875129098),np.float64(10.73603866127337)
12,np.float64(115.02943725152396),np.float64(-20.90138349896521),np.float64(16.966398875129194),np.float64(10.629157450916898)
13,np.float64(115.02943725152399),np.float64(-20.901383498965103),np.float64(16.966398875129332),np.float64(10.859279732856512)
14,np.float64(115.02943725152414),np.float64(-20.90138349896515),np.float64(16.966398875129336),np.float64(10.794215708639976)
15,np.float64(115.02943725152394),np.float64(-20.9013834989652),np.float64(16.966398875129293),np.float64(10.788483619221127)
16,np.float64(115.02943725152403),np.float64(-20.901383498965203),np.float64(16.966398875129297),np.float64(10.759618340664739)
17,np.float64(115.02943725152412),np.float64(-20.901383498965245),np.float64(16.966398875129272),np.float64(10.804073982580546)
18,np.float64(115.02943725152417),np.float64(-20.901383498965334),np.float64(16.966398875129116),np.float64(10.903830377319611)
19,np.float64(115.02943725152409),np.float64(-20.90138349896536),np.float64(16.966398875129027),np.float64(10.776121973824093)
20,np.float64(115.02943725152397),np.float64(-20.901383498965437),np.float64(16.96639887512888),np.float64(10.783233632916836)
21,np.float64(115.02943725152403),np.float64(-20.901383498965387),np.float64(16.966398875128952),np.float64(10.845800028318173)
22,np.float64(115.02943725152406),np.float64(-20.901383498965444),np.float64(16.96639887512893),np.float64(10.845065528669627)
23,np.float64(115.02943725152427),np.float64(-20.90138349896545),np.float64(16.966398875129038),np.float64(10.87806949050774)
24,np.float64(115.02943725152424),np.float64(-20.901383498965465),np.float64(16.966398875129038),np.float64(10.79781122580833)
25,np.float64(115.02943725152431),np.float64(-20.901383498965366),np.float64(16.966398875129133),np.float64(10.771462820045972)
26,np.float64(115.02943725152448),np.float64(-20.901383498965423),np.float64(16.966398875129087),np.float64(10.893437321726472)
27,np.float64(115.0294372515246),np.float64(-20.901383498965473),np.float64(16.96639887512906),np.float64(10.816861454107556)
28,np.float64(115.02943725152454),np.float64(-20.90138349896542),np.float64(16.96639887512905),np.float64(10.796951932594558)
29,np.float64(115.02943725152463),np.float64(-20.901383498965377),np.float64(16.966398875129116),np.float64(10.818977049069456)
30,np.float64(115.02943725152434),np.float64(-20.9013834989653),np.float64(16.96639887512911),np.float64(10.759293849941722)
31,np.float64(115.02943725152431),np.float64(-20.9013834989654),np.float64(16.96639887512918),np.float64(10.87298352509065)
32,np.float64(115.02943725152429),np.float64(-20.90138349896537),np.float64(16.96639887512916),np.float64(10.7952227879811)
33,np.float64(115.02943725152443),np.float64(-20.901383498965426),np.float64(16.966398875129244),np.float64(10.762598107430188)
34,np.float64(115.0294372515245),np.float64(-20.90138349896548),np.float64(16.96639887512927),np.float64(10.821335851364672)
35,np.float64(115.02943725152451),np.float64(-20.90138349896555),np.float64(16.966398875129187),np.float64(10.7804584458109)
36,np.float64(115.02943725152487),np.float64(-20.901383498965593),np.float64(16.966398875129265),np.float64(10.825359002664742)
37,np.float64(115.02943725152508),np.float64(-20.901383498965647),np.float64(16.966398875129247),np.float64(10.77281306875874)
38,np.float64(115.02943725152495),np.float64(-20.90138349896562),np.float64(16.966398875129233),np.float64(10.770957513801386)
39,np.float64(115.02943725152491),np.float64(-20.90138349896558),np.float64(16.966398875129244),np.float64(10.82104787887528)
40,np.float64(115.029437251525),np.float64(-20.901383498965668),np.float64(16.966398875129187),np.float64(10.76066021553768)
41,np.float64(115.02943725152517),np.float64(-20.901383498965664),np.float64(16.96639887512923),np.float64(10.761383106747477)
42,np.float64(115.02943725152522),np.float64(-20.90138349896568),np.float64(16.966398875129357),np.float64(10.766515641051873)
43,np.float64(115.02943725152517),np.float64(-20.90138349896562),np.float64(16.966398875129443),np.float64(10.754660019054649)
44,np.float64(115.02943725152551),np.float64(-20.901383498965686),np.float64(16.966398875129507),np.float64(10.818986454543726)
45,np.float64(115.02943725152551),np.float64(-20.90138349896561),np.float64(16.966398875129542),np.float64(10.747879737851704)
46,np.float64(115.02943725152554),np.float64(-20.90138349896561),np.float64(16.966398875129478),np.float64(10.690434449440515)
47,np.float64(115.02943725152576),np.float64(-20.901383498965664),np.float64(16.966398875129503),np.float64(10.777191170168335)
48,np.float64(115.02943725152582),np.float64(-20.901383498965608),np.float64(16.966398875129613),np.float64(10.7314909340242)
