t,delta_NL
253,1.446940180417687
254,1.454825437999111
255,1.4398410503572217
256,1.4223069844223712
257,1.4342840068847715
258,1.4675016459001522
259,1.4911896946041543
260,1.4831852266097783
261,1.4617965474961512
262,1.4603169208022129
263,1.486411063802556
264,1.521210924423598
265,1.5263883638366713
266,1.504094148091791
267,1.4927324192378695
268,1.5088962141606568
269,1.5419989037346142
270,1.5633168250615959
271,1.546854978065037
272,1.5275671072171921
273,1.532304480301353
274,1.5575011789890112
275,1.5873846497906061
276,1.5840836061643886
277,1.5621688054962588
278,1.554356648879641
279,1.5679630226065984
280,1.5986938659690917
281,1.6076735781673923
282,1.590140721911558
283,1.5757998887036935
284,1.5728045976143055
285,1.5957733418221738
286,1.6133916163149793
287,1.6035836490901643
288,1.589439357728867
289,1.574299360592095
290,1.5791389888502187
291,1.597360169310486
292,1.5981109698961489
293,1.586189639278975
294,1.56886779638236
295,1.5540525269580299
296,1.559376678798081
297,1.568340184726043
298,1.561703169650871
299,1.5483891717873288
300,1.5205545327648062
301,1.505650855809768
302,1.5118778268998088
303,1.5122068652669773
304,1.5066697943267935
305,1.47585751504155
306,1.4431251928453928
307,1.4382688452781407
308,1.4422015252698621
309,1.4446192282357593
310,1.4229164339920661
311,1.3795553215798666
312,1.3610776035096979
313,1.3690458770659255
314,1.3721040086456697
315,1.3636391028079424
316,1.3230167898568734
317,1.2881896619047957
318,1.301000027760225
319,1.304042418280232
320,1.3006813439360931
321,1.2698676585422817
322,1.2283718095441951
323,1.2349233015249794
324,1.2459490965558142
325,1.244304056828468
326,1.2193405623490017
327,1.1827379914708267
328,1.1788324459379236
329,1.1978039664332212
330,1.2010794064813817
331,1.1837320711499475
332,1.1543948345021726
333,1.1460992957102987
334,1.165963281672917
335,1.1752416977692763
336,1.1711915003523212
337,1.1533684489537712
338,1.1479432371492677
339,1.159507064288944
340,1.1731607745413863
341,1.1827133937331016
342,1.1820376493642923
343,1.1859418318607469
344,1.1876333181291185
345,1.198603209596388
346,1.2193151400385696
347,1.23500301810429
348,1.2511622668018765
349,1.2465577133464951
350,1.2539912931628372
351,1.273190427727786
352,1.307604223899012
353,1.3297073976816467
354,1.3216681618577633
355,1.3257418362359568
356,1.337997755986566
357,1.3821838102874497
358,1.4114703785854228
359,1.3963963522460816
360,1.3943494098188391
361,1.4015024694915714
362,1.4450927570000445
363,1.4795654152013573
364,1.4633760932498159
365,1.4495340908812615
366,1.4529544284636933
367,1.4881989993082514
368,1.5225584804126586
369,1.5155180583781094
370,1.4917024249955273
371,1.4900913443029289
372,1.5104340631631121
373,1.5377918511368207
374,1.5438932627955813
375,1.5227566838476292
376,1.5148673094899292
377,1.5195222865080815
378,1.5304107842384014
379,1.5451301790225782
380,1.5376929859724153
381,1.5281675468115965
382,1.52357760558879
383,1.5111280555641884
384,1.5231864613274848
385,1.5319612989447433
386,1.5250883172437075
387,1.5235570680947916
388,1.4919177655124676
389,1.4861122758092151
390,1.5067352482440217
391,1.501526246167419
392,1.5104938549695244
393,1.4758299168827882
394,1.4467842871725798
395,1.4649739289791122
396,1.4623804221772772
397,1.473528710679655
398,1.4531635870924566
399,1.4120649125426383
400,1.4169341929658836
401,1.4127505850820021
402,1.4191798109695888
403,1.410442746718217
404,1.3765701561330328
405,1.3713667097300979
406,1.3620594042127558
407,1.3591909623065006
408,1.3542048724492308
409,1.3309568569402388
410,1.3279621182910126
411,1.3182831492055043
412,1.3080792724268284
413,1.2963212954348198
414,1.2837418810060999
415,1.2846001598254315
416,1.2791658132548687
417,1.2754983038301586
418,1.2502917520892538
419,1.2466852217668163
420,1.2513611464865935
421,1.2450797408008125
422,1.2541719005538159
423,1.2307771362516622
424,1.2248249900504173
425,1.2366679978088742
426,1.2273991084179658
427,1.2394848236106148
428,1.233564779527444
429,1.2252477335107996
430,1.23809142709882
431,1.2335327817893451
432,1.2399258461336946
433,1.2486006168695056
434,1.2411653599228745
435,1.2577808267806767
436,1.2570609864868856
437,1.2605602500612392
438,1.273582739648164
439,1.2655734212196095
440,1.2876837333891051
441,1.2941410331196301
442,1.293957980123644
443,1.3074457421916057
444,1.300332548356052
445,1.320862246005097
446,1.3357731579403223
447,1.3342097669207522
448,1.3444859614985563
449,1.3413324981470518
450,1.3566233166865826
451,1.3750315421465737
452,1.3752781487177745
453,1.3795907589831673
454,1.3787685464236588
455,1.3896518837386487
456,1.4099611992898478
457,1.4113400491169366
458,1.4111136600060719
459,1.4086305443168237
460,1.4157424178210747
461,1.4350924999233694
462,1.4406589332445319
463,1.438778102199441
464,1.432332957178628
465,1.4334198104205076
466,1.4497156094706687
467,1.4599176529996583
468,1.4613860055368928
469,1.4533432058810694
470,1.4441425929922245
471,1.4573241328080675
472,1.4666207264047866
473,1.474599524153288
474,1.4709250048210685
475,1.4555638719828567
476,1.4574495049301364
477,1.4648877094492174
478,1.4754821084140985
479,1.4782830153401894
480,1.4673815470181415
481,1.454604545881793
482,1.4592732669139925
483,1.467060707328686
484,1.4731933865232298
485,1.4720085273120664
486,1.4539736250682105
487,1.4539100851408346
488,1.4519139037962832
489,1.4606523490904413
490,1.464022365330768
491,1.452824862208077
492,1.4463803996690319
493,1.4398114503366284
494,1.442102897127968
495,1.4455430154465894
496,1.4433060736752423
497,1.4348567966815378
498,1.4340558963600147
499,1.423865541924046
500,1.4225758953307297
