t,delta_NL
0,0.0
1,0.6743706780324552
2,0.5809407597060534
3,0.6226909654729708
4,0.5919033958762346
5,0.6170984435777005
6,0.5957253048696389
7,0.6051336387845989
8,0.6065354075137704
9,0.5963474994373447
10,0.6213538248656769
11,0.5972834308276536
12,0.6375422814788104
13,0.6047893234133085
14,0.6476021584815592
15,0.6136487700551109
16,0.6442731499743392
17,0.6248061133909003
18,0.6345256937655721
19,0.6406110317356487
20,0.63106374258354
21,0.6600019340815516
22,0.6367098357416168
23,0.6797967034422752
24,0.6456250883110095
25,0.6905011823569438
26,0.6530199670765836
27,0.687152078641863
28,0.6637485215093251
29,0.6797069348361062
30,0.6818756387094475
31,0.6797796394661108
32,0.7049604441560372
33,0.6868967288530012
34,0.7271581411416865
35,0.6935302966053007
36,0.7383166421838246
37,0.6973363499664081
38,0.7360832258085299
39,0.7071516347218966
40,0.7320061327995423
41,0.72761817034473
42,0.7353151877395587
43,0.7540469602800005
44,0.7424611914430402
45,0.7781029166411093
46,0.7454615085809904
47,0.7899013781943155
48,0.7452658620757956
49,0.7897063134564533
50,0.7542683395717121
51,0.7893099862539894
52,0.7769581479109523
53,0.7948228573696358
54,0.8060722547088024
55,0.8005135066508273
56,0.8313374829546765
57,0.7993398785523923
58,0.843991748144756
59,0.7957832886800451
60,0.8464098004222002
61,0.8044900014654142
62,0.849250993941895
63,0.8288843310944775
64,0.8553693805215487
65,0.8594125454430037
66,0.8581631647651162
67,0.8849138990889164
68,0.8527997469097677
69,0.8984553041968415
70,0.8470737961072039
71,0.9038084148161686
72,0.8561960037030085
73,0.9092344153422546
74,0.8816330112381683
75,0.914495520862543
76,0.912214984067067
77,0.9133369501199434
78,0.9370084722832025
79,0.9040196903782697
80,0.9514579532493439
81,0.8973416289120117
82,0.9600188523258467
83,0.9076500273943683
84,0.9675269401694704
85,0.9337551589356857
86,0.9710330764792129
87,0.9634633483710618
88,0.9654344768027057
89,0.9869297739852525
90,0.9525602363477149
91,1.0024567385544592
92,0.9460501846522454
93,1.0144824467601776
94,0.9583877149967895
95,1.0237521552493722
96,0.9851878241386549
97,1.02516738653252
98,1.0135133378543362
99,1.0151905335292046
100,1.0353165865738647
101,0.999446941492331
102,1.0521410052269273
103,0.9942222249845181
104,1.0676772670183536
105,1.0093611607070385
106,1.0784124801409447
107,1.0369245086462298
108,1.0777570828265002
109,1.0634529357724471
110,1.0639706450341846
111,1.083431676585202
112,1.0464697946177497
113,1.101675043137012
114,1.0435825730400856
115,1.1203668216585305
116,1.0618510959156788
117,1.13213208666066
118,1.0898497489434884
119,1.1296099560184754
120,1.114101756556143
121,1.1129693353281422
122,1.1322296718953648
123,1.095063093605052
124,1.1518045963747099
125,1.0952308365997707
126,1.1728781594166515
127,1.1162989756580286
128,1.1851256551542266
129,1.1439918223369339
130,1.1810874348383846
131,1.1655444944325988
132,1.162724267443959
133,1.1819095269232913
134,1.1456816659879927
135,1.2024995270121852
136,1.1491297898174702
137,1.2249996357880963
138,1.172163560931682
139,1.2372719209977958
140,1.1986799718500905
141,1.2321657298771889
142,1.2173306364867509
143,1.2131692902573121
