t,delta_NL
144,1.2321250554926853
145,1.1979908408005862
146,1.2533301381612203
147,1.2045483542413762
148,1.2764722476389403
149,1.228514903911353
150,1.288508490328298
151,1.253058319786925
152,1.2826724961022997
153,1.2688323200437661
154,1.2638659963172187
155,1.2823959675731402
156,1.251243866470511
157,1.3040021623628175
158,1.2605482549302014
159,1.3273551186483428
160,1.2844517283296493
161,1.3389391358164209
162,1.3063880382075037
163,1.3323595336829104
164,1.3195193047237324
165,1.3141729369480055
166,1.3324483351365146
167,1.304511089982417
168,1.3545983520242462
169,1.3161450674971844
170,1.3779686360608574
171,1.3392219699607217
172,1.3887083439152803
173,1.358320793673018
174,1.3810282303365837
175,1.3694310739578432
176,1.363628784458724
177,1.3826412538780528
178,1.3571254026252628
179,1.4057167238918933
180,1.3707458857837735
181,1.4288987322279965
182,1.3928029224951028
183,1.4382136852220595
184,1.409705468662835
185,1.4291006247114908
186,1.4201689882855715
187,1.4129201351837228
188,1.435029765047806
189,1.410130262041859
190,1.4596675620514334
191,1.426277061881806
192,1.4826107389102765
193,1.4488286851789187
194,1.4903419185552127
195,1.4664498797235113
196,1.4807882044250646
197,1.4801218243408243
198,1.4687225570256748
199,1.5002373205965813
200,1.4737343245809627
201,1.5286779674558695
202,1.4973970811708543
203,1.5522778024443777
204,1.5259647965447614
205,1.5592902731704337
206,1.548368232797884
207,1.5515377932816916
208,1.565289657100827
209,1.5455087134038366
210,1.5853327062847362
211,1.5563514769392854
212,1.6089734594910474
213,1.5807024882492757
214,1.6252336301211374
215,1.6045808353017468
216,1.6255698199203736
217,1.619633171383549
218,1.6143902626682904
219,1.6304565257212638
220,1.6089050976940606
221,1.64686924694573
222,1.6211050810466219
223,1.6672864200503132
224,1.6443751761140784
225,1.679766032809322
226,1.66445783800159
227,1.6769329504415982
228,1.675133054756931
229,1.665799357887972
230,1.6839525470236358
231,1.664004505239819
232,1.6999234844543267
233,1.6795540644943672
234,1.7186919755601584
235,1.7026302656769625
236,1.7284229305972778
237,1.7191333032840035
238,1.7239481597981645
239,1.7258388316011428
240,1.714682112529965
241,1.7332318957518902
242,1.7174873650599989
243,1.7486635519675047
244,1.735946423063168
245,1.76554261015074
246,1.7577257171815477
247,1.7730435520013192
248,1.7697076169959438
249,1.7683092136958838
250,1.7723491777208267
251,1.7622393148073037
252,1.7784455674505881
253,1.769613482616528
254,1.7929581622364328
255,1.7897437660049995
256,1.8078229390008056
257,1.8088350180118882
258,1.8137447867288539
259,1.8156506870083509
260,1.8099831743400683
261,1.8144315806379967
262,1.8079529327355142
263,1.8193792955616062
264,1.8192510743740107
265,1.8328530010255553
266,1.839597255945637
267,1.8458400219740416
268,1.8549560508847098
269,1.8506407096791972
270,1.856721820782143
271,1.8485534390030558
272,1.8523839646247753
273,1.8508260919465782
274,1.8565741940273244
275,1.8651526042754079
276,1.8691708904002533
277,1.8844214871453522
278,1.8803568703587685
279,1.8955827333556305
280,1.884014348210225
281,1.8931789817525801
282,1.8835801740188722
283,1.8869780663986164
284,1.889744679183451
285,1.8909797996763362
286,1.9060640220046425
287,1.9027656441250167
288,1.923338400237702
289,1.9119352003199324
290,1.9305493111545657
291,1.914083369089705
292,1.9254247254198797
293,1.9148045871013981
294,1.918827199962789
295,1.923929267939858
296,1.9230881409540903
297,1.9410852616841716
298,1.9337493175408111
299,1.9558305891543004
300,1.9404257648840408
301,1.959821532001671
302,1.9406574841299176
303,1.953520070362927
304,1.941950574910528
305,1.9477509756006774
306,1.9528849827873314
307,1.9523180438310206
308,1.9696909593519036
309,1.9611732713611318
310,1.9816579372200078
311,1.9648608826216736
312,1.9832942088266612
313,1.9630071530035034
314,1.97709274147964
315,1.964418600512948
316,1.9728624394127483
317,1.9759965957988137
318,1.9773442197674551
319,1.9914430095335705
320,1.9836775199043837
321,2.0007560516366296
322,1.9842578062108012
323,2.0010369401272534
324,1.980672968655256
325,1.995949320242526
326,1.98211453049801
327,1.9934579496651845
328,1.993443668184295
329,1.9972314642475693
330,2.006893430798925
331,2.0006138348353737
332,2.0139025003371014
333,1.9984852695614637
334,2.0136046255675466
335,1.9940204875492562
336,2.0100730662749493
337,1.9957371515084197
338,2.008966182269757
339,2.006218802525193
340,2.0113423953366856
341,2.017211128244421
342,2.011667259247863
343,2.0219706092973015
344,2.0075111662845875
345,2.021139108356213
346,2.0030874617318064
347,2.0187914480254077
348,2.005266794938905
349,2.018273318658546
350,2.014369757845773
351,2.018703317036393
352,2.0225193969585846
353,2.0162128130457058
354,2.0248386663443467
355,2.010815375329818
356,2.0230973677353097
357,2.007143258813239
358,2.0212164966630555
359,2.0098181593717483
360,2.02050946727351
361,2.0172071551673545
362,2.01883651178262
363,2.0224116516914603
364,2.0140935783209954
365,2.0222283329143496
366,2.008204218325521
367,2.0192929595699365
368,2.0057350969355436
369,2.017317553954828
370,2.008934101182315
371,2.0159515823678733
372,2.014652346401069
373,2.012367453312648
374,2.0171456005669204
375,2.0060369181374758
376,2.0146011472905867
377,2.0002586919729155
378,2.010400639941183
379,1.999266399717438
380,2.007999269196812
381,2.0031046161830597
382,2.005747070695866
383,2.0074753020195453
384,2.000595487510111
385,2.0076544993753265
386,1.9933253689809058
387,2.0030284540698347
388,1.988177488561964
389,1.9976738142990045
390,1.9888503982504708
391,1.9946537789347862
392,1.9934349622672776
393,1.9913965745893656
394,1.9967712400361757
395,1.9850544578015366
396,1.9949965347825318
397,1.977465389921296
398,1.988672852557178
399,1.9734117412265157
400,1.9824106707586358
401,1.9757800629888822
402,1.9786345419472826
403,1.9809762363904149
404,1.974266174787437
405,1.9832948306369516
406,1.967044093531442
407,1.979783225761434
408,1.9596746835105048
409,1.972229525460973
410,1.9570463728156797
411,1.9653476228663327
412,1.9608554030806744
413,1.960650103039748
414,1.9661304417235645
415,1.9549864850211733
416,1.9670832156778129
417,1.9470708005066246
418,1.961984600651076
419,1.9403954206685514
420,1.9536999288882546
421,1.939364653428438
422,1.9463723797350594
423,1.944049105805373
424,1.9404771310630045
425,1.9485359620426252
426,1.9332528155129092
427,1.9476514659951392
428,1.9248429824494186
429,1.9412238092276677
430,1.9193785548100712
431,1.9326087582549565
432,1.9199372887783144
433,1.9247681295018038
434,1.924685981146549
435,1.917297643188443
436,1.9274579380471488
437,1.9083421886572405
438,1.924510083512718
439,1.8998666575534586
440,1.9171775381858052
441,1.896141860333669
442,1.9083992758109134
443,1.8980412662993305
444,1.899750516086651
445,1.9019634448241578
446,1.8903885950383792
447,1.902385172843505
448,1.879882926794195
449,1.8976171304995608
450,1.8720441088610276
451,1.8898908874794074
452,1.8703999391457335
453,1.8808554298544704
454,1.8731178437374665
455,1.8709918633035214
456,1.8754408605309874
457,1.8596506843415084
458,1.873372626756743
459,1.8481917607288716
460,1.8674433828395716
461,1.8417512923406578
462,1.8597809137576162
463,1.8421169258073107
464,1.8501894762573314
465,1.8448697232442988
466,1.8386712818569602
467,1.8450294676295032
468,1.8254620049522914
469,1.840755261936469
470,1.813816397410197
471,1.834450550090735
472,1.8092702706576866
473,1.827116546649235
474,1.8111090704554298
475,1.8165488910245045
476,1.8129644345827365
477,1.8029293582950936
478,1.810601454355372
479,1.7880207301836402
480,1.8045776016527366
481,1.776796358444413
482,1.798472658577874
483,1.7741902452353895
484,1.7914699769984026
485,1.7767033395973697
486,1.77951100262022
487,1.7768382649478143
488,1.7634676581595823
489,1.771831530960174
490,1.7470784160583237
491,1.7644973339755563
492,1.7365806840978204
493,1.7587853714592523
494,1.7355442312254137
495,1.75187468315946
496,1.7379396002484537
497,1.7382786244783905
498,1.7359190266905808
499,1.7198783114607152
500,1.7285302938940195
