t,H,Q2_re,Q2_im,gen_norm,cA_re,cA_im,cB_re,cB_im,a_A,a_B,eta_perp,valid_A,valid_B,n_A,n_B,r_A,r_B,eps_abs,eps_u1,phi_star,dense_sparse_drift
20,108.81778016906233,-22.69453444330061,6.5614555241247805,10.866518263337712,0.35213885909305953,0.4754572802460775,0.08439159850405002,0.45753089339948544,0.5916598697075531,0.465248815488014,0.8564208666680205,1,1,1,1,0.017019912843807106,0.3132996619871662,1.2417573374774884,0.9919475612077832,1.1031262834668052,2.0311172302236785e-14
21,108.81778016906256,-22.69453444330071,6.561455524124696,10.86657635938294,0.5364696901045084,0.2343398288874895,0.29939652050257726,0.30876342575939775,0.5854185543727198,0.43008502598408294,0.8630960704516257,1,1,1,0,0.5044596602849616,0.6698992941300954,1.0716993024431993,1.0040351318640568,0.538649746229133,2.1414707740989318e-14
22,108.81778016906239,-22.694534443300658,6.561455524124748,10.85209188434267,0.5796373414984812,-0.0967920612063851,0.4484140430852359,0.0672099875977336,0.5876632971115412,0.45342291127482226,0.8530448858024616,1,1,0,0,0.03456091231224079,0.017876580053057367,0.9847947550035057,0.9838591179971782,-0.059754920650750776,2.524248405454103e-14
23,108.81778016906243,-22.69453444330068,6.56145552412476,10.846840205897472,0.424459110248135,-0.40181149620340184,0.41310938015704196,-0.1987695746371581,0.5844809789495761,0.4584416034514889,0.8526825872844916,1,1,5,0,0.4201016600750158,0.5793578291490475,1.0849122629802574,0.9825345836618204,-0.6510907424014845,2.5097976591696412e-14
24,108.81778016906252,-22.694534443300626,6.56145552412474,10.860099742267408,0.10668223719626482,-0.5768510881117503,0.2515499787743986,-0.39573348736446384,0.5866330007670132,0.4689161810420287,0.8534569531404623,1,1,5,3,0.20982634136712086,0.4353249953224472,1.2923611740820105,0.9842861089855477,-1.2452462460115026,3.180376728726641e-14
25,108.8177801690623,-22.69453444330063,6.561455524124744,10.865877340525389,-0.23867401720473136,-0.5404150318004705,0.021358646881144028,-0.45791860266902784,0.590773808732706,0.4584164465493667,0.8586720209350195,1,1,4,3,0.2386104994621805,0.08429058489251862,1.4984441395183992,0.9964791393004032,-1.8168953058249029,3.296711556241331e-14
26,108.81778016906242,-22.694534443300668,6.5614555241247245,10.86384259530503,-0.4862668164788454,-0.32421744260401647,-0.23231293200970612,-0.38178759840521836,0.5844419277371874,0.44691281999397897,0.8620930266657636,1,1,4,3,0.3282389264601946,0.6775365472480122,1.6533282881562839,1.0018580981617649,-2.398283144238428,3.897190971443391e-14
27,108.81778016906256,-22.694534443300732,6.5614555241246215,10.827690817856041,-0.5787991663395986,-0.029488560837819117,-0.40704915917560347,-0.17026652764795497,0.5795498685839727,0.44122523547827314,0.8604420136933808,1,1,3,2,0.181803509786592,0.2652778689982753,1.7296732270295414,0.9971091081887901,-2.9745238124703444,4.4610026248285204e-14
28,108.81778016906227,-22.694534443300675,6.561455524124635,10.849099628795452,-0.48769540716798243,0.3164848418660726,-0.4544396321227665,0.11568894130720875,0.5813858145016415,0.4689342282076007,0.8520955560624222,1,1,3,2,0.44472968760111353,0.3801795247348796,1.7123673945213858,0.9806901844326665,2.685685020221223,4.836375965405668e-14
29,108.81778016906242,-22.69453444330071,6.5614555241246215,10.868204344446518,-0.21887771633569303,0.5377997380190932,-0.3243957961154452,0.341159138761941,0.5806341472233039,0.4707676608457327,0.8545372750687903,1,1,2,1,0.006183636156067873,0.6293167777873387,1.5869846546715167,0.9853335389971266,2.0988456264839987,5.241506996335717e-14
30,108.81778016906244,-22.694534443300732,6.561455524124667,10.856332477375258,0.12764154585661425,0.5711485708316946,-0.11387022783689499,0.45798704989878736,0.5852376049022767,0.4719306799336325,0.8574676522985303,1,1,1,1,0.43462914856782664,0.11279100878344117,1.3996626068501774,0.9930282532229736,1.530401879070282,5.0486744869718486e-14
31,108.81778016906253,-22.694534443300775,6.561455524124597,10.842585136959556,0.421069064797482,0.40326602291905966,0.1439346537546762,0.4334537815696328,0.5830288522623744,0.4567267950410765,0.862842403896765,1,1,1,1,0.1524931878515332,0.4515079481099882,1.1915205075370354,1.0039622061351017,0.9460109157520408,5.254397596661533e-14
32,108.81778016906223,-22.69453444330074,6.561455524124572,10.835749793254896,0.5591702051490515,0.1254858968390341,0.36362520874411236,0.2528650895868874,0.5730776811497104,0.4429041047066327,0.8643872139912815,1,1,0,0,0.3516567702963078,0.4767325671965823,1.034711549365338,1.0039162691191468,0.3576465315349978,5.820193152229401e-14
33,108.81778016906216,-22.694534443300718,6.561455524124582,10.859319325151294,0.5340864635559481,-0.21804754598094972,0.46613809905808995,-0.02181687431345794,0.5768822088277759,0.4666483723300649,0.8550396578208636,1,1,0,0,0.25670928648879565,0.17766902008461827,1.0031616751378776,0.9856534639344867,-0.26095559348425845,5.943566058203918e-14
34,108.81778016906199,-22.6945344433007,6.561455524124465,10.861347219779951,0.31140420798779045,-0.4834640917312121,0.3844185079827356,-0.28179923225566333,0.5750740028431027,0.47664283963944515,0.8545306184383348,1,1,5,0,0.17952461318559898,0.7634663620445545,1.1506826690189278,0.9844235317366792,-0.8557364089692427,5.6527260971834934e-14
35,108.81778016906186,-22.694534443300654,6.561455524124575,10.852525597988837,-0.019801280664695407,-0.5788138764022097,0.19086929494066068,-0.432871295464523,0.5791524792588861,0.47308418509635186,0.8585030221594732,1,1,5,3,0.42689584547292103,0.28439255725476276,1.3625336006379347,0.9937780211625769,-1.4285735266487827,6.040406385081333e-14
36,108.81778016906162,-22.694534443300554,6.561455524124565,10.83325151027047,-0.3520644123622788,-0.46880670984105377,-0.0640132970013409,-0.4677478293694689,0.5862841304725812,0.4721077568445912,0.8593182251348815,1,1,4,3,0.010370524687449922,0.26690907249923246,1.5597457540064663,0.9980219843454333,-2.0165112268951573,6.481038859397958e-14
37,108.81778016906179,-22.694534443300604,6.561455524124572,10.84493546091816,-0.5346226337190372,-0.21113518066930897,-0.30742886810861714,-0.32219174927172234,0.5748038143583787,0.4453313735246125,0.8655203783974147,1,1,3,2,0.5070223566710208,0.677941438534468,1.6879783320256465,1.0069614943261662,-2.6086279480044916,6.833486679874824e-14
38,108.81778016906173,-22.694534443300597,6.561455524124577,10.85764847263348,-0.5670348176474884,0.1173248057172167,-0.4603775616750834,-0.06863923312000414,0.5790454165789615,0.465466264746649,0.8552063558880225,1,1,3,2,0.07313055886903541,0.01710343711804807,1.7390650196641955,0.98633599593825,3.067815129522448,7.608191516761521e-14
39,108.81778016906179,-22.694534443300594,6.561455524124626,10.844564785847075,-0.3981668926167512,0.4176749859519722,-0.4278820916175821,0.20847095160591606,0.5770522231705374,0.47596556807243223,0.8534709213014146,1,1,2,2,0.3687920267818785,0.5842678047876237,1.6761681353097375,0.9826377238148913,2.4696279390002576,7.807276960562934e-14
40,108.81778016906162,-22.69453444330061,6.561455524124611,10.847777981867623,-0.08137395646311642,0.5740724223591871,-0.2575843638663041,0.40336377379833754,0.5798110613844876,0.47859381370975224,0.8557872260948718,1,1,2,1,0.2518885770356083,0.4374130864284336,1.5205967949082886,0.9881950462391685,1.8807923071237644,8.603399382279455e-14
41,108.81778016906183,-22.694534443300633,6.561455524124622,10.846079160706285,0.26848100362810795,0.5256760637021731,-0.016890988744117014,0.47669688881706473,0.5902688991117246,0.47699604747693963,0.8568201793657759,1,1,1,1,0.18230003068098366,0.09548111777978008,1.3141232251141315,0.9937566261242289,1.2976912760796109,9.179842033630002e-14
42,108.81778016906179,-22.694534443300718,6.561455524124528,10.846226600354477,0.5062013537468842,0.29363927275777724,0.2500971104702481,0.387070440290868,0.5852040952017463,0.4608384645540494,0.8604597527691686,1,1,1,1,0.39065125986870086,0.704548239651249,1.1116345097157436,0.9991894537731962,0.702804811085489,9.516593733234289e-14
43,108.8177801690619,-22.694534443300768,6.561455524124492,10.846711995443009,0.5829100064383156,-0.012482011185589115,0.43240779174708155,0.1582521320938581,0.5830436314798012,0.4604565513442494,0.8561482118661948,1,1,0,0,0.10948969272022913,0.21993871521038866,0.9922916717923769,0.9889506107573767,0.11387809530863897,9.952392395768772e-14
44,108.8177801690623,-22.694534443300828,6.561455524124542,10.845195678407011,0.4723624834443778,-0.3429448791951263,0.4626984458144557,-0.1293617712785396,0.5837272530316705,0.4804417962952786,0.8499934576397314,1,1,0,0,0.4970771256767881,0.4035199707053905,1.038345385373771,0.9769730633346513,-0.49134166222950254,1.0148105915072814e-13
45,108.81778016906274,-22.694534443300913,6.5614555241245744,10.840136561284915,0.18582778983624862,-0.5507681728602475,0.3216356771769115,-0.3579267194405792,0.5812723524400936,0.48120790238996025,0.8535146904768789,1,1,5,3,0.06729527190613727,0.6011456038667227,1.2319959986512896,0.9837333577141257,-1.084773768660893,1.0824989998103415e-13
46,108.81778016906249,-22.69453444330084,6.5614555241246535,10.852791692828289,-0.17069973331361735,-0.566684390498156,0.09872188886157011,-0.4726330110377879,0.5918357858288114,0.48283327812304105,0.8544376360222177,1,1,4,3,0.36191783254399645,0.07501612953281178,1.4480883187357447,0.9890921899257712,-1.6658401070969613,1.1067525520925099e-13
47,108.817780169063,-22.69453444330096,6.561455524124609,10.839922254660209,-0.4579056004333899,-0.3764967681068817,-0.17323010128998523,-0.4398155732611787,0.5928130863123641,0.4727011809547315,0.8569593723622396,1,1,4,3,0.22815731219516255,0.5061103285455619,1.6251874375768642,0.9944723632042068,-2.257823858237629,1.1511556127908266e-13
48,108.81778016906321,-22.694534443300967,6.56145552412457,10.837373847855153,-0.5790039351401051,-0.08656528586716002,-0.39133856957508184,-0.24289309042787338,0.5854392416169163,0.4605897626029852,0.8571447524957629,1,1,3,2,0.27930769925533916,0.42458166103051553,1.7239461990626874,0.9915904514499333,-2.8437758630002707,1.1732477249895036e-13
49,108.81778016906333,-22.694534443301006,6.561455524124566,10.861535450320767,-0.5290458105470051,0.25535732800866123,-0.47958051332386353,0.04066613047269006,0.5874494315471422,0.4813015717069728,0.8490363226524857,1,1,3,2,0.3187923179109573,0.21549254418228436,1.7314899018483962,0.9757481581843643,2.8318810157118013,1.1465755721115933e-13
50,108.8177801690633,-22.694534443300945,6.561455524124497,10.835314938106904,-0.28394450987361175,0.5073811033069694,-0.3837105989303414,0.3000549367899063,0.5814293324905127,0.48710038885580453,0.85142105094085,1,1,2,1,0.11750576062643736,0.7762389914424155,1.6264421227031198,0.9796511586294429,2.239953381642994,1.2306112398539205e-13
51,108.81778016906324,-22.694534443300963,6.561455524124524,10.851219095332844,0.06421504414372793,0.5833863831194019,-0.17826529021005885,0.4492010266820636,0.586909911232992,0.4832805355752459,0.855410324724585,1,1,2,1,0.502330658600171,0.2468879559180328,1.4446427368387027,0.9898766010186563,1.656174850681901,1.1863649604357156e-13
52,108.81778016906316,-22.694534443300917,6.561455524124463,10.848202069753714,0.39250397583662733,0.4493667766259325,0.08815310867616644,0.4766145209321202,0.5966488674109257,0.48469822790332795,0.8542345807551395,1,1,1,1,0.06345874156867204,0.3137897138521675,1.2274839037444216,0.9907215389231616,1.065190957194079,1.1886049227288019e-13
53,108.8177801690631,-22.694534443300952,6.5614555241243435,10.834691169913718,0.5583622852126715,0.17955678589437296,0.3333814435570698,0.3199263348315986,0.5865228733038759,0.46205632408503605,0.8588407055783986,1,1,0,0,0.44203301318194343,0.6339060209737841,1.051649324370604,0.9958194374750975,0.48077685311659474,1.2403364458971033e-13
54,108.81778016906352,-22.694534443301038,6.5614555241244075,10.868761161111035,0.5645599201243443,-0.1587687797870952,0.4763699512882567,0.05239189215968944,0.58646008290922,0.4792423612896179,0.8509619460045222,1,1,0,0,0.14324527291082445,0.0213584244963827,0.9836304880454496,0.9793918331719565,-0.12653174641661824,1.2270485830411764e-13
