t,H,Q2_re,Q2_im,gen_norm,cA_re,cA_im,cB_re,cB_im,a_A,a_B,eta_perp,valid_A,valid_B,n_A,n_B,r_A,r_B,eps_abs,eps_u1,phi_star,dense_sparse_drift
0,15.000000000000005,12.990381056766601,7.499999999999976,4.577207759594783e-15,1.0408340855860843e-17,-3.642919299551295e-17,0.9659258262890683,0.25881904510252074,3.788693259787749e-17,1.0,3.5108334685767e-17,0,1,-1,0,nan,0.0,0.0,0.0,0.0,0.0
1,15.0,12.990381056766596,7.499999999999971,5.170032592280113e-15,-1.5265566588595902e-16,-6.661338147750939e-16,0.9659258262890683,0.25881904510252046,6.834017936133214e-16,0.9999999999999999,4.742874840267548e-16,0,1,-1,0,nan,4.440892098500626e-16,7.989235649521517e-16,1.5389853104779782e-08,-5.9211894646675e-17,1.7812651082062872e-15
2,15.000000000000007,12.9903810567666,7.499999999999976,5.3392378634430875e-15,-3.41740524767431e-16,-1.384309333829492e-15,0.9659258262890686,0.2588190451025203,1.425867777178435e-15,1.0000000000000002,9.118033989808778e-16,0,1,-1,0,nan,4.440892098500626e-16,1.5843547747637037e-15,1.5389853104779782e-08,0.0,2.2139602760201318e-15
3,15.000000000000004,12.9903810567666,7.499999999999974,5.164943976290922e-15,-4.145989107584569e-16,-2.085137618124122e-15,0.9659258262890688,0.2588190451025201,2.125956524324624e-15,1.0000000000000002,1.4685471298732298e-15,0,1,-1,0,nan,8.881784197001252e-16,2.391106996791595e-15,1.5389853104779782e-08,-8.881784197001249e-17,3.0245173189540034e-15
4,15.000000000000004,12.990381056766603,7.499999999999973,5.216551956003742e-15,-4.510281037539698e-16,-2.7478019859472624e-15,0.965925826289069,0.2588190451025199,2.784572158223166e-15,1.0000000000000004,1.9368539911090954e-15,0,1,-1,0,nan,8.881784197001252e-16,3.1771588092064154e-15,0.0,-5.921189464667499e-17,5.6797972622677245e-15
5,14.999999999999998,12.990381056766598,7.499999999999971,6.0920126945214246e-15,-4.544975507059235e-16,-3.382710778154774e-15,0.9659258262890691,0.25881904510251974,3.413107122878237e-15,1.0000000000000004,2.4506355310510285e-15,0,1,-1,0,nan,1.3322676295501878e-15,3.9856851956580965e-15,0.0,-1.1842378929335e-16,9.288084507948581e-15
6,15.000000000000004,12.990381056766596,7.499999999999971,5.501152286252496e-15,-4.145989107584569e-16,-4.1685405127722674e-15,0.9659258262890696,0.25881904510251963,4.189107573627798e-15,1.0000000000000009,3.1041274563443455e-15,0,1,-1,0,nan,1.3322676295501878e-15,4.9033244244985804e-15,1.5389853104779782e-08,-8.881784197001252e-17,1.4258984069503187e-14
7,14.999999999999998,12.990381056766596,7.49999999999997,6.1459978586339245e-15,-4.510281037539698e-16,-4.834674327547361e-15,0.9659258262890696,0.25881904510251946,4.855667019454838e-15,1.0000000000000009,3.6299369564111875e-15,0,1,-1,0,nan,1.7763568394002505e-15,5.730281820931427e-15,0.0,-5.921189464667499e-17,1.7673213932851258e-14
8,14.999999999999998,12.990381056766598,7.49999999999997,6.076075243472825e-15,-4.0419056990259605e-16,-5.573666528313481e-15,0.9659258262890699,0.25881904510251935,5.58830283589215e-15,1.000000000000001,4.26540981902581e-15,0,1,-1,0,nan,1.7763568394002505e-15,6.674201231537897e-15,0.0,-5.921189464667499e-17,2.140729567894914e-14
9,14.999999999999996,12.990381056766596,7.4999999999999725,6.458661415804316e-15,-4.0766001685454967e-16,-6.323067069935462e-15,0.9659258262890701,0.2588190451025192,6.336194746079391e-15,1.0000000000000013,4.892188236345189e-15,0,1,-1,0,nan,1.7763568394002505e-15,7.558925830511885e-15,1.5389853104779782e-08,-2.96059473233375e-17,2.4304237579927954e-14
10,15.0,12.990381056766596,7.4999999999999725,6.521713768110819e-15,-3.452099717193846e-16,-7.068998164605489e-15,0.9659258262890705,0.25881904510251913,7.077422198496446e-15,1.0000000000000018,5.475793586496143e-15,0,1,-1,0,nan,2.220446049250313e-15,8.471275712779834e-15,1.5389853104779782e-08,-5.9211894646675e-17,2.8265214913662786e-14
11,14.999999999999988,12.990381056766585,7.499999999999967,6.508091638068069e-15,-2.463307335887066e-16,-7.792377854087817e-15,0.9659258262890704,0.25881904510251896,7.796270355188346e-15,1.0000000000000016,6.160987590308812e-15,0,1,-1,0,nan,2.220446049250313e-15,9.456217754983114e-15,0.0,2.960594732333751e-17,3.300884930117258e-14
12,14.999999999999988,12.990381056766584,7.499999999999966,6.8038950208479664e-15,-2.0469737016526324e-16,-8.604228440844963e-15,0.9659258262890708,0.2588190451025188,8.606663004649242e-15,1.0000000000000018,6.867621626402308e-15,0,1,-1,0,nan,2.6645352591003757e-15,1.0462568447726762e-14,0.0,0.0,3.8176419571815334e-14
13,14.999999999999982,12.990381056766578,7.499999999999967,6.850834762290785e-15,-6.591949208711867e-17,-9.476794349261297e-15,0.9659258262890709,0.2588190451025187,9.477023610692751e-15,1.000000000000002,7.522638330943658e-15,0,1,-1,0,nan,2.6645352591003757e-15,1.1474491996132022e-14,1.5389853104779782e-08,5.921189464667504e-17,4.228225515620032e-14
14,14.999999999999982,12.99038105676658,7.499999999999965,6.936184430734704e-15,5.204170427930421e-17,-1.0260889360402814e-14,0.9659258262890711,0.2588190451025186,1.026102133344493e-14,1.000000000000002,8.208095391527958e-15,0,1,-1,0,nan,2.6645352591003757e-15,1.2491291885535323e-14,1.5389853104779782e-08,2.960594732333752e-17,4.671998024754678e-14
15,14.999999999999991,12.990381056766585,7.49999999999997,6.731529184670472e-15,1.7694179454963432e-16,-1.1136924715771102e-14,0.9659258262890718,0.25881904510251846,1.1138330239466402e-14,1.0000000000000027,8.912562686464153e-15,0,1,-1,0,nan,3.1086244689504383e-15,1.353322703539139e-14,2.1764538983709256e-08,5.921189464667503e-17,5.055863094078532e-14
16,14.99999999999999,12.990381056766582,7.49999999999997,7.026814272909064e-15,3.5041414214731503e-16,-1.1959183643384108e-14,0.965925826289072,0.25881904510251835,1.1964316256569067e-14,1.0000000000000029,9.661577265686193e-15,0,1,-1,0,nan,3.1086244689504383e-15,1.4575393328098044e-14,2.1764538983709256e-08,8.881784197001254e-17,5.3863483891961884e-14
17,14.999999999999995,12.990381056766589,7.499999999999974,6.917915985570225e-15,5.2562121322097255e-16,-1.2743278654525625e-14,0.9659258262890724,0.2588190451025184,1.275411418039984e-14,1.0000000000000033,1.0381564842578229e-14,0,1,-1,0,nan,3.552713678800501e-15,1.5610534550474505e-14,2.1764538983709256e-08,8.881784197001253e-17,5.696479400788047e-14
18,15.000000000000002,12.990381056766596,7.499999999999979,7.189583493819846e-15,6.782768791069316e-16,-1.3546455623902887e-14,0.965925826289073,0.2588190451025183,1.3563425802322258e-14,1.0000000000000038,1.1032604480367203e-14,0,1,-1,0,nan,3.552713678800501e-15,1.6630786394639013e-14,1.5389853104779782e-08,1.1842378929334998e-16,6.113846253904453e-14
19,15.00000000000001,12.990381056766603,7.499999999999983,7.768388458966721e-15,7.563394355258879e-16,-1.446238961921864e-14,0.9659258262890736,0.25881904510251835,1.448215325287696e-14,1.0000000000000044,1.1801284308449592e-14,0,1,-1,0,nan,3.552713678800501e-15,1.7741766888479752e-14,0.0,1.7763568394002496e-16,6.5362415065498e-14
20,15.000000000000007,12.990381056766598,7.4999999999999805,7.039666146208329e-15,8.534839501805891e-16,-1.537485416758244e-14,0.9659258262890738,0.2588190451025181,1.5398525108842178e-14,1.0000000000000044,1.255310768280655e-14,0,1,-1,0,nan,3.9968028886505635e-15,1.885211329326976e-14,1.5389853104779782e-08,1.1842378929334998e-16,6.920337099759078e-14
21,15.000000000000005,12.990381056766598,7.49999999999998,6.72126732883439e-15,9.71445146547012e-16,-1.6171092243055796e-14,0.9659258262890741,0.2588190451025179,1.6200244751427956e-14,1.0000000000000049,1.3323855855247759e-14,0,1,-1,0,nan,4.440892098500626e-15,1.992748788112079e-14,0.0,8.881784197001248e-17,7.296992525552908e-14
22,15.000000000000004,12.990381056766596,7.499999999999979,7.183866494002117e-15,1.0564465968698755e-15,-1.696733031852915e-14,0.9659258262890743,0.25881904510251774,1.70001875739686e-14,1.0000000000000049,1.4089658983065799e-14,0,1,-1,0,nan,4.440892098500626e-15,2.096973445063588e-14,1.5389853104779782e-08,1.4802973661668748e-16,7.631015210742876e-14
23,14.999999999999998,12.99038105676659,7.499999999999976,7.531862973176425e-15,9.870576578308032e-16,-1.7829487886089623e-14,0.9659258262890743,0.2588190451025175,1.7856789215872462e-14,1.0000000000000049,1.4763691347208563e-14,0,1,-1,0,nan,4.440892098500626e-15,2.2015925996959675e-14,1.5389853104779782e-08,1.1842378929335e-16,7.804252188842382e-14
24,14.999999999999998,12.99038105676659,7.499999999999978,6.920528715945819e-15,1.0408340855860843e-15,-1.878705524482882e-14,0.9659258262890749,0.2588190451025174,1.8815865124037427e-14,1.0000000000000056,1.5500936096305653e-14,0,1,-1,0,nan,4.884981308350689e-15,2.3163174465724497e-14,0.0,1.480297366166875e-16,7.966942297441581e-14
25,14.999999999999993,12.990381056766587,7.499999999999973,6.351148527652387e-15,1.0824674490095276e-15,-1.9571150255970338e-14,0.9659258262890749,0.2588190451025172,1.960106267833285e-14,1.0000000000000053,1.621976565207192e-14,0,1,-1,0,nan,5.329070518200751e-15,2.4180150275465775e-14,1.5389853104779782e-08,1.1842378929335005e-16,8.129008584339135e-14
26,14.999999999999991,12.990381056766585,7.49999999999997,6.772663783044559e-15,1.0581813203458523e-15,-2.0334428585400133e-14,0.965925826289075,0.258819045102517,2.0361943266826646e-14,1.0000000000000056,1.6856589707669153e-14,0,1,-1,0,nan,5.329070518200751e-15,2.513664823093953e-14,1.5389853104779782e-08,1.4802973661668756e-16,8.365930146558592e-14
27,14.999999999999995,12.99038105676659,7.499999999999977,6.555895945848399e-15,1.0859368959614812e-15,-2.107515550964223e-14,0.9659258262890754,0.25881904510251696,2.110311443123061e-14,1.0000000000000058,1.7579397954927082e-14,0,1,-1,0,nan,5.329070518200751e-15,2.6107022883528166e-14,0.0,2.368475785867e-16,8.678276489529238e-14
28,14.999999999999993,12.990381056766589,7.499999999999974,7.0310229265626844e-15,1.0443035325380379e-15,-2.175343238874916e-14,0.9659258262890758,0.2588190451025168,2.1778484579050777e-14,1.0000000000000062,1.8246231969072195e-14,0,1,-1,0,nan,5.773159728050814e-15,2.702565400362999e-14,0.0,1.7763568394002506e-16,9.028621426811972e-14
29,14.999999999999998,12.990381056766592,7.499999999999978,7.077152933253414e-15,9.8879238130678e-16,-2.257916076331412e-14,0.9659258262890762,0.25881904510251674,2.2600801117414272e-14,1.0000000000000067,1.887998370576749e-14,0,1,-1,0,nan,5.773159728050814e-15,2.798236323170277e-14,1.5389853104779782e-08,2.0724163126336253e-16,9.372437193081036e-14
30,14.99999999999999,12.990381056766582,7.499999999999975,7.090840708020755e-15,9.280770596475918e-16,-2.3299071005844496e-14,0.9659258262890761,0.25881904510251647,2.3317547829135632e-14,1.0000000000000064,1.9528414844131323e-14,0,1,-1,0,nan,6.217248937900877e-15,2.893527122307317e-14,0.0,2.9605947323337506e-16,9.671835284394175e-14
31,14.999999999999998,12.990381056766587,7.49999999999998,7.247412545589336e-15,9.072603779358701e-16,-2.40241854188028e-14,0.9659258262890764,0.2588190451025164,2.404131041416814e-14,1.0000000000000067,2.0255171465480187e-14,0,1,-1,0,nan,6.217248937900877e-15,2.991076615341963e-14,2.1764538983709256e-08,2.6645352591003756e-16,9.917627105311492e-14
