t,H,Q2_re,Q2_im,gen_norm,cA_re,cA_im,cB_re,cB_im,a_A,a_B,eta_perp,valid_A,valid_B,n_A,n_B,r_A,r_B,eps_abs,eps_u1,phi_star,dense_sparse_drift
0,15.000000000000004,-3.4641016151377544,1.7208456881689926e-15,4.7539457296018846,0.9659258262890683,-0.2588190451025207,2.7755575615628914e-17,-5.551115123125783e-17,1.0,6.206335383118183e-17,1.1102230246251564e-16,1,0,0,-1,0.0,nan,0.0,0.0,0.0,0.0
1,14.99999999999999,-3.4641016151377575,7.438494264988549e-15,4.783325609014345,0.8474921859918529,0.4419809457572883,-0.03433687807808029,-0.0709466802115874,0.9558191051290806,0.07881911334945477,0.15770805699591978,1,1,0,-1,0.7425114597598359,nan,0.7293830394258851,0.17412673215720553,0.7298131895819785,2.3574490797867735e-15
2,15.000000000000023,-3.4641016151377637,5.051514762044462e-15,4.853414558333148,0.2859002359544135,0.9050517018851321,-0.04110647299353902,-0.07932051265044676,0.9491351473862736,0.08933916190058108,0.26039988675030057,1,1,1,-1,0.5677731370744552,nan,1.3594295129392537,0.27559904446232036,1.4917390356338396,1.3599287951691622e-15
3,15.00000000000006,-3.4641016151377686,2.55351295663786e-15,4.884477114851093,-0.4312280074796394,0.8798682555361561,-0.04903221579379877,-0.033507721366821015,0.9798600622206716,0.059387924503607324,0.2700230915251143,1,1,1,-1,0.19390109387002896,nan,1.8005083234707113,0.2781576562393207,2.273001053894765,1.9445945310032306e-15
4,15.000000000000082,-3.4641016151377695,-1.3322676295501878e-15,4.807007712820259,-0.9051366784158875,0.359158919440069,-0.03080443440049152,0.006311361236119098,0.9737902936603464,0.031444339067421535,0.2578965505394274,1,1,1,-1,0.931251568641855,nan,1.9800628148229507,0.26175321466981827,3.035614303337281,2.057934466556602e-15
5,15.000000000000078,-3.46410161513777,-4.551914400963142e-15,4.858815432885436,-0.8668517166209772,-0.35025648448624513,0.015980157928150794,0.045448287838659396,0.9349393047323437,0.04817584783762789,0.29705558567665424,1,1,2,-1,0.40140028372640035,nan,1.8783162673071359,0.30384608904356064,-2.499779576349345,2.5525071217397987e-15
6,15.000000000000062,-3.4641016151377633,-1.0880185641326534e-14,4.866532507378969,-0.34540182572202033,-0.864326062338418,0.04261794820463759,0.06743096422332528,0.9307856698776253,0.07976982164490871,0.32780789844079156,1,1,2,-1,0.40521957035565226,nan,1.5106654366183485,0.34084809718509346,-1.7211158404700915,3.1465753151486084e-15
7,15.000000000000043,-3.4641016151377633,-1.1546319456101628e-14,4.820495867580806,0.3642933301058154,-0.8928580862879668,0.04533722689415212,0.03286983217927425,0.9643159195042852,0.05599901793733068,0.31331657403942836,1,1,0,-1,0.9216061483837663,nan,0.9371779804538946,0.32168053445369704,-0.9379406121894999,3.170070720885741e-15
8,15.000000000000028,-3.464101615137753,-1.4710455076283324e-14,4.903638692652321,0.8641413162464597,-0.43118057315853375,0.02361670217023404,-0.016921375241807327,0.965741632691418,0.029053081789572464,0.27295612815740256,1,1,0,-1,0.20102386377732717,nan,0.3334653364048725,0.2769191087038493,-0.18973386912020362,3.1885346265685885e-15
9,15.000000000000025,-3.464101615137754,-1.0436096431476471e-14,4.857119558874392,0.8786592554790347,0.27349932470395305,-0.018076074213287538,-0.08005456578346101,0.9202412552436942,0.08206995772962701,0.2932596582335707,1,1,0,-1,0.5635623175829774,nan,0.6233965516224599,0.3063682834581373,0.5635541547615097,4.682303360184459e-15
10,15.000000000000018,-3.464101615137756,-9.547918011776346e-15,4.912757397150543,0.40032878837221897,0.8107490637039158,-0.028176182326969293,-0.1123781295318057,0.9041997473436635,0.1158565546164304,0.33571105762683556,1,1,1,-1,0.7204557667992062,nan,1.251714520147253,0.35787988360934697,1.337253467684718,5.6814788713425896e-15
11,15.000000000000018,-3.4641016151377624,-1.354472090042691e-14,4.839538432667462,-0.30157697561466457,0.8851966578350062,-0.0180441035681205,-0.06517711315594563,0.9351587005760857,0.06762873466892605,0.3531112502470425,1,1,1,-1,0.06655680815293019,nan,1.7302417336288474,0.36462065921230397,2.1320512375372687,5.388338330383612e-15
12,15.000000000000057,-3.464101615137773,-7.438494264988549e-15,4.908811190981584,-0.8243810144561611,0.46219987262388135,0.005657972153682217,0.002125778363709932,0.9451099297168036,0.006044136211524411,0.31973744699290585,1,1,1,-1,0.7980040953360121,nan,1.9586314708766293,0.32406792935757656,2.8919503931264163,5.181925827992601e-15
13,15.000000000000037,-3.464101615137774,-6.328271240363392e-15,4.875147387878012,-0.8861135575802046,-0.2292851830670274,0.04154802530768589,0.08259004331618139,0.9152971823957107,0.09245189917971845,0.2954303855488989,1,1,2,-1,0.5321978208747415,nan,1.9139948517198142,0.31112943210274085,-2.634149657531876,5.992946625713199e-15
14,15.000000000000016,-3.464101615137781,4.9404924595819466e-15,4.920374640102567,-0.4396423514695229,-0.7905395152669807,0.04419192538543455,0.13121506413874773,0.9045651565278227,0.1384569222762354,0.3123533458228872,1,1,2,-1,0.27786117977415525,nan,1.593529295533462,0.3421922283586505,-1.8613034314292258,7.33530469605424e-15
15,15.000000000000043,-3.4641016151377784,-3.3306690738754696e-15,4.83491193171688,0.2592629957818535,-0.9070807405304475,0.024019823585442163,0.09319315037730432,0.9434048817040573,0.09623884456040928,0.3181784497123255,1,1,0,-1,1.0305983457463865,nan,1.0468564762861217,0.3349069268079668,-1.0713913292532597,6.860872884230595e-15
