t,H,Q2_re,Q2_im,gen_norm,cA_re,cA_im,cB_re,cB_im,a_A,a_B,eta_perp,valid_A,valid_B,n_A,n_B,r_A,r_B,eps_abs,eps_u1,phi_star,dense_sparse_drift
0,66.00000000000001,-4.898979485566359,4.898979485566354,10.89203211693592,0.9914448613738109,-0.13052619222005157,2.0816681711721685e-17,1.3183898417423734e-16,1.0000000000000004,1.3347228920484555e-16,5.49542980650842e-16,1,0,0,-1,0.0,nan,0.0,0.0,0.0,0.0
1,66.00000000000014,-4.898979485566341,4.8989794855663575,10.93342428642432,0.7595846998343856,-0.6436951056825786,-0.0031115496692362132,0.0032869366933084287,0.9956466769402686,0.004526112478710769,0.09048689613005911,1,1,5,-1,0.4750969051791536,nan,0.5719142932171514,0.09067932529197358,-0.5736785827133212,3.735115305858755e-15
2,66.00000000000007,-4.898979485566359,4.89897948556634,10.9747792966875,0.30978957330920676,-0.9422710124327632,0.0015537241756700404,0.01017293694354008,0.9918892279897816,0.010290903987080248,0.13238727809900808,1,1,5,-1,0.0750619650996871,nan,1.0708685489995446,0.13303206059415665,-1.1258282779501523,2.4979248514206116e-15
3,65.99999999999991,-4.8989794855663344,4.898979485566329,10.96221622017375,-0.20804370585100906,-0.9650650952404016,-0.005070161399791925,0.008720254186671293,0.987234937386024,0.010087089258061427,0.13919726980216177,1,1,4,-1,0.44217297956676305,nan,1.4713571146548632,0.13985968562033116,-1.6541530195979102,6.816570091690877e-15
4,65.99999999999997,-4.898979485566322,4.898979485566326,10.938904623120601,-0.6747943588085645,-0.7194338504570852,-0.006443550383490433,0.00730266758923968,0.9863734038706484,0.009739008956947898,0.14254340309152538,1,1,4,-1,0.09889327826826744,nan,1.7757365245320935,0.14320230982513785,-2.1927125899469737,6.458529791462478e-15
5,65.99999999999996,-4.898979485566274,4.8989794855663185,10.95226350067881,-0.9561934257696032,-0.26161314283905956,-0.00838129592726481,0.006571770447032655,0.991336120592375,0.010650553423596235,0.11194636444996364,1,1,3,-1,0.39796252944153565,nan,1.9569730240847405,0.11256806909696875,-2.740679722541376,8.19058688297386e-15
6,65.99999999999987,-4.898979485566299,4.898979485566271,10.947371657405103,-0.9578993434068535,0.2685058315324813,-0.006173526662081867,0.0037951890139723693,0.9948198498553545,0.00724678488015287,0.10099207457403934,1,1,3,-1,0.1423936096951186,nan,1.9925627605042042,0.10134995551261157,3.001757257814436,9.00679930298843e-15
7,65.99999999999987,-4.898979485566291,4.8989794855662945,10.966821124105605,-0.6818303206861507,0.7206784998360933,-0.0006047924311796803,0.0008762856147937759,0.9921038687219101,0.0010647301834299308,0.12573349341177859,1,1,2,-1,0.36500710009712156,nan,1.8816310248268868,0.12598766737712105,2.4597769719304843,1.3540997153196995e-14
8,65.99999999999973,-4.898979485566315,4.8989794855662705,10.978794204168812,-0.2214901637860972,0.962717925944852,-0.00039833336896925517,-0.0017358609654030896,0.9878682592276916,0.0017809780358119364,0.15603342394440933,1,1,2,-1,0.16656652941295613,nan,1.6399014271224903,0.15652240549228205,1.9272066392681322,1.63485217734895e-14
9,65.99999999999976,-4.8989794855663265,4.8989794855662705,10.938960785166964,0.2957484638580924,0.9388238313745623,0.00390967514760035,0.002067678602512054,0.9843055116330671,0.004422765488136356,0.17207727059806419,1,1,1,-1,0.34931927544592956,nan,1.2888128704946817,0.17277296568382253,1.3978874641258803,1.4042973560425793e-14
10,65.99999999999972,-4.898979485566324,4.898979485566263,10.94014027859546,0.7471632365627079,0.6432174755838143,0.013145104653593052,0.004762383898360864,0.9858912835436144,0.013981204409823946,0.1638376902448936,1,1,1,-1,0.20552152273970226,nan,0.8324637207157237,0.16492147878812527,0.8466290243994188,1.1646109331875234e-14
11,65.99999999999959,-4.8989794855663416,4.898979485566247,10.970203157518247,0.9792281865775764,0.1602005621692153,0.0176250643983253,0.0019194630580338518,0.9922459682494766,0.0177292761689887,0.1329924404345698,1,1,0,-1,0.29306194899999616,nan,0.3257348237554099,0.1343277061753799,0.2992104191488106,1.2872826242209551e-14
12,65.99999999999964,-4.8989794855663416,4.898979485566235,10.96145118216011,0.9293275912951666,-0.3552111314004317,0.01613550355333618,0.00030426525289173334,0.9948993515995731,0.016138372045031116,0.12923849924488018,1,1,0,-1,0.23418908897134294,nan,0.26277817313151475,0.13039624802601066,-0.22962306271988206,1.494512126576931e-14
13,65.99999999999987,-4.898979485566313,4.898979485566262,10.95416678125664,0.6202306083242655,-0.77420388220354,0.012455241846222835,-0.0004831974702027772,0.9920068844122611,0.012464611074683028,0.15355596196411747,1,1,5,-1,0.28272472448033703,nan,0.7556970912747925,0.15446013106908998,-0.7625359247908257,1.3066561817130378e-14
14,65.99999999999994,-4.898979485566343,4.898979485566264,10.96310404770786,0.13363754313684775,-0.978171964346817,0.008772051248426622,-0.0048613492775995346,0.9872585197250837,0.010029037835397799,0.17798686199419791,1,1,5,-1,0.256920004531457,nan,1.2160840725205655,0.17895216600069114,-1.3027895641453542,1.1356986776303421e-14
15,66.00000000000013,-4.898979485566356,4.898979485566306,10.933668234675663,-0.38606791323103057,-0.9049792702607204,-0.0013997910793854748,-0.010493315264045022,0.9838881609350671,0.010586268478390646,0.18859002274685507,1,1,4,-1,0.25126987674784296,nan,1.5881109681264207,0.18970563388151906,-1.8398628139628965,1.0029162852017155e-14
16,66.00000000000004,-4.898979485566373,4.898979485566278,10.950302640732353,-0.8073622562830621,-0.5677976304676033,-0.014137417699277607,-0.011888899279796855,0.987029868866744,0.01847193831975957,0.1726261335877124,1,1,4,-1,0.30337733644849507,nan,1.8550387335194716,0.17415182398730694,-2.3915794351686483,8.449679106784659e-15
17,65.99999999999991,-4.8989794855663575,4.898979485566281,10.96824714271369,-0.990696359014217,-0.07199674495620158,-0.02005249332227404,-0.007964270779251166,0.9933090189101853,0.021576192840375683,0.14478321346382,1,1,3,-1,0.20344502816268495,nan,1.983705372845133,0.14657996215372196,-2.931686848524505,1.2013070196445044e-14
18,65.9999999999999,-4.898979485566327,4.8989794855662705,10.938152562557704,-0.8941840156921284,0.4351096883120361,-0.018358311673505948,-0.004234043835785198,0.9944272194496175,0.018840242426915194,0.1462822502727485,1,1,3,-1,0.32197033412180076,nan,1.9695104591774844,0.147745671304171,2.8235611119748207,1.5341963940609528e-14
19,66.00000000000006,-4.898979485566322,4.898979485566274,10.936077503474413,-0.5399536865717345,0.8319980962974264,-0.01525324713990109,-0.0025966715335609958,0.991852214740154,0.015472693733287258,0.16327015425945057,1,1,2,-1,0.18296176970990663,nan,1.8116505895390593,0.16446864784723975,2.2781542262930548,1.3222918364074e-14
20,66.00000000000003,-4.898979485566348,4.898979485566274,10.95766090912551,-0.024611596303039825,0.9876097931339567,-0.011179463472748015,0.003391736223440474,0.9879164105159306,0.011682648593016284,0.17882670408083948,1,1,2,-1,0.3677838737192425,nan,1.5184913147720593,0.17989006436998395,1.7268516754717143,1.594748469835154e-14
21,66.00000000000007,-4.898979485566315,4.898979485566275,10.939588490921343,0.48628786236818855,0.8581527400655788,-0.0005318608244498438,0.009377240420851267,0.986357952453714,0.009392311421957393,0.1784090771721936,1,1,1,-1,0.13894830684260207,nan,1.1250380556592277,0.1793482377534469,1.188398741418279,1.1455651194874671e-14
22,65.99999999999994,-4.898979485566325,4.898979485566258,10.961919153503368,0.8666664417082521,0.4807684236546601,0.010915786515361847,0.010603815096286981,0.991084758417074,0.015218255151140002,0.15113318869503328,1,1,1,-1,0.40982817448016284,nan,0.6456146963335765,0.15224511439770302,0.6420457427984758,1.4943177581534867e-14
23,65.99999999999999,-4.898979485566337,4.898979485566264,10.95451417023067,0.9955395192228748,-0.02460142684229994,0.014709171531940443,0.0077724774865831625,0.9958434437888265,0.016636439926723784,0.12705446244992988,1,1,0,-1,0.10619306955008723,nan,0.1689124794240532,0.12826978503005992,0.11041220372034793,1.1800128794942491e-14
24,66.00000000000016,-4.898979485566363,4.898979485566271,10.926286090689416,0.844988797065027,-0.5260592784650039,0.012150461062302016,0.006609297316271592,0.9953614577752757,0.013831721333275634,0.13574103289138828,1,1,0,-1,0.42594569406814786,nan,0.44125655841327943,0.1366769262145702,-0.42471357512917784,1.0982238891445916e-14
