t,delta_NL
0,0.0
1,0.7339221296789187
2,1.2730604784770119
3,1.6284929290531907
4,1.7876825210402503
5,1.8009316776776247
6,1.6741270381880702
7,1.4128822159217145
8,1.1783909939273067
9,1.2614640944113897
10,1.6172836524543217
11,1.9399951087904375
12,2.0999219850103654
13,2.0771022213593837
14,1.8714138975938912
15,1.550072592047349
16,1.2706007682396212
17,1.2647230302962444
18,1.592673581959781
19,1.929156272563689
20,2.108989852630272
21,2.100726062443115
22,1.9122009378597877
23,1.592386032671366
24,1.277519232421479
25,1.218440285145715
26,1.538015047473388
27,1.9084068397926706
28,2.1194666971840115
29,2.1360905691455203
30,1.9657318888990942
31,1.6560861438828436
32,1.3219676211010047
33,1.2187796484616171
34,1.5113513584828373
35,1.8947790890628398
36,2.1317640783705913
37,2.1702422494977123
38,2.0100021375681005
39,1.704733144066712
40,1.3502752963873772
41,1.1957836912583573
42,1.4553631390826913
43,1.848635126144015
44,2.1099018624727073
45,2.1731153272832477
46,2.0306565880792125
47,1.7341453223495702
48,1.3711403875582773
49,1.1767176366003813
50,1.4015478062356965
51,1.8018927267163938
52,2.0879313090803624
53,2.1782570811943387
54,2.0568212735491933
55,1.7700748934633161
56,1.4026815604228193
57,1.168414802626139
58,1.3536748504213654
59,1.754465141662533
60,2.0624834511313646
61,2.177527727651816
62,2.0780690788579426
63,1.8035935146024802
64,1.4354203401040955
65,1.1667319715660425
66,1.3090334307692786
67,1.7064924479177948
68,2.0350270840497133
69,2.174017622264168
70,2.0982163392609667
71,1.8384626107077378
72,1.4733171025260858
73,1.1757271263276838
74,1.271631599006262
75,1.660305224008423
76,2.0075539006082317
77,2.1703262985088783
78,2.1183942880886217
79,1.8743680602384225
80,1.5138215087421574
81,1.1916861006974528
82,1.2386119090659946
83,1.6137608791999827
84,1.9777477074616918
85,2.1639551195197213
86,2.13600517212312
87,1.9092421640361597
88,1.5552993720801451
89,1.2135094856939364
90,1.2103338913139912
91,1.5673256614605509
92,1.9459028559156157
93,2.155386055499687
94,2.1512829382295333
95,1.943033650709156
96,1.5972323890168392
97,1.2401743578345703
98,1.1866143996544463
99,1.5207208932286784
100,1.9114718567447793
101,2.144129604933282
102,2.1638723388153314
103,1.9754183010687008
104,1.6393044247296984
105,1.2711080367959287
106,1.1677745051238013
107,1.4741301611885786
108,1.8742866702851453
109,2.1299233245136713
110,2.1735834550293367
111,2.006050409550189
112,1.6811142408180229
113,1.305564257951409
114,1.1543022395541649
115,1.4280210020926438
116,1.8344759199333427
117,2.112707322423531
118,2.1804638234116323
119,2.0347543358963094
120,1.7224176561487907
121,1.3429174472803145
122,1.146752185045359
123,1.3830844454414086
124,1.7923547037144951
125,2.092475175601885
126,2.184512872605559
127,2.0612186359237477
128,1.7628189893284127
129,1.3823506295666184
130,1.1453773732805808
131,1.3399996825940754
132,1.748305957381417
133,2.0692696972716575
134,2.1857348036036037
135,2.0852013716318236
136,1.8020267787034971
137,1.42320493076325
138,1.1502766528621053
139,1.2994515760782426
140,1.7027438894887035
141,2.0431805787180393
142,2.184175020025445
143,2.106603294009029
144,1.8399064360655428
145,1.465019589777441
146,1.161370009654573
147,1.2620206181935645
148,1.6559904251540882
149,2.014245065320859
150,2.1798386015768387
151,2.1254068546364002
152,1.8764231518418044
153,1.5075094330545278
154,1.178467026036717
155,1.2282643391535568
156,1.6083288801701603
157,1.982480398715518
158,2.172708262759635
159,2.141650392422696
160,1.9115714394509016
161,1.5504732207294194
162,1.2012497968012452
163,1.198763966750324
164,1.5600589522047636
165,1.9479050442816186
166,2.1627254344381304
167,2.1553598644856846
168,1.9452702313274202
169,1.5936740593958338
170,1.2292190079838443
171,1.1741465476861568
172,1.5115828372342976
173,1.9106036007051705
174,2.1498151115245974
175,2.1665202204972647
176,1.9773096329051725
177,1.6367679523305438
178,1.2616510260867544
179,1.1550298322977612
180,1.4634453087835844
181,1.8707800834339736
182,2.1339277843212208
183,2.175085712967814
184,2.0073827648550338
185,1.6793261236154071
186,1.2976460799136973
187,1.1419202252751852
188,1.416295976758206
189,1.8287530019336966
190,2.1150582749385722
191,2.1809986780020902
192,2.0351711177849183
193,1.7209216525303406
194,1.3362663218972064
195,1.1351303318989336
196,1.3707914167968305
197,1.7848755102979075
198,2.0932066373971208
199,2.184181874795048
200,2.0604139136364936
201,1.761206518520422
202,1.3766934765659657
203,1.1347816474390509
204,1.327514310429262
205,1.7394172026350971
206,2.06826823505778
207,2.1844605489349163
208,2.0828703752937408
209,1.7998750733418731
210,1.4182879887596687
211,1.1408887273494512
212,1.2869822142021312
213,1.6924568291766178
214,2.0398231765931363
215,2.1813309953954314
216,2.1020727975206044
217,1.8363955988519478
218,1.4604359528013446
219,1.153480127566844
220,1.2497893207795747
221,1.643793594062632
222,2.0066720017573183
223,2.1733389825051184
224,2.1166335271861407
225,1.8692535915505035
226,1.5019535566010742
227,1.172707224119753
228,1.2169504979950427
229,1.592850826156921
230,1.9657162345838657
231,2.156446521412669
232,2.1225156739324773
233,1.8941839829223552
234,1.5394329147967134
235,1.1985198847970762
236,1.1906060767432403
237,1.5392296293985381
238,1.9116215854164293
239,2.123064919839578
240,2.112802755367301
241,1.905205673334954
242,1.5671151008562942
243,1.2267311054992833
244,1.1730989216966148
245,1.488812885633801
246,1.8556330599090571
247,2.0855859386023226
248,2.102312708824763
249,1.9189888905147616
250,1.5960763118327288
251,1.2549581876332243
252,1.1617404543945415
253,1.4501480858996638
254,1.8216718477795424
255,2.0705066616208194
256,2.111339699896876
257,1.9482960729379337
258,1.634797904897338
259,1.2873664489189331
260,1.15160806710549
261,1.4121768276681845
262,1.7896501491893855
263,2.0562141172310406
264,2.1187831580351104
265,1.9742093036318025
266,1.6703248944887252
267,1.319049202961801
268,1.1446591037575882
269,1.3738129242193353
270,1.7537142435387856
271,2.036340854385502
272,2.121161249048645
273,1.9963541352566556
274,1.7044716319164996
275,1.3523313745750944
276,1.1435202800660806
277,1.337766528237998
278,1.7175206284772107
279,2.015177948715457
280,2.122299666441672
281,2.017481447858164
282,1.7386432300162005
283,1.3868375621490818
284,1.1471579320614345
285,1.3035123883609314
286,1.6805271042948138
287,1.9924224629573006
288,2.1216367413046933
289,2.037042243277228
290,1.7724723360769434
291,1.4223519448181137
292,1.1558720757504222
293,1.271541459908335
294,1.642454211276924
295,1.9674808609108356
296,2.118536536253581
297,2.054567401752695
298,1.8054868444617609
299,1.4584136745564291
300,1.1694238907916867
301,1.2423655463783971
302,1.6036249093410821
303,1.9407297569713922
304,2.1132221559816244
305,2.0702613333685407
306,1.8377205819056168
