t,H,Q2_re,Q2_im,gen_norm,cA_re,cA_im,cB_re,cB_im,a_A,a_B,eta_perp,valid_A,valid_B,n_A,n_B,r_A,r_B,eps_abs,eps_u1,phi_star,dense_sparse_drift
0,66.00000000000001,-4.898979485566359,4.898979485566354,10.89203211693592,0.9914448613738109,-0.13052619222005157,2.0816681711721685e-17,1.3183898417423734e-16,1.0000000000000004,1.3347228920484555e-16,5.49542980650842e-16,1,0,0,-1,0.0,nan,0.0,0.0,0.0,0.0
1,66.00000000000009,-4.898979485566368,4.898979485566361,10.968714644501734,-0.013214788188562655,0.9903366768500985,0.0022394364903513472,-0.01057390658960411,0.9904248402283563,0.010808449304131947,0.1249896074581049,1,1,2,-1,0.3793561405953585,nan,1.509461029554894,0.12564680664066127,1.7116052873334444,1.3752614958574968e-15
2,65.99999999999993,-4.8989794855663025,4.89897948556633,10.968984481768421,-0.9826867188994798,-0.15907293072952544,-0.006729240367368168,-0.00520775682073997,0.9954784702806513,0.008509019157680923,0.11423380774860636,1,1,3,-1,0.29138313133907623,nan,1.9753086007108773,0.11470006252212958,-2.848028689072442,1.9564884472081024e-15
3,65.99999999999989,-4.898979485566315,4.898979485566333,10.97682594202506,0.3133823027565575,-0.9409200850110614,0.0042116811502978385,-0.0005585821834299329,0.9917353850993851,0.004248561187910499,0.13909940639065937,1,1,5,-1,0.07119506479566784,nan,1.0647712079467633,0.13949599515653585,-1.1181057037317268,3.637642318690562e-15
4,65.99999999999994,-4.898979485566317,4.8989794855663416,10.987107942901014,0.8861832781716038,0.44741139226827226,0.005542974619012091,0.0018051752014597196,0.9927223964645927,0.005829513284569937,0.12211019779182172,1,1,1,-1,0.4487582091187656,nan,0.6018769098046413,0.12246190380784062,0.600490139906525,3.665887028164424e-15
5,66.00000000000003,-4.8989794855662465,4.898979485566307,10.97953708480048,-0.5851227419626035,0.8011302664486146,-0.008215594597416147,0.0031118557940036998,0.9920576228132435,0.008785194424243995,0.1424863190738312,1,1,2,-1,0.23812100617743104,nan,1.835533130522683,0.14309022793629425,2.3345977411235297,2.94388953445571e-15
6,66.00000000000003,-4.8989794855663025,4.8989794855663575,10.97788873818733,-0.7032055871937671,-0.6969736406135223,-0.0017924579294785609,0.002918360017920278,0.9900860334186107,0.003424869431547167,0.1316701190199021,1,1,4,-1,0.1353504851309797,nan,1.7927199162312677,0.1319969498261796,-2.2297071881994395,3.0407147376070606e-15
7,66.00000000000006,-4.898979485566306,4.898979485566357,10.975380945787803,0.8016394160094755,-0.5893265980548374,0.014364124012961301,-0.001252059506336875,0.994953060437979,0.014418589101127059,0.13096292540768223,1,1,0,-1,0.5030305950049954,nan,0.5095500492119188,0.13194432797896202,-0.4995034835902026,4.5090106690336085e-15
8,66.00000000000007,-4.8989794855662865,4.8989794855663575,10.973853815369997,0.457017765215684,0.876433963061169,0.0016679014585268548,-0.00451481930171568,0.9884339782351903,0.004813053978764467,0.1414292813583726,1,1,1,-1,0.17383733830519876,nan,1.1489549748773003,0.14185834781346152,1.2202546924224558,4.713482572433617e-15
9,66.00000000000011,-4.898979485566272,4.898979485566352,10.975629892908119,-0.942180189768175,0.3229643038044394,-0.017431654985874397,-0.0024726254897603633,0.9959967126067638,0.017606148708879304,0.12618417230317083,1,1,3,-1,0.199332219379035,nan,1.9865193317231922,0.12751579535747481,2.946894209047118,4.673492051110528e-15
10,65.99999999999999,-4.898979485566258,4.898979485566343,10.980061847020181,-0.16968245347891525,-0.9734285646785288,-0.001784044016966864,0.0023601370992721443,0.9881069302209781,0.0029585571114710625,0.14772650311112745,1,1,4,-1,0.48191827003734833,nan,1.4433980420219101,0.14815956705396477,-1.6129705330458697,6.58940312789544e-15
11,66.00000000000001,-4.8989794855662545,4.898979485566343,10.985357430338153,0.9949008741477583,-0.024988390437984224,0.015499676040762474,0.005101406049603664,0.9952146346575973,0.01631760708717792,0.1255742269916549,1,1,0,-1,0.1057885109224701,nan,0.1678562221372494,0.12675502599562066,0.11054128563794034,5.015135185971572e-15
12,65.99999999999994,-4.898979485566254,4.898979485566345,10.98919776111806,-0.13573744438548985,0.9795730641357558,-0.0005691410463467342,0.0013764464195879303,0.9889327792062601,0.0014894718112918714,0.1500681954969936,1,1,2,-1,0.25500792386897464,nan,1.5892176069358994,0.15050139981602578,1.8398473963520499,5.640795304260015e-15
13,65.99999999999989,-4.898979485566255,4.898979485566348,10.990950481888863,-0.9533761008796677,-0.27926825003881817,-0.01016912905090963,-0.004488206933774035,0.9934368350369651,0.011115538094686713,0.12620136538730004,1,1,3,-1,0.4158536272745188,nan,1.9524060333105173,0.12688537364965272,-2.72210233821516,5.8072627412729114e-15
14,66.00000000000001,-4.898979485566269,4.898979485566351,10.988867407699946,0.4300191911654488,-0.8927411060009252,0.0058797461466734875,-0.004177825538747473,0.9909102820711579,0.007212880214001362,0.14671526344665847,1,1,5,-1,0.056188731253752344,nan,0.9555816825095291,0.14727041163002658,-0.9891628323228433,4.477166651933765e-15
15,66.00000000000017,-4.898979485566285,4.898979485566361,10.985692263625053,0.8192303426830634,0.5577489771939353,0.005049498295853223,0.0008274153316776322,0.991071276918815,0.005116839764045754,0.1309063857109071,1,1,1,-1,0.31856021105511534,nan,0.7232238563748588,0.1312771254218718,0.730423006575177,4.355778030378117e-15
16,66.00000000000017,-4.898979485566285,4.898979485566359,10.97877405563473,-0.6827540213664518,0.72168750059258,-0.012480222463807037,0.003830475343009253,0.9934716413686032,0.013054826467614024,0.13868151329162698,1,1,2,-1,0.36498449916648257,nan,1.881848861937045,0.13955930886443998,2.4626809054823577,3.948839405165862e-15
17,66.00000000000004,-4.898979485566279,4.898979485566362,10.977009786106455,-0.6080309331972411,-0.7800208919741577,-0.0026190612331866148,0.0028322510690890444,0.989006677247868,0.0038576064938685784,0.13850633446886002,1,1,4,-1,0.007620587523570421,nan,1.7329645317388906,0.13888872035572483,-2.1018798744017295,4.0709889557516485e-15
18,66.0000000000002,-4.898979485566301,4.8989794855663655,10.973007733291015,0.8695473670991722,-0.4843259513148905,0.017067067836230902,-0.0003641454133542846,0.995331226650795,0.017070952123668274,0.13095336596882057,1,1,0,-1,0.3772914341209166,nan,0.3920470032708859,0.13221437691353807,-0.3728599250640356,3.9869782362870765e-15
19,66.00000000000004,-4.898979485566294,4.898979485566365,10.975761614858804,0.3420295607526379,0.9269436290328508,0.002166909823786714,-0.003580454861739142,0.9880327483607179,0.004185111133694639,0.14529684990275651,1,1,1,-1,0.3010104218375256,nan,1.2498130660817017,0.1457371121845584,1.347613995612297,5.1474513605298576e-15
20,66.0,-4.898979485566294,4.89897948556638,10.979417250451563,-0.9749382614857989,0.20216428327236927,-0.017273667395599972,-0.0036791297342004675,0.995678166447363,0.01766113192564088,0.1266622004124407,1,1,3,-1,0.07356373635180624,nan,1.99472779981419,0.12799943015958945,3.0729076024429465,4.48917884170044e-15
21,66.00000000000009,-4.898979485566291,4.898979485566382,10.984117434386263,-0.043746216704490276,-0.9873003021025408,-0.001147152257606289,0.0011107411893754165,0.9882690008331358,0.0015967793497870394,0.1494325161246611,1,1,5,-1,0.4369790455382532,nan,1.3525602851308514,0.14986129261759684,-1.4844300402683215,3.7454985654720095e-15
