t,H,Q2_re,Q2_im,gen_norm,cA_re,cA_im,cB_re,cB_im,a_A,a_B,eta_perp,valid_A,valid_B,n_A,n_B,r_A,r_B,eps_abs,eps_u1,phi_star,dense_sparse_drift
0,15.000000000000005,12.990381056766601,7.499999999999976,4.577207759594783e-15,1.0408340855860843e-17,-3.642919299551295e-17,0.9659258262890683,0.25881904510252074,3.788693259787749e-17,1.0,3.5108334685767e-17,0,1,-1,0,nan,0.0,0.0,0.0,0.0,0.0
1,14.999999999999998,12.990381056766596,7.499999999999966,8.011677871799576e-15,-8.413408858487514e-16,-4.003741782554471e-15,0.9659258262890692,0.25881904510251935,4.091185983009476e-15,1.0000000000000004,2.9712729368186775e-15,0,1,-1,0,nan,1.7763568394002505e-15,4.762218376184262e-15,2.1764538983709256e-08,-2.3684757858670006e-16,1.8469453477292365e-15
2,15.000000000000002,12.99038105676659,7.499999999999982,8.895281654568667e-15,-8.690964614643804e-16,-1.0316400511634072e-14,0.9659258262890713,0.25881904510251863,1.0352943937633084e-14,1.0000000000000022,8.575817125915165e-15,0,1,-1,0,nan,2.6645352591003757e-15,1.277433695660982e-14,2.1764538983709256e-08,2.96059473233375e-16,8.835078284980201e-15
3,15.0,12.990381056766598,7.499999999999966,7.1737935086226e-15,6.626643678231403e-16,-1.564200158288287e-14,0.9659258262890739,0.2588190451025175,1.5656031987170078e-14,1.0000000000000044,1.5535494298132703e-14,0,1,-1,0,nan,4.440892098500626e-15,2.1113603917326777e-14,1.5389853104779782e-08,-2.368475785867e-16,2.0032399627575682e-14
4,14.999999999999998,12.990381056766598,7.499999999999964,7.708285202646197e-15,1.3686968225457008e-15,-2.01349353856628e-14,0.9659258262890753,0.25881904510251685,2.0181401189631574e-14,1.0000000000000058,2.08472175872303e-14,0,1,-1,0,nan,5.329070518200751e-15,2.7848198706861536e-14,1.5389853104779782e-08,-2.9605947323337506e-16,3.0876388166507084e-14
5,14.999999999999998,12.990381056766592,7.499999999999975,1.2394651038708337e-14,2.2256502196782435e-15,-2.3502033652533783e-14,0.9659258262890766,0.2588190451025168,2.3607183328495255e-14,1.000000000000007,2.6532956022919302e-14,0,1,-1,0,nan,5.773159728050814e-15,3.420408973533671e-14,0.0,1.4802973661668748e-16,4.627805461767854e-14
6,15.000000000000004,12.9903810567666,7.499999999999979,1.1633950739679751e-14,1.1848161340921592e-15,-2.7734758933917192e-14,0.9659258262890782,0.25881904510251563,2.776005479811062e-14,1.0000000000000082,3.631538212461852e-14,0,1,-1,0,nan,7.549516567451064e-15,4.429610160589952e-14,0.0,2.9605947323337495e-17,6.146386416797665e-14
7,15.000000000000007,12.990381056766605,7.499999999999974,1.3128576996381373e-14,2.220446049250313e-16,-3.0123473160337255e-14,0.965925826289079,0.2588190451025147,3.01242915111399e-14,1.0000000000000087,4.5560864311697434e-14,0,1,-1,0,nan,8.43769498715119e-15,5.326807187165638e-14,0.0,-8.881784197001248e-17,8.300057082536493e-14
8,15.00000000000002,12.990381056766614,7.4999999999999805,1.3107404182210178e-14,-9.853229343548264e-16,-3.3095054474685526e-14,0.9659258262890801,0.25881904510251386,3.3109718995596563e-14,1.0000000000000095,5.64508670027368e-14,0,1,-1,0,nan,9.769962616701378e-15,6.408807647030373e-14,0.0,-5.921189464667497e-17,1.1264766370379872e-13
9,15.000000000000014,12.9903810567666,7.499999999999989,1.2596278156799041e-14,-1.5681900222830336e-15,-3.495467804093266e-14,0.9659258262890803,0.2588190451025136,3.498983762310492e-14,1.0000000000000098,6.827619013512696e-14,0,1,-1,0,nan,1.021405182655144e-14,7.541866438498087e-14,1.5389853104779782e-08,3.5527136788004987e-16,1.4659733782674882e-13
10,15.000000000000014,12.990381056766605,7.499999999999982,1.589711183921242e-14,-2.6662699825763525e-15,-3.4807226545474634e-14,0.9659258262890801,0.25881904510251297,3.490919671673901e-14,1.0000000000000093,7.872571426899449e-14,0,1,-1,0,nan,1.0658141036401503e-14,8.496043022155129e-14,0.0,1.4802973661668746e-16,1.781625038475326e-13
