t,H,Q2_re,Q2_im,gen_norm,cA_re,cA_im,cB_re,cB_im,a_A,a_B,eta_perp,valid_A,valid_B,n_A,n_B,r_A,r_B,eps_abs,eps_u1,phi_star,dense_sparse_drift
0,19.607695154586743,3.5262794416288425,-2.892304845413268,3.982417355864357,0.9659258262890682,-0.25881904510252074,0.9659258262890684,0.25881904510252063,0.9999999999999999,1.0,1.891001648248148e-16,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,19.60769515458672,3.526279441628823,-2.8923048454132916,4.379291693680574,-0.2923298300778977,-0.7169625747193182,0.11525388102679925,-0.8232934663953018,0.7742687279630546,0.8313215917446939,0.5952841162315718,1,1,2,1,0.3982426017298275,1.4480842981337974,1.4768744564897731,0.6284623001848313,-1.6839060132741486,6.558966283242743e-15
2,19.607695154586725,3.5262794416288354,-2.8923048454133005,4.703026943260271,-0.5033311877190125,0.24408143974994698,-0.8922465172616916,-0.003102411964664424,0.5593907701786281,0.8922519109117203,0.6364204726818622,1,1,1,1,0.8574761656238352,0.25832232243444153,1.8572742422249595,0.7288307757409627,2.9791435763456153,6.905952567882402e-15
3,19.607695154586693,3.5262794416288172,-2.892304845413284,4.699055474642246,0.21149735391421104,0.42963499678591244,-0.22327751634801143,0.7481658555194212,0.47887092329347375,0.7807720516717053,0.7594994791217805,1,1,1,1,0.7192456461036056,1.5425769876853455,1.4226805047919635,0.8858861151719887,1.5905636643492753,5.830183609708991e-15
4,19.60769515458669,3.5262794416288226,-2.892304845413274,4.883777279845955,0.49706838740860326,-0.08746229926887,0.7375431887331778,0.36275027488748623,0.5047045032039903,0.8219231820417592,0.7214975739955422,1,1,0,0,0.08762601801450787,0.19529569838096705,0.8521882103207252,0.831961661445027,0.22873686873949473,5.1150968851631116e-15
5,19.60769515458671,3.5262794416288297,-2.892304845413272,4.865054170169966,0.030051403005492028,-0.4536690299409346,0.7597829235550472,-0.49636183775987874,0.454663255113218,0.907548987609054,0.6800317407930533,1,1,2,0,0.8515423406537739,0.840486961580099,1.083030526267949,0.8533841252202429,-0.862780553970558,5.7702076872265504e-15
6,19.607695154586743,3.5262794416288283,-2.892304845413279,4.879191522279579,-0.4838104244787974,-0.24709826977975227,-0.08641289964980822,-0.7530000169648027,0.54325876133064,0.7579420919667155,0.7656674969181292,1,1,2,1,0.31320054325830515,1.1947385979628224,1.6054156811965747,0.9048078825865625,-2.0814411111947853,5.83611002391166e-15
7,19.60769515458672,3.526279441628831,-2.8923048454132867,4.862698293561624,-0.4401428193938748,0.30865253658342273,-0.8347245239179213,-0.16341850945684008,0.5375798450494309,0.8505707731065626,0.7050706894949095,1,1,1,1,0.697428909354874,0.06846924466329618,1.8207262628604335,0.823291798087343,3.037574247367472,5.308117508304178e-15
8,19.607695154586786,3.526279441628825,-2.892304845413293,4.848899405571632,0.1718763974198286,0.4739231359276112,-0.5384220669969632,0.6394762012645598,0.5041275976947502,0.8359594094290907,0.7272465382289859,1,1,1,1,0.6097141870287817,1.1327798958080377,1.5456944106936157,0.893161172327037,1.9004325599832357,8.535149937936733e-15
9,19.607695154586793,3.526279441628826,-2.8923048454132867,4.90192859280913,0.5066554393155862,0.10198826269025293,0.37741789343147747,0.6532324404039854,0.5168184786892258,0.7544248719908434,0.770825176655688,1,1,0,0,0.46044183244435466,0.7850836677263819,1.0470408839075305,0.8962442087836676,0.7149358495339431,6.84953282867983e-15
10,19.607695154586715,3.526279441628824,-2.892304845413273,4.859020429479868,0.2521287203494626,-0.399225534277179,0.9044084374640433,-0.14509650294200022,0.4721757287747397,0.9159735896422725,0.6686381122501331,1,1,0,0,0.7457052490680516,0.42087632188714164,0.8947708834258831,0.8262173055599119,-0.426443711798406,7.941217038757693e-15
11,19.607695154586693,3.526279441628831,-2.8923048454132747,4.892652022083928,-0.32849293876630514,-0.3535824613745383,0.26545180239246297,-0.7833601358231927,0.4826263231642058,0.8271141165464039,0.736656012144897,1,1,2,0,0.0367675125464757,1.5058767012455065,1.431813099806454,0.9124193995895573,-1.6137124079249734,8.989552873586515e-15
12,19.607695154586647,3.5262794416288106,-2.8923048454132654,4.922911795552888,-0.47691069280995546,0.03445499253632922,-0.6551152392975923,-0.5149031601636886,0.47815369435689836,0.8332474069005524,0.725425430528564,1,1,2,1,0.8575190740162641,0.4043300465595303,1.7784589352406812,0.8548086602294545,-2.729252398778554,7.860136406988124e-15
13,19.607695154586693,3.52627944162882,-2.892304845413272,4.88645825573817,-0.06973300069286884,0.4658664894124909,-0.8799955047256759,0.39191671105100456,0.47105655429380255,0.9633227894835841,0.6306964263175643,1,1,1,1,0.11321799479033645,0.6807898077405135,1.7291231648613314,0.8272349971315577,2.4224338923863344,7.966406925002448e-15
14,19.60769515458669,3.526279441628832,-2.8923048454132694,4.938807234166622,0.3967663011385473,0.26937841930993195,-0.10355273527193848,0.8052348773385989,0.47957088163177913,0.8118659844240357,0.7468223244872072,1,1,0,0,0.8582472416248237,1.4368943901316396,1.308912280677923,0.926647669930236,1.3168330425317993,6.976619111850689e-15
15,19.607695154586708,3.526279441628821,-2.892304845413269,4.884669204818877,0.4635380983459946,-0.1884941104035463,0.7803745881616705,0.3811700592463372,0.5003974403162402,0.8684901334582639,0.7012372793024809,1,1,0,0,0.12441979944626436,0.1925615573219117,0.8490550886431325,0.8386170056515855,0.16502089414245108,9.039048007703312e-15
16,19.607695154586672,3.5262794416288203,-2.8923048454132676,4.888748963170562,-0.08076297146254349,-0.46780281571795823,0.7621349463885732,-0.5420451191245754,0.4747232161513797,0.9352339748284856,0.6552858174883792,1,1,2,0,0.6144401836850557,0.8800154953602837,1.1336455323552779,0.8664930155113824,-0.9615505132303194,7.318206290922215e-15
17,19.607695154586665,3.5262794416287973,-2.8923048454132667,4.928864248329229,-0.4487777955765724,-0.16376047250469222,-0.12338245019860214,-0.7730266671952957,0.47772272518431425,0.7828112526095145,0.7651553531406842,1,1,2,1,0.4355086936722703,1.1507223891888279,1.604862773150283,0.935187812143089,-2.107653748457629,1.479870125521562e-14
18,19.60769515458667,3.5262794416287995,-2.892304845413243,4.928985172733379,-0.3509154540475645,0.306670004971074,-0.8827679352164697,-0.1520725758275755,0.46603449211229736,0.8957707830495383,0.6872369254393803,1,1,1,1,0.5907822259648525,0.09120586400858954,1.8090029435412007,0.8482965845246783,3.030441239163215,1.0775757724445824e-14
19,19.607695154586665,3.5262794416287937,-2.8923048454132365,4.919745170992133,0.18480005938602134,0.4155822141200959,-0.6078516036609234,0.660898505555911,0.45481824792112097,0.8979256131323979,0.6879258060570919,1,1,1,1,0.6802183126739441,1.088983576157199,1.565617684038001,0.9026884512526253,1.961322839161466,1.4312642161331754e-14
20,19.607695154586665,3.526279441628804,-2.892304845413238,4.923114018215873,0.4830659312318385,0.09825024115642356,0.3202371839951742,0.7237484756872492,0.4929561885240703,0.7914314310619561,0.7567361721631852,1,1,0,0,0.46245135721302644,0.8924223534533793,1.0878597835792312,0.9050325932358118,0.8072824680976032,1.464763021210563e-14
21,19.607695154586672,3.5262794416287897,-2.892304845413246,4.936388365912089,0.27591588962566416,-0.39269284742826593,0.9301369942047839,-0.025482895796727606,0.4799346315585499,0.9304860052502117,0.6579546803621532,1,1,0,0,0.6965112689317272,0.28918946375116983,0.8677679791581868,0.8284973760268983,-0.31982912337676195,2.0739159638566108e-14
22,19.607695154586615,3.526279441628786,-2.892304845413227,4.948169530699535,-0.2773561654758831,-0.3783075218219666,0.46918535660809213,-0.7350258596434575,0.4690874370461899,0.8720079777158385,0.7052309146574046,1,1,2,0,0.1527685484106982,1.2644717320767052,1.336563800647629,0.9186748316886378,-1.3849617269916747,2.467480127043593e-14
23,19.60769515458663,3.526279441628791,-2.892304845413226,4.939119720541797,-0.5301282609126406,-0.014798491272114134,-0.4479072948605636,-0.6697539050327077,0.5303347700860199,0.8057240458717049,0.7406526212687938,1,1,2,1,0.7574904846618509,0.7195437465071866,1.7315009673059938,0.8796192418687692,-2.521678094351491,2.1780551972863984e-14
24,19.607695154586658,3.526279441628798,-2.8923048454132334,4.931248498266135,-0.19220287168750178,0.43616093797899724,-0.920976689252114,0.13914302482997948,0.4766322562559535,0.9314283888225767,0.6587757478202907,1,1,1,1,0.15326835102063852,0.4117473839674677,1.7755265446631014,0.8439564489187719,2.6791743258048855,2.139446432825333e-14
25,19.607695154586644,3.5262794416287866,-2.8923048454132436,4.942029577219285,0.32267927637653115,0.33033626162339674,-0.3455024445010532,0.7668459345831962,0.46178345698628376,0.8410853860001247,0.7285079408547243,1,1,1,1,1.0354725095817137,1.4092844927515937,1.4282498477284689,0.9365673250755006,1.6063365368410851,2.5163699332805727e-14
26,19.607695154586615,3.5262794416287795,-2.892304845413242,4.961150132648057,0.5084135135012101,-0.06814809056789112,0.5878165232842614,0.5693001326934908,0.5129604886915703,0.8183097861634203,0.7352889026793055,1,1,0,0,0.12855293357997866,0.5075979599141496,0.936873995946134,0.8719461406757628,0.4387911622917875,1.9997075294026297e-14
27,19.607695154586576,3.5262794416287786,-2.8923048454132188,4.940429012111435,0.09867203265123776,-0.4410504170479899,0.8936403490638192,-0.2747105329414617,0.45195313961265143,0.934911199196954,0.6585354610414311,1,1,2,0,1.0054944537178798,0.5600368830557403,0.9843899332464355,0.862068243125812,-0.6088721456680005,1.9215295195153905e-14
28,19.60769515458656,3.5262794416287813,-2.8923048454132183,4.941340123209201,-0.3618733526382798,-0.2829326266858418,0.2321861991412824,-0.7875024738180698,0.45935084041832197,0.8210180127995091,0.7424565163985749,1,1,2,0,0.12181935238663755,1.5458807657951725,1.4549890299389006,0.9470351336716388,-1.6770522576129059,1.903123730952678e-14
29,19.607695154586587,3.5262794416287866,-2.8923048454132188,4.959270298574033,-0.5143668820684155,0.15770876172320797,-0.6864902663595953,-0.49189331203938036,0.5380012480404213,0.8445282211007157,0.7132634252393978,1,1,1,1,1.0114892639720843,0.35993695235370815,1.7975452145441855,0.8476485041954283,-2.860420193642178,1.9305531078212427e-14
30,19.60769515458657,3.5262794416287813,-2.892304845413216,4.947876321906296,-0.023838197453252247,0.4450298039555102,-0.8641922371910099,0.34444142782120074,0.44566779787920513,0.9303053907296841,0.6623160571005476,1,1,1,1,0.20828513515945568,0.6410727260995106,1.7100893481139636,0.8838974058654093,2.431807578219791,1.89680092854344e-14
31,19.60769515458658,3.5262794416287795,-2.892304845413233,4.944035836702131,0.4166567248716245,0.2523233614434476,-0.13433056603722535,0.807716769462009,0.48710358765961603,0.8188107721824534,0.7397035935044409,1,1,0,0,0.8063194257398658,1.4737975936186727,1.3135250930322917,0.9371422100658702,1.3234425659193165,2.0509915014873277e-14
32,19.607695154586597,3.526279441628777,-2.8923048454132427,4.959453165232885,0.47022285842339473,-0.204515605735067,0.7491699452919295,0.41475805536509125,0.5127730195447585,0.856317611297902,0.7101438222392364,1,1,0,0,0.14845472661005887,0.24382149112006424,0.8650689903272991,0.852872148076056,0.1817159390392034,2.169020721603896e-14
33,19.6076951545866,3.5262794416287493,-2.892304845413245,4.953886051117995,-0.03935968769008158,-0.43118513519525736,0.8150753007987408,-0.4461188519761769,0.4329778352622835,0.929176934744239,0.6638716128921569,1,1,2,0,0.6943678699714839,0.7625938651333164,1.0902895343285133,0.8939047886345018,-0.8291112110114499,2.235302577367786e-14
34,19.6076951545866,3.5262794416287297,-2.8923048454132347,4.935077170606141,-0.43324703697217015,-0.22792417503940135,0.03575575456279179,-0.8081694639609005,0.48954307738191605,0.808960046271263,0.7466953904733536,1,1,2,1,0.3011020491913303,1.3532109976560083,1.5472880526404826,0.9294353689881286,-1.925031923846963,2.1985190463643724e-14
35,19.6076951545866,3.5262794416287258,-2.892304845413247,4.955781422388141,-0.4458604138787362,0.2577336172935285,-0.8227432119903954,-0.31896941009202645,0.5149933263133852,0.8824102659481744,0.6901412415741984,1,1,1,1,0.7848667913485703,0.108050184939124,1.8178701416865368,0.8324826715993546,-3.081990744755133,2.6873979153400352e-14
36,19.607695154586633,3.5262794416287218,-2.892304845413272,4.954318102690594,0.08945805280776625,0.42497732652228337,-0.7695510254392173,0.5101298566250326,0.4342907681153084,0.923277450918643,0.6681223079875395,1,1,1,1,0.4692711487551393,0.8471847821672629,1.647395553974041,0.902808480974101,2.21741306442306,2.5106836403137292e-14
37,19.607695154586594,3.5262794416286973,-2.892304845413263,4.941705064549107,0.47317512088332836,0.1898345124014298,0.06798311381770787,0.8055027687472046,0.5098351077766624,0.8083665098355844,0.7436788499390339,1,1,0,0,0.6433337282585065,1.2247981176325364,1.2070839967012,0.9163851500557222,1.0838122565027286,2.2058950599535187e-14
38,19.607695154586594,3.5262794416287098,-2.8923048454132676,4.945074699591245,0.3930273588738998,-0.2949026204578591,0.8558362341510785,0.24087209024816308,0.49136347073862263,0.8890866231961984,0.6897229087468867,1,1,0,0,0.38191679811943136,0.012550125639404719,0.8452659756626443,0.8449077857507163,-0.030683988608194598,2.067735565591994e-14
39,19.607695154586615,3.5262794416287213,-2.892304845413258,4.950370690021704,-0.15519982129871454,-0.40773474230767043,0.6899331097768818,-0.597354695824511,0.4362735433370391,0.9126008594067797,0.6762132306257858,1,1,2,0,0.4216927364083265,0.9754037391943653,1.1975671507408172,0.9132955116694939,-1.064064703291726,1.8704488285889902e-14
40,19.607695154586597,3.526279441628721,-2.892304845413256,4.935662650961508,-0.4880095999346352,-0.14537371116972864,-0.18421866650040655,-0.7811576055545022,0.5092022049516503,0.8025856476431854,0.7476514269951656,1,1,2,1,0.4958772708951109,1.0774006619541634,1.636824186770665,0.9090302250703768,-2.1879238450979113,1.8943915647903015e-14
41,19.607695154586636,3.526279441628719,-2.892304845413252,4.936694260368605,-0.33962529695070454,0.3459988726021092,-0.9065317754619479,-0.1156774598363726,0.48483044682732623,0.9138824512137144,0.6710358967758197,1,1,1,1,0.5143030238569994,0.1348808703104467,1.8125728603505566,0.8342120222809998,2.9721776072297525,2.1466881459656456e-14
42,19.607695154586594,3.5262794416287124,-2.8923048454132516,4.951302978805182,0.20576629335083288,0.38556041567281796,-0.6018274417132603,0.6622501167721012,0.4370315796520169,0.8948583612861811,0.6904634850254997,1,1,1,1,0.7520274004959231,1.094961012604351,1.5569532973140108,0.923733253616419,1.9496348210759942,1.7876879756987042e-14
43,19.6076951545866,3.5262794416287218,-2.8923048454132525,4.9421846017004505,0.5224947928674984,0.08587857689069786,0.3173612307504366,0.7437283748345112,0.5295053715897712,0.8086099469567605,0.7396699088157471,1,1,0,0,0.42470538846946493,0.9056732292696443,1.0707126964414906,0.8880676446172393,0.788858995845148,1.8132980004503462e-14
44,19.60769515458657,3.5262794416287138,-2.892304845413244,4.925874800545288,0.27294355096296735,-0.3814873159961642,0.9203832221045768,0.015118510122101499,0.46907435900742983,0.920507384478753,0.6684673107820879,1,1,0,0,0.6879622795686693,0.24537454410351112,0.8760149153666557,0.8462605849864312,-0.2834919390950046,1.7066125385670765e-14
45,19.607695154586565,3.5262794416287058,-2.8923048454132543,4.946163921007512,-0.27342389503087694,-0.3593584637649252,0.4874902776989508,-0.7275217071361608,0.45155191490386026,0.8757480260927305,0.7034208786042829,1,1,2,0,0.13497855291004868,1.2422408394134827,1.3276827455030122,0.9310876642194015,-1.359841813714759,1.636369941455833e-14
46,19.607695154586594,3.526279441628702,-2.8923048454132587,4.950105803289495,-0.5228847354974795,-0.01616706077517291,-0.44156406536608617,-0.6814944812326537,0.5231346102776772,0.8120428263171771,0.738438607587723,1,1,2,1,0.7544890340641555,0.7340748214305677,1.7272852987586973,0.8817376007511514,-2.5056047574659193,1.8565319014596574e-14
47,19.60769515458658,3.526279441628688,-2.892304845413258,4.93007067948421,-0.19349810708396437,0.4122408995296637,-0.9263541473589587,0.12045126070534104,0.45539441881747256,0.9341522962208301,0.6586866169618176,1,1,1,1,0.1770544977502566,0.3911011659509658,1.7775433842670894,0.8514997736680482,2.7130555928503775,1.9231652120215892e-14
48,19.607695154586594,3.5262794416286916,-2.8923048454132636,4.944694108649745,0.3108932983431009,0.3261276058020514,-0.3756968174379265,0.7646787381820087,0.4505705918286618,0.8519868961789352,0.7217346705531527,1,1,1,1,1.023287183312148,1.3759216013086837,1.4435537332912693,0.9391798690795995,1.6458684261400198,1.8351966436932655e-14
49,19.60769515458656,3.526279441628681,-2.892304845413272,4.96026492719837,0.5253092589351598,-0.05799144311577284,0.5701914621005287,0.600972123119449,0.5285005439899344,0.828423681589944,0.7260516184469205,1,1,0,0,0.15184973655662937,0.5498748459082603,0.9377024788796924,0.8620061522400502,0.4698921134342195,2.1674460584003863e-14
50,19.60769515458655,3.5262794416286796,-2.8923048454132743,4.935483804801219,0.1218973078931262,-0.4295297615586101,0.9099524912000193,-0.22206963428443538,0.44649162336620385,0.9366581333188455,0.6574724055533524,1,1,0,0,1.0324749623595637,0.5011658287034932,0.9639571728222426,0.8638930162468096,-0.5469616186053771,2.4740602404280747e-14
51,19.60769515458656,3.526279441628694,-2.8923048454132614,4.944028281605413,-0.3624852836644054,-0.297036858575159,0.26710085442975806,-0.7953095665953888,0.46864322914714496,0.8389637496073665,0.7287218219032576,1,1,2,0,0.09891228856654877,1.5085862383204067,1.4426967461984777,0.937308153681597,-1.6434212584571477,2.2322089567956302e-14
52,19.60769515458654,3.526279441628694,-2.8923048454132525,4.965144640507624,-0.5088795327730826,0.12505416794780608,-0.6572170714408814,-0.5264310962243812,0.5240199650742985,0.842059367304546,0.7177986093601085,1,1,2,1,1.0263673265580238,0.41355121891709423,1.7873920843763493,0.8555175145712491,-2.799877469005007,2.423880042908949e-14
53,19.607695154586505,3.5262794416286813,-2.8923048454132467,4.947073445377031,-0.05118320505271648,0.437919680439887,-0.8816180882069342,0.3260150040863257,0.44090063165756654,0.9399660825492889,0.6547173920531556,1,1,1,1,0.1454492059915231,0.6159960295827229,1.723595305460189,0.8730611597128339,2.472366313211402,2.6197382319046513e-14
54,19.607695154586473,3.5262794416286756,-2.8923048454132454,4.939340629518729,0.3887670219195694,0.2741178957065441,-0.1716420332097142,0.8094613282562767,0.4756894134609207,0.8274591406871885,0.7364169357157209,1,1,0,0,0.8759370015744095,1.5179467205747983,1.33893785503209,0.932187372409307,1.3865185964063818,2.369906653402852e-14
55,19.607695154586473,3.526279441628672,-2.8923048454132534,4.965352081576003,0.48787108122782913,-0.17825358009708467,0.7432096567389515,0.43829635719918014,0.5194155664935726,0.8628234411535777,0.7033371846836254,1,1,0,0,0.0885021531039154,0.2710377375646629,0.8579212613131088,0.8397231714100432,0.2188801119126641,2.5493878360626387e-14
56,19.60769515458645,3.526279441628664,-2.89230484541325,4.956625135877822,-0.0040157749699887,-0.43636695583167523,0.8437943533761773,-0.4112926970720907,0.4363854335222623,0.9386962200064277,0.6558532118782012,1,1,2,0,0.7761956755463393,0.7153424537970925,1.059833954651602,0.8806508308802143,-0.7726906894204976,2.383362074088619e-14
57,19.60769515458648,3.526279441628651,-2.892304845413258,4.937596516682504,-0.42372426690866993,-0.2514690115066093,0.07673721746973855,-0.8187938686448593,0.49272600714332193,0.8223819063400003,0.7376028558066762,1,1,2,1,0.2497915764181009,1.40244380723039,1.5302914717287863,0.9208509755667712,-1.8720166564528111,2.514143796081351e-14
58,19.60769515458646,3.5262794416286676,-2.8923048454132525,4.958106677294517,-0.46013289164495597,0.22743848610874343,-0.7980129718779929,-0.36408659736372423,0.5132743349681396,0.8771452295175759,0.6941804965320263,1,1,1,1,0.8499288047132079,0.16623279424745974,1.8147113753673354,0.8351878752443037,-3.0221238096635252,2.6949539257343033e-14
59,19.60769515458647,3.5262794416286676,-2.8923048454132565,4.9594772544431365,0.06428883556353565,0.43358892155158457,-0.7948707357332869,0.4928827142205923,0.4383291083995922,0.9352822336079281,0.658062420444161,1,1,1,1,0.408998343924885,0.8168522350503782,1.663048068420851,0.8889017829562459,2.2561028377259285,3.006008701897075e-14
60,19.60769515458647,3.5262794416286747,-2.8923048454132583,4.93745542646637,0.4494139794727389,0.2202445328603327,0.022527035007976592,0.8158142477577965,0.5004803484657411,0.8161252073982705,0.7406847129403336,1,1,0,0,0.7174718883048028,1.281391007552953,1.2363873479432588,0.9129175012919222,1.1548665779282874,3.129931738181994e-14
61,19.607695154586487,3.526279441628697,-2.8923048454132694,4.950608656500394,0.4184727863519058,-0.2702437981617771,0.8530821153128916,0.26902236879400465,0.4981477525413832,0.8944954613514007,0.6833118868461848,1,1,0,0,0.3116076203429601,0.04368292827794562,0.8311965159734417,0.8311468813224512,0.011227110324100339,2.995458708729398e-14
62,19.607695154586505,3.526279441628701,-2.89230484541327,4.958823617996656,-0.11738737986286395,-0.41779941103643564,0.7274695786613528,-0.5705197917484897,0.43397712475827666,0.9245024719569256,0.6674290536640821,1,1,2,0,0.5114940233713741,0.926864128653694,1.1648065699735501,0.8996804406345147,-1.0000447371438181,3.297909317829082e-14
63,19.6076951545865,3.526279441628682,-2.892304845413271,4.937448355073858,-0.4818861730494379,-0.18112113824180093,-0.13924028324596152,-0.8012738469127174,0.5148001073176252,0.8132820139562417,0.7399238939415936,1,1,2,1,0.425874822514702,1.1369414261610071,1.6206048821119368,0.8989056852532762,-2.124079989616099,3.7133063726898834e-14
