state,F_8,pred_F_8,err_F_8,F_248,pred_F_248,err_F_248,F_620,pred_F_620,err_F_620,F_1240,pred_F_1240,err_F_1240
root124,0.002565338304052383,0.002565338304052512,1.2880321809127793e-16,1.0000000000000007,1.0,6.661338147750939e-16,1.0000000000000022,1.0,2.220446049250313e-15,1.0000000000000022,1.0,2.220446049250313e-15
root620,0.000924027837499504,0.0009240278374995052,1.1926223897340549e-18,0.6545084971874608,0.6545084971874481,1.27675647831893e-14,0.999999999999997,1.0,2.9976021664879227e-15,0.9999999999999954,1.0,4.551914400963142e-15
