t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(79.48537775761744),np.float64(-21.135163644116087),np.float64(-5.673649260962247),np.float64(15.181301882213567),np.float64(4.440892098500626e-16)
1,np.float64(79.4853777576172),np.float64(-21.135163644116062),np.float64(-5.673649260962207),np.float64(16.194738813671343),np.float64(8.881784197001252e-16)
2,np.float64(79.48537775761719),np.float64(-21.13516364411607),np.float64(-5.6736492609622164),np.float64(19.5612852931643),np.float64(8.881784197001252e-16)
3,np.float64(79.48537775761719),np.float64(-21.135163644115988),np.float64(-5.67364926096238),np.float64(30.932791465540404),np.float64(8.881784197001252e-16)
4,np.float64(79.48537775761733),np.float64(-21.135163644116023),np.float64(-5.673649260962389),np.float64(32.297548638970554),np.float64(1.7763568394002505e-15)
5,np.float64(79.48537775761736),np.float64(-21.13516364411599),np.float64(-5.673649260962318),np.float64(32.66459659532224),np.float64(1.7763568394002505e-15)
6,np.float64(79.4853777576172),np.float64(-21.135163644115963),np.float64(-5.673649260962328),np.float64(33.420556475040435),np.float64(1.7763568394002505e-15)
7,np.float64(79.4853777576174),np.float64(-21.13516364411595),np.float64(-5.6736492609625255),np.float64(34.879937940421584),np.float64(1.7763568394002505e-15)
8,np.float64(79.48537775761729),np.float64(-21.135163644115877),np.float64(-5.673649260962429),np.float64(35.70416529584709),np.float64(1.7763568394002505e-15)
9,np.float64(79.4853777576174),np.float64(-21.135163644115934),np.float64(-5.673649260962442),np.float64(35.99405884737528),np.float64(1.7763568394002505e-15)
10,np.float64(79.48537775761726),np.float64(-21.13516364411591),np.float64(-5.673649260962443),np.float64(36.67534020092868),np.float64(1.7763568394002505e-15)
11,np.float64(79.48537775761727),np.float64(-21.135163644115913),np.float64(-5.673649260962442),np.float64(36.786514345283344),np.float64(1.7763568394002505e-15)
12,np.float64(79.48537775761724),np.float64(-21.135163644115895),np.float64(-5.673649260962437),np.float64(36.874817434471964),np.float64(1.7763568394002505e-15)
13,np.float64(79.48537775761727),np.float64(-21.135163644115874),np.float64(-5.673649260962436),np.float64(36.92299596148313),np.float64(1.7763568394002505e-15)
14,np.float64(79.48537775761734),np.float64(-21.1351636441159),np.float64(-5.673649260962501),np.float64(36.94260998417284),np.float64(1.7763568394002505e-15)
15,np.float64(79.48537775761714),np.float64(-21.135163644115817),np.float64(-5.673649260962561),np.float64(36.97893000990431),np.float64(1.7763568394002505e-15)
16,np.float64(79.48537775761713),np.float64(-21.13516364411576),np.float64(-5.6736492609627796),np.float64(36.98274345174113),np.float64(1.7763568394002505e-15)
17,np.float64(79.48537775761729),np.float64(-21.135163644115813),np.float64(-5.673649260962804),np.float64(36.993678133184204),np.float64(1.7763568394002505e-15)
18,np.float64(79.48537775761721),np.float64(-21.135163644115885),np.float64(-5.673649260962662),np.float64(36.99687796375655),np.float64(1.7763568394002505e-15)
19,np.float64(79.48537775761719),np.float64(-21.135163644115874),np.float64(-5.673649260962654),np.float64(36.999162517777755),np.float64(2.220446049250313e-16)
20,np.float64(79.4853777576172),np.float64(-21.135163644115952),np.float64(-5.673649260962684),np.float64(37.00134332313879),np.float64(1.7763568394002505e-15)
21,np.float64(79.48537775761736),np.float64(-21.135163644115995),np.float64(-5.673649260962787),np.float64(37.00184795320614),np.float64(1.7763568394002505e-15)
22,np.float64(79.4853777576174),np.float64(-21.135163644115973),np.float64(-5.673649260962784),np.float64(37.00303516465422),np.float64(3.552713678800501e-15)
