R,R_input_text,condition_id,window,step_start,step_end,n,phi,phi_over_pi,s0,stability_gain,S_mean,S_amp,S_min,S_max,S_drift,Q_max_error,gray_error_no_phase,gray_depth_no_phase
0.686601902556148,0.68660190255614795,phi0_s0.01_g0,all,0,4096,4097,0.0,0.0,0.01,0.0,-1.886676972274954e-06,0.019999997282169002,-0.01999999456433793,0.020000000000000073,3.095818328828553e-05,4.440892098500626e-16,3.284757809155893e-05,4.483496646203043
0.686601902556148,0.68660190255614795,phi0_s0.01_g0,first16,0,15,16,0.0,0.0,0.01,0.0,0.00015924558861547854,0.019966469954264043,-0.01993293990852801,0.020000000000000073,0.004370356863027821,2.220446049250313e-16,0.004563132497379257,2.340736920654197
0.686601902556148,0.68660190255614795,phi0_s0.01_g0,first64,0,63,64,0.0,0.0,0.01,0.0,0.0001733031269211437,0.019976846593227265,-0.019953693186454458,0.020000000000000073,1.5642608475110206e-05,2.220446049250313e-16,0.00021209914216898892,3.6734610879757903
0.686601902556148,0.68660190255614795,phi0_s0.01_g0,first256,0,255,256,0.0,0.0,0.01,0.0,0.00010170184890243955,0.019999992893937085,-0.019999985787874097,0.020000000000000073,0.0001361378581585229,4.440892098500626e-16,0.00023784681312387764,3.623702663256006
0.686601902556148,0.68660190255614795,phi0_s0.01_g0,first_half,0,2047,2048,0.0,0.0,0.01,0.0,1.359619282457568e-05,0.019999992893937085,-0.019999985787874097,0.020000000000000073,2.333503315087211e-05,4.440892098500626e-16,3.693833203836297e-05,4.432522719152672
0.686601902556148,0.68660190255614795,phi0_s0.01_g0,tail,2048,4096,2049,0.0,0.0,0.01,0.0,-1.7361990463709847e-05,0.019999996247603735,-0.01999999456433793,0.01999999793086954,1.851822705706048e-05,4.440892098500626e-16,3.5883969917035564e-05,4.445099516082585
0.686601902556148,0.68660190255614795,phi0_s0.01_g0,block256_0000_0255,0,255,256,0.0,0.0,0.01,0.0,0.00010170184890243955,0.019999992893937085,-0.019999985787874097,0.020000000000000073,0.0001361378581585229,4.440892098500626e-16,0.00023784681312387764,3.623702663256006
0.686601902556148,0.68660190255614795,phi0_s0.01_g0,block256_0256_0511,256,511,256,0.0,0.0,0.01,0.0,-0.0001322729009993506,0.019998840134113814,-0.0199977371167122,0.019999943151515428,4.038605185801593e-05,4.440892098500626e-16,0.00017381881874355278,3.759903205827276
0.686601902556148,0.68660190255614795,phi0_s0.01_g0,block256_0512_0767,512,767,256,0.0,0.0,0.01,0.0,0.00012782707165565147,0.019995410534949604,-0.01999987209098752,0.019990948978911682,6.605723832978151e-05,4.440892098500626e-16,0.00019847377503582977,3.7022968698059033
0.686601902556148,0.68660190255614795,phi0_s0.01_g0,block256_0768_1023,768,1023,256,0.0,0.0,0.01,0.0,-8.954131456218191e-05,0.019989704864533497,-0.01997963712267864,0.01999977260638835,0.0001550130578005769,4.440892098500626e-16,0.00025484950782926185,3.5937162007931156
