t,H,Q2_re,Q2_im,generator_norm
0,np.float64(41.21792747981941),np.float64(-13.860302530629935),np.float64(-7.0092266290299),np.float64(6.170137026997703)
1,np.float64(41.21792747981947),np.float64(-13.860302530629957),np.float64(-7.0092266290299),np.float64(6.422635710358076)
2,np.float64(41.21792747981954),np.float64(-13.860302530629976),np.float64(-7.009226629029904),np.float64(6.485153816719344)
3,np.float64(41.21792747981946),np.float64(-13.860302530629962),np.float64(-7.009226629029888),np.float64(6.509987975461157)
4,np.float64(41.21792747981951),np.float64(-13.860302530630012),np.float64(-7.009226629029887),np.float64(6.658639280923371)
5,np.float64(41.21792747981952),np.float64(-13.860302530629992),np.float64(-7.009226629029886),np.float64(6.583416549347911)
6,np.float64(41.217927479819515),np.float64(-13.860302530629998),np.float64(-7.0092266290298975),np.float64(6.452492127190597)
7,np.float64(41.217927479819465),np.float64(-13.86030253062997),np.float64(-7.009226629029866),np.float64(6.675699579179592)
8,np.float64(41.2179274798196),np.float64(-13.860302530630001),np.float64(-7.009226629029866),np.float64(6.6918401326530415)
9,np.float64(41.217927479819586),np.float64(-13.86030253063003),np.float64(-7.009226629029818),np.float64(6.670293751647435)
10,np.float64(41.217927479819544),np.float64(-13.86030253063003),np.float64(-7.009226629029817),np.float64(6.813183392053553)
11,np.float64(41.21792747981961),np.float64(-13.860302530630065),np.float64(-7.009226629029817),np.float64(6.627073155828335)
12,np.float64(41.217927479819686),np.float64(-13.86030253063006),np.float64(-7.009226629029836),np.float64(6.747845824039886)
13,np.float64(41.2179274798197),np.float64(-13.860302530630072),np.float64(-7.009226629029839),np.float64(6.692471340458508)
14,np.float64(41.21792747981965),np.float64(-13.86030253063004),np.float64(-7.009226629029829),np.float64(6.624379985768472)
15,np.float64(41.217927479819735),np.float64(-13.860302530630053),np.float64(-7.009226629029844),np.float64(6.824263707725982)
16,np.float64(41.21792747981965),np.float64(-13.860302530630024),np.float64(-7.0092266290298415),np.float64(6.708632969305186)
17,np.float64(41.21792747981945),np.float64(-13.860302530629976),np.float64(-7.0092266290298175),np.float64(6.782433301915884)
18,np.float64(41.217927479819416),np.float64(-13.860302530629959),np.float64(-7.009226629029804),np.float64(6.672384083721312)
19,np.float64(41.217927479819366),np.float64(-13.860302530629944),np.float64(-7.009226629029749),np.float64(6.7492406416166135)
20,np.float64(41.21792747981927),np.float64(-13.860302530629927),np.float64(-7.0092266290297305),np.float64(6.72494466995327)
21,np.float64(41.21792747981925),np.float64(-13.860302530629895),np.float64(-7.009226629029738),np.float64(6.710974085205242)
22,np.float64(41.217927479819295),np.float64(-13.86030253062992),np.float64(-7.009226629029756),np.float64(6.848395870854546)
23,np.float64(41.21792747981931),np.float64(-13.86030253062993),np.float64(-7.009226629029744),np.float64(6.675563878704074)
24,np.float64(41.2179274798193),np.float64(-13.860302530629957),np.float64(-7.0092266290296905),np.float64(6.754528069422644)
25,np.float64(41.21792747981921),np.float64(-13.860302530629921),np.float64(-7.009226629029677),np.float64(6.725756289426777)
26,np.float64(41.217927479819174),np.float64(-13.860302530629912),np.float64(-7.009226629029668),np.float64(6.786853170034029)
27,np.float64(41.217927479819025),np.float64(-13.86030253062987),np.float64(-7.0092266290296745),np.float64(6.838019410174503)
28,np.float64(41.21792747981889),np.float64(-13.860302530629832),np.float64(-7.009226629029662),np.float64(6.711078599936903)
