R,R_input_text,phi,phi_over_pi,s0,stability_gain,condition_id,phase,S_mean,S_amp,S_max_abs,S_final,S_drift,Q_max_error,Q_tail_max_error,gray_error,gray_depth
0.697177879131003,0.69717787913100304,0.0,0.0,0.01,0.0,phi0_s0.01_g0,gray_metastable,1.0884133353585976e-06,0.019999999491681714,0.019999999506412233,-0.0010043606060393673,1.8179034957481241e-06,4.440892098500626e-16,4.440892098500626e-16,2.90682514939349e-06,5.536581091015049
0.697177879131003,0.69717787913100304,3.141592653589793,1.0,0.01,0.0,phi1_s0.01_g0,gray_metastable,1.0884133353542425e-06,0.01999999949168646,0.019999999506417065,-0.0010043606060569088,1.8179034957463538e-06,6.661338147750939e-16,6.661338147750939e-16,2.906825144641161e-06,5.536581091725071
