step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7,takagi_r8
0,0.37594646179485974,0.347373083647631,0.30544935745613594,0.26569633324183217,0.22385679290810864,0.1649246244494242,0.14304097099817678,3.195585172786344e-09
1,0.3759464617948601,0.3473730836476314,0.3054493574561363,0.2656963332418324,0.2238567929081089,0.16492462444942435,0.14304097099817678,3.255063414040728e-09
2,0.37594646179486013,0.34737308364763125,0.30544935745613605,0.26569633324183234,0.2238567929081088,0.16492462444942435,0.14304097099817664,1.7421588596585268e-09
3,0.3759464617948606,0.34737308364763175,0.3054493574561365,0.2656963332418328,0.2238567929081092,0.16492462444942457,0.1430409709981768,3.577675741133294e-09
4,0.37594646179486046,0.3473730836476316,0.30544935745613633,0.2656963332418325,0.22385679290810917,0.16492462444942457,0.14304097099817675,2.6211408857506164e-09
5,0.375946461794861,0.3473730836476321,0.30544935745613666,0.2656963332418327,0.22385679290810936,0.16492462444942493,0.1430409709981768,2.1598854301318615e-09
6,0.375946461794861,0.34737308364763175,0.30544935745613633,0.2656963332418326,0.2238567929081093,0.16492462444942485,0.14304097099817678,2.445286793259787e-09
7,0.3759464617948612,0.3473730836476319,0.30544935745613644,0.2656963332418327,0.22385679290810953,0.16492462444942485,0.14304097099817714,3.028847482234708e-09
8,0.3759464617948605,0.34737308364763125,0.3054493574561357,0.26569633324183195,0.2238567929081092,0.16492462444942455,0.1430409709981769,2.409036426336463e-09
9,0.3759464617948598,0.34737308364763086,0.3054493574561353,0.26569633324183156,0.22385679290810878,0.16492462444942435,0.14304097099817661,3.922199582054441e-09
10,0.37594646179486046,0.3473730836476315,0.3054493574561357,0.2656963332418322,0.22385679290810936,0.16492462444942446,0.14304097099817714,4.2154938284844345e-09
11,0.37594646179485997,0.3473730836476309,0.3054493574561352,0.26569633324183206,0.22385679290810903,0.16492462444942418,0.14304097099817714,2.642358805000113e-09
12,0.37594646179486035,0.34737308364763136,0.3054493574561355,0.26569633324183217,0.22385679290810928,0.16492462444942432,0.1430409709981774,2.960934730224648e-09
13,0.37594646179486085,0.34737308364763164,0.3054493574561358,0.2656963332418324,0.22385679290810928,0.16492462444942477,0.14304097099817722,2.3892938631870508e-09
14,0.37594646179486135,0.34737308364763186,0.305449357456136,0.26569633324183267,0.22385679290810917,0.16492462444942516,0.1430409709981772,1.089887487445842e-09
15,0.37594646179486196,0.34737308364763236,0.3054493574561363,0.26569633324183295,0.22385679290810948,0.16492462444942557,0.14304097099817759,3.1367213373550855e-09
16,0.3759464617948619,0.34737308364763236,0.3054493574561361,0.26569633324183295,0.2238567929081093,0.1649246244494258,0.1430409709981773,2.5600198055129677e-09
17,0.3759464617948618,0.3473730836476319,0.30544935745613566,0.2656963332418326,0.22385679290810928,0.16492462444942554,0.1430409709981775,3.224728127945316e-09
18,0.37594646179486213,0.34737308364763214,0.3054493574561356,0.2656963332418327,0.2238567929081096,0.16492462444942563,0.14304097099817772,2.765083433070057e-09
