step,treat_Hperp,treat_Hperp_frac,treat_PR_M,treat_amp_std
0,5.7104252823535035e-33,2.1570224126314034e-33,0.6994177892738399,0.07431413249660504
5,3.7382214634560633e-16,1.4120537580576131e-16,0.6994177892738389,0.07431413249660528
10,1.4952885807295427e-15,5.64821501465492e-16,0.6994177892738367,0.07431413249660548
25,9.345553300837554e-15,3.5301342599897697e-15,0.6994177892738278,0.07431413249660627
50,3.738221366194798e-14,1.4120537213187014e-14,0.6994177892738058,0.0743141324966082
75,8.410998071775283e-14,3.177120872150013e-14,0.69941778927377,0.07431413249661106
100,1.4952885562819536e-13,5.6482149223079187e-14,0.6994177892737223,0.07431413249661459
125,2.3363883624344524e-13,8.825335790585984e-14,0.6994177892736597,0.07431413249661935
150,3.364399238418531e-13,1.2708483525271816e-13,0.6994177892735818,0.07431413249662534
200,5.981154176324027e-13,2.2592859504882527e-13,0.6994177892733866,0.07431413249663991
250,9.345553426196758e-13,3.530134307342009e-13,0.699417789273136,0.07431413249665848
300,1.3457596963562726e-12,5.083393413843794e-13,0.6994177892728327,0.07431413249668077
350,1.8317284780959975e-12,6.919063267174903e-13,0.6994177892724702,0.07431413249670785
400,2.3924616873673472e-12,9.0371438655543e-13,0.6994177892720548,0.0743141324967387
450,3.027959322951665e-12,1.1437635204378776e-12,0.699417789271585,0.07431413249677342
500,3.738221387906241e-12,1.4120537295196694e-12,0.6994177892710614,0.07431413249681185
