mode_id,bin_index,signed_k,address_m,address_n,address,state_order,quadratic_order,cover_ratio,power,power_fraction,coherence_mean,coherence_min,rank1_fraction,phase_step_per_window_deg,single_mode_closure_residual,real_imag_rank,cartan_ready,BF_address_prediction,BF_measured,BF_type,BF_status,half_cycle_overlap_real,half_cycle_overlap_imag,half_cycle_fidelity,BF_behavior_residual_to_address_prediction,pair_branch,conjugate_address,model_charge_magnitude,conjugate_pair_det_gamma,coherence_random_reference,coherence_significant_vs_random_reference,state_recurrence_fidelity,quadratic_recurrence_fidelity,spin_structure,physical_spin,lifetime_steps,lifetime_status,status
k+6,6,6,1,24,1/24,24,12,2,0.05805554437967575,0.00040316350263663755,0.6154390548374329,0.1658793321906269,0.25614403556843607,-35.41421116631605,0.04786711204374956,2,False,B,F,B,address_prediction_not_confirmed_by_half_cycle,-0.6882653209603952,0.4030753491193507,0.7976082303389317,1.735715855497435,+m/n,-1/24,0.01703708685546585,0.01699292706017319,0.13005309478285085,True,0.9756514482405523,0.9824784703377525,unresolved_non_null_single_mode,unresolved_parent_cartan_map,144,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k-5,139,-5,-5,144,-5/144,144,72,2,0.04507516231279308,0.0003130219605055078,0.6224802816581649,0.29543076526332424,0.2813115415238588,-42.17670201746983,0.04562842958370069,2,False,F,F,F,address_prediction_not_confirmed_by_half_cycle,-0.6452014065052655,0.4992783905254969,0.8158209155213559,0.6125038393280261,-m/n,5/144,0.011851996440033315,0.02483468792188659,0.13005309478285085,True,0.39583985253130977,0.6865845359947126,unresolved_non_null_single_mode,unresolved_parent_cartan_map,432,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k+7,7,7,7,144,7/144,144,72,2,0.040626492087362576,0.0002821284172733515,0.6163220378619687,0.1776455236922354,0.2581418020551016,-36.09882415060376,0.0483435225613325,2,False,F,F,F,address_prediction_not_confirmed_by_half_cycle,-0.6877444125585654,0.4012208237183401,0.7962226613145029,0.5084109570747062,+m/n,-7/144,0.023141524625886537,0.015063490522655543,0.13005309478285085,True,0.3330896575322901,0.5481310765486106,unresolved_non_null_single_mode,unresolved_parent_cartan_map,144,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k-6,138,-6,-1,24,-1/24,24,12,2,0.03284531101285063,0.00022809243758924072,0.6222026996849146,0.28703091338651265,0.2795049333488815,-41.74226819302582,0.04589893008756304,2,False,B,F,B,address_prediction_not_confirmed_by_half_cycle,-0.6482764234611114,0.4926405016086246,0.8142217050906513,1.7203225953183752,-m/n,1/24,0.01703708685546585,0.01699292706017319,0.13005309478285085,True,0.9778058866354912,0.9873059288650956,unresolved_non_null_single_mode,unresolved_parent_cartan_map,168,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k+8,8,8,1,18,1/18,18,9,2,0.030050778708255038,0.0002086859632517713,0.6169340108376765,0.1862201059355689,0.2595068179282671,-36.57321452098018,0.04804098824016912,2,False,B,F,B,address_prediction_not_confirmed_by_half_cycle,-0.6840139634560304,0.4098802503370246,0.7974189123786629,1.7331776737343547,+m/n,-1/18,0.030153689607045803,0.010584527965692092,0.13005309478285085,True,0.9862614620171666,0.9904288905119119,unresolved_non_null_single_mode,unresolved_parent_cartan_map,144,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k-7,137,-7,-7,144,-7/144,144,72,2,0.02501976127994858,0.0001737483422218653,0.6219759140042809,0.2807225062659231,0.2781227950978252,-41.41791655932404,0.04609348209164616,2,False,F,F,F,address_prediction_not_confirmed_by_half_cycle,-0.6505775663441346,0.4875799625493623,0.8130100797098978,0.599858530840085,-m/n,7/144,0.023141524625886537,0.015063490522655543,0.13005309478285085,True,0.38599605126545966,0.6720081499446422,unresolved_non_null_single_mode,unresolved_parent_cartan_map,432,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k+9,9,9,1,16,1/16,16,8,2,0.02315057294834523,0.00016076786769684203,0.6173518703556133,0.19266184908823947,0.26050820462799806,-36.92291397928508,0.047839421401138345,2,False,F,F,F,address_prediction_not_confirmed_by_half_cycle,-0.6816601561572554,0.41586104579117733,0.7984992034428497,0.5237181165325052,+m/n,-1/16,0.03806023374435662,0.008235669643443244,0.13005309478285085,True,0.9891962115226556,0.9925655943929118,unresolved_non_null_single_mode,unresolved_parent_cartan_map,144,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k-8,136,-8,-1,18,-1/18,18,9,2,0.019711584674623604,0.00013688600468488629,0.6217875940185214,0.2757933333705634,0.27707482435950315,-41.16644183344423,0.046298813517619795,2,False,B,F,B,address_prediction_not_confirmed_by_half_cycle,-0.6521058325701413,0.4840183780826621,0.8121057857162255,1.7215479872295314,-m/n,1/18,0.030153689607045803,0.010584527965692092,0.13005309478285085,True,0.9873196118163983,0.9925878232451258,unresolved_non_null_single_mode,unresolved_parent_cartan_map,162,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k+10,10,10,5,72,5/72,72,36,2,0.018398505050382992,0.00012776739618321534,0.6176978484458017,0.19769720093865284,0.2614276629086699,-37.19158313990297,0.0477669338667831,2,False,B,F,B,address_prediction_not_confirmed_by_half_cycle,-0.6796269396451423,0.42011316071187726,0.7989917677265177,1.7313698981399182,+m/n,-5/72,0.04684610648167502,0.006663497654206929,0.13005309478285085,True,0.7989917677265177,0.8618072109856773,unresolved_non_null_single_mode,unresolved_parent_cartan_map,144,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k-9,135,-9,-1,16,-1/16,16,8,2,0.015944747180321576,0.0001107274109744555,0.6216314295112398,0.2718247997579112,0.27624131138917624,-40.96514074047052,0.046441809718846074,2,False,F,F,F,address_prediction_not_confirmed_by_half_cycle,-0.6535711075339354,0.4806514900680588,0.8112835802034825,0.592485301454736,-m/n,1/16,0.03806023374435662,0.008235669643443244,0.13005309478285085,True,0.9899253611284345,0.9940634479774708,unresolved_non_null_single_mode,unresolved_parent_cartan_map,160,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k+11,11,11,11,144,11/144,144,72,2,0.014988075385245306,0.0001040838568419814,0.6179586078709873,0.20173197039373153,0.26216375715727613,-37.40514939595254,0.048057179394731676,2,False,F,F,F,address_prediction_not_confirmed_by_half_cycle,-0.6784523484878079,0.4221300352001707,0.7990565410449496,0.530647395933593,+m/n,-11/144,0.056494583410889136,0.005745950655979604,0.13005309478285085,True,0.3405364616497796,0.5817391754443616,unresolved_non_null_single_mode,unresolved_parent_cartan_map,144,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k-10,134,-10,-5,72,-5/72,72,36,2,0.013174551534372808,9.148994121092237e-05,0.6214976114819162,0.2685635891347147,0.27553682935189205,-40.80010275878603,0.04648305218980006,2,False,B,F,B,address_prediction_not_confirmed_by_half_cycle,-0.6546160043878023,0.4784739687019156,0.810838733612309,1.7224086218727594,-m/n,5/72,0.04684610648167502,0.006663497654206929,0.13005309478285085,True,0.810838733612309,0.887572184836656,unresolved_non_null_single_mode,unresolved_parent_cartan_map,216,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k+12,12,12,1,12,1/12,12,6,2,0.012456356795676285,8.650247774775206e-05,0.6181674328514434,0.20504345021212816,0.262755298841658,-37.57907594369123,0.04759584042111431,2,False,B,F,B,address_prediction_not_confirmed_by_half_cycle,-0.6778619134973107,0.4244724959169825,0.7997960199702349,1.7307216704469988,+m/n,-1/12,0.06698729810778066,0.0047120887728206995,0.13005309478285085,True,0.9939577874438641,0.9959346321883703,unresolved_non_null_single_mode,unresolved_parent_cartan_map,144,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k-11,133,-11,-11,144,-11/144,144,72,2,0.011078915195472263,7.693691107966857e-05,0.6213815792105777,0.26583405696370155,0.2749556434431784,-40.66239451305933,0.0464939215023203,2,False,F,F,F,address_prediction_not_confirmed_by_half_cycle,-0.6555929287192755,0.47636225979297436,0.8103845326397748,0.587824151684188,-m/n,11/144,0.056494583410889136,0.005745950655979604,0.13005309478285085,True,0.3770887812188334,0.6571452168006031,unresolved_non_null_single_mode,unresolved_parent_cartan_map,432,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k+13,13,13,13,144,13/144,144,72,2,0.010525312263387486,7.309244627352428e-05,0.6183432278718757,0.2078154032523963,0.2632681465525039,-37.723690282408775,0.04749408899993327,2,False,F,F,F,address_prediction_not_confirmed_by_half_cycle,-0.676642219972598,0.42775348320116574,0.800510921999304,0.5362213127944279,+m/n,-13/144,0.07830427709355717,0.003790658472269892,0.13005309478285085,True,0.34474630161426406,0.590186613757829,unresolved_non_null_single_mode,unresolved_parent_cartan_map,144,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k-12,132,-12,-1,12,-1/12,12,6,2,0.009454826292988924,6.565851592353426e-05,0.6212823225080841,0.26351273232120936,0.27447053552090833,-40.5454555866046,0.04653503563753643,2,False,B,F,B,address_prediction_not_confirmed_by_half_cycle,-0.6564815820749315,0.4744008278595956,0.8099532165980172,1.7230749772506528,-m/n,1/12,0.06698729810778066,0.0047120887728206995,0.13005309478285085,True,0.9942815504184339,0.9965774936546158,unresolved_non_null_single_mode,unresolved_parent_cartan_map,156,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k+14,14,14,7,72,7/72,72,36,2,0.009019425900424247,6.263490208627955e-05,0.6184894502762409,0.21016895355333437,0.2637168759153436,-37.845949069953264,0.04740478971594737,2,False,B,F,B,address_prediction_not_confirmed_by_half_cycle,-0.6755253103437444,0.4305202168183574,0.8010506238711369,1.7299516532816246,+m/n,-7/72,0.0904239778555041,0.0031450551183895836,0.13005309478285085,True,0.8010506238711369,0.8666332554802854,unresolved_non_null_single_mode,unresolved_parent_cartan_map,144,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k-13,131,-13,-13,144,-13/144,144,72,2,0.008170510460492945,5.673965597564551e-05,0.6211955861361976,0.26151328807716506,0.27404923947640225,-40.44475212629435,0.04659291428400777,2,False,F,F,F,address_prediction_not_confirmed_by_half_cycle,-0.6572311926759411,0.4726561265793636,0.809541014785074,0.5838615154875043,-m/n,13/144,0.07830427709355717,0.003790658472269892,0.13005309478285085,True,0.37417517065945644,0.6523606708930343,unresolved_non_null_single_mode,unresolved_parent_cartan_map,432,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k+15,15,15,5,48,5/48,48,24,2,0.007822180135850352,5.4320695387849715e-05,0.6186122050766463,0.21219475921680941,0.2641024744734942,-37.95080897122398,0.047395150119300664,2,False,F,F,F,address_prediction_not_confirmed_by_half_cycle,-0.6747925222610152,0.4321801442842282,0.8013267905248888,0.5408692824434463,+m/n,-5/48,0.10332332985438242,0.00273325077815445,0.13005309478285085,True,0.9074976308354065,0.9384214256888828,unresolved_non_null_single_mode,unresolved_parent_cartan_map,144,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k-14,130,-14,-7,72,-7/72,72,36,2,0.007137700995913301,4.956736802717575e-05,0.621118384392786,0.25977129625348794,0.27368388456235665,-40.35715574523189,0.046630812230193934,2,False,B,F,B,address_prediction_not_confirmed_by_half_cycle,-0.6578614834903773,0.4712418112986799,0.809228383199836,1.7235351876758929,-m/n,7/72,0.0904239778555041,0.0031450551183895836,0.13005309478285085,True,0.809228383199836,0.8845372626168823,unresolved_non_null_single_mode,unresolved_parent_cartan_map,216,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k+16,16,16,1,9,1/9,9,9,1,0.006854578306125976,4.760123823698599e-05,0.6187183742034683,0.21395811801881304,0.26443158808497086,-38.041802612141424,0.04735839308268787,2,False,B,F,B,address_prediction_not_confirmed_by_half_cycle,-0.6740722292044198,0.43389967305662613,0.8016497342750528,1.729389127661008,+m/n,-1/9,0.11697777844051097,0.002368854617564975,0.13005309478285085,True,0.996631462262549,0.9911446559220003,unresolved_non_null_single_mode,unresolved_parent_cartan_map,144,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k-15,129,-15,-5,48,-5/48,48,24,2,0.006294773953286768,4.371370800893593e-05,0.6210493335203506,0.2582387213231096,0.27336343262345336,-40.28013779338319,0.046668415873628626,2,False,F,F,F,address_prediction_not_confirmed_by_half_cycle,-0.6584125558240244,0.46998965221901845,0.8089483091395135,0.581009685987789,-m/n,5/48,0.10332332985438242,0.00273325077815445,0.13005309478285085,True,0.9111525236943568,0.946058534310328,unresolved_non_null_single_mode,unresolved_parent_cartan_map,192,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k+17,17,17,17,144,17/144,144,72,2,0.00606153267151219,4.2093976885501363e-05,0.6188115465499558,0.21550814497813078,0.2647337764798936,-38.1215772032161,0.04741087239966131,2,False,F,F,F,address_prediction_not_confirmed_by_half_cycle,-0.6736329658467689,0.43468065554731417,0.8017035892289349,0.5435648197676327,+m/n,-17/144,0.13136133159493799,0.002146262292997525,0.13005309478285085,True,0.3484826485711304,0.5999057556640195,unresolved_non_null_single_mode,unresolved_parent_cartan_map,144,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k-16,128,-16,-1,9,-1/9,9,9,1,0.005597906762168167,3.887435251505675e-05,0.6209876270863376,0.2568788128848505,0.2730813854609592,-40.21182860249684,0.0466980897111651,2,False,B,F,B,address_prediction_not_confirmed_by_half_cycle,-0.6588661721090657,0.4689696812044138,0.8087256609250275,1.7238821128072401,-m/n,1/9,0.11697777844051097,0.002368854617564975,0.13005309478285085,True,0.9967587417644566,0.9921619656312324,unresolved_non_null_single_mode,unresolved_parent_cartan_map,153,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k+18,18,18,1,8,1/8,8,4,2,0.0054034782943368645,3.752415482178382e-05,0.6188931558428158,0.216882693161759,0.26499989881504915,-38.19220015737675,0.0474007335648525,2,False,B,F,B,address_prediction_not_confirmed_by_half_cycle,-0.6732126649196023,0.4356146418031073,0.8018574738451979,1.7289883568724826,+m/n,-1/8,0.14644660940672624,0.001917107698208631,0.13005309478285085,True,0.9973410788674836,0.9982557334002363,unresolved_non_null_single_mode,unresolved_parent_cartan_map,144,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k-17,127,-17,-17,144,-17/144,144,72,2,0.0050151852732692615,3.482767550881435e-05,0.6209321642982294,0.2556628011240427,0.2728286018555966,-40.150752926587614,0.04672233648170712,2,False,F,F,F,address_prediction_not_confirmed_by_half_cycle,-0.659292507203217,0.46800771714533024,0.8085158213429638,0.57888929766878,-m/n,17/144,0.13136133159493799,0.002146262292997525,0.13005309478285085,True,0.3707050118562795,0.6460389493368811,unresolved_non_null_single_mode,unresolved_parent_cartan_map,432,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k+19,19,19,19,144,19/144,144,72,2,0.004851442431737502,3.3690572442621575e-05,0.6189653205897914,0.21811101461613647,0.26523540006552515,-38.255187434083616,0.047373020463757846,2,False,F,F,F,address_prediction_not_confirmed_by_half_cycle,-0.6728091754329395,0.43664237593839617,0.8020777711742668,0.5456284451400978,+m/n,-19/144,0.16220489619216982,0.0016935982454874265,0.13005309478285085,True,0.34961492806285516,0.6027389524229166,unresolved_non_null_single_mode,unresolved_parent_cartan_map,144,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k-18,126,-18,-1,8,-1/8,8,4,2,0.0045230493174065215,3.1410064704211985e-05,0.6208817656476053,0.25456803060098776,0.2726004683937354,-40.09578506395293,0.0467426011513963,2,False,B,F,B,address_prediction_not_confirmed_by_half_cycle,-0.6596805166107164,0.46713655197486925,0.8083284865614667,1.7241681981199468,-m/n,1/8,0.14644660940672624,0.001917107698208631,0.13005309478285085,True,0.9974328242426554,0.9984364960572866,unresolved_non_null_single_mode,unresolved_parent_cartan_map,152,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k+20,20,20,5,36,5/36,36,18,2,0.00438387100448573,3.044354864226204e-05,0.6190301881546987,0.21921625849492565,0.2654501707835636,-38.31175483061557,0.047378394470466566,2,False,B,F,B,address_prediction_not_confirmed_by_half_cycle,-0.6724087784119537,0.4376134788665761,0.8022712273110404,1.72871532618736,+m/n,-5/36,0.17860619515673035,0.0015069919211049276,0.13005309478285085,True,0.9473408827304665,0.9654849103550046,unresolved_non_null_single_mode,unresolved_parent_cartan_map,144,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k-19,125,-19,-19,144,-19/144,144,72,2,0.0041036849043712175,2.849781183591126e-05,0.6208358304520798,0.253576334396346,0.2723940688139938,-40.045996342334334,0.046758687248564995,2,False,F,F,F,address_prediction_not_confirmed_by_half_cycle,-0.660021936505374,0.466384610513542,0.8081729775191523,0.5771478914294188,-m/n,19/144,0.16220489619216982,0.0016935982454874265,0.13005309478285085,True,0.36954827698757925,0.6438285943903808,unresolved_non_null_single_mode,unresolved_parent_cartan_map,432,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k+21,21,21,7,48,7/48,48,24,2,0.003984434919999432,2.7669686944440525e-05,0.619088583976915,0.22021693531178863,0.2656488237652431,-38.3629178162023,0.04737640199610638,2,False,F,F,F,address_prediction_not_confirmed_by_half_cycle,-0.6720875951214357,0.4383565618230605,0.8024077584429562,0.5474331197201884,+m/n,-7/48,0.19561928549563964,0.0013596011537305719,0.13005309478285085,True,0.9080261834145883,0.9396892903993663,unresolved_non_null_single_mode,unresolved_parent_cartan_map,144,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k-20,124,-20,-5,36,-5/36,36,18,2,0.0037434588820242027,2.5996242236279212e-05,0.6207936171986395,0.25267298467829796,0.2722057110049503,-40.00064809205547,0.046772554295157656,2,False,B,F,B,address_prediction_not_confirmed_by_half_cycle,-0.6603346683141667,0.46569531479072845,0.8080309402464835,1.7244081120848247,-m/n,5/36,0.17860619515673035,0.0015069919211049276,0.13005309478285085,True,0.9489368469762516,0.96870281619597,unresolved_non_null_single_mode,unresolved_parent_cartan_map,180,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k+22,22,22,11,72,11/72,72,36,2,0.0036405323012870653,2.5281474314493536e-05,0.619141179521022,0.22112802925090702,0.2658288821716958,-38.409452995732885,0.047367200652415106,2,False,B,F,B,address_prediction_not_confirmed_by_half_cycle,-0.6717728696329965,0.4390974093433368,0.8025492653208156,1.7284765148919363,+m/n,-11/72,0.2132117818244769,0.0012270837317022165,0.13005309478285085,True,0.8025492653208156,0.8704699119168621,unresolved_non_null_single_mode,unresolved_parent_cartan_map,144,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k-21,123,-21,-7,48,-7/48,48,24,2,0.0034318083165069454,2.3832002197964922e-05,0.6207545726830722,0.2518459334031955,0.2720335857578402,-39.95914158681757,0.04678782322829955,2,False,F,F,F,address_prediction_not_confirmed_by_half_cycle,-0.660628193712586,0.4650332868693226,0.8078895767519467,0.575698862947694,-m/n,7/48,0.19561928549563964,0.0013596011537305719,0.13005309478285085,True,0.9106479650426478,0.945058064701236,unresolved_non_null_single_mode,unresolved_parent_cartan_map,192,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k+23,23,23,23,144,23/144,144,72,2,0.0033423621847453594,2.321084850517613e-05,0.6191891235972209,0.22196180942465088,0.2659938914889715,-38.4519899345118,0.04735278871986021,2,False,F,F,F,address_prediction_not_confirmed_by_half_cycle,-0.6714894524286635,0.439754206407599,0.8026716930203304,0.5489106866502022,+m/n,-23/144,0.23135019582658808,0.0011114715309331613,0.13005309478285085,True,0.3514607129850821,0.6071860108105739,unresolved_non_null_single_mode,unresolved_parent_cartan_map,144,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k-22,122,-22,-11,72,-11/72,72,36,2,0.003160416682327652,2.1947338071719828e-05,0.620718447808914,0.2510852115922961,0.27187586120851714,-39.9209669782418,0.046800156509293624,2,False,B,F,B,address_prediction_not_confirmed_by_half_cycle,-0.6608978338550293,0.4644261914341506,0.8077608767972736,1.7246081589144704,-m/n,11/72,0.2132117818244769,0.0012270837317022165,0.13005309478285085,True,0.8077608767972736,0.8815561247357517,unresolved_non_null_single_mode,unresolved_parent_cartan_map,216,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k+24,24,24,1,6,1/6,6,3,2,0.0030822062990973212,2.1404210410398086e-05,0.6192329671858207,0.2227284112011746,0.26614524884646773,-38.491068703488544,0.04731375947502913,2,False,B,F,B,address_prediction_not_confirmed_by_half_cycle,-0.6712011711646638,0.4404840030927894,0.802830722601885,1.728276456902307,+m/n,-1/6,0.24999999999999994,0.000996721529375466,0.13005309478285085,True,0.998511708891144,0.9990347345872247,unresolved_non_null_single_mode,unresolved_parent_cartan_map,144,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k-23,121,-23,-23,144,-23/144,144,72,2,0.002922670360361443,2.0296321946954485e-05,0.6206849149277044,0.25038250687427027,0.27173028617886436,-39.885703340621816,0.04681361820390585,2,False,F,F,F,address_prediction_not_confirmed_by_half_cycle,-0.6611560108451136,0.46383493392255204,0.8076324142848417,0.5744197897995289,-m/n,23/144,0.23135019582658808,0.0011114715309331613,0.13005309478285085,True,0.36772886171093117,0.6403604870038442,unresolved_non_null_single_mode,unresolved_parent_cartan_map,144,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k+25,25,25,25,144,25/144,144,72,2,0.0028538980031470487,1.9818736132965635e-05,0.6192732562617436,0.2234362834611073,0.26628305105133254,-38.527122963740744,0.04728290114959493,2,False,F,F,F,address_prediction_not_confirmed_by_half_cycle,-0.6709128905071235,0.4412164815398988,0.8029919614984147,0.5504273877786463,+m/n,-25/144,0.26912569338248304,0.0008925742240936119,0.13005309478285085,True,0.3524919205806052,0.6091832606440869,unresolved_non_null_single_mode,unresolved_parent_cartan_map,144,measured_first_e_fold_crossing,persistent_needs_bundle_closure
k-24,120,-24,-1,6,-1/6,6,3,2,0.0027132682161911024,1.8842140390216007e-05,0.6206536654351344,0.24973083002959615,0.27159530431570833,-39.853000540013134,0.04682815006160225,2,False,B,F,B,address_prediction_not_confirmed_by_half_cycle,-0.6613995521066205,0.463274131539938,0.8075099308868727,1.724781549267664,-m/n,1/6,0.24999999999999994,0.000996721529375466,0.13005309478285085,True,0.9985489587953358,0.9991079894793846,unresolved_non_null_single_mode,unresolved_parent_cartan_map,144,measured_first_e_fold_crossing,persistent_needs_bundle_closure
