t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(108.81778016906239),np.float64(-22.69453444330077),np.float64(6.561455524124716),np.float64(17.71953643325416),np.float64(4.440892098500626e-16)
1,np.float64(108.81778016906259),np.float64(-22.69453444330086),np.float64(6.5614555241247645),np.float64(18.718677106854113),np.float64(4.440892098500626e-16)
2,np.float64(108.817780169063),np.float64(-22.69453444330093),np.float64(6.561455524124741),np.float64(23.72023030513496),np.float64(8.881784197001252e-16)
3,np.float64(108.81778016906313),np.float64(-22.694534443300938),np.float64(6.561455524124655),np.float64(40.96777927517734),np.float64(1.7763568394002505e-15)
4,np.float64(108.81778016906296),np.float64(-22.694534443301023),np.float64(6.561455524124724),np.float64(41.34274872494343),np.float64(3.552713678800501e-15)
5,np.float64(108.81778016906338),np.float64(-22.694534443301286),np.float64(6.561455524124781),np.float64(41.72464952035757),np.float64(3.552713678800501e-15)
6,np.float64(108.81778016906352),np.float64(-22.694534443301336),np.float64(6.561455524124801),np.float64(42.06818338272043),np.float64(3.552713678800501e-15)
7,np.float64(108.81778016906338),np.float64(-22.694534443301382),np.float64(6.56145552412473),np.float64(42.37441361478515),np.float64(3.552713678800501e-15)
8,np.float64(108.8177801690632),np.float64(-22.69453444330131),np.float64(6.561455524124764),np.float64(42.67640706650977),np.float64(3.552713678800501e-15)
9,np.float64(108.81778016906335),np.float64(-22.69453444330147),np.float64(6.561455524124904),np.float64(42.99086403137128),np.float64(1.7763568394002505e-15)
10,np.float64(108.81778016906354),np.float64(-22.694534443301457),np.float64(6.561455524124941),np.float64(43.321044353278396),np.float64(8.881784197001252e-16)
11,np.float64(108.81778016906348),np.float64(-22.694534443301325),np.float64(6.561455524124906),np.float64(43.6809268604854),np.float64(3.552713678800501e-15)
12,np.float64(108.81778016906375),np.float64(-22.69453444330149),np.float64(6.5614555241249395),np.float64(44.113392921170146),np.float64(1.7763568394002505e-15)
13,np.float64(108.81778016906368),np.float64(-22.694534443301446),np.float64(6.56145552412487),np.float64(44.59779457553124),np.float64(3.552713678800501e-15)
14,np.float64(108.81778016906381),np.float64(-22.694534443301485),np.float64(6.561455524124757),np.float64(45.02791363865908),np.float64(1.7763568394002505e-15)
15,np.float64(108.8177801690639),np.float64(-22.694534443301514),np.float64(6.561455524124687),np.float64(45.485676692536074),np.float64(1.7763568394002505e-15)
16,np.float64(108.81778016906367),np.float64(-22.69453444330157),np.float64(6.561455524124753),np.float64(46.05803685463731),np.float64(1.7763568394002505e-15)
17,np.float64(108.81778016906344),np.float64(-22.69453444330157),np.float64(6.561455524124703),np.float64(46.63033882475971),np.float64(3.552713678800501e-15)
18,np.float64(108.81778016906335),np.float64(-22.694534443301585),np.float64(6.561455524124764),np.float64(47.24903493284697),np.float64(1.7763568394002505e-15)
19,np.float64(108.81778016906347),np.float64(-22.694534443301492),np.float64(6.561455524124684),np.float64(47.77506708014393),np.float64(3.552713678800501e-15)
20,np.float64(108.81778016906321),np.float64(-22.694534443301414),np.float64(6.561455524124643),np.float64(48.21392955507699),np.float64(1.7763568394002505e-15)
21,np.float64(108.8177801690633),np.float64(-22.694534443301457),np.float64(6.561455524124646),np.float64(48.70565149128775),np.float64(1.7763568394002505e-15)
22,np.float64(108.81778016906324),np.float64(-22.694534443301396),np.float64(6.561455524124627),np.float64(49.02150299000389),np.float64(1.7763568394002505e-15)
23,np.float64(108.81778016906341),np.float64(-22.694534443301542),np.float64(6.561455524124474),np.float64(49.37555176070705),np.float64(3.552713678800501e-15)
24,np.float64(108.81778016906351),np.float64(-22.694534443301553),np.float64(6.561455524124481),np.float64(49.67708662008516),np.float64(3.552713678800501e-15)
25,np.float64(108.81778016906344),np.float64(-22.69453444330157),np.float64(6.561455524124433),np.float64(49.95192956497518),np.float64(3.552713678800501e-15)
26,np.float64(108.81778016906354),np.float64(-22.694534443301556),np.float64(6.561455524124479),np.float64(50.241550839796055),np.float64(8.881784197001252e-16)
27,np.float64(108.81778016906358),np.float64(-22.69453444330147),np.float64(6.561455524124568),np.float64(50.459769006854614),np.float64(3.552713678800501e-15)
28,np.float64(108.81778016906404),np.float64(-22.694534443301446),np.float64(6.561455524124877),np.float64(50.74065541957612),np.float64(3.552713678800501e-15)
29,np.float64(108.81778016906375),np.float64(-22.694534443301446),np.float64(6.561455524124931),np.float64(50.91324444952523),np.float64(4.85722573273506e-16)
