step,time,crossing_flag,splitting_fraction,direction_1_occupation,direction_2_occupation,direction_3_occupation,direction_4_occupation,other_rotating_occupation,kernel_occupation,occupation_sum,plane_1_occupation,plane_2_occupation,norm_error,conservation_error,projection_closure_error
8075,8075,1,8.7558901268e-01,3.3070170550e-02,9.1340816767e-02,2.2892921606e-01,1.2243310719e-01,9.4651930478e-05,5.2413203750e-01,1.0000000000e+00,1.2441098732e-01,3.5136232325e-01,2.8865798640e-15,2.8865798640e-15,0.0000000000e+00
8100,8100,1,8.7797904425e-01,3.1927314051e-02,9.0093641703e-02,2.2886831610e-01,1.2508369709e-01,8.0475372036e-05,5.2394655569e-01,1.0000000000e+00,1.2202095575e-01,3.5395201319e-01,2.8865798640e-15,2.8865798640e-15,0.0000000000e+00
8125,8125,1,8.8266222066e-01,3.0131297239e-02,8.7206482097e-02,2.2845441167e-01,1.2553608303e-01,5.7259321716e-05,5.2861446664e-01,1.0000000000e+00,1.1733777934e-01,3.5399049470e-01,3.1086244690e-15,3.1086244690e-15,0.0000000000e+00
8150,8150,1,8.8625210440e-01,2.8772395191e-02,8.4975500412e-02,2.2838518998e-01,1.2290951318e-01,4.9263625618e-05,5.3490813761e-01,1.0000000000e+00,1.1374789560e-01,3.5129470316e-01,2.8865798640e-15,2.8865798640e-15,0.0000000000e+00
8175,8175,1,8.8589066875e-01,2.8761622872e-02,8.5347708374e-02,2.2919935574e-01,1.1983167751e-01,4.1659817059e-05,5.3681797569e-01,1.0000000000e+00,1.1410933125e-01,3.4903103325e-01,2.9976021665e-15,2.9976021665e-15,0.0000000000e+00
8200,8200,1,8.8179346324e-01,2.9942229791e-02,8.8264306965e-02,2.3055291439e-01,1.1989747107e-01,5.1668021737e-05,5.3129140976e-01,1.0000000000e+00,1.1820653676e-01,3.5045038546e-01,2.8865798640e-15,2.8865798640e-15,1.1102230246e-16
8225,8225,1,8.7709804180e-01,3.1253943777e-02,9.1648014423e-02,2.3160882382e-01,1.2404483520e-01,7.8052376269e-05,5.2136633040e-01,1.0000000000e+00,1.2290195820e-01,3.5565365902e-01,3.2196467714e-15,3.2196467714e-15,0.0000000000e+00
8250,8250,1,8.7490476140e-01,3.1779027142e-02,9.3316211455e-02,2.3194235085e-01,1.2950818550e-01,8.3300101224e-05,5.1337092495e-01,1.0000000000e+00,1.2509523860e-01,3.6145053635e-01,3.1086244690e-15,3.1086244690e-15,0.0000000000e+00
8275,8275,1,8.7520159507e-01,3.1696443919e-02,9.3101961010e-02,2.3168434509e-01,1.3256946399e-01,8.3346459683e-05,5.1086443953e-01,1.0000000000e+00,1.2479840493e-01,3.6425380908e-01,3.3306690739e-15,3.3306690739e-15,2.2204460493e-16
8300,8300,1,8.7514125842e-01,3.2087869709e-02,9.2770871870e-02,2.3139083376e-01,1.3214484297e-01,9.3045037074e-05,5.1151253665e-01,1.0000000000e+00,1.2485874158e-01,3.6353567673e-01,3.2196467714e-15,3.2196467714e-15,0.0000000000e+00
8325,8325,1,8.7208523569e-01,3.3715862546e-02,9.4198901759e-02,2.3169301763e-01,1.3063675275e-01,8.8256813125e-05,5.0966720851e-01,1.0000000000e+00,1.2791476431e-01,3.6232977037e-01,3.4416913763e-15,3.4416913763e-15,0.0000000000e+00
8350,8350,1,8.6615975888e-01,3.6182148752e-02,9.7658092365e-02,2.3250376976e-01,1.3157480034e-01,6.6508888884e-05,5.0201467990e-01,1.0000000000e+00,1.3384024112e-01,3.6407857010e-01,3.2196467714e-15,3.2196467714e-15,1.1102230246e-16
8375,8375,1,8.6022104682e-01,3.8345878461e-02,1.0143307472e-01,2.3301869498e-01,1.3612583677e-01,5.1059055238e-05,4.9102545601e-01,1.0000000000e+00,1.3977895318e-01,3.6914453175e-01,2.8865798640e-15,2.8865798640e-15,0.0000000000e+00
8400,8400,1,8.5715398036e-01,3.9443199571e-02,1.0340282007e-01,2.3259140160e-01,1.4182778913e-01,4.6318579597e-05,4.8268847105e-01,1.0000000000e+00,1.4284601964e-01,3.7441919073e-01,3.1086244690e-15,3.1086244690e-15,0.0000000000e+00
8425,8425,1,8.5703570058e-01,3.9808794693e-02,1.0315550472e-01,2.3123208621e-01,1.4511529969e-01,4.7889267146e-05,4.8064042542e-01,1.0000000000e+00,1.4296429942e-01,3.7634738590e-01,3.1086244690e-15,3.1086244690e-15,0.0000000000e+00
8450,8450,1,8.5722421220e-01,4.0493267859e-02,1.0228251994e-01,2.2960610625e-01,1.4479932695e-01,4.9644981409e-05,4.8276913402e-01,1.0000000000e+00,1.4277578780e-01,3.7440543320e-01,2.9976021665e-15,2.9976021665e-15,1.1102230246e-16
8475,8475,1,8.5505762167e-01,4.2110648459e-02,1.0283172987e-01,2.2854316621e-01,1.4293286276e-01,4.4726810902e-05,4.8353686589e-01,1.0000000000e+00,1.4494237833e-01,3.7147602897e-01,3.3306690739e-15,3.3306690739e-15,0.0000000000e+00
8500,8500,1,8.5037558825e-01,4.4223308965e-02,1.0540110279e-01,2.2806647934e-01,1.4279766652e-01,3.9588645826e-05,4.7947185374e-01,1.0000000000e+00,1.4962441175e-01,3.7086414586e-01,3.3306690739e-15,3.3306690739e-15,0.0000000000e+00
8525,8525,1,8.4566129197e-01,4.5856544219e-02,1.0848216381e-01,2.2726016192e-01,1.4578900063e-01,4.6474141257e-05,4.7256565529e-01,1.0000000000e+00,1.5433870803e-01,3.7304916255e-01,3.5527136788e-15,3.5527136788e-15,2.2204460493e-16
8550,8550,1,8.4358006620e-01,4.6445468996e-02,1.0997446480e-01,2.2527408383e-01,1.4998049184e-01,5.0907724461e-05,4.6827458282e-01,1.0000000000e+00,1.5641993380e-01,3.7525457566e-01,3.6637359813e-15,3.6637359813e-15,0.0000000000e+00
8575,8575,1,8.4422914418e-01,4.6374843126e-02,1.0939601270e-01,2.2210547719e-01,1.5208506151e-01,3.5244566008e-05,4.7000336091e-01,1.0000000000e+00,1.5577085582e-01,3.7419053869e-01,3.3306690739e-15,3.3306690739e-15,0.0000000000e+00
8600,8600,1,8.4504768762e-01,4.6630073289e-02,1.0832223909e-01,2.1863237090e-01,1.5063460615e-01,2.0505012060e-05,4.7576020555e-01,1.0000000000e+00,1.5495231238e-01,3.6926697706e-01,3.5527136788e-15,3.5527136788e-15,0.0000000000e+00
8625,8625,1,8.4340819794e-01,4.7794254299e-02,1.0879754776e-01,2.1598274417e-01,1.4715648730e-01,3.2013256920e-05,4.8023695321e-01,1.0000000000e+00,1.5659180206e-01,3.6313923147e-01,3.5527136788e-15,3.5527136788e-15,2.2204460493e-16
8650,8650,1,8.3917561595e-01,4.9488305052e-02,1.1133607900e-01,2.1442301778e-01,1.4476235421e-01,6.2016722884e-05,4.7992822723e-01,1.0000000000e+00,1.6082438405e-01,3.5918537199e-01,3.5527136788e-15,3.5527136788e-15,0.0000000000e+00
8675,8675,1,8.3484851648e-01,5.0813034127e-02,1.1433844940e-01,2.1308364140e-01,1.4532504263e-01,8.9676590994e-05,4.7635015586e-01,1.0000000000e+00,1.6515148352e-01,3.5840868403e-01,3.2196467714e-15,3.2196467714e-15,0.0000000000e+00
8700,8700,1,8.3309709212e-01,5.1214426727e-02,1.1568848115e-01,2.1096550781e-01,1.4767329195e-01,8.7154585362e-05,4.7437113778e-01,1.0000000000e+00,1.6690290788e-01,3.5863879976e-01,3.1086244690e-15,3.1086244690e-15,0.0000000000e+00
8725,8725,1,8.3403055129e-01,5.1007006673e-02,1.1496244204e-01,2.0785418008e-01,1.4883935477e-01,4.7724112660e-05,4.7728929232e-01,1.0000000000e+00,1.6596944871e-01,3.5669353485e-01,3.1086244690e-15,3.1086244690e-15,0.0000000000e+00
8750,8750,1,8.3509751399e-01,5.1104006847e-02,1.1379847916e-01,2.0445732325e-01,1.4695885180e-01,1.4559309341e-05,4.8366677964e-01,1.0000000000e+00,1.6490248601e-01,3.5141617504e-01,3.5527136788e-15,3.5527136788e-15,0.0000000000e+00
8775,8775,1,8.3368479245e-01,5.2104799308e-02,1.1421040824e-01,2.0185737096e-01,1.4290345034e-01,1.8894096752e-05,4.8890507706e-01,1.0000000000e+00,1.6631520755e-01,3.4476082129e-01,2.9976021665e-15,2.9976021665e-15,0.0000000000e+00
8800,8800,1,8.2966111227e-01,5.3682873831e-02,1.1665601390e-01,2.0041900656e-01,1.3951410059e-01,4.8851048605e-05,4.8967915408e-01,1.0000000000e+00,1.7033888773e-01,3.3993310715e-01,2.5535129566e-15,2.5535129566e-15,0.0000000000e+00
8825,8825,1,8.2549349176e-01,5.4940204794e-02,1.1956630345e-01,1.9938631694e-01,1.3904084700e-01,7.8919563184e-05,4.8698740826e-01,1.0000000000e+00,1.7450650824e-01,3.3842716394e-01,2.4424906542e-15,2.4424906542e-15,0.0000000000e+00
8850,8850,1,8.2383935549e-01,5.5289464899e-02,1.2087117961e-01,1.9775270999e-01,1.4097554741e-01,8.0851814921e-05,4.8503024628e-01,1.0000000000e+00,1.7616064451e-01,3.3872825739e-01,2.2204460493e-15,2.2204460493e-15,0.0000000000e+00
8875,8875,1,8.2486080935e-01,5.5016213367e-02,1.2012297729e-01,1.9517317821e-01,1.4258282554e-01,4.7158248253e-05,4.8705764735e-01,1.0000000000e+00,1.7513919065e-01,3.3775600375e-01,2.2204460493e-15,2.2204460493e-15,0.0000000000e+00
8900,8900,1,8.2603743790e-01,5.5032264833e-02,1.1893029726e-01,1.9215580567e-01,1.4153383331e-01,1.3751884843e-05,4.9233404704e-01,1.0000000000e+00,1.7396256210e-01,3.3368963898e-01,2.6645352591e-15,2.6645352591e-15,0.0000000000e+00
8925,8925,1,8.2468496088e-01,5.5983588304e-02,1.1933145082e-01,1.8964355748e-01,1.3799763196e-01,9.4406672324e-06,4.9703433077e-01,1.0000000000e+00,1.7531503912e-01,3.2764118944e-01,2.6645352591e-15,2.6645352591e-15,0.0000000000e+00
8950,8950,1,8.2054943886e-01,5.7576482251e-02,1.2187407889e-01,1.8809087348e-01,1.3448234961e-01,3.1332103153e-05,4.9794488367e-01,1.0000000000e+00,1.7945056114e-01,3.2257322309e-01,2.5535129566e-15,2.5535129566e-15,0.0000000000e+00
8975,8975,1,8.1602169645e-01,5.8872871616e-02,1.2510543193e-01,1.8699247314e-01,1.3355097339e-01,6.0678342869e-05,4.9541757158e-01,1.0000000000e+00,1.8397830355e-01,3.2054344653e-01,2.4424906542e-15,2.4424906542e-15,0.0000000000e+00
9000,9000,1,8.1381499679e-01,5.9230304011e-02,1.2695469920e-01,1.8552025141e-01,1.3537822114e-01,7.0953329790e-05,4.9284557091e-01,1.0000000000e+00,1.8618500321e-01,3.2089847255e-01,2.7755575616e-15,2.7755575616e-15,0.0000000000e+00
9025,9025,1,8.1426337477e-01,5.8926633633e-02,1.2680999159e-01,1.8332033471e-01,1.3760789545e-01,4.9891233178e-05,4.9328525338e-01,1.0000000000e+00,1.8573662523e-01,3.2092823016e-01,2.4424906542e-15,2.4424906542e-15,1.1102230246e-16
9050,9050,1,8.1495110026e-01,5.8905319275e-02,1.2614358046e-01,1.8070131858e-01,1.3763225208e-01,2.1379081110e-05,4.9659615053e-01,1.0000000000e+00,1.8504889974e-01,3.1833357065e-01,2.4424906542e-15,2.4424906542e-15,0.0000000000e+00
9075,9075,1,8.1308931859e-01,5.9874596568e-02,1.2703608484e-01,1.7838612094e-01,1.3499722287e-01,7.8371154197e-06,4.9969813766e-01,1.0000000000e+00,1.8691068141e-01,3.1338334381e-01,2.3314683517e-15,2.3314683517e-15,0.0000000000e+00
9100,9100,1,8.0821031711e-01,6.1589277475e-02,1.3020040541e-01,1.7689167758e-01,1.3180476086e-01,1.1598273490e-05,4.9950228039e-01,1.0000000000e+00,1.9178968289e-01,3.0869643845e-01,2.6645352591e-15,2.6645352591e-15,1.1102230246e-16
9125,9125,1,8.0259235500e-01,6.3080603377e-02,1.3432704162e-01,1.7603617856e-01,1.3078322851e-01,2.6423139055e-05,4.9574652479e-01,1.0000000000e+00,1.9740764500e-01,3.0681940708e-01,2.5535129566e-15,2.5535129566e-15,0.0000000000e+00
9150,9150,1,7.9909683719e-01,6.3623534103e-02,1.3727962871e-01,1.7523259703e-01,1.3272646821e-01,3.7875833520e-05,4.9109989611e-01,1.0000000000e+00,2.0090316281e-01,3.0795906524e-01,2.5535129566e-15,2.5535129566e-15,0.0000000000e+00
9175,9175,1,7.9844734162e-01,6.3432250196e-02,1.3812040819e-01,1.7408506071e-01,1.3577503047e-01,3.6378431846e-05,4.8855087201e-01,1.0000000000e+00,2.0155265838e-01,3.0986009117e-01,2.4424906542e-15,2.4424906542e-15,0.0000000000e+00
9200,9200,1,7.9857105164e-01,6.3434533769e-02,1.3799441459e-01,1.7262069137e-01,1.3724899960e-01,3.0796767718e-05,4.8867056390e-01,1.0000000000e+00,2.0142894836e-01,3.0986969097e-01,2.5535129566e-15,2.5535129566e-15,1.1102230246e-16
9225,9225,1,7.9665317483e-01,6.4397431052e-02,1.3894939412e-01,1.7127581731e-01,1.3616061366e-01,2.5311601839e-05,4.8919143225e-01,1.0000000000e+00,2.0334682517e-01,3.0743643098e-01,2.3314683517e-15,2.3314683517e-15,1.1102230246e-16
9250,9250,1,7.9185123458e-01,6.6188080124e-02,1.4196068529e-01,1.7059968034e-01,1.3407208352e-01,1.5845575318e-05,4.8716362515e-01,1.0000000000e+00,2.0814876542e-01,3.0467176386e-01,2.5535129566e-15,2.5535129566e-15,2.2204460493e-16
9275,9275,1,7.8607053910e-01,6.7890080074e-02,1.4603938083e-01,1.7071119120e-01,1.3360864770e-01,8.1898520169e-06,4.8174251034e-01,1.0000000000e+00,2.1392946090e-01,3.0431983891e-01,2.4424906542e-15,2.4424906542e-15,0.0000000000e+00
9300,9300,1,7.8218545389e-01,6.8701317829e-02,1.4911322828e-01,1.7118660057e-01,1.3598147153e-01,1.0208092314e-05,4.7500717370e-01,1.0000000000e+00,2.1781454611e-01,3.0716807210e-01,2.1094237468e-15,2.1094237468e-15,1.1102230246e-16
9325,9325,1,7.8137447043e-01,6.8685200982e-02,1.4994032859e-01,1.7148047351e-01,1.3985024559e-01,2.2583356170e-05,4.7002116798e-01,1.0000000000e+00,2.1862552957e-01,3.1133071910e-01,2.1094237468e-15,2.1094237468e-15,0.0000000000e+00
9350,9350,1,7.8203537699e-01,6.8668387224e-02,1.4929623579e-01,1.7131727563e-01,1.4265000505e-01,4.0056607260e-05,4.6802803970e-01,1.0000000000e+00,2.1796462301e-01,3.1396728068e-01,2.1094237468e-15,2.1094237468e-15,0.0000000000e+00
9375,9375,1,7.8133673472e-01,6.9472229606e-02,1.4919103567e-01,1.7091481205e-01,1.4298342351e-01,5.0939801202e-05,4.6738755936e-01,1.0000000000e+00,2.1866326528e-01,3.1389823556e-01,1.9984014443e-15,1.9984014443e-15,1.1102230246e-16
9400,9400,1,7.7789014355e-01,7.1153306799e-02,1.5095654965e-01,1.7088575436e-01,1.4181625963e-01,4.3034773172e-05,4.6514509479e-01,1.0000000000e+00,2.2210985645e-01,3.1270201399e-01,1.7763568394e-15,1.7763568394e-15,1.1102230246e-16
9425,9425,1,7.7297225965e-01,7.2944349941e-02,1.5408339041e-01,1.7161231460e-01,1.4152255452e-01,2.3566219317e-05,4.5981382431e-01,1.0000000000e+00,2.2702774035e-01,3.1313486912e-01,1.5543122345e-15,1.5543122345e-15,0.0000000000e+00
9450,9450,1,7.6928665573e-01,7.4003291076e-02,1.5671005320e-01,1.7280993685e-01,1.4364741943e-01,1.3357724505e-05,4.5281594172e-01,1.0000000000e+00,2.3071334427e-01,3.1645735628e-01,1.4432899320e-15,1.4432899320e-15,0.0000000000e+00
9475,9475,1,7.6844414908e-01,7.4205678239e-02,1.5735017268e-01,1.7382921720e-01,1.4743792970e-01,2.2497343932e-05,4.4715450484e-01,1.0000000000e+00,2.3155585092e-01,3.2126714690e-01,1.3322676296e-15,1.3322676296e-15,0.0000000000e+00
9500,9500,1,7.6944990959e-01,7.4224000699e-02,1.5632608971e-01,1.7420780121e-01,1.5060982310e-01,4.0617847593e-05,4.4459166744e-01,1.0000000000e+00,2.3055009041e-01,3.2481762431e-01,1.5543122345e-15,1.5543122345e-15,0.0000000000e+00
9525,9525,1,7.6968203873e-01,7.4901286944e-02,1.5541667433e-01,1.7405363958e-01,1.5150043773e-01,5.3654672310e-05,4.4407430675e-01,1.0000000000e+00,2.3031796127e-01,3.2555407731e-01,1.3322676296e-15,1.3322676296e-15,0.0000000000e+00
9550,9550,1,7.6740462079e-01,7.6462893459e-02,1.5613248575e-01,1.7404631957e-01,1.5052119616e-01,5.0429893084e-05,4.4278667516e-01,1.0000000000e+00,2.3259537921e-01,3.2456751573e-01,1.4432899320e-15,1.4432899320e-15,0.0000000000e+00
9575,9575,1,7.6333983801e-01,7.8277375435e-02,1.5838278655e-01,1.7477900007e-01,1.4974114042e-01,3.2181292011e-05,4.3878751623e-01,1.0000000000e+00,2.3666016199e-01,3.2452014050e-01,1.4432899320e-15,1.4432899320e-15,2.2204460493e-16
9600,9600,1,7.5995037736e-01,7.9459017999e-02,1.6059060465e-01,1.7610392505e-01,1.5097754548e-01,1.6702524081e-05,4.3285220430e-01,1.0000000000e+00,2.4004962264e-01,3.2708147053e-01,1.4432899320e-15,1.4432899320e-15,1.1102230246e-16
9625,9625,1,7.5916223630e-01,7.9694371932e-02,1.6114339177e-01,1.7731661728e-01,1.5406683969e-01,1.9226486542e-05,4.2775955283e-01,1.0000000000e+00,2.4083776370e-01,3.3138345697e-01,1.3322676296e-15,1.3322676296e-15,2.2204460493e-16
9650,9650,1,7.6058542336e-01,7.9486140272e-02,1.5992843637e-01,1.7782694754e-01,1.5705079449e-01,3.1301013400e-05,4.2567638032e-01,1.0000000000e+00,2.3941457664e-01,3.3487774203e-01,1.5543122345e-15,1.5543122345e-15,0.0000000000e+00
9675,9675,1,7.6195992112e-01,7.9666487316e-02,1.5837359156e-01,1.7766266575e-01,1.5804733317e-01,4.0419375704e-05,4.2620950282e-01,1.0000000000e+00,2.3804007888e-01,3.3570999893e-01,1.7763568394e-15,1.7763568394e-15,0.0000000000e+00
9700,9700,1,7.6137736504e-01,8.0608882919e-02,1.5801375204e-01,1.7752815448e-01,1.5691836296e-01,4.0814861695e-05,4.2689003274e-01,1.0000000000e+00,2.3862263496e-01,3.3444651744e-01,1.6653345369e-15,1.6653345369e-15,2.2204460493e-16
9725,9725,1,7.5905154731e-01,8.1838009729e-02,1.5911044296e-01,1.7815832552e-01,1.5535972736e-01,2.8994544235e-05,4.2550449989e-01,1.0000000000e+00,2.4094845269e-01,3.3351805288e-01,1.3322676296e-15,1.3322676296e-15,0.0000000000e+00
9750,9750,1,7.5707951892e-01,8.2474157403e-02,1.6044632368e-01,1.7952876017e-01,1.5536855558e-01,1.3367925331e-05,4.2216883524e-01,1.0000000000e+00,2.4292048108e-01,3.3489731575e-01,1.1102230246e-15,1.1102230246e-15,0.0000000000e+00
9775,9775,1,7.5750610829e-01,8.2054391975e-02,1.6043949974e-01,1.8091887450e-01,1.5734749836e-01,1.0064904778e-05,4.1922967053e-01,1.0000000000e+00,2.4249389171e-01,3.3826637285e-01,8.8817841970e-16,8.8817841970e-16,0.0000000000e+00
9800,9800,1,7.6042907324e-01,8.0915695565e-02,1.5865523119e-01,1.8165055350e-01,1.5971936616e-01,1.6619330768e-05,4.1904253425e-01,1.0000000000e+00,2.3957092676e-01,3.4136991967e-01,1.1102230246e-15,1.1102230246e-15,0.0000000000e+00
9825,9825,1,7.6395083131e-01,7.9870806240e-02,1.5617836245e-01,1.8167723820e-01,1.6046009078e-01,2.4008196454e-05,4.2178949414e-01,1.0000000000e+00,2.3604916869e-01,3.4213732897e-01,1.1102230246e-15,1.1102230246e-15,0.0000000000e+00
9850,9850,1,7.6601093017e-01,7.9474764781e-02,1.5451430505e-01,1.8167004137e-01,1.5894144606e-01,3.0580674520e-05,4.2536886207e-01,1.0000000000e+00,2.3398906983e-01,3.4061148743e-01,1.1102230246e-15,1.1102230246e-15,0.0000000000e+00
9875,9875,1,7.6626235209e-01,7.9502291399e-02,1.5423535651e-01,1.8241493611e-01,1.5648148534e-01,2.8864799536e-05,4.2733706584e-01,1.0000000000e+00,2.3373764791e-01,3.3889642145e-01,6.6613381478e-16,6.6613381478e-16,1.1102230246e-16
9900,9900,1,7.6631633861e-01,7.9181080177e-02,1.5450258121e-01,1.8397681192e-01,1.5517788461e-01,1.7594068551e-05,4.2714404801e-01,1.0000000000e+00,2.3368366139e-01,3.3915469653e-01,8.8817841970e-16,8.8817841970e-16,0.0000000000e+00
9925,9925,1,7.6822189126e-01,7.7942294269e-02,1.5383581447e-01,1.8566013237e-01,1.5593039953e-01,1.0668126537e-05,4.2662069124e-01,1.0000000000e+00,2.3177810874e-01,3.4159053190e-01,5.5511151231e-16,5.5511151231e-16,0.0000000000e+00
9950,9950,1,7.7252329181e-01,7.5927008136e-02,1.5154970006e-01,1.8674320680e-01,1.5756701399e-01,1.2201403396e-05,4.2820086962e-01,1.0000000000e+00,2.2747670819e-01,3.4431022078e-01,7.7715611724e-16,7.7715611724e-16,1.1102230246e-16
9975,9975,1,7.7772534923e-01,7.3859325826e-02,1.4841532494e-01,1.8710158107e-01,1.5802237508e-01,1.8291242506e-05,4.3258310183e-01,1.0000000000e+00,2.2227465077e-01,3.4512395616e-01,8.8817841970e-16,8.8817841970e-16,0.0000000000e+00
10000,10000,1,7.8169270476e-01,7.2425516719e-02,1.4588177852e-01,1.8731858976e-01,1.5629046363e-01,2.8384112510e-05,4.3805526726e-01,1.0000000000e+00,2.1830729524e-01,3.4360905339e-01,7.7715611724e-16,7.7715611724e-16,1.1102230246e-16
10025,10025,1,7.8358175719e-01,7.1657540688e-02,1.4476070212e-01,1.8816048347e-01,1.5334199808e-01,3.1963526230e-05,4.4204731211e-01,1.0000000000e+00,2.1641824281e-01,3.4150248155e-01,5.5511151231e-16,5.5511151231e-16,1.1102230246e-16
10050,10050,1,7.8454538919e-01,7.0933070804e-02,1.4452154000e-01,1.8976352147e-01,1.5125785754e-01,2.3499662066e-05,4.4350051052e-01,1.0000000000e+00,2.1545461081e-01,3.4102137901e-01,8.8817841970e-16,8.8817841970e-16,0.0000000000e+00
10075,10075,1,7.8663769902e-01,6.9596700066e-02,1.4376560092e-01,1.9151059348e-01,1.5125270174e-01,1.4753812066e-05,4.4385964998e-01,1.0000000000e+00,2.1336230098e-01,3.4276329522e-01,8.8817841970e-16,8.8817841970e-16,1.1102230246e-16
10100,10100,1,7.9086619633e-01,6.7553406504e-02,1.4158039717e-01,1.9269724956e-01,1.5248206456e-01,1.2085385881e-05,4.4567479682e-01,1.0000000000e+00,2.0913380367e-01,3.4517931412e-01,1.3322676296e-15,1.3322676296e-15,1.1102230246e-16
10125,10125,1,7.9621871271e-01,6.5342345738e-02,1.3843894156e-01,1.9314511759e-01,1.5291495064e-01,1.5073266477e-05,4.5014357121e-01,1.0000000000e+00,2.0378128729e-01,3.4606006823e-01,1.3322676296e-15,1.3322676296e-15,0.0000000000e+00
10150,10150,1,8.0063248818e-01,6.3667672604e-02,1.3569983921e-01,1.9334580307e-01,1.5130098373e-01,2.4508264467e-05,4.5596119312e-01,1.0000000000e+00,1.9936751182e-01,3.4464678680e-01,1.3322676296e-15,1.3322676296e-15,0.0000000000e+00
10175,10175,1,8.0291162921e-01,6.2753137178e-02,1.3433523361e-01,1.9403158820e-01,1.4832268871e-01,2.9567007515e-05,4.6052778529e-01,1.0000000000e+00,1.9708837079e-01,3.4235427691e-01,8.8817841970e-16,8.8817841970e-16,1.1102230246e-16
10200,10200,1,8.0379894895e-01,6.2144536828e-02,1.3405651422e-01,1.9541225533e-01,1.4595756094e-01,2.3541345749e-05,4.6240559133e-01,1.0000000000e+00,1.9620105105e-01,3.4136981627e-01,1.1102230246e-15,1.1102230246e-15,0.0000000000e+00
10225,10225,1,8.0528142180e-01,6.1166858320e-02,1.3355171988e-01,1.9697633126e-01,1.4557259905e-01,1.5565781521e-05,4.6271692570e-01,1.0000000000e+00,1.9471857820e-01,3.4254893031e-01,1.2212453271e-15,1.2212453271e-15,0.0000000000e+00
10250,10250,1,8.0871732838e-01,5.9540001708e-02,1.3174266991e-01,1.9806323514e-01,1.4657036854e-01,1.0779054376e-05,4.6407294564e-01,1.0000000000e+00,1.9128267162e-01,3.4463360369e-01,9.9920072216e-16,9.9920072216e-16,1.1102230246e-16
10275,10275,1,8.1353953721e-01,5.7610656449e-02,1.2884980634e-01,1.9845126982e-01,1.4701974612e-01,1.0735094417e-05,4.6805778618e-01,1.0000000000e+00,1.8646046279e-01,3.4547101594e-01,1.1102230246e-15,1.1102230246e-15,2.2204460493e-16
10300,10300,1,8.1783119319e-01,5.6038448492e-02,1.2613035832e-01,1.9853969111e-01,1.4555697231e-01,1.8829144901e-05,4.7371570061e-01,1.0000000000e+00,1.8216880681e-01,3.4409666343e-01,1.1102230246e-15,1.1102230246e-15,0.0000000000e+00
10325,10325,1,8.2015316407e-01,5.5178368699e-02,1.2466846723e-01,1.9901618956e-01,1.4265997492e-01,2.5301973693e-05,4.7845169761e-01,1.0000000000e+00,1.7984683593e-01,3.4167616448e-01,1.1102230246e-15,1.1102230246e-15,0.0000000000e+00
10350,10350,1,8.2086685579e-01,5.4748111776e-02,1.2438503244e-01,2.0015343279e-01,1.4018078982e-01,2.2119850217e-05,4.8051051333e-01,1.0000000000e+00,1.7913314421e-01,3.4033422261e-01,1.1102230246e-15,1.1102230246e-15,1.1102230246e-16
10375,10375,1,8.2179495940e-01,5.4120916585e-02,1.2408412402e-01,2.0154519127e-01,1.3954377958e-01,1.5720936339e-05,4.8069026761e-01,1.0000000000e+00,1.7820504060e-01,3.4108897085e-01,1.2212453271e-15,1.2212453271e-15,1.1102230246e-16
10400,10400,1,8.2449728937e-01,5.2909499856e-02,1.2259321077e-01,2.0258000746e-01,1.4033287646e-01,9.9322871117e-06,4.8157447317e-01,1.0000000000e+00,1.7550271063e-01,3.4291288392e-01,8.8817841970e-16,8.8817841970e-16,1.1102230246e-16
10425,10425,1,8.2876920952e-01,5.1302893077e-02,1.1992789740e-01,2.0299644895e-01,1.4074636078e-01,7.3672630106e-06,4.8501903253e-01,1.0000000000e+00,1.7123079048e-01,3.4374280973e-01,8.8817841970e-16,8.8817841970e-16,1.1102230246e-16
10450,10450,1,8.3287080755e-01,4.9891070374e-02,1.1723812207e-01,2.0309715910e-01,1.3939789469e-01,1.3598184948e-05,4.9036215558e-01,1.0000000000e+00,1.6712919245e-01,3.4249505379e-01,1.1102230246e-15,1.1102230246e-15,0.0000000000e+00
10475,10475,1,8.3520773828e-01,4.9108553788e-02,1.1568370793e-01,2.0350661226e-01,1.3663705368e-01,2.0493122839e-05,4.9504357922e-01,1.0000000000e+00,1.6479226172e-01,3.4014366594e-01,1.1102230246e-15,1.1102230246e-15,0.0000000000e+00
10500,10500,1,8.3580409587e-01,4.8823215271e-02,1.1537268886e-01,2.0453853033e-01,1.3419998448e-01,1.9378066064e-05,4.9704620299e-01,1.0000000000e+00,1.6419590413e-01,3.3873851481e-01,1.1102230246e-15,1.1102230246e-15,0.0000000000e+00
10525,10525,1,8.3626175861e-01,4.8486473764e-02,1.1525176763e-01,2.0588433024e-01,1.3351389775e-01,1.4895877180e-05,4.9684863474e-01,1.0000000000e+00,1.6373824139e-01,3.3939822800e-01,1.3322676296e-15,1.3322676296e-15,0.0000000000e+00
10550,10550,1,8.3822787023e-01,4.7658473086e-02,1.1411365669e-01,2.0698879190e-01,1.3428439764e-01,9.9210725338e-06,4.9694475962e-01,1.0000000000e+00,1.6177212977e-01,3.4127318954e-01,1.1102230246e-15,1.1102230246e-15,0.0000000000e+00
