step,residual
0,1.0
1,1.0
2,1.0
3,1.0
4,0.9999999999999998
5,1.0
6,1.0
7,0.9999999999999998
8,1.0
9,1.0
10,1.0
11,1.0
12,1.0
13,1.0000000000000002
14,0.9999999999999998
15,1.0
16,1.0
17,1.0
18,1.0
19,1.0
20,1.0
21,1.0000000000000002
22,1.0
23,1.0000000000000002
24,1.0
25,1.0
26,1.0
27,1.0
28,1.0
29,1.0
30,1.0000000000000002
31,1.0000000000000002
32,1.0
33,1.0
34,1.0
35,1.0
36,1.0
37,1.0
38,1.0
39,1.0
40,0.9999999999999998
41,1.0
42,1.0
43,0.9999999999999998
44,1.0
45,1.0
46,0.9999999999999998
47,1.0
48,0.9999999999999998
49,0.9999999999999998
50,1.0
51,1.0000000000000002
52,0.9999999999999998
53,0.9999999999999998
54,0.9999999999999998
55,1.0
56,1.0
57,1.0000000000000002
58,0.9999999999999998
59,1.0000000000000002
60,0.9999999999999998
61,0.9999999999999998
62,1.0
63,0.9999999999999998
64,1.0
65,1.0
66,1.0000000000000002
67,0.9999999999999998
68,1.0
69,0.9999999999999998
70,1.0
71,1.0000000000000002
72,1.0
73,1.0
74,1.0000000000000002
75,0.9999999999999998
76,0.9999999999999998
77,1.0
78,1.0000000000000002
79,1.0000000000000002
80,1.0000000000000002
81,0.9999999999999998
82,1.0000000000000002
83,1.0000000000000002
84,0.9999999999999998
85,1.0
86,1.0
87,1.0
88,1.0
89,1.0
90,1.0
91,1.0000000000000002
92,1.0
93,1.0
94,1.0
95,1.0
96,1.0
97,1.0000000000000002
98,1.0
99,1.0
100,1.0
101,1.0
102,0.9999999999999998
103,0.9999999999999998
104,1.0
105,1.0
106,1.0
107,1.0
108,1.0
109,0.9999999999999998
110,1.0
111,1.0
112,1.0
113,1.0
114,0.9999999999999998
115,1.0
116,1.0
117,1.0
118,1.0000000000000002
119,1.0
120,1.0
121,1.0
122,1.0
123,1.0
124,1.0
125,1.0
126,1.0000000000000002
127,1.0
128,1.0
129,0.9999999999999998
130,1.0
131,1.0
132,0.9999999999999998
133,1.0
134,1.0
135,0.9999999999999998
136,0.9999999999999998
137,1.0
138,1.0
139,1.0
140,1.0
141,1.0000000000000002
142,1.0
143,1.0000000000000002
144,0.9999999999999998
145,0.9999999999999998
146,1.0
147,1.0
148,1.0000000000000002
149,1.0
150,1.0
151,1.0
152,1.0
153,0.9999999999999998
154,1.0
155,1.0
156,1.0000000000000002
157,1.0000000000000002
158,1.0
159,0.9999999999999998
