N,M,k,best_residual,edges,runtime_s
16,120,5,6.570761368426255e-05,3-9;3-16;6-16;7-14;15-16,0.544713020324707
16,120,6,3.0962689308957035e-06,3-10;5-8;8-12;8-16;10-14;10-15,15.838088035583496
