step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7
0,0.35027705267357434,0.31209498386383233,0.30951852638277083,0.3027137400749608,0.1886112226932808,0.1610485306071902,2.155819301446367e-09
1,0.35021743909850583,0.3122627160275651,0.3096656443414673,0.3030639322920537,0.18560481152977715,0.16084551505359101,2.2324032891957284e-09
2,0.3507288782068148,0.31223400375884247,0.3102401092898954,0.3029925631184769,0.18239974051883323,0.15985837923726823,3.366732713541297e-09
3,0.3517205408275861,0.3120644508151858,0.3111638151736515,0.30253141302517006,0.17905115278409878,0.15829529026795688,1.5653432703366129e-09
4,0.35309278542206135,0.31228576749956344,0.3117793810294021,0.3017734800547628,0.17562014672064813,0.15639528648288925,2.171907336939047e-09
5,0.3547391158142102,0.31348583770983013,0.31138335920622123,0.30077445673338543,0.1721553696607906,0.15441463769700198,3.3137317569370394e-09
6,0.35654547676927756,0.31469503495340095,0.31087731213350206,0.2995388034508974,0.16867113161708683,0.1526109167334597,3.344966233781074e-09
7,0.35839120669994723,0.3158857857472116,0.3102776321471707,0.2980367196067934,0.16513132412272635,0.15122235356899674,2.7842200009805822e-09
8,0.36015407346242184,0.3170606220212961,0.3096327992488936,0.29622331041505,0.16144665473463354,0.15044197896102443,2.450447623322159e-09
9,0.3617211131810461,0.31824059644066793,0.3090304876923286,0.29405779879623456,0.15749135599734862,0.1503904065175773,3.6520965917631704e-09
10,0.3630057913519788,0.31945159778569715,0.3085854407314253,0.29152256406962324,0.15314318658050302,0.15109588894233272,3.0161965664122172e-09
11,0.3639684761451439,0.32070972707919354,0.3084031265597836,0.2886374746620719,0.15249122489752676,0.1483416999696471,3.2850347637466553e-09
12,0.3646320011629002,0.32200967906536265,0.3085305765541531,0.28546261960085434,0.1544312828558733,0.14314116509011068,2.201127683784409e-09
13,0.3650817114153676,0.3233203645541875,0.3089228907792293,0.2820861343612262,0.15672540962774917,0.13771991323068541,3.3365004251224165e-09
14,0.36544510250504136,0.32458924178486126,0.3094492567808054,0.27860214023511376,0.15917313723785528,0.1323255220294371,3.98396354567681e-09
15,0.3658580865937213,0.3257528698195779,0.3099338466646714,0.2750896714222584,0.1615933090285832,0.12718558348643685,2.0762721941736774e-09
