class_id,count,a2n,b2n,abn,theta_over_pi_mod1,edges
0,2,0.07750662767531344,0.9224933723246866,-0.2673936243475408,0.5898041230426783,"1-2,3-6"
1,2,0.019675514450655303,0.9803244855493447,0.13888264319833982,0.45520312446941696,"1-3,2-6"
2,2,0.6700984842960827,0.32990151570391735,0.4701771002932568,0.19475312524611338,"1-4,4-6"
3,2,0.6700905194521611,0.329909480547839,0.4701799817011503,0.19475582133742875,"1-5,5-6"
4,1,0.84544851960229,0.15455148039771013,-0.36147658334197297,0.871392109175394,1-6
5,2,0.7171803345235006,0.2828196654764994,-0.4503695175034167,0.821512831206623,"1-7,6-7"
6,1,0.5015704890762085,0.4984295109237915,0.49999753355797816,0.24950009697891104,2-3
7,2,0.8098987014879258,0.19010129851207425,-0.3923809307498231,0.8563926146525063,"2-4,3-4"
8,2,0.8099073914146819,0.19009260858531812,-0.3923740673726376,0.8563961394336204,"2-5,3-5"
9,2,0.7814412758952073,0.2185587241047927,0.41326844571353116,0.1548461645750561,"2-7,3-7"
10,1,0.03862651376792869,0.9613734862320713,-0.19270315566192656,0.5629693524440285,4-5
11,1,0.001379114664112049,0.998620885335888,0.037110816574892014,0.48817638745464825,4-7
12,1,0.0013776644984416853,0.9986223355015582,0.037091327004724686,0.48818260832708066,5-7
