step,treat_Hperp,treat_Hperp_frac,treat_PR_M,treat_amp_std
0,1.7463840921023275e-32,9.540078124462314e-33,1.0,4.145412732570139e-12
5,1.4762505067786235e-29,8.064403031174608e-30,0.9999999999999996,4.145363377722958e-12
10,3.018158361402815e-29,1.6487476432014428e-29,1.0,4.145382720042134e-12
25,7.61371589643981e-29,4.1591906842243805e-29,0.9999999999999998,4.145227678170644e-12
50,1.534112258286873e-28,8.380487924700204e-29,1.0,4.1453152866331976e-12
75,2.1540912640367916e-28,1.1767284779486325e-28,1.0,4.145473009138834e-12
100,3.3962762379790703e-28,1.855304385163676e-28,1.0000000000000004,4.145738873957351e-12
125,5.192052058655968e-28,2.836293716248021e-28,0.9999999999999998,4.1455897319964844e-12
150,6.104418325467566e-28,3.334697561248031e-28,0.9999999999999996,4.14572012657994e-12
200,9.353932505603232e-28,5.109829348421067e-28,1.0000000000000002,4.145257825337313e-12
250,1.4283218149004855e-27,7.8025800639426915e-28,1.0,4.1452835918485805e-12
300,1.9048422736922038e-27,1.0405697227764834e-27,1.0,4.145346607949041e-12
350,2.254573308179057e-27,1.2316194126266185e-27,0.9999999999999998,4.145206867976386e-12
400,2.54140573960388e-27,1.3883091017274943e-27,1.0000000000000002,4.145538474865273e-12
450,3.121262940730832e-27,1.7050712060549424e-27,0.9999999999999998,4.145567595942575e-12
500,3.5348578333594186e-27,1.931008192391399e-27,1.0000000000000004,4.145295740230857e-12
