case,step,C_memory,delta_C_memory_forward,R2_memory,R3_memory,reaction_memory_abs_sum,c_effect_increment_abs,blind_signal_ratio,Q_raw,Q_closed
reaction_half,26,3.2697112967951006e-06,3.07865980968494e-08,1.8063049321151832e-06,1.1289405825719892e-06,2.9352455146871724e-06,3.07865980968494e-11,1.048859386473861e-05,6.204956811482273e-09,0.0
reaction_half,27,3.30049789489195e-06,2.8325248819271347e-08,1.8174648961110042e-06,1.1359155600693774e-06,2.9533804561803814e-06,2.8325248819271348e-11,9.590789009250946e-06,6.253878351072332e-09,0.0
reaction_half,28,3.3288231437112214e-06,2.6060816200586936e-08,1.827509899249275e-06,1.142193687030797e-06,2.969703586280072e-06,2.6060816200586937e-11,8.775561413262592e-06,6.298526729991294e-09,0.0
reaction_half,29,3.3548839599118083e-06,2.3977546036722027e-08,1.836551443333898e-06,1.147844652083686e-06,2.984396095417584e-06,2.3977546036722027e-11,8.03430418419946e-06,6.339280055329393e-09,0.0
reaction_half,30,3.3788615059485303e-06,2.2060944547094726e-08,1.8446898794167693e-06,1.1529311746354806e-06,2.99762105405225e-06,2.2060944547094725e-11,7.359484120673711e-06,6.3764825600007785e-09,0.0
reaction_half,31,3.400922450495625e-06,2.0297677532015022e-08,1.8520155229301652e-06,1.1575097018313536e-06,3.009525224761519e-06,2.029767753201502e-11,6.74447828681132e-06,6.410447675257144e-09,0.0
reaction_half,32,3.42122012802764e-06,1.8675477598370554e-08,1.8586096573001612e-06,1.161631035812601e-06,3.020240693112762e-06,1.8675477598370555e-11,6.183440161228665e-06,6.441460821140401e-09,0.0
reaction_half,33,3.4398956056260106e-06,1.7183058808034466e-08,1.864545437193567e-06,1.165340898245979e-06,3.0298863354395462e-06,1.7183058808034467e-11,5.671189247943097e-06,6.469781941065558e-09,0.0
reaction_half,34,3.457078664434045e-06,1.581003815511218e-08,1.8698887014355334e-06,1.1686804383972086e-06,3.0385691398327418e-06,1.581003815511218e-11,5.2031194379807476e-06,6.495647804266788e-09,0.0
reaction_half,35,3.4728887025891573e-06,1.4546863325645506e-08,1.8746987046312324e-06,1.1716866903945201e-06,3.0463853950257526e-06,1.4546863325645507e-11,4.775122461326839e-06,6.519274097614911e-09,0.0
reaction_half,36,3.4874355659148028e-06,1.3384746237099863e-08,1.8790287756216106e-06,1.174392984763507e-06,3.0534217603851175e-06,1.3384746237099863e-11,4.3835235638759876e-06,6.540857326299923e-09,0.0
reaction_half,37,3.5008203121519027e-06,1.2315601895236346e-08,1.8829269100901963e-06,1.1768293188063728e-06,3.059756228896569e-06,1.2315601895236346e-11,4.025027150505282e-06,6.560576541048473e-09,0.0
reaction_half,38,3.513135914047139e-06,1.133199214285741e-08,1.8864363039061835e-06,1.1790226899413648e-06,3.0654589938475483e-06,1.133199214285741e-11,3.6966706015643976e-06,6.578594907894687e-09,0.0
reaction_half,39,3.5244679061899964e-06,1.0427073909106266e-08,1.889595833130474e-06,1.1809973957065462e-06,3.0705932288370205e-06,1.0427073909106266e-11,3.3957848311466166e-06,6.595061135027016e-09,0.0
reaction_half,40,3.5348949800991027e-06,9.59455159917598e-09,1.8924404860186519e-06,1.1827753037616575e-06,3.0752157897803094e-06,9.59455159917598e-12,3.1199604369426725e-06,6.610110769879414e-09,0.0
reaction_half,41,3.5444895316982787e-06,8.828633293185868e-09,1.8950017518214468e-06,1.1843760948884043e-06,3.079377846709851e-06,8.828633293185868e-12,2.867018512398141e-06,6.623867378408131e-09,0.0
reaction_half,42,3.5533181649914645e-06,8.123990449452587e-09,1.8973079707031565e-06,1.185817481689473e-06,3.0831254523926296e-06,8.123990449452587e-12,2.634985366277601e-06,6.636443617384092e-09,0.0
reaction_half,43,3.561442155440917e-06,7.475720831778675e-09,1.8993846486664339e-06,1.1871154054165214e-06,3.0865000540829554e-06,7.475720831778674e-12,2.4220705332207815e-06,6.647942209523872e-09,0.0
reaction_half,44,3.5689178762726958e-06,6.879314402790867e-09,1.9012547409829767e-06,1.188284213114361e-06,3.089538954097338e-06,6.879314402790867e-12,2.226647569426998e-06,6.658456830370034e-09,0.0
reaction_half,45,3.5757971906754866e-06,6.330621946039512e-09,1.9029389072797009e-06,1.189336817049813e-06,3.092275724329514e-06,6.330621946039512e-12,2.047237216342393e-06,6.668072915005e-09,0.0
reaction_half,46,3.582127812621526e-06,5.8258261985376336e-09,1.9044557411149822e-06,1.190284838196864e-06,3.0947405793118463e-06,5.825826198537634e-12,1.8824925867721933e-06,6.676868391933372e-09,0.0
reaction_double,1,5.612793462045315e-07,2.4743223169392103e-07,1.4574553872053562e-06,9.109096170033478e-07,2.368365004208704e-06,2.4743223169392103e-10,0.00010447385907755835,2.9296443504132354e-09,0.0
reaction_double,2,8.087115778984526e-07,2.2763946034954492e-07,2.0787957848049243e-06,1.2992473655030782e-06,3.3780431503080025e-06,2.2763946034954492e-10,6.738796700355626e-05,4.186754728206455e-09,0.0
reaction_double,3,1.0363510382479975e-06,2.09430596850004e-07,2.6380068847140805e-06,1.6487543029463012e-06,4.286761187660382e-06,2.09430596850004e-10,4.885520505617588e-05,5.323112225908378e-09,0.0
reaction_double,4,1.2457816350980015e-06,1.926788799531806e-07,3.141302892326104e-06,1.9633143077038143e-06,5.104617200029919e-06,1.926788799531806e-10,3.774599982777382e-05,6.35039883512792e-09,0.0
reaction_double,5,1.438460515051182e-06,1.772676941785212e-07,3.59427646493041e-06,2.2464227905815056e-06,5.8406992555119156e-06,1.772676941785212e-10,3.035042319825528e-05,7.279159770563099e-09,0.0
reaction_double,6,1.6157282092297033e-06,1.630897576598971e-07,4.001960879281353e-06,2.5012255495508447e-06,6.503186428832197e-06,1.630897576598971e-10,2.5078438000305607e-05,8.118914638061901e-09,0.0
reaction_double,7,1.7788179668896003e-06,1.500463750188281e-07,4.3688859811342866e-06,2.730553738208928e-06,7.099439719343215e-06,1.500463750188281e-10,2.113496007438587e-05,8.878257686232817e-09,0.0
reaction_double,8,1.9288643419084284e-06,1.380467500516137e-07,4.699128538679728e-06,2.9369553366748296e-06,7.636083875354558e-06,1.380467500516137e-10,1.8078212904019984e-05,9.564948217262988e-09,0.0
reaction_double,9,2.066911091960042e-06,1.2700735344086932e-07,4.996357559600607e-06,3.1227234747503793e-06,8.119081034350987e-06,1.2700735344086933e-10,1.5643070059716664e-05,1.018599212631103e-08,0.0
reaction_double,10,2.1939184454009115e-06,1.1685134108557922e-07,5.263875075493641e-06,3.2899219221835247e-06,8.553796997677166e-06,1.168513410855792e-10,1.3660756868243527e-05,1.0747715443078076e-08,0.0
reaction_double,11,2.3107697864864907e-06,1.0750801899665909e-07,5.5046528470113966e-06,3.4404080293821227e-06,8.945060876393519e-06,1.075080189966591e-10,1.2018701770982728e-05,1.1255830662880011e-08,0.0
reaction_double,12,2.4182778054831498e-06,9.891235102956953e-08,5.721365397736734e-06,3.5758533735854583e-06,9.297218771322192e-06,9.891235102956954e-11,1.0638918311212639e-05,1.1715496576805342e-08,0.0
reaction_double,13,2.5171901565127193e-06,9.100450602418035e-08,5.916419743991674e-06,3.6977623399947956e-06,9.614182083986469e-06,9.100450602418035e-11,9.465652431917103e-06,1.213137224049919e-08,0.0
reaction_double,14,2.6081946625368996e-06,8.37294411966909e-08,6.091982151055105e-06,3.80748884440944e-06,9.899470995464545e-06,8.372944119669091e-11,8.4579712628131e-06,1.2507665658001446e-08,0.0
reaction_double,15,2.6919241037335906e-06,7.703651888113616e-08,6.2500022132094574e-06,3.90625138325591e-06,1.0156253596465368e-05,7.703651888113616e-11,7.585131480760466e-06,1.2848177700198957e-08,0.0
reaction_double,16,2.7689606226147267e-06,7.08791539504147e-08,6.3922345252883675e-06,3.99514657830523e-06,1.0387381103593598e-05,7.08791539504147e-11,6.823582695535595e-06,1.3156341726208326e-08,0.0
reaction_double,17,2.8398397765651414e-06,6.521448946058027e-08,6.520258186624701e-06,4.075161366640438e-06,1.0595419553265139e-05,6.521448946058028e-11,6.154969997434736e-06,1.343525932983028e-08,0.0
reaction_double,18,2.9050542660257217e-06,6.000309825887177e-08,6.635494354203347e-06,4.147183971377092e-06,1.0782678325580438e-05,6.000309825887177e-11,5.564767532434181e-06,1.3687732591606159e-08,0.0
reaction_double,19,2.9650573642845935e-06,5.5208708476812794e-08,6.739222040138415e-06,4.212013775086507e-06,1.0951235815224922e-05,5.520870847681279e-11,5.0413222222882875e-06,1.3916293179509515e-08,0.0
reaction_double,20,3.0202660727614063e-06,5.0797950996235663e-08,6.83259232907835e-06,4.270370205673968e-06,1.1102962534752318e-05,5.0797950996235664e-11,4.575170891303818e-06,1.4123228607513727e-08,0.0
reaction_double,21,3.071064023757642e-06,4.674012712915886e-08,6.916641173578714e-06,4.322900733486696e-06,1.123954190706541e-05,4.674012712915886e-11,4.1585437836907784e-06,1.4310605930823056e-08,0.0
reaction_double,22,3.1178041508868008e-06,4.3006994893257667e-08,6.99230090967496e-06,4.370188068546848e-06,1.1362488978221809e-05,4.3006994893257666e-11,3.7849977215104956e-06,1.448029312910861e-08,0.0
reaction_double,23,3.1608111457800584e-06,3.957257239434978e-08,7.060410620661529e-06,4.412756637913455e-06,1.1473167258574985e-05,3.9572572394349785e-11,3.449141069984267e-06,1.4633978404355048e-08,0.0
reaction_double,24,3.2003837181744082e-06,3.641295694634647e-08,7.1217254642802984e-06,4.4510784151751865e-06,1.1572803879455485e-05,3.641295694634647e-11,3.1464247839703083e-06,1.4773187597629894e-08,0.0
reaction_double,25,3.2367966751207547e-06,3.350615866895049e-08,7.176925066998655e-06,4.485578166874158e-06,1.1662503233872814e-05,3.350615866895049e-11,2.8729817258814995e-06,1.4899299908993569e-08,0.0
reaction_double,26,3.270302833789705e-06,3.083194740407086e-08,7.226621078687463e-06,4.516638174179662e-06,1.1743259252867125e-05,3.0831947404070864e-11,2.625501723173081e-06,1.5013562086656825e-08,0.0
reaction_double,27,3.301134781193776e-06,2.8371711884869904e-08,7.271363971676135e-06,4.544602482297584e-06,1.1815966453973719e-05,2.8371711884869904e-11,2.4011334151451043e-06,1.51171012351675e-08,0.0
reaction_double,28,3.329506493078646e-06,2.6108330176559773e-08,7.311649159762612e-06,4.569780724851633e-06,1.1881429884614244e-05,2.6108330176559772e-11,2.1974064090020454e-06,1.521093637769289e-08,0.0
reaction_double,29,3.3556148232552057e-06,2.4026050486794866e-08,7.347922505196718e-06,4.592451565747949e-06,1.1940374070944666e-05,2.4026050486794867e-11,2.0121689943750683e-06,1.5295988894199874e-08,0.0
reaction_double,30,3.3796408737420006e-06,2.211038151546109e-08,7.380585274852128e-06,4.61286579678258e-06,1.1993451071634707e-05,2.211038151546109e-11,1.843537892754954e-06,1.5373091945376706e-08,0.0
reaction_double,31,3.4017512552574617e-06,2.0347991580426956e-08,7.409998600679404e-06,4.631249125424628e-06,1.2041247726104031e-05,2.034799158042696e-11,1.6898574004349124e-06,1.544299898136149e-08,0.0
reaction_double,32,3.4220992468378886e-06,1.872661581669097e-08,7.4364874940221495e-06,4.647804683763845e-06,1.2084292177785995e-05,1.872661581669097e-11,1.5496659250853978e-06,1.5506391424623885e-08,0.0
reaction_double,33,3.4408258626545796e-06,1.7234970802741203e-08,7.460344458419143e-06,4.6627152865119645e-06,1.2123059744931108e-05,1.7234970802741204e-11,1.4216683877968586e-06,1.5563885607585683e-08,0.0
reaction_double,34,3.458060833457321e-06,1.5862676019648045e-08,7.481832741052071e-06,4.676145463157544e-06,1.2157978204209616e-05,1.5862676019648045e-11,1.3047133127904196e-06,1.5616039037666938e-08,0.0
reaction_double,35,3.473923509476969e-06,1.4600181595957936e-08,7.501189258981781e-06,4.688243286863614e-06,1.2189432545845395e-05,1.4600181595957935e-11,1.197773689714064e-06,1.5663356055322366e-08,0.0
reaction_double,36,3.4885236910729268e-06,1.3438701835297987e-08,7.518627232700803e-06,4.6991420204380024e-06,1.2217769253138805e-05,1.3438701835297987e-11,1.0999308921999422e-06,1.5706292944211733e-08,0.0
reaction_double,37,3.5019623929082248e-06,1.2370154063818877e-08,7.534338556276573e-06,4.708961597672857e-06,1.224330015394943e-05,1.2370154063818878e-11,1.0103610879643858e-06,1.574526254685766e-08,0.0
reaction_double,38,3.5143325469720436e-06,1.1387102371716618e-08,7.548495930431672e-06,4.717809956519794e-06,1.2266305886951465e-05,1.1387102371716619e-11,9.283236922886362e-07,1.5780638433923505e-08,0.0
reaction_double,39,3.5257196493437603e-06,1.0482705857081713e-08,7.561254782272258e-06,4.725784238920162e-06,1.228703902119242e-05,1.0482705857081713e-11,8.531515069661102e-07,1.5812758670536182e-08,0.0
reaction_double,40,3.536202355200842e-06,9.650671011758918e-09,7.572754993004259e-06,4.732971870627662e-06,1.230572686363192e-05,9.650671011758918e-12,7.842422571786721e-07,1.5841929218832763e-08,0.0
reaction_double,41,3.545853026212601e-06,8.885207917675336e-09,7.583122452842447e-06,4.739451533026529e-06,1.2322573985868975e-05,8.885207917675337e-12,7.210512939800184e-07,1.586842701208158e-08,0.0
reaction_double,42,3.5547382341302762e-06,8.180989948693576e-09,7.592470460396731e-06,4.745294037747956e-06,1.2337764498144688e-05,8.180989948693575e-12,6.630852736671871e-07,1.5892502732274957e-08,0.0
reaction_double,43,3.56291922407897e-06,7.533116697405202e-09,7.600900982091059e-06,4.750563113806911e-06,1.235146409589797e-05,7.533116697405202e-12,6.098966599358061e-07,1.5914383319976942e-08,0.0
reaction_double,44,3.570452340776375e-06,6.937079868756616e-09,7.608505785614601e-06,4.7553161160091255e-06,1.2363821901623727e-05,6.937079868756616e-12,5.610789223553582e-07,1.5934274242400104e-08,0.0
reaction_double,45,3.5773894206451316e-06,6.3887319030946124e-09,7.615367460004536e-06,4.759604662502835e-06,1.237497212250737e-05,6.3887319030946126e-12,5.162623268843495e-07,1.59523615431525e-08,0.0
reaction_double,46,3.5837781525482262e-06,5.884257110141581e-09,7.621560333699628e-06,4.763475208562267e-06,1.2385035542261895e-05,5.884257110141581e-12,4.7511023202658743e-07,1.5968813694810124e-08,0.0
slow_C_weak_reaction,1,5.758953948370506e-07,2.750560249752868e-07,1.8218173196609382e-07,1.138635824788086e-07,2.960453144449024e-07,2.7505602497528685e-10,0.0009291010921453988,8.719407092819531e-10,0.0
slow_C_weak_reaction,2,8.509514198123375e-07,2.6680456972360043e-07,2.5984874564657507e-07,1.6240546602910937e-07,4.222542116756844e-07,2.6680456972360043e-10,0.0006318576874930539,1.2732056314880218e-09,0.0
slow_C_weak_reaction,3,1.117755989535938e-06,2.58800718768891e-07,3.2974913192221186e-07,2.0609320745138243e-07,5.358423393735942e-07,2.58800718768891e-10,0.00048297922682151613,1.6535983289095325e-09,0.0
slow_C_weak_reaction,4,1.376556708304829e-06,2.51037037908338e-07,3.9265957342322066e-07,2.4541223338951284e-07,6.380718068127335e-07,2.51037037908338e-10,0.0003934307004760271,2.0146285151175633e-09,0.0
slow_C_weak_reaction,5,1.627593746213167e-06,2.435063165729044e-07,4.492790825245529e-07,2.8079942657784557e-07,7.300785091023985e-07,2.435063165729044e-10,0.00033353442614313545,2.357672255315565e-09,0.0
slow_C_weak_reaction,6,1.8711000627860713e-06,2.3620156105754658e-07,5.002367685707479e-07,3.1264798035671746e-07,8.128847489274653e-07,2.362015610575466e-10,0.00029057201696697487,2.683984811713537e-09,0.0
slow_C_weak_reaction,7,2.107301623843618e-06,2.2911598796059183e-07,5.460988283583634e-07,3.4131176772397704e-07,8.874105960823404e-07,2.2911598796059184e-10,0.00025818486839358497,2.994712219925959e-09,0.0
slow_C_weak_reaction,8,2.3364176118042097e-06,2.2224301782540464e-07,5.873748375522221e-07,3.6710927347013883e-07,9.54484111022361e-07,2.2224301782540466e-10,0.00023284098211688104,3.2909017228265705e-09,0.0
slow_C_weak_reaction,9,2.5586606296296144e-06,2.1557626897773266e-07,6.245234129438861e-07,3.903271330899289e-07,1.014850546033815e-06,2.1557626897773266e-10,0.00021242169087875686,3.5735111756634286e-09,0.0
slow_C_weak_reaction,10,2.774236898607347e-06,2.0910955155235935e-07,6.579573084697496e-07,4.1122331779359344e-07,1.069180626263343e-06,2.0910955155235936e-10,0.00019557925612922108,3.8434175248706906e-09,0.0
slow_C_weak_reaction,11,2.9833464501597064e-06,2.0283686170293166e-07,6.880480016142447e-07,4.3003000100890305e-07,1.1180780026231477e-06,2.0283686170293166e-10,0.00018141566261660778,4.101424452782853e-09,0.0
slow_C_weak_reaction,12,3.186183311862638e-06,1.9675237598911817e-07,7.151298211609538e-07,4.469561382255962e-07,1.1620859593865501e-06,1.9675237598911817e-10,0.00016930965768916198,4.348269271249189e-09,0.0
slow_C_weak_reaction,13,3.3829356878517562e-06,1.9085044593532794e-07,7.395036621580174e-07,4.6218978884876075e-07,1.201693451006778e-06,1.9085044593532795e-10,0.00015881791298390913,4.584629138858534e-09,0.0
slow_C_weak_reaction,14,3.573786133787084e-06,1.8512559275564213e-07,7.61440329377465e-07,4.759002058609156e-07,1.2373405352383807e-06,1.8512559275564213e-10,0.0001496157181337122,4.811126669025467e-09,0.0
slow_C_weak_reaction,15,3.7589117265427263e-06,1.7957250223954127e-07,7.811835464200339e-07,4.882397165125212e-07,1.269423262932555e-06,1.7957250223954129e-10,0.0001414599113495859,5.028334989475281e-09,0.0
slow_C_weak_reaction,16,3.9384842287822676e-06,1.741860197934803e-07,7.989526639017804e-07,4.993454149386128e-07,1.2982980788403932e-06,1.7418601979348032e-10,0.00013416489066136404,5.23678230762266e-09,0.0
slow_C_weak_reaction,17,4.112670248575748e-06,1.6896114563329898e-07,8.149450968150818e-07,5.093406855094263e-07,1.3242857823245081e-06,1.6896114563329898e-10,0.00012758661905795202,5.436956030900256e-09,0.0
slow_C_weak_reaction,18,4.281631394209047e-06,1.638930301227636e-07,8.293385181472811e-07,5.183365738420508e-07,1.347675091989332e-06,1.638930301227636e-10,0.00012161167858407,5.6293064861983786e-09,0.0
slow_C_weak_reaction,19,4.4455244243318105e-06,1.589769692537053e-07,8.422928331318366e-07,5.264330207073979e-07,1.3687258538392345e-06,1.589769692537053e-10,0.00011614960644440208,5.8142502781710464e-09,0.0
slow_C_weak_reaction,20,4.604501393585516e-06,1.5420840026324696e-07,8.539519560692927e-07,5.337199725433079e-07,1.3876719286126006e-06,1.5420840026324696e-10,0.0001111274193010628,5.992173322198115e-09,0.0
slow_C_weak_reaction,21,4.758709793848763e-06,1.4958289738396715e-07,8.644454094615902e-07,5.402783809134939e-07,1.404723790375084e-06,1.4958289738396716e-10,0.00010648562970804823,6.163433584223847e-09,0.0
slow_C_weak_reaction,22,4.90829269123273e-06,1.450961677227375e-07,8.738897632288441e-07,5.461811020180276e-07,1.4200708652468718e-06,1.450961677227375e-10,0.00010217530073579341,6.3283635564796e-09,0.0
slow_C_weak_reaction,23,5.053388858955467e-06,1.4074404726439243e-07,8.823899300007478e-07,5.514937062504675e-07,1.4338836362512154e-06,1.4074404726439242e-10,9.815583615442987e-05,6.487272495206685e-09,0.0
slow_C_weak_reaction,24,5.19413290621986e-06,1.3652249699624093e-07,8.900403308755154e-07,5.56275206797197e-07,1.4463155376727125e-06,1.3652249699624093e-10,9.439330038306944e-05,6.64044844389257e-09,0.0
slow_C_weak_reaction,25,5.330655403216101e-06,1.324275991498152e-07,8.969259445999346e-07,5.605787153749591e-07,1.4575046599748937e-06,1.324275991498152e-10,9.085912572800717e-05,6.7881600631909945e-09,0.0
slow_C_weak_reaction,26,5.463083002365916e-06,1.2845555355611836e-07,9.031232518287266e-07,5.644520323929541e-07,1.4675752842216807e-06,1.2845555355611836e-10,8.752910664085214e-05,6.930658286587596e-09,0.0
slow_C_weak_reaction,27,5.591538555922034e-06,1.2460267411103056e-07,9.087010849555418e-07,5.679381780972135e-07,1.4766392630527553e-06,1.2460267411103056e-10,8.438260936759266e-05,7.068177818974789e-09,0.0
slow_C_weak_reaction,28,5.716141230033065e-06,1.2086538534735136e-07,9.137213929586788e-07,5.710758705991743e-07,1.484797263557853e-06,1.2086538534735137e-10,8.140194510982275e-05,7.200938493590919e-09,0.0
slow_C_weak_reaction,29,5.837006615380416e-06,1.1724021911031568e-07,9.182399297602675e-07,5.738999561001672e-07,1.4921398858604347e-06,1.1724021911031568e-10,7.857186864401103e-05,7.329146501240852e-09,0.0
slow_C_weak_reaction,30,5.954246834490732e-06,1.1372381133337813e-07,9.223068737477678e-07,5.76441796092355e-07,1.4987486698401228e-06,1.1372381133337814e-10,7.587917415500324e-05,7.452995504330855e-09,0.0
slow_C_weak_reaction,31,6.06797064582411e-06,1.1031289891120122e-07,9.259673853417278e-07,5.787296158385799e-07,1.5046970011803077e-06,1.1031289891120122e-10,7.331236709096255e-05,7.572667647004419e-09,0.0
slow_C_weak_reaction,32,6.178283544735311e-06,1.070043166668885e-07,9.292621088053378e-07,5.80788818003336e-07,1.5100509268086738e-06,1.070043166668885e-10,7.086139597492273e-05,7.688334471543984e-09,0.0
slow_C_weak_reaction,33,6.2852878614022e-06,1.0379499441061533e-07,9.322276238717393e-07,5.826422649198372e-07,1.5148698887915766e-06,1.0379499441061534e-10,6.85174318788615e-05,7.800157750193777e-09,0.0
slow_C_weak_reaction,34,6.389082855812815e-06,1.0068195408681169e-07,9.348968522074446e-07,5.843105326296528e-07,1.5192073848370974e-06,1.0068195408681169e-10,6.627268606754942e-05,7.90829024064991e-09,0.0
slow_C_weak_reaction,35,6.489764809899627e-06,9.766230700730364e-08,9.372994232283731e-07,5.858121395177332e-07,1.5231115627461063e-06,9.766230700730364e-11,6.412025842100666e-05,8.012876372645733e-09,0.0
slow_C_weak_reaction,36,6.58742711690693e-06,9.473325116768684e-08,9.394620033333437e-07,5.871637520833398e-07,1.5266257554166833e-06,9.473325116768684e-11,6.20540108350458e-05,8.114052872323615e-09,0.0
slow_C_weak_reaction,37,6.682160368074617e-06,9.189206864452044e-08,9.414085922133752e-07,5.883803701333594e-07,1.5297889623467346e-06,9.189206864452044e-11,6.006846101409681e-05,8.211949330421353e-09,0.0
slow_C_weak_reaction,38,6.774052436719138e-06,8.913612307078949e-08,9.431607895292944e-07,5.894754934558088e-07,1.5326362829851032e-06,8.913612307078949e-11,5.8158693005218296e-05,8.306688719704242e-09,0.0
slow_C_weak_reaction,39,6.863188559789927e-06,8.646285718736388e-08,9.447380349209005e-07,5.904612718255628e-07,1.5351993067464634e-06,8.646285718736388e-11,5.6320281547419394e-05,8.398387866536393e-09,0.0
slow_C_weak_reaction,40,6.949651416977291e-06,8.38697904680459e-08,9.461578240145986e-07,5.913486400091242e-07,1.5375064640237227e-06,8.38697904680459e-11,5.454922787677584e-05,8.487157881001017e-09,0.0
slow_C_weak_reaction,41,7.033521207445337e-06,8.135451681606663e-08,9.474359028297134e-07,5.92147439268571e-07,1.5395833420982844e-06,8.135451681606663e-11,5.2841905073608607e-05,8.57310454954362e-09,0.0
slow_C_weak_reaction,42,7.1148757242614036e-06,7.891470232986382e-08,9.485864427436747e-07,5.928665267147966e-07,1.5414529694584714e-06,7.891470232986382e-11,5.1195011390835615e-05,8.656328693719873e-09,0.0
slow_C_weak_reaction,43,7.193790426591267e-06,7.654808313594886e-08,9.496221979602346e-07,5.935138737251466e-07,1.5431360716853811e-06,7.654808313594886e-11,4.960553028375821e-05,8.736926498276649e-09,0.0
slow_C_weak_reaction,44,7.270338509727216e-06,7.425246328699288e-08,9.505546472304603e-07,5.940966545190379e-07,1.544651301749498e-06,7.425246328699288e-11,4.807069608713196e-05,8.814989811476712e-09,0.0
slow_C_weak_reaction,45,7.344590973014209e-06,7.202571272303452e-08,9.513941214012648e-07,5.946213258757904e-07,1.546015447277055e-06,7.202571272303453e-11,4.658796446690814e-05,8.890606420291268e-09,0.0
slow_C_weak_reaction,46,7.416616685737244e-06,6.986576529394348e-08,9.521499182087528e-07,5.950936988804707e-07,1.5472436170892234e-06,6.986576529394348e-11,4.515498692143876e-05,8.963860302826465e-09,0.0
slow_C_strong_reaction,1,5.7589597847905e-07,2.750577000280906e-07,1.4574553872053562e-06,9.109096170033478e-07,2.368365004208704e-06,2.7505770002809056e-10,0.00011613822174339646,2.944260982687753e-09,0.0
slow_C_strong_reaction,2,8.509536785071405e-07,2.6680777619578126e-07,2.0787957847844015e-06,1.2992473654902508e-06,3.3780431502746523e-06,2.668077761957813e-10,7.898293903501157e-05,4.2289968287817924e-09,0.0
slow_C_strong_reaction,3,1.1177614547029218e-06,2.588058361947667e-07,2.6380068846157726e-06,1.6487543028848579e-06,4.2867611875006305e-06,2.588058361947667e-10,6.037328063653153e-05,5.4045226422035525e-09,0.0
slow_C_strong_reaction,4,1.3765672908976885e-06,2.5104439189011643e-07,3.141302892043478e-06,1.963314307527174e-06,5.1046171995706525e-06,2.5104439189011644e-10,4.917986639845035e-05,6.481184490468342e-09,0.0
slow_C_strong_reaction,5,1.627611682787805e-06,2.4351618465379204e-07,3.5942764642982617e-06,2.246422790186414e-06,5.8406992544846755e-06,2.4351618465379205e-10,4.169298469987349e-05,7.46831093727248e-09,0.0
slow_C_strong_reaction,6,1.871127867441597e-06,2.3621417799317115e-07,4.001960878069044e-06,2.501225548793152e-06,6.503186426862196e-06,2.3621417799317113e-10,3.6322836604754246e-05,8.374314294303793e-09,0.0
slow_C_strong_reaction,7,2.107342045434768e-06,2.2913155044930476e-07,4.368885979041221e-06,2.7305537369007637e-06,7.099439715941985e-06,2.2913155044930478e-10,3.2274596252262505e-05,9.206781761376753e-09,0.0
slow_C_strong_reaction,8,2.336473595884073e-06,2.2226168875200635e-07,4.6991285353327e-06,2.9369553345829374e-06,7.636083869915637e-06,2.2226168875200634e-10,2.9106763694367577e-05,9.972557465799712e-09,0.0
slow_C_strong_reaction,9,2.5587352846360792e-06,2.1559818121965615e-07,4.996357554552689e-06,3.1227234715954314e-06,8.11908102614812e-06,2.1559818121965615e-10,2.655450543298013e-05,1.0677816310784201e-08,0.0
slow_C_strong_reaction,10,2.7743334658557354e-06,2.0913481139246806e-07,5.26387506822435e-06,3.2899219176402187e-06,8.553796985864568e-06,2.0913481139246807e-10,2.444935409831099e-05,1.1328130451720304e-08,0.0
slow_C_strong_reaction,11,2.9834682772482034e-06,2.0286555188866236e-07,5.504652836927915e-06,3.440408023079947e-06,8.945060860007861e-06,2.0286555188866238e-10,2.2679057757521406e-05,1.1928529137256065e-08,0.0
slow_C_strong_reaction,12,3.186333829136866e-06,1.967845584736647e-07,5.721365384175953e-06,3.57585336510997e-06,9.297218749285923e-06,1.967845584736647e-10,2.1165959818766104e-05,1.2483552578422784e-08,0.0
slow_C_strong_reaction,13,3.3831183876105305e-06,1.908861643330804e-07,5.916419726222909e-06,3.6977623288893174e-06,9.614182055112227e-06,1.908861643330804e-10,1.985464423690406e-05,1.2997300442722756e-08,0.0
slow_C_strong_reaction,14,3.574004551943611e-06,1.8516487454074138e-07,6.091982128283324e-06,3.8074888301770776e-06,9.899470958460401e-06,1.8516487454074138e-10,1.870452222322988e-05,1.3473475510404012e-08,0.0
slow_C_strong_reaction,15,3.7591694264843523e-06,1.7961536071362925e-07,6.250002184578896e-06,3.90625136536181e-06,1.0156253549940706e-05,1.7961536071362924e-10,1.768519856563426e-05,1.391542297642506e-08,0.0
slow_C_strong_reaction,16,3.9387847871979815e-06,1.7423245584603308e-07,6.39223448988642e-06,3.995146556179012e-06,1.0387381046065432e-05,1.742324558460331e-10,1.6773473031686795e-05,1.4326165833263414e-08,0.0
slow_C_strong_reaction,17,4.113017243044015e-06,1.6901114931559525e-07,6.520258143485995e-06,4.075161339678746e-06,1.0595419483164741e-05,1.6901114931559526e-10,1.5951341009588172e-05,1.4708436726208752e-08,0.0
slow_C_strong_reaction,18,4.28202839235961e-06,1.6394658205447102e-07,6.6354943023139436e-06,4.147183938946214e-06,1.0782678241260158e-05,1.6394658205447102e-10,1.5204625268991686e-05,1.5064706633619765e-08,0.0
