time,source_cid,target_cid,source_branch,target_branch,subspace_overlap,sigma_source,sigma_target,ambiguity_flag
23767,1,1,5,5,9.99367779787242450e-01,1.00598787525810551e+00,1.00600514121807749e+00,0
23767,2,2,3,3,9.99370749999700658e-01,1.00049975320598872e+00,1.00054747739636629e+00,0
23767,3,3,3,3,9.99372972911715340e-01,9.99499544723961408e-01,9.99452766128199888e-01,0
23767,4,4,6,6,9.99376275046431894e-01,9.93976520866498792e-01,9.93958049137687594e-01,0
23967,0,0,0,0,9.99999986749237291e-01,3.99999993231172457e+00,3.99999995856673829e+00,0
23967,1,1,5,5,9.99851353820803368e-01,1.00600514121807749e+00,1.00607005467081168e+00,0
23967,2,2,3,3,9.99850525528967138e-01,1.00054747739636629e+00,1.00050110173363271e+00,0
23967,3,3,3,3,9.99851064055740313e-01,9.99452766128199888e-01,9.99498665809284703e-01,0
23967,4,4,6,6,9.99852090508561941e-01,9.93958049137687594e-01,9.93892865575669693e-01,0
24167,0,0,0,0,9.99999990225752144e-01,3.99999995856673829e+00,3.99999995286266374e+00,0
24167,1,1,5,5,9.99956300064524628e-01,1.00607005467081168e+00,1.00605537339692619e+00,0
24167,2,2,3,3,9.99956667178422132e-01,1.00050110173363271e+00,1.00057923494265011e+00,0
24167,3,3,3,3,9.99954552367812166e-01,9.99498665809284703e-01,9.99419927730585633e-01,0
24167,4,4,6,6,9.99954979593306481e-01,9.93892865575669693e-01,9.93908251214459693e-01,0
24367,0,0,0,0,9.99999994267501191e-01,3.99999995286266374e+00,3.99999995722488766e+00,0
24367,1,1,5,5,9.99674727421920761e-01,1.00605537339692619e+00,1.00604272396745875e+00,0
24367,2,2,3,3,9.99676648496703346e-01,1.00057923494265011e+00,1.00065273842618518e+00,0
24367,3,3,3,3,9.99676221819232103e-01,9.99419927730585633e-01,9.99347087337919771e-01,0
24367,4,4,6,6,9.99679112991481489e-01,9.93908251214459693e-01,9.93920296118635860e-01,0
24567,0,0,0,0,9.99999994530328951e-01,3.99999995722488766e+00,3.99999997054018630e+00,0
24567,1,1,5,5,9.99869932355586521e-01,1.00604272396745875e+00,1.00609593703686673e+00,0
24567,2,2,3,3,9.99869603593881884e-01,1.00065273842618518e+00,1.00060249326280015e+00,0
24567,3,3,3,3,9.99871680287808928e-01,9.99347087337919771e-01,9.99397412477447733e-01,0
24567,4,4,6,6,9.99871855817562105e-01,9.93920296118635860e-01,9.93866410832885294e-01,0
24767,0,0,0,0,9.99999991738492744e-01,3.99999997054018630e+00,3.99999996115978540e+00,0
24767,1,1,5,5,9.99957451126629815e-01,1.00609593703686673e+00,1.00610207582219946e+00,0
24767,2,2,3,3,9.99958408823758194e-01,1.00060249326280015e+00,1.00061469601380670e+00,0
24767,3,3,3,3,9.99956417575000645e-01,9.99397412477447733e-01,9.99384518437985037e-01,0
24767,4,4,6,6,9.99957570085327596e-01,9.93866410832885294e-01,9.93860879001210784e-01,0
24967,0,0,0,0,9.99999995769969674e-01,3.99999996115978540e+00,3.99999997644255689e+00,0
24967,1,1,5,5,9.99896245161604025e-01,1.00610207582219946e+00,1.00607395213679918e+00,0
24967,2,2,3,3,9.99896524025697619e-01,1.00061469601380670e+00,1.00069156793077019e+00,0
24967,3,3,3,3,9.99895826315374103e-01,9.99384518437985037e-01,9.99307949381393001e-01,0
24967,4,4,6,6,9.99896906593605639e-01,9.93860879001210784e-01,9.93888938843785930e-01,0
25167,0,0,0,0,9.99999997526911044e-01,3.99999997644255689e+00,3.99999997246849759e+00,0
25167,1,1,5,5,9.99852263775616090e-01,1.00607395213679918e+00,1.00610495393393706e+00,0
25167,2,2,3,3,9.99853084193811803e-01,1.00069156793077019e+00,1.00066640045232291e+00,0
25167,3,3,3,3,9.99854556352097856e-01,9.99307949381393001e-01,9.99333498864671266e-01,0
25167,4,4,6,6,9.99855388977318738e-01,9.93888938843785930e-01,9.93857207278988519e-01,0
25367,0,0,0,0,9.99999994060597253e-01,3.99999997246849759e+00,3.99999997577294986e+00,0
25367,1,1,5,5,9.99975650776649183e-01,1.00610495393393706e+00,1.00612672690049632e+00,0
25367,2,2,3,3,9.99976107409612958e-01,1.00066640045232291e+00,1.00063378494703037e+00,0
25367,3,3,3,3,9.99975019122331776e-01,9.99333498864671266e-01,9.99365590431316453e-01,0
25367,4,4,6,6,9.99975957601536569e-01,9.93857207278988519e-01,9.93835734188126096e-01,0
25567,0,0,0,0,9.99999996957224635e-01,3.99999997577294986e+00,3.99999998287928982e+00,0
25567,1,1,5,5,9.99987029643233605e-01,1.00612672690049632e+00,1.00609809528506022e+00,0
25567,2,2,3,3,9.99986858542058488e-01,1.00063378494703037e+00,1.00069059532822058e+00,0
25567,3,3,3,3,9.99986446621816238e-01,9.99365590431316453e-01,9.99308757653029733e-01,0
25567,4,4,6,6,9.99986544715664949e-01,9.93835734188126096e-01,9.93864664065963632e-01,0
25767,0,0,0,0,9.99999997982698230e-01,3.99999998287928982e+00,3.99999997765569670e+00,0
25767,1,1,5,5,9.99869823263662805e-01,1.00609809528506022e+00,1.00610481775195315e+00,0
25767,2,2,3,3,9.99871170155234745e-01,1.00069059532822058e+00,1.00069695981559614e+00,0
25767,3,3,3,3,9.99871381354532018e-01,9.99308757653029733e-01,9.99302831148208393e-01,0
25767,4,4,6,6,9.99872822191325339e-01,9.93864664065963632e-01,9.93857410858229318e-01,0
25967,0,0,0,0,9.99999996791646417e-01,3.99999997765569670e+00,3.99999998658181877e+00,0
25967,1,1,5,5,9.99991858484951757e-01,1.00610481775195315e+00,1.00613264057624607e+00,0
25967,2,2,3,3,9.99991728572554583e-01,1.00069695981559614e+00,1.00064738071950177e+00,0
25967,3,3,3,3,9.99991669495121971e-01,9.99302831148208393e-01,9.99352174893744616e-01,0
25967,4,4,6,6,9.99991925215699795e-01,9.93857410858229318e-01,9.93829545855251628e-01,0
26167,0,0,0,0,9.99999997377367777e-01,3.99999998658181877e+00,3.99999998397288792e+00,0
26167,1,1,5,5,9.99995122518181123e-01,1.00613264057624607e+00,1.00611380078900581e+00,0
26167,2,2,3,3,9.99995324509375227e-01,1.00064738071950177e+00,1.00067106782891657e+00,0
26167,3,3,3,3,9.99994940194103066e-01,9.99352174893744616e-01,9.99328250317577438e-01,0
26167,4,4,6,6,9.99995145516226036e-01,9.93829545855251628e-01,9.93848826506579019e-01,0
26367,0,0,0,0,9.99999998160500336e-01,3.99999998397288792e+00,3.99999998625557307e+00,0
26367,1,1,5,5,9.99926404604586150e-01,1.00611380078900581e+00,1.00610161284387978e+00,0
26367,2,2,3,3,9.99927236637811467e-01,1.00067106782891657e+00,1.00069911539242584e+00,0
26367,3,3,3,3,9.99926888515771162e-01,9.99328250317577438e-01,9.99300540107470159e-01,0
26367,4,4,6,6,9.99927989763014446e-01,9.93848826506579019e-01,9.93860786262293128e-01,0
26567,0,0,0,0,9.99999998637785326e-01,3.99999998625557307e+00,3.99999999000878059e+00,0
26567,1,1,5,5,9.99982259353258573e-01,1.00610161284387978e+00,1.00612542678538253e+00,0
26567,2,2,3,3,9.99982179561572648e-01,1.00069911539242584e+00,1.00065622459295578e+00,0
26567,3,3,3,3,9.99982560336887261e-01,9.99300540107470159e-01,9.99343458161036757e-01,0
26567,4,4,6,6,9.99982612901279322e-01,9.93860786262293128e-01,9.93836708590745133e-01,0
26767,0,0,0,0,9.99999997637426086e-01,3.99999999000878059e+00,3.99999998717135163e+00,0
26767,1,1,5,5,9.99989647476251964e-01,1.00612542678538253e+00,1.00612002857717941e+00,0
26767,2,2,3,3,9.99990026303591462e-01,1.00065622459295578e+00,1.00064748735931719e+00,0
26767,3,3,3,3,9.99989636173986396e-01,9.99343458161036757e-01,9.99351892668375208e-01,0
26767,4,4,6,6,9.99990082774198541e-01,9.93836708590745133e-01,9.93842490093475250e-01,0
26967,0,0,0,0,9.99999998631185716e-01,3.99999998717135163e+00,3.99999999234316839e+00,0
26967,1,1,5,5,9.99978266873829069e-01,1.00612002857717941e+00,1.00609831786675774e+00,0
26967,2,2,3,3,9.99978412648902859e-01,1.00064748735931719e+00,1.00068046425719093e+00,0
26967,3,3,3,3,9.99978173264576720e-01,9.99351892668375208e-01,9.99319085528444506e-01,0
26967,4,4,6,6,9.99978560899969060e-01,9.93842490093475250e-01,9.93864252467114961e-01,0
27167,0,0,0,0,9.99999999254163052e-01,3.99999999234316839e+00,3.99999999064122624e+00,0
27167,1,1,5,5,9.99964269348610491e-01,1.00609831786675774e+00,1.00611119585086750e+00,0
27167,2,2,3,3,9.99964609993468811e-01,1.00068046425719093e+00,1.00065713454440064e+00,0
27167,3,3,3,3,9.99964817635517367e-01,9.99319085528444506e-01,9.99342596108252490e-01,0
27167,4,4,6,6,9.99965160864768055e-01,9.93864252467114961e-01,9.93851065763053265e-01,0
27367,0,0,0,0,9.99999998270314272e-01,3.99999999064122624e+00,3.99999999220009039e+00,0
27367,1,1,5,5,9.99995093955158842e-01,1.00611119585086750e+00,1.00611696290584129e+00,0
27367,2,2,3,3,9.99995245505271413e-01,1.00065713454440064e+00,1.00062714342816483e+00,0
27367,3,3,3,3,9.99995023751226064e-01,9.99342596108252490e-01,9.99372350795594055e-01,0
27367,4,4,6,6,9.99995346003535124e-01,9.93851065763053265e-01,9.93845503637812766e-01,0
27567,0,0,0,0,9.99999999006705220e-01,3.99999999220009039e+00,3.99999999416845053e+00,0
27567,1,1,5,5,9.99998896831591821e-01,1.00611696290584129e+00,1.00609512405856605e+00,0
27567,2,2,3,3,9.99998847481578856e-01,1.00062714342816483e+00,1.00065011141664262e+00,0
27567,3,3,3,3,9.99998801946645921e-01,9.99372350795594055e-01,9.99349387978169856e-01,0
27567,4,4,6,6,9.99998837342445768e-01,9.93845503637812766e-01,9.93867576436160527e-01,0
27767,0,0,0,0,9.99999999283924801e-01,3.99999999416845053e+00,3.99999999261966055e+00,0
27767,1,1,5,5,9.99962795528978377e-01,1.00609512405856605e+00,1.00609510387884971e+00,0
27767,2,2,3,3,9.99963298905397813e-01,1.00065011141664262e+00,1.00064747832362566e+00,0
27767,3,3,3,3,9.99963204623615542e-01,9.99349387978169856e-01,9.99352239051366942e-01,0
27767,4,4,6,6,9.99963748458889357e-01,9.93867576436160527e-01,9.93867381515208259e-01,0
27967,0,0,0,0,9.99999999069977497e-01,3.99999999261966055e+00,3.99999999561350794e+00,0
27967,1,1,5,5,9.99999833319204834e-01,1.00609510387884971e+00,1.00610624719106356e+00,0
27967,2,2,3,3,9.99999765759863823e-01,1.00064747832362566e+00,1.00061125183362498e+00,0
27967,3,3,3,3,9.99999759286795298e-01,9.99352239051366942e-01,9.99388360624802519e-01,0
27967,4,4,6,6,9.99999836395370822e-01,9.93867381515208259e-01,9.93856251610097940e-01,0
28167,0,0,0,0,9.99999999123452610e-01,3.99999999561350794e+00,3.99999999453961852e+00,0
28167,1,1,5,5,9.99998432688640859e-01,1.00610624719106356e+00,1.00609072390723586e+00,0
28167,2,2,3,3,9.99998500194784423e-01,1.00061125183362498e+00,1.00061646944508120e+00,0
28167,3,3,3,3,9.99998493292005186e-01,9.99388360624802519e-01,9.99383037166722499e-01,0
28167,4,4,6,6,9.99998561121785645e-01,9.93856251610097940e-01,9.93872066241174967e-01,0
28367,0,0,0,0,9.99999999339930667e-01,3.99999999453961852e+00,3.99999999556432329e+00,0
28367,1,1,5,5,9.99977985687458215e-01,1.00609072390723586e+00,1.00608041047898999e+00,0
28367,2,2,3,3,9.99978279065175668e-01,1.00061646944508120e+00,1.00062728191117079e+00,0
28367,3,3,3,3,9.99978099355002703e-01,9.99383037166722499e-01,9.99372397274291502e-01,0
28367,4,4,6,6,9.99978500854188823e-01,9.93872066241174967e-01,9.93882319040568674e-01,0
28567,0,0,0,0,9.99999999592189215e-01,3.99999999556432329e+00,3.99999999657962757e+00,0
28567,1,1,5,5,9.99995005424832883e-01,1.00608041047898999e+00,1.00609058507037674e+00,0
28567,2,2,3,3,9.99994983484474798e-01,1.00062728191117079e+00,1.00059735818472895e+00,0
28567,3,3,3,3,9.99995054317080689e-01,9.99372397274291502e-01,9.99402340735346839e-01,0
28567,4,4,6,6,9.99995082568168603e-01,9.93882319040568674e-01,9.93872036247511859e-01,0
28767,0,0,0,0,9.99999999209370660e-01,3.99999999657962757e+00,3.99999999575205845e+00,0
28767,1,1,5,5,9.99996478954620627e-01,1.00609058507037674e+00,1.00608368559545669e+00,0
28767,2,2,3,3,9.99996589819198700e-01,1.00059735818472895e+00,1.00058538663622199e+00,0
28767,3,3,3,3,9.99996559763015602e-01,9.99402340735346839e-01,9.99414171991572675e-01,0
28767,4,4,6,6,9.99996700737722732e-01,9.93872036247511859e-01,9.93879176023972244e-01,0
28967,0,0,0,0,9.99999999507219739e-01,3.99999999575205845e+00,3.99999999747831936e+00,0
28967,1,1,5,5,9.99993478299903704e-01,1.00608368559545669e+00,1.00606826344128897e+00,0
28967,2,2,3,3,9.99993525280375328e-01,1.00058538663622199e+00,1.00059925716171660e+00,0
28967,3,3,3,3,9.99993438358654063e-01,9.99414171991572675e-01,9.99400389863613459e-01,0
28967,4,4,6,6,9.99993581255991693e-01,9.93879176023972244e-01,9.93894681460621321e-01,0
29167,0,0,0,0,9.99999999742345547e-01,3.99999999747831936e+00,3.99999999680319229e+00,0
29167,1,1,5,5,9.99987580251838870e-01,1.00606826344128897e+00,1.00607298524810784e+00,0
29167,2,2,3,3,9.99987719718104962e-01,1.00059925716171660e+00,1.00058202819980524e+00,0
29167,3,3,3,3,9.99987725884587064e-01,9.99400389863613459e-01,9.99417713701422628e-01,0
29167,4,4,6,6,9.99987866123898228e-01,9.93894681460621321e-01,9.93889827047154006e-01,0
29367,0,0,0,0,9.99999999430561948e-01,3.99999999680319229e+00,3.99999999746895796e+00,0
29367,1,1,5,5,9.99998643606217374e-01,1.00607298524810784e+00,1.00607334411706151e+00,0
29367,2,2,3,3,9.99998666174208628e-01,1.00058202819980524e+00,1.00055936256615907e+00,0
29367,3,3,3,3,9.99998646943850655e-01,9.99417713701422628e-01,9.99440270511854467e-01,0
29367,4,4,6,6,9.99998742672192131e-01,9.93889827047154006e-01,9.93889599073419339e-01,0
29567,0,0,0,0,9.99999999628863434e-01,3.99999999746895796e+00,3.99999999798864669e+00,0
29567,1,1,5,5,9.99999565609646535e-01,1.00607334411706151e+00,1.00605817612868687e+00,0
29567,2,2,3,3,9.99999545843746951e-01,1.00055936256615907e+00,1.00056757268778895e+00,0
29567,3,3,3,3,9.99999554152099179e-01,9.99440270511854467e-01,9.99432065061119923e-01,0
29567,4,4,6,6,9.99999567039652648e-01,9.93889599073419339e-01,9.93904938630080004e-01,0
29767,0,0,0,0,9.99999999736213008e-01,3.99999999798864669e+00,3.99999999754761948e+00,0
29767,1,1,5,5,9.99986612138688002e-01,1.00605817612868687e+00,1.00605596994854252e+00,0
29767,2,2,3,3,9.99986798706556046e-01,1.00056757268778895e+00,1.00056286696054797e+00,0
29767,3,3,3,3,9.99986726003799564e-01,9.99432065061119923e-01,9.99436883929519682e-01,0
29767,4,4,6,6,9.99986931921281297e-01,9.93904938630080004e-01,9.93907063479198882e-01,0
29967,0,0,0,0,9.99999999697765540e-01,3.99999999754761948e+00,3.99999999853908195e+00,0
29967,1,1,5,5,9.99999884143612627e-01,1.00605596994854252e+00,1.00606006461155584e+00,0
29967,2,2,3,3,9.99999843511283459e-01,1.00056286696054797e+00,1.00053797637414088e+00,0
29967,3,3,3,3,9.99999853624079393e-01,9.99436883929519682e-01,9.99461729406934118e-01,0
29967,4,4,6,6,9.99999874623298091e-01,9.93907063479198882e-01,9.93902991431948379e-01,0
30167,0,0,0,0,9.99999999665915351e-01,3.99999999853908195e+00,3.99999999812437634e+00,0
30167,1,1,5,5,9.99999354349064173e-01,1.00606006461155584e+00,1.00604887711945090e+00,0
30167,2,2,3,3,9.99999369402445937e-01,1.00053797637414088e+00,1.00053628167382991e+00,0
30167,3,3,3,3,9.99999404107627332e-01,9.99461729406934118e-01,9.99463373402844746e-01,0
30167,4,4,6,6,9.99999419078728247e-01,9.93902991431948379e-01,9.93914368562389572e-01,0
30367,0,0,0,0,9.99999999755356139e-01,3.99999999812437634e+00,3.99999999854927779e+00,0
30367,1,1,5,5,9.99991832030422967e-01,1.00604887711945090e+00,1.00604103696116831e+00,0
30367,2,2,3,3,9.99991934764178247e-01,1.00053628167382991e+00,1.00053939569248262e+00,0
30367,3,3,3,3,9.99991855091360682e-01,9.99463373402844746e-01,9.99460348601489024e-01,0
30367,4,4,6,6,9.99992005737824652e-01,9.93914368562389572e-01,9.93922211188304594e-01,0
30567,0,0,0,0,9.99999999862333566e-01,3.99999999854927779e+00,3.99999999880803347e+00,0
30567,1,1,5,5,9.99997529293358500e-01,1.00604103696116831e+00,1.00604501105824551e+00,0
30567,2,2,3,3,9.99997524166300722e-01,1.00053939569248262e+00,1.00051913114396251e+00,0
30567,3,3,3,3,9.99997536093119921e-01,9.99460348601489024e-01,9.99480628690045836e-01,0
30567,4,4,6,6,9.99997551619331349e-01,9.93922211188304594e-01,9.93918194512860009e-01,0
30767,0,0,0,0,9.99999999704134224e-01,3.99999999880803347e+00,3.99999999857827238e+00,0
30767,1,1,5,5,9.99998924347890394e-01,1.00604501105824551e+00,1.00603912876358370e+00,0
30767,2,2,3,3,9.99998945766820579e-01,1.00051913114396251e+00,1.00050811600372325e+00,0
30767,3,3,3,3,9.99998969800853121e-01,9.99480628690045836e-01,9.99491577051214830e-01,0
30767,4,4,6,6,9.99999005604898628e-01,9.93918194512860009e-01,9.93924227138769267e-01,0
30967,0,0,0,0,9.99999999809288886e-01,3.99999999857827238e+00,3.99999999914721549e+00,0
30967,1,1,5,5,9.99997271055246495e-01,1.00603912876358370e+00,1.00602854076715653e+00,0
30967,2,2,3,3,9.99997285852880724e-01,1.00050811600372325e+00,1.00051286610636181e+00,0
30967,3,3,3,3,9.99997252329516861e-01,9.99491577051214830e-01,9.99486872365713652e-01,0
30967,4,4,6,6,9.99997308152922093e-01,9.93924227138769267e-01,9.93934893385959528e-01,0
31167,0,0,0,0,9.99999999903635528e-01,3.99999999914721549e+00,3.99999999889279501e+00,0
31167,1,1,5,5,9.99994597434266996e-01,1.00602854076715653e+00,1.00602965549355194e+00,0
31167,2,2,3,3,9.99994655933624355e-01,1.00051286610636181e+00,1.00050047455043578e+00,0
31167,3,3,3,3,9.99994640676604041e-01,9.99486872365713652e-01,9.99499315871976601e-01,0
31167,4,4,6,6,9.99994699401458353e-01,9.93934893385959528e-01,9.93933725555042447e-01,0
31367,0,0,0,0,9.99999999791362226e-01,3.99999999889279501e+00,3.99999999916090898e+00,0
31367,1,1,5,5,9.99999623221539236e-01,1.00602965549355194e+00,1.00602824310682548e+00,0
31367,2,2,3,3,9.99999613565124346e-01,1.00050047455043578e+00,1.00048401218559180e+00,0
31367,3,3,3,3,9.99999627484440046e-01,9.99499315871976601e-01,9.99515727988325553e-01,0
31367,4,4,6,6,9.99999650903258375e-01,9.93933725555042447e-01,9.93935221898611942e-01,0
31567,0,0,0,0,9.99999999845095355e-01,3.99999999916090898e+00,3.99999999928850025e+00,0
31567,1,1,5,5,9.99999543058605167e-01,1.00602824310682548e+00,1.00601796399890153e+00,0
31567,2,2,3,3,9.99999533989965994e-01,1.00048401218559180e+00,1.00048543532931200e+00,0
31567,3,3,3,3,9.99999543735760943e-01,9.99515727988325553e-01,9.99514307553426407e-01,0
31567,4,4,6,6,9.99999547904709463e-01,9.93935221898611942e-01,9.93945621819955050e-01,0
31767,0,0,0,0,9.99999999898063208e-01,3.99999999928850025e+00,3.99999999917015847e+00,0
31767,1,1,5,5,9.99994323757553483e-01,1.00601796399890153e+00,1.00601526776820371e+00,0
31767,2,2,3,3,9.99994394993895419e-01,1.00048543532931200e+00,1.00048044343106901e+00,0
31767,3,3,3,3,9.99994356947170093e-01,9.99514307553426407e-01,9.99519359362263771e-01,0
31767,4,4,6,6,9.99994437704510686e-01,9.93945621819955050e-01,9.93948295428685236e-01,0
31967,0,0,0,0,9.99999999888469771e-01,3.99999999917015847e+00,3.99999999949455498e+00,0
31967,1,1,5,5,9.99999658890021514e-01,1.00601526776820371e+00,1.00601622394425738e+00,0
31967,2,2,3,3,9.99999636493467348e-01,1.00048044343106901e+00,1.00046336879139308e+00,0
31967,3,3,3,3,9.99999645392129599e-01,9.99519359362263771e-01,9.99536415634426190e-01,0
31967,4,4,6,6,9.99999650117568528e-01,9.93948295428685236e-01,9.93947362247777133e-01,0
32167,0,0,0,0,9.99999999857099420e-01,3.99999999949455498e+00,3.99999999934147521e+00,0
32167,1,1,5,5,9.99999687641478618e-01,1.00601622394425738e+00,1.00600839400247977e+00,0
32167,2,2,3,3,9.99999686866423487e-01,1.00046336879139308e+00,1.00045920617476480e+00,0
32167,3,3,3,3,9.99999712137015662e-01,9.99536415634426190e-01,9.99540553654991393e-01,0
32167,4,4,6,6,9.99999711258189539e-01,9.93947362247777133e-01,9.93955315838581432e-01,0
32367,0,0,0,0,9.99999999902521530e-01,3.99999999934147521e+00,3.99999999950932938e+00,0
32367,1,1,5,5,9.99996380257169415e-01,1.00600839400247977e+00,1.00600257465201293e+00,0
32367,2,2,3,3,9.99996417754387634e-01,1.00045920617476480e+00,1.00045867418745482e+00,0
32367,3,3,3,3,9.99996382862917699e-01,9.99540553654991393e-01,9.99541132221973494e-01,0
32367,4,4,6,6,9.99996442200940749e-01,9.93955315838581432e-01,9.93961159332230948e-01,0
32567,0,0,0,0,9.99999999945004991e-01,3.99999999950932938e+00,3.99999999956914554e+00,0
32567,1,1,5,5,9.99998435047066092e-01,1.00600257465201293e+00,1.00600361095504875e+00,0
32567,2,2,3,3,9.99998434814562298e-01,1.00045867418745482e+00,1.00044475946337785e+00,0
32567,3,3,3,3,9.99998435044722078e-01,9.99541132221973494e-01,9.99555058447732292e-01,0
32567,4,4,6,6,9.99998443430094586e-01,9.93961159332230948e-01,9.93960111541912217e-01,0
32767,0,0,0,0,9.99999999875790246e-01,3.99999999956914554e+00,3.99999999951006524e+00,0
32767,1,1,5,5,9.99999643619784884e-01,1.00600361095504875e+00,1.00599898250304798e+00,0
32767,2,2,3,3,9.99999641466739142e-01,1.00044475946337785e+00,1.00043552753636700e+00,0
32767,3,3,3,3,9.99999663074333744e-01,9.99555058447732292e-01,9.99564258655796234e-01,0
32767,4,4,6,6,9.99999667945278281e-01,9.93960111541912217e-01,9.93964836143138020e-01,0
32967,0,0,0,0,9.99999999917279947e-01,3.99999999951006524e+00,3.99999999969543252e+00,0
32967,1,1,5,5,9.99998520821971715e-01,1.00599898250304798e+00,1.00599167749004725e+00,0
32967,2,2,3,3,9.99998525952820683e-01,1.00043552753636700e+00,1.00043582958518962e+00,0
32967,3,3,3,3,9.99998512135684803e-01,9.99564258655796234e-01,9.99563980166575772e-01,0
32967,4,4,6,6,9.99998535170745440e-01,9.93964836143138020e-01,9.93972205543111942e-01,0
33167,0,0,0,0,9.99999999957949859e-01,3.99999999969543252e+00,3.99999999960326091e+00,0
33167,1,1,5,5,9.99997251693829692e-01,1.00599167749004725e+00,1.00599116890563800e+00,0
33167,2,2,3,3,9.99997277144141217e-01,1.00043582958518962e+00,1.00042672255939724e+00,0
33167,3,3,3,3,9.99997265219461084e-01,9.99563980166575772e-01,9.99573116210215606e-01,0
33167,4,4,6,6,9.99997290733131594e-01,9.93972205543111942e-01,9.93972699024200379e-01,0
33367,0,0,0,0,9.99999999912712378e-01,3.99999999960326091e+00,3.99999999970716802e+00,0
33367,1,1,5,5,9.99999770774785079e-01,1.00599116890563800e+00,1.00598923636680571e+00,0
33367,2,2,3,3,9.99999758861572108e-01,1.00042672255939724e+00,1.00041474318995527e+00,0
33367,3,3,3,3,9.99999771898326895e-01,9.99573116210215606e-01,9.99585072808896524e-01,0
33367,4,4,6,6,9.99999775147843772e-01,9.93972699024200379e-01,9.93974687941729607e-01,0
33567,0,0,0,0,9.99999999926402983e-01,3.99999999970716802e+00,3.99999999973479081e+00,0
33567,1,1,5,5,9.99999526825684271e-01,1.00598923636680571e+00,1.00598220027203489e+00,0
33567,2,2,3,3,9.99999522336771918e-01,1.00041474318995527e+00,1.00041308533954498e+00,0
33567,3,3,3,3,9.99999528297853768e-01,9.99585072808896524e-01,9.99586732448724535e-01,0
33567,4,4,6,6,9.99999529207817872e-01,9.93974687941729607e-01,9.93981808609418649e-01,0
33767,0,0,0,0,9.99999999954969909e-01,3.99999999973479081e+00,3.99999999970612752e+00,0
33767,1,1,5,5,9.99997225727174199e-01,1.00598220027203489e+00,1.00597957153380468e+00,0
33767,2,2,3,3,9.99997254203228936e-01,1.00041308533954498e+00,1.00040832117446699e+00,0
33767,3,3,3,3,9.99997235205946744e-01,9.99586732448724535e-01,9.99591528763852155e-01,0
33767,4,4,6,6,9.99997268381846327e-01,9.93981808609418649e-01,9.93984440692163185e-01,0
33967,0,0,0,0,9.99999999950553442e-01,3.99999999970612752e+00,3.99999999981110843e+00,0
33967,1,1,5,5,9.99999532244040146e-01,1.00597957153380468e+00,1.00597909391760987e+00,0
33967,2,2,3,3,9.99999520851248436e-01,1.00040832117446699e+00,1.00039636290238865e+00,0
33967,3,3,3,3,9.99999526087245072e-01,9.99591528763852155e-01,9.99603480400576783e-01,0
33967,4,4,6,6,9.99999526686290663e-01,9.93984440692163185e-01,9.93984940400356565e-01,0
34167,0,0,0,0,9.99999999930702654e-01,3.99999999981110843e+00,3.99999999975667464e+00,0
34167,1,1,5,5,9.99999728213785466e-01,1.00597909391760987e+00,1.00597355755994800e+00,0
34167,2,2,3,3,9.99999724459842643e-01,1.00039636290238865e+00,1.00039156573626076e+00,0
34167,3,3,3,3,9.99999738871373611e-01,9.99603480400576783e-01,9.99608265947956043e-01,0
34167,4,4,6,6,9.99999735055522532e-01,9.93984940400356565e-01,9.93990559034215959e-01,0
34367,0,0,0,0,9.99999999954879648e-01,3.99999999975667464e+00,3.99999999982091525e+00,0
34367,1,1,5,5,9.99998112880148948e-01,1.00597355755994800e+00,1.00596919326191014e+00,0
34367,2,2,3,3,9.99998127481575017e-01,1.00039156573626076e+00,1.00038933925887807e+00,0
34367,3,3,3,3,9.99998111608871199e-01,9.99608265947956043e-01,9.99610517056614967e-01,0
34367,4,4,6,6,9.99998136216923683e-01,9.93990559034215959e-01,9.93994952890447481e-01,0
34567,0,0,0,0,9.99999999971773912e-01,3.99999999982091525e+00,3.99999999983233279e+00,0
34567,1,1,5,5,9.99998895080681960e-01,1.00596919326191014e+00,1.00596882648154651e+00,0
34567,2,2,3,3,9.99998896008858384e-01,1.00038933925887807e+00,1.00037948059107507e+00,0
34567,3,3,3,3,9.99998894254167547e-01,9.99610517056614967e-01,9.99620383833816017e-01,0
34567,4,4,6,6,9.99998898755296350e-01,9.93994952890447481e-01,9.93995323557590793e-01,0
34767,0,0,0,0,9.99999999940316853e-01,3.99999999983233279e+00,3.99999999981923615e+00,0
34767,1,1,5,5,9.99999748538297872e-01,1.00596882648154651e+00,1.00596521548050144e+00,0
34767,2,2,3,3,9.99999742926977242e-01,1.00037948059107507e+00,1.00037194982005206e+00,0
34767,3,3,3,3,9.99999756141412899e-01,9.99620383833816017e-01,9.99627899916038620e-01,0
34767,4,4,6,6,9.99999753972551142e-01,9.93995323557590793e-01,9.93998998511876231e-01,0
34967,0,0,0,0,9.99999999957836172e-01,3.99999999981923615e+00,3.99999999987907806e+00,0
34967,1,1,5,5,9.99999035997444885e-01,1.00596521548050144e+00,1.00596005692699264e+00,0
34967,2,2,3,3,9.99999038076082147e-01,1.00037194982005206e+00,1.00037015180345912e+00,0
34967,3,3,3,3,9.99999032015227884e-01,9.99627899916038620e-01,9.99629710453837750e-01,0
34967,4,4,6,6,9.99999041919188425e-01,9.93998998511876231e-01,9.94004207875659906e-01,0
