N,seed,parent_ok,M,parent_residual,sigma_max,sigma_from_flow,rel_equilibrium_defect,max_Re,a_flow_per_tau,n_unstable,unstable_freq,n_zero_freq,n_distinct_freq,freq_min,freq_max,freqs
18,3,True,153,4.444856960270973e-12,0.46400748821060955,0.4640074882106098,9.579278353583661e-12,1.3947809813950379e-06,2.7895619627900757e-06,1,0.0,250,27,1.7187580806902846e-09,0.9280149764216972,0.000000;0.000582;0.002749;0.005612;0.008714;0.011508;0.016713;0.021902;0.036723;0.381297;0.397469;0.400548;0.406344;0.412565;0.412978;0.417957;0.423435;0.426353;0.429651;0.431559;0.432276;0.434503;0.434883;0.435490;0.436469;0.436648;0.928015
18,4,True,153,6.843591923618789e-13,0.46326317522840577,0.4632631752284057,1.4772587460281283e-12,9.314053984721925e-07,1.862810796944385e-06,0,,254,26,0.00043131659633705857,0.9265263504552488,0.000431;0.003954;0.005166;0.008169;0.012082;0.017326;0.024316;0.036750;0.376411;0.392701;0.400902;0.406192;0.413160;0.417480;0.419924;0.421351;0.424356;0.427141;0.431705;0.432341;0.433413;0.434536;0.434703;0.435961;0.435996;0.926526
19,0,True,171,2.1926608886875774e-11,0.4673863539936486,0.4673863539936479,4.6913241397966486e-11,6.673985835865365e-09,1.334797167173073e-08,0,,282,29,4.379797414846333e-09,0.9347727079862822,0.000000;0.000151;0.001147;0.002252;0.004063;0.005993;0.009560;0.016157;0.017906;0.019982;0.394252;0.398315;0.408426;0.413977;0.418295;0.423089;0.424492;0.428407;0.430287;0.431860;0.432771;0.434547;0.436276;0.438045;0.439209;0.440167;0.440664;0.441375;0.934773
19,1,True,171,2.0099750301595106e-11,0.4629188659247817,0.46291886592478154,4.341959597799268e-11,8.789979405854811e-10,1.7579958811709622e-09,0,,282,29,1.2262579365140025e-08,0.9258377318487472,0.000000;0.000190;0.002095;0.004675;0.005305;0.008863;0.012771;0.014803;0.018024;0.023475;0.385688;0.396532;0.406218;0.410199;0.412060;0.417735;0.419570;0.421972;0.426974;0.428606;0.430406;0.431381;0.432624;0.434215;0.435722;0.436435;0.436938;0.437097;0.925838
19,2,True,171,6.8333829595396206e-12,0.4673949934913859,0.4673949934913858,1.462014361432975e-11,1.6885545585581383e-09,3.3771091171162767e-09,0,,282,29,1.0576917704765347e-09,0.9347899869843005,0.000000;0.000221;0.001938;0.002825;0.005464;0.006502;0.008336;0.013237;0.021180;0.029870;0.389386;0.399247;0.408692;0.410575;0.414607;0.419385;0.427082;0.429935;0.430382;0.433653;0.434404;0.436963;0.437577;0.438210;0.439895;0.440618;0.441205;0.441376;0.934790
19,3,True,171,1.4589388484647874e-11,0.4622854355749283,0.4622854355749279,3.15592597821086e-11,1.926164289179966e-09,3.852328578359932e-09,0,,282,29,3.5632248974557123e-09,0.9245708711516197,0.000000;0.001011;0.001504;0.003414;0.004361;0.008266;0.008593;0.011688;0.021102;0.023980;0.388146;0.390670;0.404827;0.407212;0.413086;0.417440;0.419013;0.422068;0.425254;0.426889;0.430638;0.432830;0.433884;0.434304;0.435118;0.435382;0.436411;0.436584;0.924571
19,4,True,171,6.001638225942188e-12,0.4670818453285689,0.4670818453285692,1.2849221988539538e-11,2.478192270837698e-09,4.956384541675396e-09,0,,284,29,6.788993270065822e-07,0.9341636906567423,0.000001;0.000314;0.001347;0.003079;0.003958;0.006264;0.009642;0.015618;0.024653;0.039760;0.383548;0.393374;0.403201;0.416984;0.419176;0.421776;0.423886;0.429090;0.431855;0.434018;0.435405;0.435965;0.437518;0.437932;0.439660;0.440654;0.440962;0.441073;0.934164
20,0,True,190,1.3840435042883572e-12,0.4657407509422759,0.4657407509422759,2.9717025812427957e-12,9.025058568249395e-07,1.805011713649879e-06,0,,318,30,3.3549908802850724e-07,0.9314815018839963,0.000000;0.000925;0.002120;0.004738;0.005910;0.007383;0.011031;0.013762;0.018622;0.033613;0.390629;0.406987;0.411779;0.413395;0.420047;0.422598;0.424602;0.426894;0.427981;0.431472;0.432819;0.433637;0.435505;0.437349;0.437742;0.439440;0.439819;0.440595;0.441075;0.931482
20,1,True,190,2.1606132243430537e-11,0.46885414913562895,0.4688541491356294,4.608284122397167e-11,5.741000526758807e-07,1.1482001053517615e-06,0,,318,31,3.126268361651957e-09,0.9377082982721096,0.000000;0.000001;0.000692;0.001029;0.001526;0.004604;0.009048;0.012933;0.015189;0.021908;0.032604;0.380034;0.406428;0.408589;0.412701;0.415448;0.426659;0.431715;0.434534;0.434665;0.436021;0.437930;0.439308;0.441413;0.442447;0.442854;0.443541;0.443761;0.443962;0.443992;0.937708
20,2,True,190,7.902643269395355e-13,0.46890957324943866,0.4689095732494385,1.6853237515898352e-12,1.2347455133202177e-06,2.4694910266404353e-06,1,0.0,320,30,4.1708175432097883e-07,0.9378191464998081,0.000000;0.000640;0.002860;0.003939;0.004321;0.008498;0.009352;0.013639;0.024291;0.029356;0.392927;0.402016;0.413449;0.418072;0.420799;0.424350;0.426599;0.429045;0.433571;0.434323;0.437252;0.439484;0.440311;0.441051;0.441776;0.442657;0.443466;0.443637;0.444177;0.937819
20,3,True,190,1.3534266621338728e-11,0.46887138251464644,0.46887138251464683,2.886562824415493e-11,3.0796248337719745e-07,6.159249667543949e-07,0,,320,30,1.499402776164404e-06,0.9377427650297986,0.000001;0.000353;0.002654;0.005068;0.006759;0.008167;0.009171;0.016492;0.020073;0.027628;0.393377;0.406173;0.413082;0.416058;0.419449;0.422262;0.428899;0.430183;0.431101;0.433224;0.437241;0.439520;0.439757;0.441117;0.442219;0.443051;0.443735;0.444024;0.444177;0.937743
20,4,True,190,5.096276380791152e-13,0.46993668476719996,0.4699366847671998,1.0844592813245935e-12,6.945134002899226e-07,1.3890268005798453e-06,0,,318,30,1.809966797788232e-09,0.9398733695367405,0.000000;0.000934;0.002083;0.003279;0.005307;0.007240;0.010375;0.016123;0.022123;0.034511;0.392743;0.401742;0.412082;0.416137;0.421743;0.425939;0.429252;0.433300;0.435414;0.437113;0.437422;0.439051;0.440219;0.441648;0.443046;0.444252;0.444832;0.445038;0.445190;0.939873
