N,seed,parent_ok,M,parent_residual,sigma_max,sigma_from_flow,rel_equilibrium_defect,max_Re,a_flow_per_tau,n_unstable,unstable_freq,n_zero_freq,n_distinct_freq,freq_min,freq_max,freqs
10,6,True,45,2.6123722204893522e-11,0.4271057264940651,0.4271057264940651,6.116453932042952e-11,1.913307133061254e-09,3.826614266122508e-09,0,,58,16,8.914725503405735e-07,0.8542114529887794,0.000001;0.000002;0.001183;0.040188;0.055085;0.167551;0.189211;0.306545;0.322362;0.361137;0.365189;0.372027;0.375747;0.376672;0.377953;0.854211
10,7,True,45,9.102596250740048e-12,0.4359417137794569,0.43594171377945695,2.0880305896017134e-11,6.735775515033385e-07,1.347155103006677e-06,0,,60,15,6.572664564845046e-07,0.8718834275592962,0.000001;0.003869;0.032660;0.040568;0.067736;0.304670;0.311392;0.332324;0.356399;0.365765;0.369785;0.376400;0.379611;0.386524;0.871883
10,8,True,45,3.24943837364807e-12,0.42885509628239726,0.42885509628239715,7.577008379170656e-12,9.421426410186601e-07,1.8842852820373201e-06,0,,62,14,0.009727044587700817,0.8577101925629186,0.009727;0.031601;0.048061;0.083743;0.284454;0.319930;0.324132;0.343895;0.354252;0.371682;0.372129;0.375060;0.379075;0.857710
10,9,True,45,2.4179416570480924e-12,0.41244435129297874,0.41244435129297874,5.862467154128284e-12,3.276717821856494e-11,6.553435643712988e-11,0,,58,15,8.782500621811801e-07,0.8248887025868582,0.000001;0.013573;0.026064;0.043443;0.088702;0.257895;0.302360;0.325591;0.332615;0.344110;0.349078;0.358241;0.364361;0.366205;0.824889
10,10,True,45,5.09886144953119e-12,0.44161001854696025,0.4416100185469601,1.1546072925845555e-11,2.700549145526001e-07,5.401098291052002e-07,0,,60,15,1.217952198698785e-06,0.8832200370936211,0.000001;0.009634;0.026591;0.031470;0.059103;0.306267;0.319051;0.334780;0.359292;0.368755;0.375726;0.381338;0.389271;0.392390;0.883220
10,11,True,45,7.182776210669576e-12,0.4354063946557435,0.4354063946557436,1.64967180875824e-11,6.463623087349865e-07,1.292724617469973e-06,0,,60,15,1.0369572470680542e-06,0.8708127893116716,0.000001;0.010530;0.022699;0.032158;0.048353;0.319806;0.325010;0.332357;0.340294;0.351229;0.366431;0.378787;0.385863;0.386396;0.870813
10,12,True,45,1.6762047476998597e-11,0.4206362013008399,0.42063620130084,3.984927440295106e-11,9.385380791945765e-07,1.877076158389153e-06,0,,60,15,1.3238873702034235e-06,0.8412724026019114,0.000001;0.005183;0.027084;0.048205;0.098186;0.264183;0.308714;0.311869;0.344540;0.352190;0.362334;0.366683;0.372145;0.373558;0.841272
10,13,True,45,1.135757917629699e-11,0.4361479194959886,0.43614791949598836,2.6040659127309853e-11,1.7115427925415427e-06,3.4230855850830855e-06,1,0.0,60,15,1.3114113534857813e-06,0.8722958389927984,0.000001;0.014920;0.027394;0.046506;0.073529;0.291046;0.313343;0.341486;0.346445;0.361697;0.372657;0.382759;0.384334;0.386476;0.872296
10,14,True,45,2.7532581425935775e-11,0.43468890589015424,0.4346889058901545,6.333858209961027e-11,1.4110033273081426e-06,2.822006654616285e-06,1,0.0,62,14,0.013812187116431346,0.8693778117809765,0.013812;0.024855;0.033987;0.068425;0.299301;0.326853;0.330552;0.339948;0.359926;0.368141;0.380879;0.383096;0.385918;0.869378
10,15,True,45,2.5328350541885945e-12,0.44128564086584593,0.44128564086584643,5.739672514999157e-12,9.6832874384125e-08,1.9366574876825e-07,0,,60,15,6.000435240753571e-07,0.8825712817310117,0.000001;0.010992;0.028448;0.046595;0.121945;0.239694;0.331016;0.347353;0.362910;0.371980;0.375067;0.383579;0.389466;0.391387;0.882571
10,16,True,45,1.0931323605266626e-11,0.43460311736249707,0.43460311736249696,2.5152427765630824e-11,0.08139014187261111,0.16278028374522222,2,0.1816669840487344,60,14,1.4362165385430724e-06,0.869206234728065,0.000001;0.005935;0.017781;0.042338;0.181667;0.333495;0.343769;0.360527;0.370100;0.378538;0.380121;0.382454;0.384675;0.869206
10,17,True,45,6.624356063656944e-12,0.41240245580749635,0.4124024558074967,1.606284503880225e-11,1.1896746934456082e-06,2.3793493868912163e-06,1,0.0,60,15,6.327818679130194e-07,0.8248049116174417,0.000001;0.024832;0.033587;0.061752;0.112243;0.237889;0.294952;0.322294;0.330519;0.348137;0.356262;0.362292;0.364314;0.365366;0.824805
10,18,True,45,6.822486577078206e-12,0.4285991402671041,0.4285991402671042,1.5918107681896327e-11,1.049459997508725e-06,2.09891999501745e-06,1,0.0,60,15,1.2361975260596634e-06,0.8571982805346997,0.000001;0.006937;0.029075;0.049387;0.075967;0.293679;0.311314;0.322499;0.352203;0.358254;0.361375;0.368622;0.377934;0.379749;0.857198
10,19,True,45,5.951279471197095e-12,0.4038785043316771,0.40387850433167677,1.4735321160617475e-11,9.054864678541084e-07,1.8109729357082168e-06,0,,60,15,1.153213403410479e-06,0.8077570086645534,0.000001;0.009630;0.017695;0.036511;0.060651;0.282601;0.297782;0.308713;0.311492;0.335795;0.343066;0.354846;0.357151;0.358464;0.807757
10,20,True,45,2.450853684960671e-11,0.4346263285962466,0.43462632859624695,5.6389904963036305e-11,1.4427803925047825e-06,2.885560785009565e-06,1,0.0,60,15,1.1467928272653103e-06,0.8692526571941512,0.000001;0.008567;0.025359;0.038057;0.100601;0.252687;0.326756;0.339663;0.354360;0.360550;0.374154;0.378130;0.383863;0.386306;0.869253
10,21,True,45,2.343387447518353e-12,0.41950707295096545,0.41950707295096556,5.586062026416115e-12,1.226981586763801e-10,2.453963173527602e-10,0,,58,15,1.0425197981810124e-06,0.8390141459008873,0.000001;0.008456;0.017615;0.042977;0.148861;0.204437;0.296264;0.338413;0.343494;0.355086;0.364160;0.369341;0.370294;0.370434;0.839014
10,22,True,45,7.198895886204077e-12,0.43412161041958974,0.4341216104195895,1.658266856034617e-11,1.2002973615874227e-06,2.4005947231748453e-06,1,0.0,60,15,6.629374048486342e-07,0.8682432208397876,0.000001;0.006996;0.021765;0.048076;0.061729;0.276326;0.319421;0.344806;0.348638;0.366749;0.373826;0.374877;0.378929;0.383313;0.868243
10,23,True,45,2.05383401648477e-11,0.43449005724817624,0.43449005724817635,4.7269989654591583e-11,1.6533670888275217e-06,3.3067341776550434e-06,1,0.0,60,15,3.399728785051122e-07,0.8689801144961651,0.000000;0.009721;0.016251;0.038262;0.097792;0.266115;0.330503;0.338127;0.352662;0.361412;0.368733;0.377652;0.381871;0.384090;0.868980
10,24,True,45,2.0793936541776654e-12,0.43465635224392896,0.4346563522439287,4.783994554073982e-12,3.787075189869036e-07,7.574150379738072e-07,0,,58,15,2.1570608745026732e-07,0.8693127044873082,0.000000;0.011217;0.018405;0.036434;0.113661;0.235189;0.327472;0.343136;0.356324;0.368814;0.374236;0.375688;0.381037;0.386237;0.869313
11,5,True,55,1.7370771313976665e-12,0.44181507727419356,0.44181507727419367,3.931684076168659e-12,5.05421433305965e-10,1.01084286661193e-09,0,,74,18,3.815783010435363e-09,0.8836301545482664,0.000000;0.000001;0.000142;0.009311;0.014464;0.020565;0.060661;0.297656;0.340922;0.362758;0.368269;0.375207;0.378555;0.384104;0.385178;0.391079;0.396280;0.883630
11,6,True,55,1.808893898514038e-12,0.4056136440832893,0.4056136440832889,4.459647901538617e-12,7.037530601659812e-07,1.4075061203319624e-06,0,,76,16,7.331218293026162e-07,0.8112272881686494,0.000001;0.001928;0.014041;0.033129;0.087020;0.214310;0.297637;0.337190;0.344662;0.349464;0.356913;0.360746;0.362792;0.363141;0.364199;0.811227
11,7,True,55,1.5932147398323126e-11,0.44747445812664866,0.44747445812664843,3.56045962200152e-11,7.407078493285111e-10,1.4814156986570221e-09,0,,74,17,2.6951336503669943e-09,0.8949489162550209,0.000000;0.000467;0.005761;0.017137;0.027818;0.049505;0.323011;0.334315;0.356360;0.367837;0.369875;0.383538;0.393722;0.396451;0.401898;0.402568;0.894949
11,8,True,55,3.650263003168045e-12,0.44122702870939234,0.44122702870939284,8.272981502670287e-12,4.803014338782406e-10,9.606028677564812e-10,0,,76,17,1.0304395743108216e-06,0.8824540574187179,0.000001;0.001847;0.003915;0.017474;0.031288;0.063997;0.278989;0.346316;0.349817;0.362450;0.377430;0.381981;0.385816;0.394533;0.394647;0.396534;0.882454
11,9,True,55,2.5806963832249847e-11,0.44800516203710217,0.4480051620371019,5.760416680294419e-11,4.585718311000535e-09,9.17143662200107e-09,0,,76,17,1.0098907473489853e-06,0.8960103240723204,0.000001;0.001852;0.005135;0.017168;0.033662;0.051471;0.295775;0.333521;0.358272;0.367056;0.382815;0.388883;0.395721;0.400050;0.402629;0.403142;0.896010
11,10,True,55,8.064449043944247e-13,0.4331712300948938,0.43317123009489356,1.8617248000408625e-12,2.415207559037777e-10,4.830415118075554e-10,0,,76,17,9.13178798219251e-07,0.866342460189295,0.000001;0.001643;0.012275;0.014583;0.033952;0.069145;0.299318;0.329019;0.347367;0.354981;0.364602;0.367643;0.381519;0.382625;0.388509;0.389420;0.866342
11,11,True,55,2.361307491472793e-11,0.4472209601720628,0.4472209601720627,5.279957147042913e-11,7.516182382726489e-07,1.5032364765452978e-06,0,,78,16,0.0028423258178495374,0.894441920342312,0.002842;0.010770;0.016158;0.045995;0.062611;0.303296;0.320423;0.364203;0.368540;0.378794;0.388209;0.396485;0.398512;0.399023;0.401345;0.894442
11,12,True,55,2.425157883170193e-12,0.4471230509180293,0.4471230509180286,5.423915574971161e-12,3.2409009624212126e-10,6.481801924842425e-10,0,,76,17,6.420986502878067e-07,0.8942461018364709,0.000001;0.001870;0.007316;0.025368;0.042647;0.059715;0.296852;0.322696;0.351363;0.371900;0.389790;0.390415;0.394249;0.397381;0.399950;0.402075;0.894246
11,13,True,55,2.0003945583646722e-11,0.4417810928723169,0.44178109287231676,4.528021822676538e-11,9.014870258491849e-07,1.8029740516983697e-06,0,,76,17,3.7040863425906966e-09,0.8835621857455055,0.000000;0.001704;0.009576;0.014738;0.038893;0.050477;0.319472;0.331599;0.350104;0.361708;0.370859;0.380271;0.385666;0.387659;0.396777;0.397244;0.883562
11,14,True,55,5.195247434873807e-12,0.40331776937161756,0.40331776937161723,1.288127858684047e-11,2.1800318542452237e-10,4.3600637084904474e-10,0,,76,17,6.996519490764473e-07,0.806635538743182,0.000001;0.001215;0.006972;0.016311;0.030078;0.108764;0.221627;0.314997;0.325985;0.334587;0.345460;0.352184;0.355343;0.358613;0.360690;0.361531;0.806636
11,15,True,55,6.3116600983372965e-12,0.43205106296888973,0.4320510629688898,1.460859902264302e-11,3.4467794122083707e-10,6.893558824416741e-10,0,,76,17,6.767143925310087e-07,0.8641021259381776,0.000001;0.003612;0.008557;0.023359;0.027600;0.126967;0.226038;0.335865;0.345318;0.362346;0.372389;0.376696;0.381034;0.383974;0.387944;0.388623;0.864102
11,16,True,55,2.0348908285370543e-12,0.4263152977490443,0.42631529774904414,4.773208526555264e-12,1.0844153090060278e-09,2.1688306180120556e-09,0,,74,17,1.0289638481121829e-09,0.852630595499058,0.000000;0.000422;0.013278;0.022081;0.046396;0.066097;0.291625;0.320225;0.344750;0.348141;0.359837;0.370404;0.372471;0.375597;0.379084;0.383653;0.852631
11,17,True,55,1.0331334861538568e-11,0.43162792735330524,0.43162792735330574,2.3935742354056387e-11,1.2548170977440732e-09,2.5096341954881465e-09,0,,76,17,7.771123475819029e-07,0.8632558547064183,0.000001;0.003538;0.007585;0.016438;0.028760;0.078712;0.240011;0.332152;0.353733;0.366092;0.368533;0.377722;0.381032;0.382963;0.385460;0.388277;0.863256
11,18,True,55,2.949217059078459e-12,0.4272863603884679,0.42728636038846773,6.902203786467948e-12,8.659619375698136e-07,1.7319238751396272e-06,0,,78,16,0.0019886044134268563,0.8545727207761752,0.001989;0.006057;0.025871;0.041697;0.066212;0.299719;0.324556;0.335678;0.349714;0.356462;0.365584;0.374705;0.381077;0.383610;0.384106;0.854573
11,19,True,55,3.456615785735881e-11,0.43772093098241216,0.4377209309824118,7.896848284996258e-11,2.0950601140840147e-08,4.1901202281680294e-08,0,,76,17,9.090762274441073e-07,0.8754418619652443,0.000001;0.000179;0.010762;0.021947;0.033349;0.053963;0.314794;0.327449;0.342694;0.349619;0.370571;0.379724;0.385838;0.389460;0.392429;0.393093;0.875442
11,20,True,55,1.6001558881836577e-12,0.44373362971191654,0.4437336297119166,3.6061173630332662e-12,4.1234562238107675e-07,8.246912447621535e-07,0,,78,16,0.0027397272117330555,0.8874672594240289,0.002740;0.013019;0.020007;0.034631;0.052136;0.319666;0.330764;0.350230;0.359487;0.369465;0.385000;0.390302;0.393969;0.398308;0.399240;0.887467
11,21,True,55,2.222257087556641e-11,0.44721821042687493,0.4472182104268749,4.969066048216483e-11,1.7028695987718862e-09,3.4057391975437724e-09,0,,76,17,1.4139284189325925e-06,0.894436420852548,0.000001;0.003492;0.006216;0.022578;0.031637;0.059831;0.302196;0.338004;0.358398;0.366909;0.380496;0.387970;0.392020;0.395069;0.399762;0.401723;0.894436
11,22,True,55,7.25343122074601e-12,0.43439335114853395,0.4343933511485341,1.66978428610273e-11,2.349817061656991e-08,4.699634123313982e-08,0,,76,17,3.206572897898374e-07,0.8687867022992658,0.000000;0.000277;0.004513;0.013820;0.048223;0.098489;0.262585;0.316876;0.362780;0.365516;0.369685;0.374485;0.380935;0.386208;0.388489;0.389842;0.868787
11,23,True,55,1.7695471465685227e-11,0.4261530006324798,0.4261530006324801,4.1523751600280185e-11,1.770716572063882e-09,3.541433144127764e-09,0,,74,17,2.923033623471709e-09,0.8523060012674376,0.000000;0.001004;0.014819;0.029980;0.043483;0.053521;0.298960;0.319693;0.340202;0.348456;0.357590;0.369034;0.370701;0.377337;0.382207;0.383000;0.852306
11,24,True,55,8.287923089881295e-12,0.43713427670820054,0.4371342767082004,1.895967415760432e-11,3.2561631358197596e-08,6.512326271639519e-08,0,,76,17,1.510294475026988e-07,0.8742685534174812,0.000000;0.001283;0.012032;0.019281;0.036747;0.060550;0.289920;0.334494;0.342352;0.362719;0.371129;0.379335;0.385898;0.388961;0.389753;0.391936;0.874269
12,5,True,66,3.9974310074183753e-11,0.45321459935812325,0.4532145993581233,8.8201725374307e-11,1.7135407415516343e-06,3.4270814831032686e-06,1,0.0,96,18,2.3122879050958735e-06,0.9064291987170806,0.000002;0.001355;0.004748;0.012264;0.025862;0.072327;0.313840;0.356667;0.359691;0.383554;0.388820;0.397194;0.398869;0.402955;0.406952;0.411392;0.411934;0.906429
12,6,True,66,3.7629389057338263e-13,0.43688976982157046,0.4368897698215704,8.613010466369125e-13,6.543806607192519e-07,1.3087613214385037e-06,0,,96,18,1.0021278881701357e-06,0.8737795396438213,0.000001;0.006586;0.019357;0.027549;0.031839;0.085047;0.291131;0.347372;0.353325;0.362078;0.377712;0.380631;0.384426;0.390483;0.391938;0.396490;0.396947;0.873780
12,7,True,66,6.679200984003477e-13,0.43372959581992904,0.4337295958199289,1.5399415634243468e-12,5.419014235736321e-10,1.0838028471472642e-09,0,,94,18,6.860404950216589e-07,0.867459191639498,0.000001;0.003704;0.008752;0.021468;0.026894;0.053242;0.304927;0.335301;0.361046;0.363266;0.365774;0.374032;0.385237;0.386394;0.390739;0.392968;0.393241;0.867459
12,8,True,66,2.1050299732355786e-11,0.4456234471208511,0.4456234471208511,4.7237864410055354e-11,1.5805459657445914e-06,3.161091931489183e-06,1,0.0,96,18,1.2936836124876613e-06,0.8912468942407432,0.000001;0.004835;0.011325;0.024658;0.043284;0.059350;0.322670;0.336916;0.357103;0.366974;0.379336;0.390592;0.397329;0.399491;0.402879;0.403707;0.404293;0.891247
12,9,True,66,2.776343170353863e-12,0.43440867009189016,0.43440867009189027,6.3910859964210844e-12,1.0075333733037747e-06,2.0150667466075495e-06,1,0.0,96,18,5.573122141189149e-07,0.8688173401842345,0.000001;0.004001;0.009131;0.017249;0.057934;0.095761;0.280511;0.326191;0.359831;0.368059;0.372527;0.383149;0.383678;0.387551;0.392103;0.393187;0.394215;0.868817
12,10,True,66,6.432726577742235e-12,0.44086279459278055,0.4408627945927802,1.4591222570398094e-11,1.5429041935184589e-06,3.0858083870369177e-06,1,0.0,96,18,9.9164959455387e-07,0.8817255891855094,0.000001;0.006065;0.014979;0.017113;0.022150;0.094204;0.281089;0.349393;0.361120;0.364902;0.380885;0.385122;0.390678;0.394375;0.398018;0.399648;0.400779;0.881726
12,11,True,66,2.2382329969482863e-12,0.4488341475236669,0.4488341475236668,4.986770744573086e-12,1.3584559167591215e-06,2.716911833518243e-06,1,0.0,96,18,4.933099723533348e-07,0.8976682950480249,0.000000;0.006050;0.015104;0.030140;0.051404;0.065855;0.322836;0.332024;0.354278;0.381466;0.386257;0.392924;0.398416;0.401557;0.405395;0.405936;0.406540;0.897668
12,12,True,66,5.725481397719923e-12,0.44889171786807003,0.4488917178680702,1.2754707511804376e-11,9.640165847536251e-07,1.9280331695072503e-06,0,,96,18,1.1042685370067676e-06,0.8977834357385783,0.000001;0.002715;0.009985;0.018145;0.047455;0.074601;0.300471;0.331624;0.372334;0.383235;0.385146;0.392247;0.400517;0.400976;0.404020;0.406222;0.407896;0.897783
12,13,True,66,1.1626580911852005e-11,0.4522733897271358,0.4522733897271357,2.5706973390242747e-11,1.1233034568964477e-06,2.2466069137928955e-06,1,0.0,96,18,2.804079677540316e-07,0.9045467794558434,0.000000;0.004735;0.011449;0.020895;0.040087;0.080741;0.289484;0.351985;0.372997;0.376984;0.393749;0.396473;0.399396;0.402441;0.409424;0.410627;0.410863;0.904547
12,14,True,66,7.299653999177503e-13,0.44874119305398286,0.4487411930539829,1.626697878933331e-12,3.167692019728481e-07,6.335384039456962e-07,0,,96,18,7.46833528015116e-07,0.8974823861075687,0.000001;0.009740;0.014251;0.028394;0.035555;0.048271;0.324365;0.351293;0.358815;0.362508;0.380352;0.390843;0.401998;0.403829;0.404071;0.407090;0.407883;0.897482
12,15,True,66,1.4958887939455633e-11,0.44064719139336916,0.4406471913933691,3.3947540852823656e-11,2.229257677421606e-10,4.458515354843212e-10,0,,92,19,2.0205328561699968e-09,0.8812943827874247,0.000000;0.000002;0.002580;0.011070;0.026923;0.032227;0.084928;0.290534;0.340331;0.358995;0.373993;0.377794;0.383475;0.388173;0.394814;0.398640;0.399554;0.400469;0.881294
12,16,True,66,9.578347151669481e-14,0.437932947739033,0.43793294773903346,2.18722170894624e-13,1.179676915227508e-06,2.359353830455016e-06,1,0.0,96,18,8.251271031482061e-07,0.8758658954770158,0.000001;0.002986;0.012246;0.030948;0.039810;0.067815;0.302355;0.331459;0.354612;0.358737;0.381687;0.386017;0.390977;0.391724;0.394818;0.395396;0.397532;0.875866
12,17,True,66,1.2504914380006578e-11,0.4326388526503203,0.4326388526503203,2.8903817535396146e-11,1.4261106861596496e-06,2.8522213723192992e-06,1,0.0,96,18,1.895547066550072e-06,0.8652777053013924,0.000002;0.002073;0.011798;0.029990;0.047577;0.058713;0.314693;0.330188;0.344067;0.363682;0.371872;0.378057;0.379987;0.383146;0.388816;0.392124;0.393202;0.865278
12,18,True,66,6.812706991235546e-12,0.44850926376268,0.4485092637626796,1.5189668018452177e-11,1.1342394631081553e-06,2.2684789262163106e-06,1,0.0,96,18,8.324966636514266e-07,0.8970185275238713,0.000001;0.005834;0.018894;0.026470;0.043176;0.064741;0.307854;0.342855;0.365433;0.374212;0.383771;0.390598;0.400668;0.401987;0.404407;0.406092;0.407193;0.897019
12,19,True,66,1.0814337974284002e-12,0.4338752671985524,0.4338752671985524,2.4924980836386387e-12,3.7080422060137806e-07,7.416084412027561e-07,0,,96,18,1.2047484055285435e-06,0.8677505343966772,0.000001;0.000503;0.008229;0.027652;0.037204;0.055870;0.303378;0.329979;0.342740;0.362583;0.374872;0.378795;0.387006;0.390942;0.392461;0.393425;0.394143;0.867751
12,20,True,66,3.5385247454681287e-12,0.4408570552898856,0.4408570552898855,8.026467627595957e-12,1.110439320585032e-06,2.220878641170064e-06,1,0.0,96,18,4.92981291297902e-07,0.8817141105793402,0.000000;0.014948;0.021161;0.025010;0.034522;0.043902;0.327060;0.344974;0.356188;0.359945;0.368866;0.378517;0.392184;0.396141;0.397015;0.399849;0.400553;0.881714
12,21,True,66,1.8734575190671425e-12,0.4490106965032925,0.4490106965032925,4.172410518081759e-12,5.7965974448078566e-08,1.1593194889615713e-07,0,,94,18,1.006617006328744e-06,0.8980213930073214,0.000001;0.010988;0.016399;0.026008;0.035569;0.070451;0.316468;0.349478;0.365865;0.373977;0.383573;0.387812;0.394797;0.402623;0.403510;0.405795;0.408169;0.898021
