step,treat_Hperp,treat_Hperp_frac,treat_PR_M,treat_amp_std
0,4.454009203111785e-32,2.43311857665907e-32,0.7004145667837629,0.07855907000110526
25,0.012329743723966828,0.006735443761380219,0.6806621765031209,0.0801212035674027
50,0.05103832638674102,0.02788101559521013,0.6326462540264695,0.08390167442801225
75,0.1150648680895205,0.06285718221548396,0.6002955186056629,0.08726028038573591
100,0.1945837483278569,0.1062964424145538,0.5968361806913979,0.08900389561563206
125,0.28046851098034314,0.1532132317457759,0.6189689399569562,0.08845335249015739
150,0.3727030643375463,0.2035987596936019,0.647913013229513,0.08679282394725311
200,0.5368933177273056,0.2932919635940057,0.6664042366588789,0.08531187004482697
300,0.892278490426239,0.48743037376137044,0.6436671218095243,0.0858202384346366
500,1.4415290624137005,0.7874728094639448,0.6248281760665656,0.08448643697450277
750,1.6101717821693273,0.8795982891259363,0.6344150092391406,0.08276174309693166
1000,1.8136504484319458,0.9907538122199288,0.6197468421486885,0.08278797113793532
1500,1.754505872780542,0.9584445467551044,0.6469274847770051,0.09227666891143409
2000,1.731847215985053,0.9460666651080049,0.5431115716683188,0.09584041208673366
3000,1.755866955266319,0.9591880735260226,0.4574351332250918,0.10956344313498255
4000,1.598997072745509,0.8734938129454509,0.3270660339837266,0.12490029815090292
5000,1.7538476462914858,0.9580849733852085,0.3178568813926618,0.14518827964798528
7500,1.7882015320303764,0.9768516785623068,0.24972130863949563,0.17177325978231692
10000,1.7882156068061297,0.9768593672749802,0.2277633384825969,0.18706994534910296
15000,1.7779750342934364,0.9712651877202607,0.22261270371673061,0.19592576515330165
20000,1.7802312489761232,0.9724977037752243,0.22225321673770226,0.19806653014678227
25000,1.7807104402533642,0.9727594744946498,0.22222436895274816,0.19865887929217155
30000,1.780759910323884,0.9727864988092595,0.22222235355849207,0.19881767843186102
35000,1.7807485163591856,0.9727802745586056,0.22222223035366787,0.1988572867096388
40000,1.780740329219304,0.9727758021198025,0.22222222280805592,0.19886702444618268
