w,R_measured,R_pred,R_err,M_measured,M_pred,M_err,both_grammars_active
0.2,0.6000000000000001,0.6,1.1102230246251565e-16,0.09797958971132684,0.09797958971132736,5.273559366969494e-16,True
0.4,0.6999999999999996,0.7,3.3306690738754696e-16,0.18330302779823415,0.18330302779823412,2.7755575615628914e-17,True
0.6,0.7999999999999997,0.8,3.3306690738754696e-16,0.24000000000000007,0.24000000000000069,6.106226635438361e-16,True
