step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7,takagi_r8,takagi_r9,takagi_r10
26,0.36854921841388194,0.351753327722185,0.27480167708173775,0.27073770750947984,0.22990712542320538,0.20042363731674387,0.18898070392554248,0.1697921380697622,0.06957878384742741,2.6829299850635393e-09
27,0.36858233191561485,0.3517872443272898,0.27484935009026773,0.27072570420111025,0.22990844609604733,0.20041300279432905,0.18905254641660585,0.16973935532952988,0.06956932520310287,1.835962828548066e-09
28,0.3686167238968692,0.35182254687841374,0.27489889856468863,0.2707134305758864,0.22991002431331287,0.20040213908365873,0.1891249197987833,0.16968689112984697,0.0695588253044252,8.232694755021266e-10
29,0.3686523983545689,0.3518592526569993,0.2749503199472619,0.27070090788614704,0.22991186642132247,0.20039106219500208,0.18919777524309356,0.1696348106120076,0.06954726436322708,3.735451314798211e-09
30,0.3686893592437988,0.3518973792686323,0.2750036123771147,0.27068815714865746,0.22991397880007572,0.20037978867735057,0.18927106430289534,0.16958317920532515,0.06953462191167717,3.660847251002194e-09
31,0.3687276104624074,0.3519369446123826,0.27505877470476514,0.27067519910793403,0.22991636785156946,0.20036833560153502,0.18934473897140663,0.16953206256319256,0.06952087681918961,2.8944228163159023e-09
32,0.36876715583534464,0.3519779668493555,0.27511580649970896,0.27066205420617795,0.22991903998807142,0.20035672054266318,0.18941875173689787,0.16948152650037218,0.06950600730960242,2.3153712801910766e-09
33,0.36880799909874534,0.35202046437046575,0.27517470805162736,0.2706487425592875,0.22992200162037688,0.2003449615618789,0.1894930556356561,0.1694316369313132,0.06948999097858795,2.7027240660381813e-09
34,0.36885014388379705,0.3520644557634711,0.27523548036580714,0.2706352839384155,0.229925259146087,0.2003330771874573,0.18956760430284572,0.16938245980931638,0.06947280481127645,9.662445674429362e-10
35,0.3688935937004072,0.3521099597792922,0.27529812515335805,0.2706216977565212,0.2299288189379388,0.2003210863952387,0.1896423520213749,0.1693340610663481,0.06945442520006125,1.8512387424581602e-09
36,0.3689383519207,0.35215699529764277,0.27536264481680617,0.27060800305938154,0.22993268733221786,0.20030900858841516,0.18971725376888326,0.1692865065533253,0.06943482796256578,1.6571504454823305e-09
37,0.368984421762364,0.35220558129200624,0.2754290424316263,0.27059421852054033,0.22993687061728962,0.20029686357667487,0.18979226526296153,0.1692398619806792,0.06941398835973939,3.687411505927487e-09
38,0.36903180627188165,0.35225573679399313,0.2754973217242601,0.2705803624397012,0.22994137502228235,0.2002846715547215,0.1898673430047166,0.16919419285903425,0.06939188111405778,1.5028169542111466e-09
39,0.3690805083076609,0.35230748085710967,0.2755674870471255,0.27056645274409064,0.22994620670595292,0.20027245308017874,0.18994244432078622,0.16914956443982693,0.06936848042780344,2.9383806960535463e-09
40,0.3691305305230984,0.35236083251997863,0.27563954335110374,0.27055250699235783,0.22995137174577035,0.2002602290508939,0.19001752740390704,0.16910604165570778,0.06934376000139529,3.2336272554184657e-09
41,0.36918187534959346,0.3524158107690427,0.2757134961559469,0.2705385423806026,0.2299568761272474,0.2002480206816576,0.1900925513521289,0.16906368906057684,0.06931769305173956,3.096687604920014e-09
42,0.3692345449795452,0.35247243450079957,0.2757893515190228,0.2705245757501637,0.22996272573355384,0.2002358494803589,0.19016747620676927,0.16902257076911673,0.06929025233058213,1.465701865698506e-09
43,0.3692885413493601,0.3525307224836096,0.2758671160027784,0.27051062359683775,0.22996892633545,0.20022373722359912,0.19024226298919283,0.1689827503956931,0.06926141014282415,1.973175532601202e-09
44,0.3693438661224803,0.35259069331910875,0.27594679664125626,0.27049670208121,0.2299754835815554,0.200211705931779,0.19031687373648903,0.16894429099251151,0.06923113836478242,1.9501743929141598e-09
45,0.3694005206724723,0.3526523654032833,0.2760284009059841,0.2704828270398441,0.22998240298900047,0.2001997778436954,0.19039127153611946,0.1689072549869234,0.06919940846236361,3.2404702449692424e-09
46,0.369458506066196,0.3527157568872518,0.276111936671515,0.27046901399708234,0.2299896899344827,0.2001879753906702,0.19046542055960122,0.16887170411780034,0.06916619150912372,3.021870722708448e-09
47,0.3695178230470776,0.352780885637801,0.27619741218086913,0.2704552781772507,0.22999734964575957,0.20017632117024786,0.19053928609527568,0.16883769937089438,0.06913145820418926,2.057821549129628e-09
48,0.3695784720185011,0.3528477691977193,0.2762848360110898,0.2704416345170737,0.2300053871935997,0.20016483791948997,0.19061283458020895,0.168805300913127,0.06909517889001267,1.708379271338567e-09
49,0.3696404530273621,0.3529164247459998,0.27637421703912723,0.2704280976781608,0.23001380748423247,0.2001535484879171,0.1906860336312709,0.16877456802575846,0.0690573235699285,1.11517601263921e-09
50,0.3697037657477838,0.3529868690579443,0.2764655644082044,0.27041468205940633,0.23002261525230966,0.20014247581013156,0.19075885207541016,0.16874555903640737,0.06901786192549775,1.9894125572487248e-09
51,0.3697684094650328,0.3530591184652435,0.276558887494828,0.27040140180920236,0.23003181505441184,0.20013164287817384,0.1908312599791613,0.16871833124989927,0.06897676333359837,1.8303555740744963e-09
52,0.36983438305964866,0.3531331888160794,0.27665419587656415,0.27038827083736,0.23004141126312133,0.20012107271366233,0.190903228677388,0.16869294087794248,0.0689339968832476,3.93637724731907e-09
53,0.3699016849918013,0.3532090954353076,0.2767514993006931,0.2703753028266569,0.23005140806167831,0.20011078833976803,0.1909747308012693,0.1686694429676378,0.06888953139212584,2.672029272047999e-09
54,0.36997031328591784,0.3532868530847963,0.27685080765384534,0.2703625112439576,0.23006180943925597,0.20010081275309613,0.1910457403055385,0.16864789132885544,0.06884333542277621,3.2027090563222387e-09
55,0.37004026551556957,0.3533664759239672,0.27695213093268367,0.2703499093508363,0.23007261918685748,0.20009116889552336,0.19111623249495088,0.16862833846051348,0.0687953772984604,2.336921681351969e-09
56,0.370111538788655,0.35344797747060913,0.27705547921570717,0.2703375102136751,0.230083840893863,0.20008187962607152,0.19118618404996982,0.16861083547580533,0.0687456251186387,2.520791299308439e-09
57,0.3701841297328932,0.3535313705620336,0.2771608626362272,0.270325326713203,0.23009547794524227,0.20007296769288674,0.1912555730516509,0.16859543202645674,0.06869404677405867,1.9085275886074498e-09
58,0.3702580344816376,0.35361666731663305,0.27726829135655473,0.2703133715534523,0.2301075335194455,0.20006445570539985,0.19132437900568527,0.16858217622608063,0.06864060996142433,2.0188792410746014e-09
59,0.370333248660029,0.3537038790959115,0.2773777755434317,0.2703016572701193,0.23012001058698683,0.20005636610675012,0.19139258286557187,0.1685711145727295,0.06858528219762447,1.2351714133098034e-09
60,0.3704097673715023,0.35379301646706174,0.2774893253447301,0.2702901962383252,0.23013291190973437,0.20004872114655972,0.19146016705487126,0.1685622918707532,0.06852803083350183,2.060207624377853e-09
61,0.37048758518465763,0.3538840891661492,0.27760295086742676,0.27027900067977145,0.23014624004091405,0.20004154285414177,0.1915271154884919,0.1685557511520757,0.06846882306713699,2.4923871778916677e-09
62,0.3705666961205049,0.3539771060619843,0.27771866215686486,0.27026808266929825,0.23015999732583792,0.2000348530122366,0.19159341359295723,0.1685515335970274,0.06840762595663162,2.2688172639228216e-09
63,0.3706470936401014,0.3540720751207465,0.27783646917729915,0.27025745414084806,0.23017418590336391,0.20002867313136746,0.19165904832559116,0.16854967845487184,0.06834440643236855,2.6061447288356416e-09
64,0.3707287706325798,0.35416900337144147,0.27795638179371585,0.27024712689285424,0.23018880770809297,0.20002302442491082,0.19172400819256777,0.16855022296418648,0.06827913130873377,1.6713101937983657e-09
65,0.3708117194035809,0.35426789687224897,0.2780784097549106,0.270237112593061,0.23020386447330457,0.20001792778497374,0.1917882832657466,0.16855320227324777,0.06821176729527778,1.754150099677396e-09
66,0.3708959316640999,0.3543687606778574,0.2782025626778164,0.2702274227827979,0.23021935773463906,0.2000134037591778,0.19185186519824185,0.1685586493606144,0.06814228100730531,3.4477131822637063e-09
67,0.3709813985197439,0.35447159880783197,0.27832885003303987,0.2702180688807229,0.2302352888345187,0.20000947252843848,0.19191474723864216,0.1685665949560705,0.06807063897587448,2.758570683976602e-09
68,0.371068110460413,0.35457641421611313,0.27845728113159357,0.2702090621860623,0.2302516589273183,0.20000615388583753,0.19197692424382407,0.16857706746213819,0.0679968076571896,2.002352696099201e-09
69,0.37115605735040474,0.35468320876170495,0.2785878651127824,0.27020041388136196,0.23026846898527362,0.2000034672166742,0.19203839269028214,0.16859009287634902,0.06792075344138103,3.5637450508192694e-09
70,0.37124522841894025,0.3547919831806251,0.27872061093320544,0.2701921350347782,0.23028571980512863,0.20000143147978056,0.19209915068391034,0.16860569471448178,0.06784244266064911,3.740785589198114e-09
71,0.3713356122511196,0.3549027370591992,0.27885552735684005,0.2701842366019298,0.23030341201551802,0.20000006519018476,0.19215919796816874,0.16862389393498325,0.06776184159676898,2.5806969981531674e-09
72,0.3714271967792978,0.35501546880875606,0.2789926229461533,0.2701767294273387,0.23032154608507605,0.19999938640319148,0.19221853593057545,0.16864470886479038,0.06767891648794296,3.4812354924595854e-09
73,0.37151996927488795,0.3551301756418082,0.2791319060542035,0.27016962424547875,0.23034012233126716,0.19999941269995147,0.19227716760746338,0.1686681551267778,0.06759363353499297,2.6180134258539527e-09
74,0.3716139163405852,0.3552468535497776,0.27927338481767744,0.2701629316814674,0.23035914092993287,0.20000016117457697,0.19233509768694776,0.168694245569058,0.06750595890688016,2.29753155753579e-09
75,0.37170902390300214,0.3553654972823323,0.27941706715080306,0.2701566622514148,0.23037860192553802,0.20000164842284968,0.19239233251005386,0.16872299019636822,0.06741585874554855,2.2198978949027533e-09
76,0.3718052772057202,0.3554861003284078,0.2795629607400931,0.27015082636246207,0.23039850524211478,0.20000389053256537,0.1924488800699668,0.16875439610378257,0.06732329917008928,2.446592771436825e-09
77,0.37190266080274575,0.3556086548989702,0.2797110730398554,0.27014543431253263,0.2304188506948911,0.20000690307554045,0.19250475000936385,0.16878846741298115,0.06722824628021275,4.253959870723394e-09
78,0.37200115855236576,0.355733151911583,0.27986141126840725,0.27014049628982,0.2304396380025896,0.20001070110129704,0.1925599536158013,0.1688252052113237,0.06713066615903333,2.049852234855598e-09
79,0.37210075361139106,0.3558595809768375,0.28001398240493613,0.27013602237203643,0.23046086680038658,0.20001529913243002,0.19261450381512948,0.1688646074939601,0.06703052487515658,2.0854316207723204e-09
80,0.3722014284297887,0.35598793038670395,0.2801687931869413,0.2701320225254483,0.23048253665351962,0.2000207111616499,0.19266841516292602,0.16890666910922944,0.06692778848407391,1.8224636766196985e-09
81,0.37230316474568675,0.3561181871048566,0.28032585010819033,0.27012850660372045,0.23050464707153043,0.20002695065047701,0.1927217038339337,0.16895138170758034,0.06682242302885782,2.355153745829597e-09
82,0.372405943580741,0.3562503367590176,0.28048515941712127,0.27012548434658984,0.23052719752312337,0.2000340305295529,0.19277438760949955,0.16899873369425594,0.06671439454016213,2.6595104769335924e-09
83,0.3725097452358616,0.35638436363537174,0.280646727115626,0.2701229653783948,0.2305501874516331,0.20004196320052187,0.19282648586302129,0.16904871018598772,0.06660366903552695,4.000580296289932e-09
84,0.37261454928728377,0.3565202506750958,0.2808105589581461,0.270120959206481,0.23057361629108228,0.20005076053942408,0.19287801954340575,0.16910129297192916,0.06649021251798985,3.195374592184823e-09
85,0.37272033458297343,0.3566579794730342,0.28097666045100744,0.27011947521950136,0.23059748348281392,0.2000604339015253,0.19292901115654917,0.16915646047907126,0.06637399097400572,2.805568011762513e-09
86,0.37282707923935826,0.3567975302785607,0.28114503685192527,0.2701185226856338,0.23062178849268297,0.20007099412750176,0.19297948474485407,0.16921418774236718,0.06625497037067925,9.568880250592265e-10
87,0.3729347606383758,0.3569388819986582,0.28131569316961486,0.27011811075073605,0.2306465308287931,0.20008245155089083,0.19302946586479894,0.16927444637980704,0.06613311665231515,3.5489309252367093e-09
88,0.37304335542482636,0.3570820122032345,0.2814886341634265,0.27011824843645504,0.23067171005975898,0.20009481600670045,0.19307898156256795,0.16933720457265708,0.06600839573628808,1.6821687286231466e-09
89,0.37315283950402206,0.35722689713270217,0.28166386434294577,0.27011894463830866,0.23069732583347977,0.20010809684107309,0.19312806034775645,0.1694024270511012,0.06588077350823952,3.1546484067482416e-09
90,0.37326318803972575,0.35737351170783227,0.2818413879674819,0.2701202081237601,0.23072337789640543,0.20012230292188812,0.19317673216515746,0.1694700750854939,0.06575021581660222,1.4973998340491958e-09
91,0.373374375452368,0.3575218295418937,0.2820212090453781,0.27012204753029695,0.2307498661132774,0.2001374426501841,0.1932250283646272,0.1695401064834504,0.06561668846646683,3.877444370273609e-09
92,0.37348637541754304,0.3576718229550867,0.28220333133307896,0.2701244713635375,0.23077679048732958,0.20015352397228367,0.19327298166902515,0.16961247559298265,0.06548015721278527,3.5291255649961224e-09
93,0.37359916086476497,0.3578234629912558,0.2823877583338796,0.27012748799536923,0.23080415118092285,0.20017055439249395,0.19332062614020193,0.16968713331188523,0.06534058775292294,2.5076787741535934e-09
94,0.3737127039764944,0.3579767194368917,0.28257449329630163,0.27013110566214393,0.23083194853660308,0.2001885409862701,0.19336799714301253,0.1697640271035863,0.06519794571856401,2.9806020372066493e-09
95,0.3738269761874253,0.35813156084239617,0.2827635392120254,0.27013533246293864,0.23086018309855746,0.2002074904137238,0.19341513130730467,0.1698431010196505,0.06505219666697161,2.133520506166828e-09
96,0.3739419481840272,0.35828795454559054,0.2829548988133165,0.27014017635789045,0.2308888556344459,0.20022740893336322,0.19346206648781938,0.16992429572913495,0.0649033060716128,3.486496937844715e-09
97,0.37405758990435556,0.3584458666974497,0.2831485745698935,0.27014564516662787,0.23091796715759505,0.2002483024159689,0.19350884172193067,0.17000754855498285,0.06475123931214516,2.9898910682985e-09
98,0.37417387053811996,0.35860526229001616,0.28334456868517177,0.2701517465667994,0.23094751894952195,0.20027017635850472,0.1935554971851194,0.17009279351763795,0.06459596166377297,3.901856580655087e-09
99,0.3742907585270245,0.3587661051864644,0.2835428830918343,0.27015848809271475,0.2309775125827714,0.20029303589798428,0.1936020741440729,0.17017996138605598,0.0644374382859712,1.8065704663566209e-09
100,0.37440822156538067,0.3589283581532592,0.28374351944667364,0.27016587713410645,0.23100794994403542,0.20031688582521925,0.19364861490726534,0.170268979736279,0.06427563421058016,2.5747912710196135e-09
101,0.3745262266010134,0.35909198289436517,0.2839464791246622,0.2701739209350254,0.23103883325753885,0.20034173059839566,0.19369516277287147,0.1703597730177355,0.0641105143292694,2.3820970364617737e-09
102,0.3746447398364589,0.3592569400874343,0.2841517632121996,0.2701826265928688,0.2310701651086501,0.2003675743564274,0.1937417619738277,0.17045226262741558,0.06394204338036676,3.665014526929989e-09
103,0.37476372673047786,0.3594231894219093,0.28435937249949533,0.2701920010575564,0.23110194846769888,0.2003944209320643,0.19378845761985303,0.17054636699206027,0.0637701859350474,2.0285491279885073e-09
104,0.37488315199990774,0.35959068963897295,0.28456930747205744,0.27020205113085977,0.23113418671396532,0.2004222738647398,0.19383529563621296,0.1706420016584993,0.06359490638288176,1.767912989558087e-09
105,0.37500297962186435,0.35975939857325373,0.2847815683012429,0.2702127834658875,0.23116688365980909,0.20045113641316012,0.1938823226990005,0.17073907939224822,0.06341616891672534,3.1464236594655972e-09
106,0.37512317283631863,0.3599292731961951,0.28499615483383983,0.27022420456673035,0.2312000435748981,0.2004810115676526,0.1939295861666855,0.17083751028446423,0.063233937516946,3.2920793160477194e-09
107,0.3752436941490909,0.36010026966101105,0.2852130665806678,0.27023632078827897,0.23123367121051183,0.2005119020623153,0.19397713400769334,0.17093720186735092,0.0630481759349689,3.224513599699275e-09
108,0.3753645053352757,0.3602723433491048,0.2854323027041615,0.27024913833620884,0.23126777182386773,0.2005438103870097,0.19402501472373912,0.1710380592380684,0.06285884767612666,1.9333338030060934e-09
109,0.37548556744314027,0.36044544891785274,0.2856538620049261,0.270262663267138,0.23130235120243414,0.20057673879926863,0.19407327726866505,0.17113998519119028,0.06266591598179001,3.3818257835718564e-09
110,0.3756068407985333,0.3606195403496371,0.28587774290725465,0.27027690148896116,0.2313374156881861,0.20061068933619752,0.19412197096251593,0.17124288035972546,0.0624693438107577,1.3509199406951672e-09
111,0.37572828500984595,0.36079457100200335,0.28610394344359713,0.27029185876136147,0.2313729722017559,0.20064566382646262,0.19417114540060387,0.17134664336469038,0.062269093819873333,2.1083629440293967e-09
112,0.37584985897356804,0.36097049365881867,0.2863324612379819,0.27030754069650015,0.23140902826642917,0.20068166390247372,0.1942208503573164,0.1714511709731813,0.06206512834384232,2.9590899968196497e-09
113,0.3759715208804865,0.36114726058229635,0.2865632934883905,0.2703239527598836,0.2314455920319323,0.20071869101287607,0.1942711356844507,0.17155635826486826,0.06185740937420872,1.5703998121833247e-09
114,0.37609322822257846,0.3613248235657491,0.28679643694809587,0.27034110027140823,0.23148267229795869,0.20075674643547978,0.19432205120387241,0.17166209880678648,0.06164589853745022,3.3327169712293835e-09
115,0.3762149378006451,0.3615031339869228,0.2870318879059732,0.2703589884065819,0.23152027853736967,0.20079583129075776,0.1943736465943329,0.17176828483625256,0.061430557072142664,3.0635733792699632e-09
116,0.37633660573275723,0.3616821428617796,0.28726964216581113,0.2703776221979213,0.2315584209190172,0.20083594655605877,0.194425971272324,0.17187480745169717,0.06121134580514881,3.0107941390872446e-09
117,0.3764581874635526,0.3618618008985552,0.2875096950246356,0.2703970065365203,0.2315971103301153,0.20087709308067198,0.19447907426687266,0.17198155681113358,0.06098822512676222,1.5647310708694392e-09
118,0.376579637774457,0.36204205855195665,0.28775204125008563,0.2704171461737869,0.2316363583980948,0.20091927160189627,0.1945330040882647,0.17208842233794452,0.06076115496475294,2.9000323188785854e-09
119,0.37670091079489343,0.36222286607733417,0.2879966750568721,0.2704380457233504,0.2316761775118762,0.20096248276226225,0.1945878085907083,0.17219529293359037,0.060530094757232755,5.015782420159844e-09
120,0.37682196001453494,0.36240417358466376,0.28824359008235656,0.27045970966312644,0.2317165808424791,0.2010067271280495,0.19464353482904273,0.17230205719678718,0.06029500342427116,3.0512359363659466e-09
121,0.37694273829667013,0.3625859310921832,0.2884927793612994,0.27048214233753926,0.23175758236289418,0.20105200520924427,0.19470022890964714,0.1724086036486285,0.06005583933816825,3.1806353585249297e-09
122,0.37706319789275494,0.36276808857952,0.28874423529982707,0.27050534795989906,0.2317991968671436,0.20109831748107776,0.19475793583580414,0.17251482096306006,0.05981256029229376,2.1265881922656235e-09
123,0.3771832904582029,0.3629505960401368,0.28899794964866765,0.27052933061492046,0.23184143998843773,0.2011456644072681,0.19481669934782744,0.17262059820203063,0.059565123468389276,2.8984158549381052e-09
124,0.37730296706950267,0.3631334035329495,0.289253913475728,0.2705540942613874,0.2318843282163559,0.2011940464650967,0.1948765617583838,0.17272582505458373,0.059313485402219986,2.7382232035278855e-09
125,0.37742217824270363,0.3633164612329299,0.2895121171380592,0.2705796427349427,0.23192787891295377,0.20124346417241426,0.19493756378348598,0.17283039207906017,0.05905760194745145,1.3424453561824714e-09
126,0.3775408739533637,0.36349971948055626,0.28977255025329934,0.27060597975101375,0.23197211032771814,0.20129391811668387,0.19499974436976944,0.17293419094752732,0.05879742823762258,2.4392810648894957e-09
127,0.3776590036580003,0.3636831288299317,0.2900352016706487,0.27063310890784437,0.2320170416112702,0.20134540898612652,0.19506314051871862,0.17303711469145613,0.05853291864606755,2.329631109338768e-09
128,0.37777651631712084,0.36386664009542413,0.2903000594414687,0.27066103368964434,0.2320626928277333,0.20139793760303404,0.1951277871086283,0.1731390579476176,0.058264026743625526,2.521458098134252e-09
129,0.37789336041989907,0.3640502043966766,0.29056711078958236,0.2706897574698377,0.2321090849656712,0.20145150495928735,0.19519371671516395,0.17323991720309634,0.057990705253978404,3.3375235513340634e-09
130,0.3780094840105357,0.36423377320182465,0.2908363420813553,0.27071928351439817,0.23215623994749732,0.20150611225408407,0.1952609594314601,0.17333959103825372,0.05771290600641878,2.5523272121179986e-09
131,0.37812483471638964,0.36441729836880016,0.2911077387956624,0.2707496149852769,0.2322041806372788,0.20156176093387532,0.19532954268880606,0.1734379803664456,0.05743057988585821,2.368697999735932e-09
132,0.3782393597778976,0.36460073218455463,0.2913812854938096,0.27078075494388987,0.2322529308468194,0.20161845273445092,0.19539949107900487,0.173534988669226,0.05714367677985269,2.1438003787846637e-09
133,0.3783530060803568,0.36478402740209215,0.2916569657895243,0.27081270635467547,0.23230251533995153,0.20167618972510928,0.19547082617959385,0.17363052222577136,0.05685214552241303,2.566447285286547e-09
134,0.378465720187602,0.36496713727517427,0.29193476231910176,0.2708454720886983,0.23235295983493323,0.20173497435479315,0.1955435663831511,0.1737244903352197,0.05655593383434597,1.8693900047407444e-09
135,0.3785774483776172,0.36515001559058524,0.29221465671180885,0.27087905492729536,0.2324042910048708,0.20179480950004097,0.1956177267319636,0.17381680553062373,0.056254988259846775,1.5426165757033198e-09
136,0.3786881366801203,0.36533261669784417,0.29249662956064754,0.27091345756575,0.23245653647607642,0.20185569851456037,0.19569331875938023,0.17390738378323164,0.055949254099049654,1.377551362934208e-09
137,0.3787977309161385,0.36551489553626065,0.29278066039357575,0.270948682616983,0.23250972482428273,0.2019176452801805,0.19577035033917492,0.17399614469582037,0.055638675336203036,1.3477344610804229e-09
138,0.3789061767396042,0.36569680765924767,0.29306672764529196,0.27098473261524625,0.23256388556863275,0.20198065425889453,0.19584882554428437,0.17408301168387116,0.05532319456312716,1.5236484522440417e-09
139,0.379013419680985,0.3658783092558019,0.2933548086296843,0.2710216100198124,0.23261904916337697,0.20204473054565011,0.19592874451625994,0.17416791214341143,0.05500275289756347,1.9458418725551574e-09
140,0.3791194051929531,0.36605935716908516,0.29364487951304974,0.27105931721864274,0.23267524698720507,0.20210987992148377,0.19601010334677746,0.174250777604444,0.054677289896004656,3.0931939391634523e-09
141,0.3792240786980996,0.3662399089120396,0.2939369152881838,0.2710978565320253,0.23273251133015585,0.20217610890654047,0.1960928939725114,0.17433154386895436,0.05434674346054811,2.453146880741016e-09
142,0.37932738563868473,0.36641992267998236,0.29423088974944084,0.2711372302161639,0.23279087537804552,0.20224342481244936,0.1961771040846481,0.1744101511326087,0.05401104973928566,3.12152425949817e-09
143,0.37942927152841466,0.3665993573601446,0.29452677546887146,0.2711774404667142,0.23285037319437166,0.20231183579346673,0.1962627170542637,0.17448654408936184,0.05367014301968727,2.084355843952796e-09
144,0.3795296820062305,0.36677817253812356,0.29482454377353073,0.2712184894222511,0.2329110396996565,0.20238135089572204,0.19634971187474298,0.17456067201833675,0.05332395561439458,4.176995547440463e-09
145,0.37962856289206715,0.3669563285012153,0.2951241647240523,0.2712603791676457,0.23297291064818904,0.20245198010382803,0.1964380631223249,0.1746324888524621,0.05297241773878177,2.9352457007190475e-09
