step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7,takagi_r8,takagi_r9,takagi_r10,takagi_r11
59,0.34348888603172006,0.34214095158334584,0.30456629155961795,0.29461293209611555,0.2326616411051246,0.22524934535715962,0.21423278592841777,0.1931755332116801,0.15192155177653327,0.0883163671216839,3.0705668932286845e-09
60,0.343538019675908,0.34221450433725803,0.3046071328411997,0.29468315625633423,0.23271738221310595,0.2252403556696902,0.2142227248491977,0.19321858494614993,0.1519101771041688,0.08826878123925491,2.3980964401136307e-09
61,0.34358914852819167,0.3422883553977821,0.3046486659024217,0.29475449787152064,0.2327725792228243,0.22523297624571584,0.21421288576397832,0.19326276747688784,0.15189849013494758,0.08822064049905178,2.8985638441804667e-09
62,0.34364238372868905,0.3423623893662947,0.304690887330028,0.2948269498266623,0.2328272154569228,0.22522722741219758,0.2142032851217794,0.1933080878565379,0.15188648947920655,0.08817194349762733,2.796110689299894e-09
63,0.3436978400648781,0.3424364859209206,0.30473379343943724,0.2949005046109048,0.2328812745850368,0.22522312854497892,0.21419393939607573,0.19335455225704656,0.15187417398673003,0.08812268800280076,1.0491994864745075e-09
64,0.34375563432175366,0.3425105214287877,0.30477738027382156,0.2949751543130628,0.23293474061425537,0.22522069806018677,0.21418486507618456,0.19340216593678639,0.15186154274578015,0.08807287094486595,1.181044826766025e-09
65,0.3438158831759011,0.34258437101550454,0.30482164360364866,0.2950508906176176,0.23298759788130957,0.2252199534046527,0.2141760786588284,0.19345093320872078,0.15184859508124335,0.08802248840935106,1.9436439964283823e-09
66,0.3438787006569569,0.34265791106847193,0.3048665789266855,0.2951277048012091,0.2330398310463662,0.22522091104551617,0.21416759663988114,0.19350085740969158,0.15183533055189333,0.08797153563132,1.6986482592164484e-09
67,0.34394419525191183,0.34273102209862966,0.3049121814684471,0.2952055877296222,0.23309142508831596,0.2252235864591544,0.21415943550628902,0.1935519408709012,0.15182174894676578,0.08792000699121026,2.2498363857247307e-09
68,0.34401246678613284,0.3428035918268753,0.3049584461830964,0.2952845298552844,0.23314236530146745,0.22522799411958885,0.21415161172817748,0.19360418488967263,0.15180785028065544,0.08786789601220821,1.6473823326083604e-09
69,0.34408360327057863,0.34287551830572044,0.3050053677547721,0.29536452121526724,0.23319263729355003,0.22523414748648593,0.21414414175113095,0.1936575897025531,0.151793634788734,0.08781519535913908,1.8288430141465177e-09
70,0.3441576779456414,0.34294671284584416,0.30505294059933874,0.29544555142979945,0.23324222698495134,0.22524205899287966,0.21413704198864245,0.19371215445983503,0.15177910292030466,0.0877618968388585,1.7715593711099543e-09
71,0.34423474676620464,0.3430171025030242,0.30510115886654665,0.2955276097012928,0.2332911206091199,0.22525174003272624,0.21413032881472668,0.19376787720156155,0.1517642553317046,0.08770799140212597,2.743441130920342e-09
72,0.3443148465515297,0.34308663190191174,0.3051500164425898,0.29561068481388253,0.23333930471406686,0.22526320094839514,0.2141240185566898,0.19382475483508158,0.15174909287837351,0.08765346914693277,3.77480948388539e-09
73,0.3443979939662852,0.34315526423039727,0.30519950695304343,0.29569476513348086,0.23338676616491225,0.22527645101819552,0.21411812748803674,0.19388278311421606,0.1517336166061105,0.08759831932325664,2.7235976000386612e-09
74,0.34448418541323444,0.3432229813241219,0.30524962376616366,0.29577983860833945,0.2334334921474231,0.2252914984440241,0.21411267182151061,0.19394195662009145,0.15171782774154005,0.08754253033921253,8.969937929626834e-10
75,0.3445733978192214,0.34328978285957695,0.3053003599965427,0.29586589277012504,0.23347947017250142,0.22530835033922433,0.21410766770224654,0.19400226874369594,0.1517017276818168,0.08748608976856476,1.8800499176191562e-09
76,0.3446655902029943,0.3433556847672937,0.3053517085090888,0.29595291473549773,0.23352468808158008,0.2253270127167293,0.21410313120102337,0.19406371167020878,0.15168531798360085,0.08742898435956142,2.0366617056197575e-09
77,0.3447607058429828,0.34342071704709626,0.3054036619233236,0.29604089120819194,0.2335691340528934,0.22534749047756236,0.21409907830759548,0.19412627636514648,0.15166860035133356,0.08737120004505035,3.4108192020890436e-09
78,0.3448586748254984,0.3434849212049801,0.30545621261796746,0.2961298084815909,0.23361279660858977,0.22536978739975697,0.2140955249240845,0.19418995256236768,0.15165157662485387,0.08731272195383662,2.873685206781749e-09
79,0.3449594167507059,0.34354834753435826,0.30550935273580393,0.2962196524417938,0.2336556646226652,0.22539390612776164,0.21409248685841692,0.19425472875397687,0.1516342487663933,0.0872535344232342,2.4701706316574463e-09
80,0.34506284339912424,0.34361105243894413,0.30556307418879375,0.2963104085711625,0.23369772732969185,0.22541984816237498,0.2140899798177764,0.19432059218215259,0.15161661884699107,0.08719362101276752,2.1224977984866546e-09
81,0.34516886120516727,0.34367309595082424,0.3056173686634225,0.29640206195233965,0.23373897433432334,0.22544761385126205,0.21408801940205774,0.19438752883293106,0.15159868903236953,0.08713296451897123,1.5991123183921177e-09
82,0.34527737343509846,0.3437345395464087,0.30567222762626417,0.2964945972727398,0.23377939562156985,0.225477202380097,0.21408662109729948,0.19445552343197067,0.15158046156832777,0.08707154699124649,2.8456817906325425e-09
83,0.34538828201549593,0.3437954443141691,0.3057276423297263,0.2965879988294827,0.2338189815678204,0.22550861176435516,0.21408580026906343,0.19452455944230265,0.15156193876568227,0.08700934974871431,2.6200986563553243e-09
84,0.34550148899900013,0.3438558694874833,0.3057836038179746,0.2966822505347831,0.23385772295261717,0.225541838841798,0.21408557215575164,0.19459461906409511,0.15154312298482392,0.08694635339802344,1.4731275790147768e-09
85,0.3456168976839265,0.34391587132599805,0.30584010293299624,0.296777335921764,0.23389561097117095,0.22557687926566308,0.21408595186182708,0.19466568323642422,0.15152401661992626,0.08688253785205827,2.9010148640181814e-09
86,0.3457344134234066,0.3439755023099112,0.30589713032079785,0.2968732381506969,0.23393263724762037,0.2256137274985813,0.2140869543509222,0.19473773164106142,0.15150462208286594,0.08681788234949846,2.370607440825541e-09
87,0.3458539441694695,0.3440348106017701,0.3059546764377027,0.29696994001564536,0.23396879384903552,0.22565237680722805,0.21408859443880837,0.19481074270826784,0.15148494178690217,0.08675236547517687,1.6737081340192106e-09
88,0.3459754008002531,0.34409383972763363,0.30601273155673725,0.2970674239515068,0.2340040733001764,0.22569281925771603,0.21409088678620736,0.19488469362459104,0.15146497813017157,0.08668596518119102,2.4187865228756767e-09
89,0.3460986972765525,0.34415262843141087,0.3060712857740826,0.2971656720414352,0.23403846859901226,0.22573504571172565,0.21409384589142366,0.19495956034264803,0.15144473347904872,0.08661865880871435,2.6510611789284488e-09
90,0.3462237506691534,0.3442112106609298,0.30613032901556514,0.29726466602462537,0.23407197323301376,0.22577904582336097,0.2140974860827728,0.1950353175928695,0.1514242101514234,0.08655042311046528,1.7888926990949298e-09
91,0.346350481092373,0.34426961565035313,0.3061898510431806,0.2973643873044573,0.23410458119624009,0.22582480803672403,0.21410182151079526,0.1951119388971928,0.15140341039995375,0.08648123427378436,2.4362124799198864e-09
92,0.34647881157287963,0.34432786806984017,0.30624984146161705,0.2974648169569679,0.23413628700723157,0.22587231958417409,0.21410686614022514,0.19518939658465798,0.15138233639533455,0.08641106794427741,2.482021114283541e-09
93,0.3466086678769377,0.34438598821935107,0.306310289724775,0.29756593573965123,0.23416708572774173,0.2259215664852557,0.21411263374170994,0.19526766180888722,0.15136099020964455,0.08633989924998231,2.620859973615632e-09
94,0.3467399783139027,0.34444399224872707,0.3063711851422522,0.29766772410055964,0.23419697298232459,0.22597253354624972,0.21411913788325365,0.1953467045673968,0.1513393737998109,0.08626770282601795,2.7983384516162716e-09
95,0.3468726735293597,0.34450189239066853,0.306432516885787,0.2977701621876922,0.2342259449788139,0.22602520436031062,0.2141263919213746,0.1954264937227004,0.15131748899124306,0.08619445283968317,2.437858903824768e-09
96,0.34700668629763975,0.34455969719686064,0.3064942739956426,0.2978732298586593,0.23425399852972867,0.2260795613081415,0.21413440899196406,0.19550699702515867,0.15129533746168275,0.08612012301596149,1.9369552011522854e-09
97,0.347141951320552,0.34461741177038574,0.30655644538691745,0.2979769066906003,0.23428113107463974,0.2261355855591495,0.214143202000833,0.19558818113751575,0.15127292072531026,0.0860446866634086,1.720871205393463e-09
98,0.3472784050369275,0.3446750379897978,0.30661901985576334,0.2980811719903371,0.23430734070353879,0.22619325707301827,0.2141527836139331,0.19567001166106637,0.15125024011715127,0.08596811670038772,1.5214323279608609e-09
99,0.34741598544588187,0.34473257472193924,0.3066819860855102,0.298186004804753,0.2343326261812605,0.22625255460163085,0.21416316624724852,0.19575245316339338,0.15122729677782207,0.08589038568162825,2.833446125044447e-09
100,0.34755463194542824,0.3447900180218279,0.30674533265267795,0.29829138393137317,0.23435698697300553,0.22631345569126687,0.21417436205634788,0.1958354692076091,0.15120409163865112,0.08581146582508486,2.168808504104463e-09
101,0.3476942851871603,0.34484736131884836,0.30680904803286535,0.2983972879291324,0.23438042327101685,0.22637593668498704,0.21418638292558712,0.1959190223830283,0.15118062540720748,0.08573132903907316,3.132353147795484e-09
102,0.34783488694708264,0.3449045955891367,0.30687312060651073,0.2985036951293097,0.23440293602247367,0.22643997272511926,0.214199240456962,0.19600307433720165,0.1511568985532719,0.08564994694967085,2.232466577192425e-09
103,0.3479763800122202,0.34496170951447963,0.3069375386645153,0.29861058364661847,0.2344245269586658,0.22650553775574803,0.2142129459586051,0.1960875858092341,0.15113291129527515,0.08556729092836467,3.120453308513817e-09
104,0.34811870808234036,0.34501868962833665,0.30700229041372284,0.2987179313904277,0.23444519862551844,0.22657260452510258,0.21422751043292487,0.19617251666430544,0.1511086635872287,0.08548333211993636,2.710901181149358e-09
105,0.3482618156859474,0.34507552044977274,0.30706736398225143,0.2988257160761027,0.23446495441554221,0.22664114458773416,0.2142429445643839,0.19625782592931346,0.15108415510617407,0.08539804147057903,1.3978903722173319e-09
106,0.34840564810960123,0.3451321846061776,0.30713274742466784,0.29893391523644136,0.23448379860128948,0.22671112830636192,0.21425925870691528,0.19634347182955095,0.15105938524016166,0.0853113897562379,3.192722173448831e-09
107,0.3485501513395813,0.3451886629457042,0.30719842872701175,0.2990425062331987,0.2345017363704062,0.22678252485326836,0.21427646287098398,0.19642941182633566,0.15103435307678578,0.0852233476111798,3.0950949512364016e-09
108,0.34869527201489453,0.3452449346403334,0.30726439581165627,0.2991514662686698,0.23451877386236522,0.22685530221110312,0.21429456671028335,0.1965156026554935,0.15100905739227644,0.08513388555678526,4.13341586586416e-09
109,0.34884095739067045,0.34530097728047204,0.30733063654201687,0.2992607723973275,0.2345349182069918,0.22692942717296885,0.21431357950808252,0.19660200036661576,0.15098349664116975,0.0850429740305776,1.7522524103471243e-09
110,0.34898715531099617,0.34535676696192136,0.3073971387270947,0.29937040153748423,0.2345501775648693,0.2270048653416288,0.21433351016321328,0.19668856036298446,0.1509576689465514,0.08495058341549001,3.3813654807188245e-09
111,0.34913381419032696,0.3454122783660288,0.30746389012586844,0.2994803304829719,0.23456456116975324,0.2270815811276974,0.2143543671757109,0.19677523744208258,0.15093157209088695,0.08485668406938583,2.3765128199854795e-09
112,0.3492808830026351,0.3454674848337594,0.30753087845153276,0.2995905359148196,0.23457807937310057,0.22715953774664668,0.2143761586321099,0.19686198583658865,0.15090520350743467,0.08476124635484279,3.0335580963590577e-09
113,0.34942831127752644,0.34552235843436924,0.30759809137558597,0.29970099441291126,0.23459074369084146,0.22723869721446657,0.21439889219039612,0.1969487592557603,0.1508785602722388,0.08466424066922215,7.590971934890226e-10
114,0.34957604910260154,0.3455768700293048,0.3076655165317699,0.29981168246760653,0.23460256685252123,0.22731902034180648,0.21442257506462045,0.19703551092711097,0.15085163909670096,0.08456563747503523,1.970515892595526e-09
115,0.3497240471314042,0.3456309893319067,0.3077331415198751,0.2999225764913123,0.23461356285294915,0.22740046672642533,0.2144472140091825,0.19712219363828412,0.1508244363207195,0.08446540733063336,2.4405349609198776e-09
116,0.3498722565963313,0.3456846849634238,0.3078009539094076,0.3000336528299841,0.2346237470064898,0.22748299474376393,0.21447281530278275,0.19720875977902716,0.15079694790638962,0.08436352092124333,3.3438025718517282e-09
117,0.3500206293259419,0.3457379245058204,0.30786894124313446,0.300144887774546,0.23463313600414454,0.2275665615354636,0.21449938473205407,0.19729516138317252,0.15076916943225177,0.08425994909037357,2.7171969264294847e-09
118,0.35016911776613047,0.3457906745517907,0.3079370910405078,0.300256257572211,0.23464174797356274,0.2276511229956402,0.21452692757487174,0.19738135017052985,0.15074109608807484,0.0841546628716155,1.891924863954179e-09
119,0.35031767500467376,0.34584290075236784,0.30800539080098077,0.30036773843768516,0.23464960254213052,0.22773663375472772,0.21455544858334683,0.19746727758859312,0.1507127226701558,0.08404763352087262,3.0228036078873907e-09
120,0.35046625479870275,0.3458945678624798,0.3080738280072244,0.3004793065642433,0.23465672090328105,0.22782304716071328,0.21458495196650876,0.1975528948539769,0.1506840435771239,0.08393883254904563,2.3401266559215218e-09
121,0.3506148116046713,0.3459456397847615,0.30814239012825567,0.30059093813466103,0.23466312588616298,0.22791031525758315,0.2146154413726784,0.1976381529934879,0.15065505280622615,0.08382823175520375,2.7842678514525127e-09
122,0.35076330061042255,0.3459960796119083,0.30821106462248327,0.3007026093319841,0.23466884202879365,0.2279983887608112,0.21464691987153325,0.197723002884744,0.1506257439500753,0.08371580326027393,2.306410043701299e-09
123,0.3509116777689921,0.34604584966782886,0.30827983894068717,0.3008142963501244,0.23467389565481486,0.22808721702973891,0.21467938993586907,0.19780739529625624,0.1505961101938396,0.08360151954128353,1.5157807674114512e-09
124,0.35105989983379293,0.3460949115478335,0.3083487005289423,0.3009259754042682,0.2346783149539443,0.22817674803671562,0.21471285342305693,0.1978912809268936,0.150566144312853,0.08348535346618763,1.4716213121374365e-09
125,0.3512079243948628,0.34614322615806814,0.3084176368314963,0.30103762274108137,0.23468213006618527,0.22826692833289264,0.2147473115561979,0.19797461044464865,0.15053583867062353,0.0833672783293131,3.3130440353357905e-09
126,0.3513557099158582,0.34619075375438496,0.3084866352936138,0.3011492146486948,0.2346853731698228,0.22835770301060787,0.21478276490497464,0.19805733452462784,0.1505051852172136,0.0832472678874553,2.0355203126394183e-09
127,0.35150321577151605,0.34623745398083394,0.30855568336440276,0.3012607274664627,0.23468807857318516,0.22844901566234743,0.21481921336620202,0.19813940388619963,0.15047417548797573,0.08312529639666216,1.7578334788337394e-09
128,0.35165040228529604,0.3462832859079242,0.30862476849963244,0.30137213759447434,0.23469028281007756,0.2285408083363312,0.21485665614407126,0.1982207693292251,0.15044280060261345,0.08300133864973258,2.0116510183872317e-09
129,0.3517972307669523,0.34632820807081427,0.30869387816455574,0.301483421502808,0.23469202473871983,0.2286330214888565,0.21489509173009336,0.19830138176931494,0.15041105126454932,0.0828753700144698,2.492006570250656e-09
130,0.3519436635497778,0.34637217850755264,0.3087629998367497,0.3015945557405136,0.23469334564390906,0.22872559393363354,0.21493451788273296,0.19838119227204784,0.15037891776057602,0.08274736647271175,3.4874059617001985e-09
131,0.3520896640272949,0.346415154797503,0.30883212100898894,0.30170551694431225,0.2346942893420047,0.22881846278847856,0.21497493160673875,0.19846015208610018,0.1503463899607681,0.08261730466017862,1.5791792454360342e-09
132,0.3522351966891618,0.3464570941000599,0.30890122919216256,0.3018162818469988,0.2346949022881659,0.22891156341988805,0.2150163291321664,0.19853821267523686,0.1503134573186344,0.08248516190715623,2.096613603866438e-09
