class_id,count,a2n,b2n,abn,theta_over_pi_mod1,edges
0,1,0.267720938756736,0.732279061243264,-0.44277131536262376,0.6731065882070678,1-2
1,1,0.16058181234039673,0.8394181876596034,-0.36714478599848094,0.6312422775296813,1-3
2,1,0.655765757972321,0.34423424202767916,-0.47511791025313743,0.8004209750349842,1-4
3,1,0.9528006594126783,0.04719934058732167,-0.21206499672374904,0.93028997985183,1-5
4,1,0.6234049059259615,0.37659509407403846,-0.48453196921710395,0.7896911479024187,1-6
5,1,0.03195436153891212,0.9680456384610879,0.17587859539339235,0.4427921375689583,1-7
6,1,0.23518510240779533,0.7648148975922047,0.42411445390746844,0.3388345694240458,1-8
7,1,0.7741608448343943,0.22583915516560576,0.4181337479320357,0.1576334725324456,1-9
8,1,0.0008147951107083779,0.9991852048892916,-0.02853298476563473,0.5090872678439765,1-10
9,1,0.47989476824858923,0.5201052317514109,-0.4995956161299077,0.74359858012248,1-11
10,1,0.08848311258136209,0.9115168874186379,-0.28399621717423645,0.5961398622537244,2-3
11,1,0.9974354693924741,0.0025645306075259768,0.05057621763525857,0.01612649077104281,2-4
12,1,0.061252309866574026,0.938747690133426,-0.23979254451000603,0.5796064084229586,2-5
13,1,0.033372261968609825,0.9666277380313901,-0.17960666496460623,0.5584774771839107,2-6
14,1,0.9142781227894897,0.08572187721051024,0.2799529192168148,0.09458135025961802,2-7
15,1,0.960929168743606,0.039070831256394066,-0.19376351927369725,0.9366646895160122,2-8
16,1,0.528077968762186,0.47192203123781395,0.49921100515732797,0.24105780089805626,2-9
17,1,0.8475217620493493,0.1524782379506508,0.3594838312109677,0.12769253994688257,2-10
18,1,0.907604260836849,0.09239573916315098,-0.28958378156873,0.901688847938554,2-11
19,1,0.24079844732525502,0.759201552674745,0.42756818765081367,0.33673665498647093,3-4
20,1,0.5026473440693572,0.4973526559306427,-0.4999929915202596,0.7508426797266794,3-5
21,1,0.4563588503900829,0.5436411496099172,0.498091808867326,0.26390910802893874,3-6
22,1,0.3375511054832771,0.662448894516723,0.4728745675866854,0.3026649519035924,3-7
23,1,0.004756723163664778,0.9952432768363353,0.06880477271533592,0.4780290431660285,3-8
24,1,0.005496396555281975,0.9945036034447181,-0.07393366067082746,0.5236204302102039,3-9
25,1,0.8198056950490845,0.18019430495091543,-0.38434921284448065,0.8604523553854373,3-10
26,1,0.005802981529897557,0.9941970184701024,0.07595595391581378,0.47572849804909423,3-11
27,1,0.91996988120043,0.08003011879956999,0.2713398217816484,0.09129511325998863,4-5
28,1,0.5520702100479323,0.44792978995206767,0.49728130190623915,0.23339543123632855,4-6
29,1,0.8598615617608544,0.1401384382391456,-0.3471306041924837,0.8778656270366776,4-7
30,1,0.8847236071399268,0.11527639286007317,-0.3193552036670817,0.889734097497054,4-8
31,1,0.04206365538287099,0.9579363446171291,0.2007344122932141,0.43424990567206045,4-9
32,1,0.20714115749272557,0.7928588425072745,0.4052575703985053,0.3495936315599564,4-10
33,1,0.9252183992559604,0.07478160074403965,0.2630386149108125,0.08816886161385698,4-11
34,1,0.8948123767752163,0.10518762322478363,0.3067950246420313,0.10513761680756956,5-6
35,1,0.3503457160962109,0.6496542839037891,0.47707818574028726,0.29837799679599747,5-7
36,1,0.5607880520017119,0.4392119479982881,-0.4962910564717414,0.7693974243089833,5-8
37,1,0.1621814750997476,0.8378185249002523,0.36861720555912403,0.36806566760148696,5-9
38,1,0.08970200574752765,0.9102979942524724,-0.2857543628930242,0.5968208359405566,5-10
39,1,0.07117516728289935,0.9288248327171007,-0.25711721615860467,0.5859619363778393,5-11
40,1,0.06208890329149408,0.9379110967085059,0.24131695211806728,0.41984008828655534,6-7
41,1,0.04633044611848632,0.9536695538815138,0.21019975233322316,0.4309449654023499,6-8
42,1,0.9261785857910436,0.07382141420895645,-0.2614800432406767,0.9124138374389609,6-9
43,1,0.07095674848830628,0.9290432515116936,-0.2567525819388649,0.5858266397370991,6-10
44,1,0.9644881063211421,0.035511893678857896,0.18506971412470327,0.060345045664753766,6-11
45,1,0.6918343884863849,0.30816561151361505,-0.46173538676828174,0.8126697809555405,7-8
46,1,0.07378277587206881,0.9262172241279312,0.2614170573177673,0.4124373582513377,7-9
47,1,0.011388528851790607,0.9886114711482094,-0.10610763526901607,0.5340339011944778,7-10
48,1,0.9189979620525063,0.08100203794749372,-0.27283824474557544,0.9081363758730174,7-11
49,1,0.2952768865686037,0.7047231134313964,0.45616712598230447,0.3171390344076392,8-9
50,1,0.9787955091272389,0.021204490872761207,-0.14406547275314857,0.9534830791805862,8-10
51,1,0.7997213432542878,0.20027865674571224,-0.4002088409791136,0.8523055372940209,8-11
52,1,0.8432673077227751,0.15673269227722486,-0.36354855995968083,0.8704344883027061,9-10
53,1,0.9109846154937205,0.08901538450627959,0.2847659492064997,0.09643775015202796,9-11
54,1,0.003364014411494032,0.996635985588506,0.057902485426217176,0.4815276202749299,10-11
