step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7,takagi_r8,takagi_r9,takagi_r10,takagi_r11,takagi_r12
0,0.3706699096178159,0.3225415085099932,0.30297782176927995,0.2778270254476185,0.2517930822947317,0.22361215490250344,0.207368569586289,0.19266531702691125,0.1616098330974038,0.1353126427216358,0.09359376297770847,2.6479531157098505e-09
1,0.3706699096178159,0.3225415085099925,0.3029778217692802,0.2778270254476176,0.2517930822947304,0.2236121549025032,0.2073685695862916,0.1926653170269092,0.16160983309740182,0.13531264272163496,0.09359376297770874,2.353748610565769e-09
2,0.37066990961781704,0.322541508509993,0.3029778217692815,0.2778270254476177,0.2517930822947298,0.22361215490250358,0.2073685695862951,0.19266531702690784,0.1616098330974004,0.13531264272163473,0.09359376297770941,3.504911277885201e-09
3,0.37066990961781776,0.3225415085099931,0.30297782176928223,0.2778270254476175,0.2517930822947291,0.22361215490250397,0.20736856958629812,0.19266531702690617,0.1616098330973986,0.13531264272163432,0.09359376297771012,3.5823436750230285e-09
4,0.37066990961781765,0.32254150850999247,0.3029778217692824,0.2778270254476167,0.2517930822947276,0.2236121549025037,0.2073685695863008,0.19266531702690426,0.16160983309739646,0.1353126427216337,0.09359376297771063,2.677721229846014e-09
5,0.3706699096178178,0.32254150850999197,0.30297782176928273,0.27782702544761617,0.25179308229472613,0.22361215490250347,0.20736856958630367,0.19266531702690246,0.16160983309739413,0.13531264272163315,0.09359376297771117,2.1152460371168846e-09
6,0.3706699096178176,0.32254150850999136,0.30297782176928284,0.27782702544761556,0.2517930822947245,0.2236121549025033,0.20736856958630637,0.19266531702690048,0.16160983309739163,0.13531264272163276,0.09359376297771167,1.6881526699400463e-09
7,0.3706699096178177,0.32254150850999086,0.3029778217692832,0.27782702544761506,0.2517930822947232,0.2236121549025032,0.20736856958630934,0.19266531702689882,0.16160983309738922,0.1353126427216325,0.09359376297771237,1.328862470158448e-09
8,0.3706699096178179,0.3225415085099905,0.3029778217692835,0.2778270254476147,0.25179308229472175,0.22361215490250314,0.20736856958631214,0.19266531702689715,0.1616098330973867,0.13531264272163226,0.09359376297771302,1.7394665766668011e-09
9,0.3706699096178182,0.32254150850999014,0.3029778217692837,0.2778270254476143,0.25179308229472025,0.2236121549025031,0.20736856958631508,0.19266531702689563,0.16160983309738414,0.13531264272163201,0.0935937629777136,1.37387063106871e-09
