step,treat_Hperp,treat_Hperp_frac,treat_PR_M,treat_amp_std
0,4.087772066012764e-69,4.755163423728637e-69,0.9999999999999998,0.0
25,1.5354694069752419e-30,1.786158289746512e-30,1.0000000000000002,2.5559253454202263e-16
50,8.962281749760882e-30,1.0425511423190052e-29,1.0,7.525805458855539e-16
75,1.2864706883745424e-29,1.4965067191293938e-29,1.0000000000000002,1.174556145002641e-15
100,1.8470131070961906e-29,2.1485662674381705e-29,1.0,9.611607959772753e-16
125,2.0047520316017525e-29,2.3320584857405238e-29,1.0,1.1106392802260944e-15
150,2.0371606445379276e-29,2.3697583007887254e-29,0.9999999999999998,1.7251379725873254e-15
200,3.3629426848853107e-29,3.9119945518048897e-29,1.0000000000000002,1.0829655114240948e-15
300,7.262225116198556e-29,8.447894522923777e-29,0.9999999999999998,1.641948164026815e-15
500,6.25069200596108e-28,7.271213149790519e-28,1.0000000000000004,6.281988783917345e-15
750,1.7892940963365294e-27,2.0814237447177722e-27,1.0000000000000002,5.405714555930479e-15
1000,2.6991261842135414e-27,3.139799846942025e-27,0.9999999999999998,6.354729807404911e-15
1500,9.862065716670247e-27,1.147219889490064e-26,1.0,6.867629104697803e-15
2000,3.19953741812e-26,3.7219108741392934e-26,0.9999999999999998,8.983772833497464e-15
3000,1.729616773143886e-25,2.0120031850852003e-25,1.0,1.1143315743314083e-14
4000,5.313297846507688e-25,6.180775045935656e-25,1.0000000000000002,2.093247419016528e-14
5000,1.459468839890497e-24,1.6977494668108914e-24,1.0000000000000002,2.4516228291471202e-14
7500,8.172051953794697e-24,9.50626451767684e-24,1.0000000000000002,2.648152473129589e-14
10000,2.341131371784367e-23,2.723356901871541e-23,1.0,3.103774860013425e-14
15000,9.423636338507856e-23,1.096218921009914e-22,0.9999999999999994,5.0854056195525714e-14
20000,3.353906379069675e-22,3.901482930752729e-22,1.0,8.86264101629519e-14
25000,1.1524212191534973e-21,1.3405716222796263e-21,1.0,1.6636179783593786e-13
30000,3.989705207789628e-21,4.6410856498711805e-21,1.0,2.912199613535888e-13
35000,1.3056200923960459e-20,1.5187825564579635e-20,1.0,4.782125556988879e-13
40000,3.8805575592091925e-20,4.514117977029693e-20,0.9999999999999998,7.490409044606356e-13
