t,H,Q2_re,Q2_im,generator_norm
0,np.float64(955.4599122006555),np.float64(-61.18687383776731),np.float64(33.91794834620856),np.float64(27.96078272176525)
1,np.float64(955.4599122006573),np.float64(-61.18687383776671),np.float64(33.91794834620836),np.float64(27.767821872048653)
2,np.float64(955.459912200658),np.float64(-61.18687383776672),np.float64(33.917948346208526),np.float64(27.8337308851281)
3,np.float64(955.4599122006582),np.float64(-61.18687383776637),np.float64(33.917948346208185),np.float64(28.56443061037244)
4,np.float64(955.4599122006608),np.float64(-61.18687383776614),np.float64(33.917948346208334),np.float64(29.12252673451321)
5,np.float64(955.4599122006575),np.float64(-61.18687383776583),np.float64(33.917948346208206),np.float64(29.352936215492978)
6,np.float64(955.4599122006573),np.float64(-61.1868738377659),np.float64(33.917948346208384),np.float64(29.47587097348928)
7,np.float64(955.4599122006553),np.float64(-61.18687383776533),np.float64(33.917948346207716),np.float64(29.53460599580761)
8,np.float64(955.4599122006564),np.float64(-61.186873837765404),np.float64(33.9179483462073),np.float64(29.569774985704395)
9,np.float64(955.459912200659),np.float64(-61.18687383776573),np.float64(33.917948346207446),np.float64(29.571317563539928)
10,np.float64(955.4599122006604),np.float64(-61.186873837765674),np.float64(33.91794834620737),np.float64(29.59370833504125)
11,np.float64(955.4599122006578),np.float64(-61.186873837765404),np.float64(33.91794834620782),np.float64(29.667908839172725)
12,np.float64(955.4599122006584),np.float64(-61.18687383776522),np.float64(33.9179483462076),np.float64(29.802977188504965)
13,np.float64(955.4599122006588),np.float64(-61.18687383776526),np.float64(33.9179483462073),np.float64(29.977450735916335)
14,np.float64(955.4599122006605),np.float64(-61.18687383776556),np.float64(33.91794834620759),np.float64(30.141271609959837)
15,np.float64(955.4599122006603),np.float64(-61.18687383776545),np.float64(33.91794834620789),np.float64(30.26935968264092)
16,np.float64(955.4599122006637),np.float64(-61.186873837765646),np.float64(33.91794834620791),np.float64(30.354668678954)
17,np.float64(955.4599122006634),np.float64(-61.186873837765525),np.float64(33.91794834620756),np.float64(30.401664144946228)
18,np.float64(955.4599122006637),np.float64(-61.18687383776508),np.float64(33.91794834620731),np.float64(30.421759579301145)
19,np.float64(955.4599122006628),np.float64(-61.18687383776509),np.float64(33.91794834620774),np.float64(30.424640120788325)
