step,r1_full,r2_full,r3_full,r4_full,r5_full,r6_full,r7_full,r8_full,r1_perp,r2_perp,r3_perp,r4_perp,r5_perp,r6_perp,r7_perp,r8_perp
34320,0.6022627547137187,0.6022438671356238,0.009823451001559045,0.008565895826768657,0.005330842698633632,0.004602865737521343,0.00015529896347111214,3.2374015616962136e-09,0.5910418257456466,0.5805064981583149,0.06581013611773254,0.04456008825889083,0.03948766196155438,0.028892470942188893,0.01942794946155354,3.5716808469385285e-09
34360,0.6022561514644287,0.60223561981926,0.009795038582250748,0.009233517269791183,0.005930835264235706,0.005277593430816837,0.00016351534239801089,3.7245520317757505e-09,0.5906517805900134,0.5800390227507315,0.06555394288001662,0.04139911142853345,0.035754131929987394,0.034487620017947904,0.020466341330694117,3.332696549032443e-09
34400,0.602261821595387,0.6022432038113644,0.009670708141150591,0.008634018852160424,0.005228472906038452,0.004626500994849286,0.00023362453748273726,4.39456083758704e-09,0.5906383918949513,0.5799884752940047,0.06274559115268558,0.043628678507098013,0.03726654850915717,0.029949504295384777,0.016240318427821386,2.4805822622965684e-09
34440,0.6022557726529356,0.602237004743341,0.009737945026185737,0.009005900285113683,0.006066691795525722,0.004956901356837919,0.0002267059855538065,3.6976798740026273e-09,0.5910328134904012,0.5803757479381522,0.06214152345094074,0.045266123457744875,0.03588871452054678,0.03406134692737209,0.012303952548693594,2.7407433398153362e-09
34480,0.6022597156647719,0.6022431647432493,0.009570590808166236,0.008649025060281923,0.00592202246526631,0.004142297250595221,0.00015435257141461768,1.7023501057660199e-09,0.5910757256141287,0.5805486557937115,0.06540607959359412,0.045316917978958676,0.038327793114106244,0.029157981273395386,0.019357952716561586,3.2137677745211223e-09
34520,0.6022549170605231,0.6022390756820376,0.00975220298951926,0.008711683425641293,0.00636771093322331,0.004472146269392242,0.00017141833455195027,4.055815385862306e-09,0.5907431380816592,0.5802134727541807,0.06619575924679691,0.040552078998203574,0.03749446994231582,0.033051644851843004,0.01944501028342688,1.9677032749049838e-09
34560,0.6022574868042742,0.602243348734943,0.00955096143707931,0.008587232618349507,0.006596402435817306,0.0038194644793077864,0.0002320622255690046,4.585982939843291e-09,0.5906627156843182,0.5800537120024158,0.06352609706633316,0.04314298824623004,0.03626692699245448,0.02922830560371504,0.017549559651774932,4.499048474229318e-09
34600,0.6022539804202971,0.6022410235652499,0.009760671588429644,0.008430847444259688,0.006687040257068842,0.003976117241108627,0.00021039503555323974,2.4450281714281824e-09,0.5909502445017233,0.5802663035188319,0.06169026942052159,0.04500449329501519,0.03520560794204989,0.034390149201835425,0.008215095883950717,3.560883350346661e-09
34640,0.6022553071845268,0.6022434884315838,0.009599553665123302,0.00847093603052459,0.0070992113797401935,0.0036468938534675163,0.0001335996616210495,3.5029329259526744e-09,0.5910285042264062,0.5804398006724251,0.0645408459829199,0.045798656705862646,0.03847085933732225,0.03082710720435218,0.018267010477748875,3.046932304329728e-09
34680,0.6022531152993914,0.6022432145955373,0.009735371964948225,0.008187774096476088,0.006955329471308321,0.003553172407024287,0.0001808757038205597,1.5250035537511951e-09,0.5907992202576161,0.5803042516124712,0.06638231683391849,0.0406438202352938,0.03880477367876825,0.03187808525166233,0.018293268210679198,2.520004750862006e-09
34720,0.602252987470985,0.6022434603403517,0.009667443600435229,0.008372684592820305,0.007343134445860906,0.0035786669531913417,0.00021986806812159215,3.3611108626307196e-09,0.5907351148510999,0.5801864706793795,0.06421660307240909,0.0420400155150524,0.035201458081681763,0.029095746440548957,0.019148614728699737,2.640342795845611e-09
34760,0.6022524147760011,0.6022452259327065,0.009677930872913278,0.007995954634558846,0.007112316576161505,0.003231949831608218,0.00017793344006386628,3.6890593257600064e-09,0.590929671457091,0.5802634960812634,0.06162501811289351,0.044613907478115125,0.03427354963234874,0.03366548913203791,0.007772834363270823,2.7268575391995506e-09
34800,0.6022512788916601,0.602243179256806,0.009711460840873506,0.008347105734977272,0.00731433930267024,0.0035692732538964156,0.00010789449939069264,4.102429790538707e-09,0.5909926961162151,0.5803380619604364,0.06360079721761043,0.04593064914198626,0.039229998444720915,0.031878630476826327,0.016977163620168777,4.02276903985533e-09
34840,0.6022522737708682,0.602246238737664,0.00960495672335745,0.007868152158720006,0.007093992715404454,0.003050336155318903,0.0001824308720866167,2.9263347011382125e-09,0.5908224924299827,0.5803155655454255,0.0662439496478241,0.04166639890027607,0.040155366448629125,0.032089354607759205,0.017919254650156643,4.268881242261616e-09
34880,0.6022505177735579,0.6022423514738136,0.009714067337449435,0.008344166712648387,0.007083312034284826,0.0036052758901913475,0.00019472510159466912,2.55738538564218e-09,0.5907581999307174,0.5802617025715017,0.06493623584959406,0.041367769770131034,0.035153881026235304,0.030277377897322363,0.020278089978801452,3.238931718677303e-09
34920,0.6022534157580501,0.6022455900689073,0.009532712499374223,0.007789077341386081,0.006856227530429285,0.0030203244034227045,0.00013080311431179443,3.9069452128572196e-09,0.5908772352521311,0.5802801866219908,0.06186970762417478,0.044080433349489447,0.03402992545001492,0.03141462736011306,0.013918926103504968,3.855631933869632e-09
34960,0.6022511347276357,0.6022406353958863,0.009678231614825665,0.008301344808305227,0.006713407817754213,0.0036567053392174143,0.00012002346362007134,4.2148181305976135e-09,0.5909662128924906,0.5803097357741385,0.06271921959274937,0.04582966435163993,0.03898452602667209,0.031892532815537,0.0142973304121511,4.4631252024060916e-09
35000,0.6022554712994824,0.602243357016163,0.009466819948297062,0.007731126612056103,0.006418895584809115,0.0031562312270369333,0.0001821351202456819,3.8112368995598154e-09,0.5909091845294349,0.580372237004781,0.06566192744241342,0.0426200894285595,0.041107424419406624,0.031893832415447285,0.017076681086911384,3.475465139295057e-09
35040,0.6022531780265002,0.6022384226566597,0.009606211113241954,0.008226246563879006,0.006219420297182831,0.003750103680315316,0.0001648415012774764,3.3129382901957957e-09,0.5908345811100609,0.580329742935017,0.06549816977432585,0.041069181107989766,0.03626727685684802,0.03196527293150734,0.021001698424555165,4.050848158351097e-09
35080,0.6022573349110721,0.6022402057472234,0.009401027442548008,0.007687052983635066,0.005848390190751973,0.0034793498046651957,9.620546992827372e-05,2.1785288556280235e-09,0.5908131662252207,0.5802265310627956,0.06255173446924192,0.04405411875289727,0.0347198471149448,0.029239301576729364,0.01863950883045356,3.41942993523552e-09
35120,0.6022556582746437,0.6022369021669712,0.009495517357843238,0.008149613043620229,0.005614609884965348,0.003909374488670392,0.00015997651536922574,4.259239384469219e-09,0.5908647292714326,0.58021793172331,0.062136285517335445,0.04597662540081664,0.03813613458126101,0.031970442140128195,0.011570662540607964,3.5396796885842944e-09
35160,0.6022580444705542,0.6022373320121377,0.009326342487122802,0.007656306819364601,0.005244500464491379,0.00395112103639675,0.00019555736391979476,2.885794372504694e-09,0.5909488966252183,0.5804095644930776,0.06485398590130027,0.04354380373042653,0.04126879721572032,0.0311587156986204,0.01612227730283243,3.26528485097369e-09
35200,0.6022575073303302,0.6022365077711191,0.0093591345189042,0.008082565602021688,0.0049431842785123,0.004152702384984323,0.00013980866370712225,4.417448207990441e-09,0.5909367415999611,0.580461146588244,0.06565285163343201,0.040688237117277475,0.03652632112327794,0.03333601064920546,0.020726406951609485,3.640373780757982e-09
35240,0.6022576660039689,0.6022354291134377,0.009242879699293912,0.007637682245261611,0.00484328428817361,0.004365539893160339,0.00012490921170038339,3.4045333423940026e-09,0.5908071612539186,0.5802450482597227,0.06338301377944518,0.04326673393576117,0.03558126929153311,0.02856183307713903,0.021810970358670887,4.742073529669906e-09
35280,0.6022583322800268,0.6022370574867627,0.009222888981157302,0.00802202278616751,0.004591676476539902,0.004169589656175061,0.00018306446543410774,3.6193473927607088e-09,0.590775413724982,0.5801490146322337,0.06200116483858624,0.04610035343452526,0.03664154040014742,0.0323356127468348,0.012017587476094653,3.039014409141899e-09
35320,0.6022564766006155,0.6022345188323502,0.009162159452499659,0.007629462594520701,0.005260095314100159,0.0040451462671077226,0.00018610771454190795,2.5115624913698017e-09,0.5909561108659681,0.5803949120309533,0.06411022478491701,0.044771338803354835,0.040493271376124386,0.030497268367633466,0.014663898778523686,1.9675600633887336e-09
35360,0.6022582874241599,0.6022382435478719,0.009105332717447312,0.007955602544144985,0.005006648912441951,0.0035659537827897932,0.00013849875119554145,3.134503536162913e-09,0.5910237326413613,0.580544122388678,0.06552209041359527,0.04076839701753042,0.03696497077184095,0.03310376669321577,0.01970237401664669,1.2429171456610406e-09
35400,0.6022546704939369,0.6022345406389896,0.009093299761428105,0.007639600995119504,0.005773592858536566,0.003611191879065401,0.00014381872698397515,1.3793915184903374e-09,0.5908295813035097,0.5802710854415472,0.06407487152329346,0.04223785412975639,0.03634643410909984,0.02917460948287357,0.02342004623266641,2.5471609537397642e-09
35440,0.6022572878419785,0.602240018306132,0.009018781965285048,0.00786698878554514,0.005488029679557182,0.0030593643844860885,0.00019126785877915853,5.215357346932966e-09,0.5907106448535386,0.5801136789749732,0.06215817530794192,0.045893968048016036,0.03597638580817931,0.03304926410985072,0.014490022727682825,2.933630119424456e-09
35480,0.6022524041798388,0.6022355466574352,0.009030234331075975,0.007699157242448226,0.006131740643007812,0.003244382084549397,0.00018015904843728215,3.385856442996167e-09,0.5909329910536341,0.580377513664468,0.063537634958203,0.04569822868986666,0.03976637890118705,0.03012721586154572,0.012742688248928382,3.873594336940059e-09
35520,0.6022553274505342,0.6022419593609816,0.008970041467227156,0.007735556974483966,0.005919984694176036,0.0027475444835141356,0.0001249223070638396,2.383265872329512e-09,0.5910642379476826,0.5805802222337221,0.06528165592211724,0.040902955856009345,0.037673899525791525,0.031672781863680034,0.017500065048272142,2.8427126788722955e-09
35560,0.6022502505777345,0.6022375336218991,0.008965503043092238,0.007806174372460308,0.006274909537890419,0.0029862658315557896,0.00015374305315862222,3.866722455590921e-09,0.590845944828201,0.5802816019516376,0.06464272311392792,0.04088083453201049,0.036480622305829366,0.029789240175687754,0.023349006584817162,2.449902911786055e-09
35600,0.6022526410120701,0.60224351050282,0.008949299226045848,0.007552263873310124,0.00623958185834293,0.002636533317992391,0.00018954410360174704,4.129139503702922e-09,0.590692911845984,0.5801148431775501,0.0624879174663398,0.04536254101761519,0.03584161260106899,0.033825363204158895,0.016311870314738023,4.562460401158862e-09
35640,0.6022485860020558,0.6022399101984524,0.008919517486737801,0.007862786896645541,0.006246990614775517,0.0028220711095052198,0.00014883046500209534,4.531123594742954e-09,0.5909478976274193,0.5804246567858301,0.06304840502888377,0.0466476737362514,0.03933226923392619,0.03098753268587028,0.01039328146729897,3.823437364603246e-09
35680,0.6022503745549653,0.6022441414936972,0.00892949619502009,0.007329956296656146,0.006410811628121265,0.002674285302706877,0.00011032913584500488,3.0037762371910038e-09,0.5911034609129633,0.5806293557858778,0.06485604820057865,0.041751807964845566,0.038706086562797094,0.030430472649343763,0.01532595119012551,2.550490618329666e-09
35720,0.6022480149473737,0.6022413858734906,0.008916459329757133,0.0077667089550244395,0.00611041031507804,0.002695863607147078,0.00014786732246903884,2.8721958542544575e-09,0.5908270766105275,0.5802591738877756,0.06505087986073241,0.04001982521696342,0.035895262588733344,0.029847017920852245,0.021412326881758505,2.7236993880354642e-09
35760,0.6022501229205502,0.6022428257606475,0.008885634088376254,0.007108296623197391,0.006409722455896075,0.0027875484661881137,0.00015525317722228416,3.2466144190560886e-09,0.5906457028763217,0.58005310912284,0.06296352999213065,0.04439333890291028,0.035584106201684555,0.03350113466789233,0.017014047093949807,2.938461082693882e-09
35800,0.602249352018659,0.6022407942641049,0.008925934821342867,0.007533396249142279,0.005894450299783546,0.002595678544190502,0.00011434264741716344,2.63158507076572e-09,0.5909577887945647,0.5804478570232506,0.06285464449642683,0.046833654745510746,0.03935987564075496,0.031736457528227964,0.009455662922513056,2.8130624417304556e-09
35840,0.6022512812412127,0.6022401597400396,0.008809549327022418,0.006943744252983423,0.006214230824488112,0.0029596950358963085,7.914712121854997e-05,2.7693027827045306e-09,0.5911712457435685,0.5807021637313025,0.06439989348810536,0.04298240180329956,0.03996320749556499,0.030242833562236365,0.015845511989305082,3.874935256706553e-09
35880,0.6022517173523599,0.6022393880740274,0.008903419615953354,0.007250438528815348,0.005584429438724942,0.002558110027334293,0.0001337566813424555,5.480836418168624e-09,0.590838384503962,0.5802760240574959,0.06515149175421996,0.04004333394230893,0.03504838203364952,0.0312948605708512,0.018802467045348416,1.843654141795396e-09
35920,0.6022523792286467,0.6022371737691532,0.00870438213478727,0.006850246655137505,0.005839814848314127,0.003178799313553593,0.0001283440729485528,5.4974283291551755e-09,0.5905886230780801,0.5799874097669506,0.0632236988566075,0.043306064475769734,0.03579721741925514,0.03159654917873466,0.01726244988881875,5.111477522172001e-09
35960,0.6022542262922425,0.6022382055108262,0.008826635357272112,0.007025154847551116,0.0051303351592770444,0.0026179027790754605,5.418828784913447e-05,4.70015474646013e-09,0.5909279101026109,0.5804447607788662,0.0627386978330481,0.046601361273207964,0.03832058038482977,0.03227019696614216,0.008324261113974857,4.535537925590608e-09
36000,0.6022530448605425,0.602234436767917,0.00858151110678135,0.006790753904395666,0.005339072215349099,0.0034474201971485046,0.00010685718894388793,2.9072323613581142e-09,0.5912335808643108,0.580797054741363,0.06413293109538573,0.04438510691369944,0.040283665083100065,0.030204327223180463,0.01759115812755341,1.912649233319913e-09
36040,0.6022562252892307,0.6022375449547953,0.00869009828890878,0.006922323641637973,0.004565640783251529,0.002835638634071833,0.00012445864180705418,3.4672203042822764e-09,0.5909003718619413,0.5803627784427465,0.06523241188606216,0.040511107014907344,0.034187715311134556,0.03370050094143613,0.016986336699065165,2.547159450660001e-09
36080,0.6022530701343932,0.6022324947229696,0.008463605807897939,0.006726516542453767,0.004810710858103287,0.0037419322869796205,8.432861011571587e-05,4.436447520464592e-09,0.5905589811668441,0.5799252350752044,0.06346076161838468,0.04240538903191468,0.03603563392809187,0.029967298178514363,0.017368186281375653,3.550407744721714e-09
36120,0.6022573027075717,0.6022375379486907,0.008506225078224253,0.00691259447984994,0.004203245934174958,0.0030932140422901566,5.9324458337013474e-05,1.343202028561366e-09,0.5908444651996203,0.5803341648804141,0.06243783132191632,0.04605520349122163,0.03693937720228249,0.03287463815671775,0.004302664825237943,3.3101957120209533e-09
36160,0.60225244503612,0.6022315857072675,0.008369691434974543,0.006647484749644198,0.00457983154119358,0.003765551309399059,0.00011223927013020954,1.7931578167642585e-09,0.5912292081780085,0.5807980599705632,0.06397489483098417,0.045530889542740156,0.039834583789599476,0.03054856559136568,0.018218691230228914,4.147215851630848e-09
36200,0.6022573182812897,0.6022381606293916,0.00830110858249912,0.006943258173836077,0.004447538098340431,0.003035273341252684,0.00011442451305832796,4.57268672274586e-09,0.5909884087614422,0.580496401482851,0.06534744707961371,0.04071277437512972,0.03653936404848685,0.033253909275772695,0.016123062510823703,3.023557948993648e-09
36240,0.6022512592451396,0.6022317261786464,0.008291634994751926,0.006592591696630959,0.004783299017820709,0.003355895445315348,7.201483849182505e-05,2.271580333773488e-09,0.5906147828069013,0.5799896281327912,0.06385357559890197,0.04178208417438759,0.035703834841359104,0.02931779668779494,0.016735736449126248,3.584632443304524e-09
36280,0.6022564004861201,0.6022391737944793,0.008106497024340577,0.0069773030760172106,0.0049061397558220025,0.0028973054953278215,6.246771033427318e-05,3.593038937906577e-09,0.5907868736726465,0.5802569057389917,0.06201766247214953,0.045305839763645786,0.035281174312533,0.033212002855458944,0.007223309542928596,3.834942872053438e-09
36320,0.6022498831362375,0.6022327194359456,0.008202252609975638,0.006637578831711325,0.004956817921119786,0.002912534372348696,0.00012132147825655571,2.2525599974096764e-09,0.5911596719094135,0.5807308068876437,0.06362453428558691,0.04605057105435393,0.03898222283029503,0.03129405154785582,0.017662549316476022,3.830938517844826e-09
36360,0.6022547130739472,0.6022402294130904,0.007958131127908377,0.006991460867775458,0.005273002154395785,0.0028331455620812986,0.00012095817149503778,2.3641333800041867e-09,0.591021684047076,0.5805793685285378,0.06547330193818614,0.04103656993637302,0.038405528134384415,0.03263841160917949,0.017411881060893926,4.068545342317869e-09
36400,0.6022485229795492,0.6022344085885125,0.008082991425882523,0.00681732632179524,0.004987422307516425,0.0025150526085170495,6.420112693489508e-05,3.857976086670799e-09,0.590684472365317,0.5800844122114465,0.06458177020814498,0.04129582754766961,0.03479423269435352,0.030353684677596676,0.01530434780945394,3.9759093084127515e-09
36440,0.6022525016147319,0.6022412380875611,0.007892758440688414,0.006966588746440985,0.005474872097146821,0.002816760544190489,8.650254762700586e-05,2.5934683278812165e-09,0.5907683035545179,0.5801936762162339,0.06191943888715137,0.04463391709943824,0.034287063367996674,0.03240341116117784,0.010676033632785239,2.690574739370841e-09
36480,0.6022471933258826,0.6022365167446165,0.00796439745100835,0.007026520290372563,0.004910315605522564,0.0021794528649421957,0.00011928856392218632,3.3899575861974296e-09,0.5910967050091768,0.5806301812824248,0.06301696886190462,0.04605463296010966,0.038387317293296676,0.03188968877457651,0.01616999784856642,1.1691643759905573e-09
36520,0.6022500245145664,0.6022421746265575,0.007934371020598645,0.006853972349089782,0.005502227635804582,0.0028176472773170725,0.00012208079714945687,1.9390777405552505e-09,0.5910553894766407,0.5806409608840793,0.06523625478882612,0.041762070217237386,0.03921642442305112,0.032479043655052324,0.017989515607056913,3.420984853163055e-09
36560,0.6022460057149454,0.6022387624641743,0.007981239648183992,0.007012782897857482,0.004795375734073652,0.0019333576464004231,8.505199938882937e-05,3.827967314239273e-09,0.5907660604397851,0.5802271449212132,0.06525172429175839,0.04078153173749852,0.034226654953482746,0.031835634172879365,0.014413387606514227,3.034415266716014e-09
36600,0.6022477933736415,0.6022426494355032,0.008043317780130187,0.006608668145634842,0.005425641782633155,0.0028355026075340423,9.859786916000024e-05,4.098624211819792e-09,0.5907431678952817,0.5801595431503015,0.062307563164227614,0.044060741541784874,0.03379540207577862,0.031233912807122347,0.012928643102808168,3.9718592252460425e-09
36640,0.6022454500635037,0.6022405897006124,0.008133634261459112,0.006703058377975175,0.004687017756715279,0.001831832959690864,0.000137099983713688,4.597975888720533e-09,0.5909929246495538,0.5804924323329798,0.06243155573555347,0.04603987636681764,0.03796596727935041,0.03218381326915959,0.014671236563028626,4.179411929641749e-09
36680,0.602246592914972,0.602241939786722,0.008138339370146434,0.006248748585187716,0.005325130746890923,0.0028983937915076324,0.00011570796799821073,3.728187499928834e-09,0.5910691002054307,0.5806626962295102,0.06470051185465044,0.04261802292613286,0.03986556084962358,0.03261247091873013,0.017924293788970515,3.5331080927079358e-09
36720,0.6022460705122293,0.6022412587780747,0.008259377720959056,0.0062705092537490865,0.004594480306834203,0.001922931034128172,8.149617633826558e-05,3.6709868398833203e-09,0.590888086814072,0.5804134926410472,0.06564107607822345,0.04031902345785411,0.03463589286382054,0.03243692568458837,0.013989257854864512,4.64014996316437e-09
36760,0.6022466000011703,0.6022402216809957,0.008167454237720143,0.005843320487541701,0.0052274537398569005,0.00299166697669247,0.00010926031953551562,3.86598723081033e-09,0.5907645011310741,0.5801859903832404,0.06302941787417625,0.043390531425789976,0.033049645566321555,0.03047122975427977,0.014821079208846597,3.1194471020324274e-09
36800,0.602247516116092,0.6022408173028171,0.00829192425812193,0.005870994933357625,0.004500119656543297,0.0021868096083785793,0.00012627218098296242,3.3653881916278365e-09,0.5908704143707086,0.5803258458538939,0.06207121879559981,0.045967929310018564,0.03772588103440029,0.03199613110480889,0.01236504269568753,3.908527145302604e-09
36840,0.6022470987518191,0.6022382375894576,0.008110880522422939,0.005553148468577194,0.00504482763844838,0.0030427816839515578,9.775589595977979e-05,2.7214321320568276e-09,0.5910282855030758,0.5805921204383524,0.0639179073670592,0.04370328378525677,0.040637419704146555,0.03268256596027414,0.01731848482614702,3.4657035441920924e-09
36880,0.6022492644779734,0.6022400234716625,0.008216353898909666,0.005629900641573596,0.004398946932382056,0.0025271319968307674,7.943597388667981e-05,3.104306815051e-09,0.5910051172407671,0.580577068485204,0.06560821302282961,0.04021984005369112,0.035853763247075815,0.03305296228614359,0.014377168071188676,2.267364547722104e-09
36920,0.6022476484416013,0.6022361177765235,0.007969112286969313,0.005511648864524736,0.004711025388605556,0.0029808438254912625,0.00010448692285159786,3.738439414603548e-09,0.5908401377541945,0.5802945823881649,0.06382897942930268,0.04268407293683575,0.032631271323760196,0.029766875053354007,0.01607208476808959,4.381503219125309e-09
36960,0.6022511012469598,0.6022393333931539,0.008038422333554694,0.005597287862693053,0.004346733069922063,0.002797248898203965,0.00010923037351100959,3.78689108936962e-09,0.5907757893392818,0.5802246629552893,0.06215377991685299,0.045626846670850985,0.03701825765304431,0.031374161908539866,0.010032882679144955,2.9230736654368147e-09
37000,0.6022479111514368,0.6022340833032767,0.007763695880567517,0.005582326972087902,0.004430500929045301,0.002770608850333597,7.492741032376948e-05,1.8574767491142261e-09,0.590944482941445,0.5804824334630438,0.06323988137231842,0.04465911971304477,0.04096786253270778,0.032324467369848744,0.01616883807707985,3.924598061719282e-09
37040,0.6022526944556068,0.6022389993778521,0.007783764814324483,0.005715976502925419,0.004444772044591675,0.0028947523192486874,7.561036278896085e-05,3.685954216131134e-09,0.5910709727949575,0.58066972184321,0.06523914067902481,0.040525245334098285,0.03702795205650173,0.03373421210918713,0.014931901512421903,1.7410896524584024e-09
37080,0.602247862883081,0.6022324980923074,0.007537023308386032,0.005666105604465947,0.004337922107553403,0.002419830355769279,0.00011314874759534364,2.322214221258222e-09,0.59093075330814,0.580410753816989,0.06445054701509582,0.0419000008095872,0.03322192110393866,0.02953099200450676,0.01708630237136243,2.6019556298055536e-09
37120,0.602253660759437,0.6022388683152482,0.007498424171689579,0.0058838616500066256,0.004674022422281353,0.002857100937527928,8.748901166910858e-05,3.659780484066964e-09,0.5907371146085358,0.5801887997657802,0.06242689308161192,0.045204377594209234,0.035824602165066846,0.030852582315880537,0.01227311694730243,3.919875043265746e-09
37160,0.6022476908953637,0.6022316961532299,0.007332697670536613,0.005745147473166229,0.0043743486180247955,0.0020183115560004432,5.993576507427788e-05,3.4814836950039062e-09,0.5908770341867187,0.5803877919326375,0.06275321718495376,0.04544585529970514,0.04044978194075654,0.031764128582298545,0.013981706713510567,3.236515912550919e-09
37200,0.602253840415761,0.6022388116591274,0.007234391619122387,0.0060492575729806045,0.004888922374573434,0.002773205054205916,9.413468394832917e-05,3.062122415895283e-09,0.5911037721439001,0.5807026554677768,0.06474946196676129,0.041364255156602005,0.03797050956114402,0.03354759213634513,0.01476375207922049,2.422072592239043e-09
37240,0.6022474425433917,0.6022316045602762,0.007162072473965092,0.005890027871404589,0.004360509163476778,0.001710092802938709,0.0001012274393509435,1.9354647234967338e-09,0.5909947924026527,0.580487272048244,0.06501088039556986,0.041073406462971626,0.03412812636442415,0.02993197645179969,0.017936262163688713,3.1854210962311355e-09
37280,0.6022534550891039,0.6022388555864582,0.007017148106875949,0.006256974641882384,0.004926603638289195,0.0026889403086740524,7.420875235380678e-05,3.12260141441952e-09,0.5907086484335377,0.5801765186722706,0.0629724911341317,0.04455849530187645,0.035052196370444814,0.030712503623596343,0.01517793507505539,3.83060245113903e-09
37320,0.6022470591407864,0.6022319943641893,0.007020369796059285,0.0061230037122172185,0.0042121717003997155,0.0016090270635117762,6.823473788841673e-05,1.4455192429181134e-09,0.5908183152702184,0.5803402608887238,0.06238374072435242,0.04583933021409851,0.039360495918775294,0.03131050873713867,0.011701869395604435,1.3547388750527612e-09
37360,0.6022526449201071,0.6022390237179056,0.006882778996729322,0.006467426313436033,0.004767610280006423,0.002619508021981078,0.00010274063552661057,2.772033888025542e-09,0.5911291013356632,0.5807385479092689,0.06402777484916707,0.042114422840201185,0.03874726439654007,0.03256143072429438,0.014392062822322992,5.385070326034369e-09
37400,0.6022465887319175,0.6022328512349086,0.006991194652569995,0.006271991890910543,0.00401155573624838,0.001674016889274072,9.994241898299595e-05,3.5742270417006606e-09,0.591058718569187,0.5805520544049226,0.06526372183604184,0.040281712458691964,0.034813277400751054,0.030463478899907793,0.017609884567799633,2.7160125997706605e-09
37440,0.602251287752693,0.602239256128367,0.007055886016487391,0.006355742972710459,0.004522866487002544,0.0025640121607952327,6.6821038323927e-05,2.2258202421187085e-09,0.5907046392692105,0.5801574756370831,0.06378014963293915,0.043931917696546266,0.034510898940471255,0.031399642166518166,0.016501673497936912,2.594481809569047e-09
37480,0.6022460227475378,0.6022343564786323,0.007192285572637339,0.0061357465760255156,0.0038576216121432015,0.0018116121587485807,8.407828355133309e-05,2.2047902679926162e-09,0.590766709948775,0.5802922624851584,0.06241983883623274,0.04608350540023095,0.0385776948207876,0.031124755198318317,0.010859132969628576,4.095264207567915e-09
37520,0.6022493372397236,0.6022396075733759,0.007344392885935257,0.006031597834684532,0.004286031003741872,0.002513432646234832,0.0001056149060869172,3.5016712376612354e-09,0.5911308604839189,0.5807578551025404,0.0632559433696291,0.04306284048348781,0.03900760578988732,0.03188259965605062,0.014650259827957328,3.2221199706900656e-09
37560,0.6022453310742493,0.6022363144870959,0.007455919291300517,0.005833252785919018,0.003786211216492193,0.0019904260141208004,8.877061007783094e-05,5.235510435900452e-09,0.5911011140406582,0.580615364234706,0.06503579102830266,0.03988185819330259,0.03474418125466561,0.03113251434645963,0.01607159372440624,3.85997357153594e-09
37600,0.6022471967632808,0.6022399865472573,0.007567552014851091,0.005634751684037966,0.0040958395682642685,0.002444459647425301,6.813458341677912e-05,4.501927261392145e-09,0.5907106823513508,0.5801468694160116,0.0643750950249931,0.04299070852093304,0.03396211865159618,0.03216092429117911,0.01663222471611464,2.0731078892736788e-09
37640,0.6022447091179594,0.6022382829007846,0.00764745395306369,0.005486371790382408,0.0037935281875228033,0.0021842198876289467,8.402258828457699e-05,3.3519824254185916e-09,0.590726167965121,0.5802444832474895,0.06285369058993719,0.04605444305446196,0.03816002354880634,0.030996202100969608,0.011820634839531247,2.0004672946900255e-09
37680,0.6022454185414894,0.60223998627382,0.007672931073773516,0.005232203957530451,0.00398853275969082,0.0023176182051787087,0.00010083344278722978,4.742066401034266e-09,0.5911259113807878,0.5807593491839131,0.06281151413622214,0.044055120408399005,0.03932522014066692,0.031572454861053374,0.01528768473737832,3.1407301071292226e-09
37720,0.6022446544392622,0.6022396926275022,0.007722881538100387,0.005174988664453865,0.003907176064182696,0.002328810607857462,8.029900351256391e-05,5.0317202903546515e-09,0.5911443639116027,0.5806917032566026,0.0645977131201905,0.04023334167794304,0.03435614027610511,0.032055153629953745,0.014630295802437026,3.3671173484137524e-09
37760,0.6022445624673299,0.6022390351862562,0.0076484438828322105,0.004904153238207689,0.004023180721289667,0.002087955009862098,5.7332910986955745e-05,3.922572433822452e-09,0.5907433291430173,0.5801771817012299,0.06453220564617948,0.04203919669861288,0.03381508215514367,0.03187444296660613,0.015461095345454805,1.131849588602011e-09
37800,0.6022456964859628,0.6022401115458669,0.007680832558615942,0.004962604989384827,0.004142413477958702,0.002370976040549453,8.143078282804964e-05,2.948958926642014e-09,0.5906945038295376,0.5802088389816099,0.06321493262613859,0.045688076430743435,0.037689788531912446,0.031010323312453254,0.013049170895457166,3.0351185512761454e-09
37840,0.602244501889576,0.6022371635765499,0.007504262534889211,0.004727992089982332,0.00417480736008,0.0017887505733066957,9.173568396107333e-05,3.688740016298508e-09,0.5910841040778487,0.5807130355876065,0.06271192729256754,0.04486837624752415,0.0397674640077701,0.031211052617182003,0.016679274078856745,2.1028249937808623e-09
37880,0.6022475485809768,0.6022398027305641,0.007539177356998851,0.004878010689552438,0.004436104349051497,0.002326309193943459,6.075281997800664e-05,2.9059200627219554e-09,0.5911486245958256,0.5807206406435684,0.06430537975416636,0.04089461628211216,0.034648770095338705,0.033115003185736014,0.015301521291439918,3.4314301962957323e-09
