step,screw_deviation,optimal_phase
0,1.3838155259444628e-16,0.8975979010256553
40,1.9684495522510578e-14,0.8975979010256552
80,2.903697217921166e-14,0.8975979010256552
120,3.494478421887704e-14,0.8975979010256554
160,4.4810003722276905e-14,0.8975979010256553
200,5.530168377375574e-14,0.8975979010256551
240,6.523397204185919e-14,0.8975979010256553
280,7.823074501802484e-14,0.8975979010256553
320,1.0589207755775033e-13,0.8975979010256551
360,1.440898866389282e-13,0.8975979010256552
400,1.8924437180852554e-13,0.8975979010256553
440,2.4502709767419663e-13,0.8975979010256552
480,3.261239668638456e-13,0.8975979010256552
520,4.4938485959637454e-13,0.8975979010256552
560,6.286833242561667e-13,0.8975979010256552
600,8.895295342847822e-13,0.8975979010256552
640,1.2680928731682632e-12,0.8975979010256553
680,1.8144555773714699e-12,0.8975979010256551
720,2.6017564265115974e-12,0.8975979010256551
760,3.738797817215193e-12,0.8975979010256552
800,5.381335642929348e-12,0.8975979010256553
840,7.746308827202616e-12,0.8975979010256553
880,1.1152920855894778e-11,0.8975979010256553
920,1.6058147264250208e-11,0.8975979010256553
960,2.313044621116513e-11,0.8975979010256553
1000,3.331918749157186e-11,0.8975979010256553
1040,4.799589287651706e-11,0.8975979010256552
1080,6.91348984132277e-11,0.8975979010256553
1120,9.958729395528668e-11,0.8975979010256552
1160,1.434555214854016e-10,0.8975979010256552
1200,2.066473581257784e-10,0.8975979010256552
1240,2.976804397850955e-10,0.8975979010256551
1280,4.2881813537518673e-10,0.8975979010256552
1320,6.177243109821207e-10,0.8975979010256553
1360,8.898497051684202e-10,0.8975979010256552
1400,1.281848387343268e-09,0.8975979010256552
1440,1.846536320907839e-09,0.8975979010256552
1480,2.6599861968605957e-09,0.8975979010256552
1520,3.831784345015966e-09,0.8975979010256553
1560,5.519787530775391e-09,0.8975979010256552
1600,7.95140430249244e-09,0.8975979010256552
1640,1.1454215864486917e-08,0.8975979010256552
1680,1.650011121227368e-08,0.8975979010256553
1720,2.3768859597323506e-08,0.8975979010256551
1760,3.4239690958608794e-08,0.8975979010256552
1800,4.932320620775704e-08,0.8975979010256552
1840,7.105142297231936e-08,0.8975979010256552
1880,1.0235151242352839e-07,0.8975979010256552
1920,1.4744014914725171e-07,0.8975979010256551
1960,2.1239155817331244e-07,0.8975979010256551
2000,3.059558357899094e-07,0.8975979010256551
2040,4.407377286202635e-07,0.8975979010256552
2080,6.34894720598987e-07,0.8975979010256548
2120,9.145831645794546e-07,0.8975979010256544
2160,1.3174819948995162e-06,0.8975979010256535
2200,1.897868750588354e-06,0.8975979010256516
2240,2.733931701114266e-06,0.897597901025648
2280,3.938303187969481e-06,0.8975979010256403
2320,5.673233166331956e-06,0.8975979010256243
2360,8.172447122948508e-06,0.8975979010255909
2400,1.1772633001973402e-05,0.8975979010255218
2440,1.6958798957483772e-05,0.8975979010253785
2480,2.4429612478250293e-05,0.8975979010250811
2520,3.519152312694065e-05,0.8975979010244637
2560,5.0694348963712784e-05,0.8975979010231829
2600,7.30265924318009e-05,0.897597901020525
2640,0.00010519679824009407,0.8975979010150091
2680,0.000151538857033038,0.8975979010035634
2720,0.0002182958562752213,0.8975979009798122
2760,0.0003144611330763482,0.8975979009305254
2800,0.00045298983283887994,0.8975979008282496
2840,0.0006525441898813674,0.8975979006160159
2880,0.0009400076437932096,0.8975979001756078
2920,0.0013541064688581844,0.8975978992617192
2960,0.0019506267588502962,0.8975978973653345
3000,0.002809929423282089,0.897597893430298
3040,0.00404777510874581,0.8975978852654336
3080,0.005830915893013082,0.897597868325832
3120,0.0083995498652684,0.8975978331890544
3160,0.012099650581936097,0.8975977603402665
3200,0.017429487779747673,0.8975976094468379
3240,0.025106490064348553,0.8975972975155992
3280,0.03616310929705789,0.8975966553485418
3320,0.052083562740000235,0.8975953448601905
3360,0.0749967780331159,0.8975927205923584
3400,0.10794232691696175,0.8975876851168848
3440,0.15521795089786783,0.8975790063404939
3480,0.22277603587077505,0.8975686593412775
3520,0.31849555211936575,0.8975804987071584
3560,0.45175730172251566,0.897751867402517
3600,0.6307990257361802,0.8987681022420241
3640,0.8547960249330077,0.9040047141541996
3680,1.0998242818910233,0.9326741239963566
3720,1.302727311919841,1.1119253146370343
3760,1.372258694524777,2.364043376207094
3800,1.3523533564250778,2.64032328081325
3840,1.3818808672843275,0.5329049801504018
3880,1.3575844824895174,-0.09046372332198384
3920,1.3843075767016841,-2.7664095945435645
3960,1.3743109652437053,2.9972784105918797
4000,1.365364316019448,1.5919290384328721
4040,1.3385410234622137,1.8346593643617957
4080,1.2838118226104738,2.9330912054453093
4120,1.2218904242774284,-3.0615383038795416
4160,1.282855887357654,-3.071976044360773
4200,1.3218008227291744,2.580087188502501
4240,1.3118429826468685,2.242580368897768
4280,1.3416617450828483,1.1525411128827885
4320,1.3073345989094582,0.31047171209362945
4360,1.380354643270617,-0.10927820758749905
4400,1.3851285683908907,-3.0813817594579604
4440,1.3605768881843572,2.8212343749462523
4480,1.3715420114468637,1.872994011264945
4520,1.3642066886204762,1.967385172483668
4560,1.3624827954149346,2.3818153689594763
4600,1.335429079482969,1.2753434910900907
4640,1.2661494479239777,0.9955978928309096
4680,1.3054082421351412,1.221446052314238
4720,1.3665786908867126,1.7234269231803105
4760,1.3963578958396663,0.9835703760195968
4800,1.3624828525216335,0.6004888881994814
4840,1.3235592566949579,0.670791072104848
4880,1.3584661426923175,1.3398745817864326
4920,1.2946286738220196,2.4589783720924516
4960,1.2858077809723862,2.38333967796884
5000,1.373476256472501,2.378241775936765
5040,1.369444749321154,-2.0871852679904825
5080,1.33967462982323,-2.3930121542499063
5120,1.3282697568827144,-1.8875759114403259
5160,1.3336626611318982,-1.4703739118603496
5200,1.3827436812076317,-2.805574623434365
5240,1.2706585653253704,2.8445749122952857
5280,1.2321277739662588,2.8037348085471834
5320,1.2126004432307873,2.5058625962059464
5360,1.166099252520991,2.355718030747907
5400,1.1735474072491112,2.5547862682389844
5440,1.1539823416180668,2.77372629340672
5480,1.1377168224886414,2.7898131124814003
5520,1.1591603441306941,2.883071747756815
5560,1.2344120052728633,3.0837309386872738
5600,1.282322655057652,-2.8853361941026963
5640,1.2243859616319026,-2.928724254622699
5680,1.1384418671658982,-3.0602683654541876
5720,1.105694951899978,-3.001749475146942
5760,1.1176028909931421,-2.783609225501416
5800,1.145536598779413,-2.7828092281636705
5840,1.168487603847296,-2.9979100470908944
5880,1.23122074321978,-3.0888814052940448
5920,1.3291190631016283,-2.9763376286625016
5960,1.359975890421151,-3.007339233258672
6000,1.362762894776402,-2.840051578377248
6040,1.3625869850620322,-1.3075389232687757
6080,1.3081938257631371,-0.6677229007879124
6120,1.2895938917859189,-0.4539895226805765
6160,1.2743162354489146,-0.2822831504753155
6200,1.2578810292636158,-0.23790286564401056
6240,1.263259388204247,-0.1663452428595945
6280,1.284526204012694,-0.08085010913082419
6320,1.3045031889408887,-0.1496208390713755
6360,1.3187735697586422,-0.28950009268866034
6400,1.3767058186498746,-1.7959780415866025
6440,1.257718258326791,-2.9022319293724963
6480,1.2086806333130122,-2.852443418018413
6520,1.2226204547873587,-2.8354911451732856
6560,1.3157694182732869,2.9013026427774165
6600,1.3194802273864605,2.116796786335587
6640,1.3069119213563478,2.31297658605449
6680,1.357160297103098,1.392416114925629
6720,1.3442221330441753,0.3851450273121016
6760,1.3526272852424543,-3.096273841616243
6800,1.1684119845711696,-2.9031748791933474
6840,1.1862746573860372,-2.4952769301221274
6880,1.2815170340048228,-1.7058395933828403
6920,1.3615568174848791,-0.5805311528803034
6960,1.3390265614996135,1.5310953302237702
7000,1.3151632248593568,2.1981431799610625
7040,1.3580770197323264,2.8768432844557656
7080,1.3586804640794097,-2.2979102610299473
7120,1.3345354611100522,-2.400145786221418
7160,1.3318548871648992,-2.857289908375167
7200,1.3677880970828777,3.107304701013432
7240,1.3691236252866255,1.1036598385335277
7280,1.338745734715892,0.7302279373824054
7320,1.3791603861469537,2.4296847994072794
7360,1.2622044733341335,3.110332511950464
7400,1.2452343444604037,-2.9696361990172617
7440,1.3836633486820638,-2.342081151300374
7480,1.3945034660347533,-0.6116668656046931
7520,1.3606910104321872,-2.234221881541687
7560,1.3713274670657642,-2.4536754823692384
7600,1.3318162311901252,2.0738674617362327
7640,1.2991670162361215,2.484540374329871
7680,1.319145055303214,3.1076937620872496
7720,1.359916975861516,-2.1807713541724527
7760,1.366577697108561,-1.3674303042839293
7800,1.3435252543812881,-2.5621929701845847
7840,1.307041878133104,-2.955569417554529
7880,1.3700102782346648,1.8455601075652028
7920,1.3489892679147402,0.8900199507252754
7960,1.3902116598644911,3.039774565590759
8000,1.291563392788531,-2.9374237810340915
8040,1.2596220598909174,-2.813922076628163
8080,1.3268685716574566,-2.557526898078523
8120,1.402591574465691,0.18253193624482797
8160,1.39953613070553,2.160240744956451
8200,1.3319022002424874,-2.4900411186525364
8240,1.2891969968718238,-2.5177375563035045
8280,1.330108562081746,3.036085502796658
8320,1.3223464218412138,2.3599773953242664
8360,1.3188316818978922,-3.062540983211282
8400,1.1923507033630596,-2.5734819656199597
8440,1.197806436629503,-2.5440210462342776
8480,1.3713693361675725,-1.9442843711845716
8520,1.3454248372358997,-0.48267587909678533
8560,1.3969650493869092,-2.901127991081545
8600,1.339516223762754,2.3139941960421293
8640,1.3762934875728738,1.8210183224795027
8680,1.3583958217677288,-3.1174450268153637
8720,1.3286390402473156,-2.6484527922970966
8760,1.347312061988908,-1.7011467006095973
8800,1.3593597767725587,-1.317861886785926
8840,1.3714668008056385,0.7052651124634095
8880,1.3611034749324307,1.5496218192274007
8920,1.317304591276163,-2.844019579528559
8960,1.2872875844433695,-2.1778220372435273
9000,1.3474235319735857,-1.1782716065388608
9040,1.380453646551318,0.05551682430128763
9080,1.3633380456402566,2.3968601253584967
9120,1.345284308826653,2.901184377548794
9160,1.373108556610735,-2.3963088705054187
9200,1.3646952773309575,-1.895160230150043
9240,1.3994376402891622,-0.5907156957537613
9280,1.38723790894018,1.2261264569056922
9320,1.3654072615239272,2.1890873428142257
9360,1.378294853537996,2.5639669636612576
9400,1.3748957949350513,-2.477389679970071
9440,1.388063042041824,-2.918071635983656
9480,1.3911948124916362,-0.5022677162113726
9520,1.3877114907311494,0.08961058445955775
9560,1.3668305383328851,1.101657410322619
9600,1.398361473516438,1.740987042649131
9640,1.3813286207701414,2.9949029545891297
9680,1.3857202911599027,-2.9678618187916093
9720,1.3694015624623943,-1.788892421489178
9760,1.3848750831341048,-0.8852898193218746
9800,1.3510360897253106,-0.05445707295679057
9840,1.3970591578482792,0.9566818840777449
9880,1.357329910598551,2.0595856502318357
9920,1.3376321765348103,2.797545301677126
9960,1.3077198540581458,-2.9575441698541587
10000,1.3636531615613183,-2.8234584819519095
10040,1.3971029396423318,-0.4250304238909245
10080,1.3842147333359747,1.2708147572355186
10120,1.3251652795000644,1.8212166194707808
10160,1.3359914635812553,1.9810002548861607
10200,1.4043636312710608,2.7221677762545617
10240,1.3819839121755813,0.9631220722883022
10280,1.3650786028573159,1.5521443847812009
10320,1.409130717284994,-2.134464804011926
10360,1.343966622642932,-0.25989859729689613
10400,1.295334417200187,0.18600299360337466
10440,1.3352021390792042,0.807104831314671
10480,1.3500366993622006,0.9835530532732321
10520,1.340185605936989,0.5077436545380608
