step,plane0_sigma0.160105,plane1_sigma0.160105,plane2_sigma0.179003,plane3_sigma0.179003,plane4_sigma0.179003,plane5_sigma0.179003,plane6_sigma0.423598
18080,0.05520847617860393,0.04154681318159117,0.08279769998366905,0.04611239202807215,0.027437623991498256,0.08978045504238759,0.058689625054719946
18100,0.057128773980839466,0.03831010234698217,0.08717347774357126,0.04481297045300421,0.03441440337679879,0.09915712445248431,0.05692261648860883
18120,0.06028299389179099,0.0380016530513483,0.09056779419813675,0.0466037547924687,0.03954759472889401,0.10807847200604262,0.05268776578861249
18140,0.06336686508069919,0.040652380675629686,0.09043855431213658,0.0496740929120342,0.04094507182064165,0.11279038106149558,0.04897853836619483
18160,0.0649867435998051,0.045478234267650804,0.08625991662436062,0.052335792427338344,0.03839914334075044,0.11001579669907675,0.04836021411791279
18180,0.06372654306555776,0.05065185485757009,0.08048815076734599,0.05337758431877565,0.033237626855846095,0.09994029263304058,0.051175472093899964
18200,0.05960155048581704,0.05382085323326153,0.0761437713608794,0.0524950220930522,0.028072473102838863,0.08776623868495444,0.05612445415720733
18220,0.054886911169681245,0.05369503667848479,0.07446426793820723,0.05096389761781411,0.02566048133353845,0.08010902313930565,0.06140976203854239
18240,0.05227084115144965,0.050818210607677966,0.0756690061586254,0.05090194314694361,0.026936181187037136,0.07983409639478284,0.06505968038322955
18260,0.05246730358621843,0.046668834317148855,0.08007957326366612,0.053115997702983496,0.0302256570112971,0.08557008510156054,0.06523793484336485
18280,0.05435372356103486,0.042596865912305375,0.08672894619324696,0.05633616117262356,0.03276297763536945,0.09472075163310031,0.06134270031935011
18300,0.05682353994911409,0.03981743705110098,0.0922703241883894,0.0586950995760008,0.032843979537965355,0.10460706597973214,0.054826136125258496
18320,0.05939371483679374,0.03960372853639876,0.09332709035795657,0.059117596669589156,0.030547179406322757,0.11148166788319146,0.04828443672081624
18340,0.06130309131016427,0.04243192285415846,0.08976487201690155,0.05724450219368686,0.027153145776694698,0.11159545928679131,0.043700068194584364
18360,0.06166754987615228,0.0469232917830752,0.08449951130177326,0.0531561651187482,0.024524066554823414,0.10469235044234956,0.041961215572528805
18380,0.06101208685384798,0.05059248666278168,0.08032064138641724,0.047863334501453754,0.02462236361241749,0.09486334437780738,0.04346160758726435
18400,0.06112720921711794,0.05191045147196439,0.07821826963906325,0.04349000106895286,0.028492134522984866,0.08686111489994534,0.04799054946850649
18420,0.06271906140529462,0.05094319874035141,0.07847136133599829,0.04208092125650759,0.035008183076554004,0.08296849884255235,0.05407458647977218
18440,0.0643773979225578,0.04830952628542165,0.08106496096038432,0.04398409395472805,0.04099991801611383,0.08354732514420535,0.05939946773505569
18460,0.06432585654456989,0.04469530559037523,0.08438095220500035,0.04768650041681905,0.04332685468410964,0.08817401180940931,0.062342264642623386
18480,0.06222522818992945,0.04133282739765604,0.0854618862467291,0.05122518533013222,0.04096434719117264,0.09501778481709548,0.06277384896611825
18500,0.05883329962932392,0.039801116651455214,0.0828908457244871,0.053304036542628566,0.03518517908613443,0.10047404520375565,0.06116601241123724
18520,0.055011231002586834,0.04081657005070617,0.07845911608982478,0.053324578536828454,0.02847107519019899,0.10135229577790413,0.057642374140346994
18540,0.05198556239548569,0.043592414284598396,0.075290093734162,0.051490182603715094,0.023491124790174147,0.09770615581839269,0.05260038580444541
18560,0.051725416960459014,0.04674154131577273,0.07529007890775334,0.04917156506496259,0.022220818257061098,0.09231611588886837,0.04755816098354503
18580,0.05562433270467503,0.04949919490755359,0.0788215251940673,0.04829894808269487,0.025021852065375636,0.08761754830508339,0.04430918896956756
18600,0.06257809582397916,0.05154538727901442,0.08524900013308614,0.04975934418731143,0.03028651594242592,0.08482606195840574,0.04355914911970411
18620,0.06915965474779051,0.0522182306139052,0.0924492607407221,0.05250051935784261,0.03530455451239621,0.08528234571459864,0.04504551577702456
18640,0.07210358847808777,0.05104108934888086,0.09672041909508902,0.05444827431598897,0.037810433226959594,0.08996949677800693,0.04837224939745196
18660,0.07023346477351027,0.048756537088782435,0.09499928971346017,0.05412770708509458,0.03694605410889703,0.097446087910796,0.05296337052974836
18680,0.06430514872535256,0.04680215729603797,0.08771079176265344,0.05122834326112787,0.03335545417085287,0.10395922257901852,0.05752501759728021
18700,0.056521380391092474,0.045771554840980486,0.07861580004371167,0.04637131573665136,0.028930805818902595,0.10633645425586735,0.06034696922165104
18720,0.05042094684506337,0.045075741920765786,0.0716838230231296,0.04118714163049919,0.026096014865509172,0.10419009990806345,0.06045829631563741
18740,0.04950135332367082,0.04422174630367655,0.06910450661879562,0.03813596615568885,0.02647606168248672,0.09887117953263916,0.05814300992075483
18760,0.054812998831006716,0.04373718049957656,0.07171785313557032,0.039239450968892316,0.029840304848053705,0.09154681946321526,0.054165226392480594
18780,0.06390720293950646,0.044376003461678075,0.07892156301843975,0.0445254860022243,0.034331297715664864,0.08375944779401033,0.04926904912682104
18800,0.07234748571363289,0.04596030971429703,0.0875844961074125,0.05169085383451932,0.0378036550219308,0.07861363864475315,0.044858678858818196
18820,0.0764470996228149,0.047712201761396636,0.09299146992599429,0.05748102156604418,0.0389425059799325,0.07901364306218431,0.04305356543193529
18840,0.07468209015399144,0.04923621354075126,0.09227989863501303,0.05941663016100756,0.03735464942096273,0.08482667316071797,0.045061174480739014
18860,0.06758960740505832,0.050401990757162854,0.08667934678488293,0.056509082690965114,0.03343242385337081,0.09316280024699013,0.04991043319496916
18880,0.05786045889170597,0.05076168944448392,0.07996935961414056,0.049567030135598475,0.02861602078559158,0.10103383516920272,0.05526867191127602
18900,0.04991706740211455,0.04983930811750094,0.07533881958566246,0.041387517919829774,0.025165722178236795,0.10661421242619527,0.05918024652791577
18920,0.047533043960831765,0.047830371671961754,0.07433557813792883,0.03574303031549729,0.024843855247054042,0.10847622342476666,0.06064642090035672
18940,0.05141515398939619,0.04556601154042739,0.07740030558403395,0.03536556171747947,0.027723334654776322,0.10551931534966404,0.05911094821487284
18960,0.05919552858756503,0.04382614246118554,0.08333266654903262,0.0405564610049561,0.032393576557047964,0.09839652940189027,0.054625641169543396
18980,0.06731326845418413,0.04304138482292428,0.08872933532287841,0.04915612848334876,0.037009644073691006,0.08987377970228058,0.048653128727142385
19000,0.07274948015039309,0.04354372526934043,0.08991834072716608,0.05750577911019622,0.039965563014025034,0.08294907273296798,0.043651636546371324
19020,0.07366177989559344,0.045386072558086445,0.08600732256918402,0.0618364134128212,0.040138502205750534,0.07921604800569947,0.04145120955477904
19040,0.06993038593018064,0.04776906434528844,0.07946664199165647,0.0598496097775381,0.037351329345973,0.07923619287344537,0.042391535004113245
19060,0.06387374606591151,0.04938904089392188,0.07386747287186692,0.05211753729405872,0.0328103602126606,0.08318193155308672,0.04582113628726907
19080,0.05917677451714874,0.049624188416096185,0.07174136221203055,0.0420546373570588,0.028634040049759148,0.09017357117626315,0.05070190577180848
19100,0.05808965781600605,0.048869036483275764,0.07413575881703362,0.03396878394016123,0.026599869555670445,0.09778946285800458,0.05555578559695958
19120,0.06007804855449804,0.04770871459080394,0.0803586295440969,0.030833852698808582,0.027335086500216495,0.10329473458605601,0.0586218779124185
19140,0.06309334473357052,0.046412520306891816,0.08741601803360952,0.0334266341378494,0.030401782363418114,0.10517954756109953,0.058926280771432256
19160,0.06529257884728047,0.04535137733108398,0.09114999076484688,0.04057148873534724,0.03455483354015129,0.1031808188508773,0.05701801090404541
19180,0.06551920067408552,0.04523716985002448,0.0892237692563961,0.04949683874536469,0.03797253103262009,0.09774019051417357,0.054200013891127406
19200,0.06333748293482816,0.04641655078866223,0.0828256154628734,0.0564578556317876,0.03899531025078648,0.09045241416454398,0.051444061927687634
19220,0.05973368469055297,0.048230770485030224,0.07531374428385497,0.05849580370559495,0.03715736145398529,0.08429514496747927,0.04934903715792173
19240,0.05729574560454441,0.04963336133644949,0.0699740951239744,0.0553988945059455,0.03346517057854735,0.08197201894919039,0.048410038139345316
19260,0.05832005972958685,0.050209222253740936,0.06915465042375844,0.04958595909089812,0.029595232938897643,0.08395785380066126,0.04867527380635813
19280,0.06254975023919485,0.05007845631111249,0.07379222915730534,0.04396535933393558,0.02695586589085316,0.08869450946287058,0.04949776151555768
19300,0.06746749097493163,0.04925392477311648,0.08223200291292453,0.040193984135794475,0.02639863092511291,0.09422759249579614,0.05018362626772362
19320,0.07065220804171526,0.04781594557173394,0.09012317915678235,0.03864206884499146,0.028122845970659116,0.09890538615528319,0.05077017486776887
19340,0.07114488606928633,0.04639624760093225,0.09299240164628705,0.039081081303969596,0.031352602144715004,0.1009434009260044,0.05176585866856396
19360,0.06898364560347876,0.04579488599461815,0.08950880226130295,0.04079683255388261,0.034484884693817004,0.09895291593571752,0.05324614452643817
19380,0.06487476227086943,0.046141636682476304,0.08209655395346857,0.04251685230957073,0.03613489136618966,0.09375848943010773,0.05464093724207973
19400,0.06062179700694042,0.04682267652027378,0.07464517343223662,0.04323791596867195,0.03613092256805421,0.08861141426413639,0.05536611230954748
19420,0.05862874114535479,0.04729370970087154,0.07028797617407445,0.04323971643740413,0.03533454230243099,0.08663483362899028,0.055192873306458216
19440,0.06010380254476661,0.04760930651340792,0.07076608076023698,0.04365586958012533,0.034587485824078744,0.08867392609303786,0.05395262827891422
19460,0.06391783741419176,0.04799619832008786,0.07589020345168104,0.04505070653537415,0.034101400790764756,0.09360985847953888,0.0515326192863874
19480,0.06748339018920241,0.048367979039971754,0.08289583366233708,0.04681350165896252,0.03370706429614589,0.09931498113269872,0.048544029103776504
19500,0.06872089078463386,0.04862799625552778,0.08759686102702166,0.04778276051177527,0.03316314862059277,0.10297614266311617,0.04641427389558393
19520,0.06714922137905861,0.04904459968683275,0.08722320732499186,0.0470948108851265,0.032152910299455224,0.1018966299560646,0.04624368494769507
19540,0.06367363126874567,0.04985854308767516,0.08223324661681812,0.04458383467908805,0.030517440186201106,0.09540192104187692,0.04785623717619894
19560,0.06015410176818626,0.050740201586372435,0.07557037874564712,0.0409356128328543,0.02880107079159561,0.08618689365928628,0.05017305359514274
19580,0.058836883775740846,0.051032910403934144,0.07068292567141507,0.037679912246482976,0.0282548969383428,0.07889710570234132,0.05207138289669927
19600,0.061029240500051554,0.050474225686152244,0.0701567736568376,0.03658139653221431,0.02985407462939623,0.07684569357423165,0.05271028161628973
19620,0.06590226245772703,0.04937096221990979,0.07487006415630272,0.038442247236369985,0.033270841575401534,0.08048909522580582,0.05159196440011613
19640,0.07090695273329461,0.04812685561747912,0.08305051636666831,0.042352125426726055,0.036998733140758085,0.0884075240768642,0.04894361250992138
19660,0.0735019143003078,0.04697993817853332,0.09046626452553187,0.04623225638489899,0.039366780326538175,0.098116562581389,0.04601533644569674
19680,0.0724953553756722,0.04621386829397,0.09282239514180812,0.048092999379037514,0.03934446033974578,0.10604181112677728,0.04449162288655821
19700,0.06822637417155826,0.04619412393914403,0.08866090887020563,0.046897478816771504,0.03682951745408278,0.10853057315129978,0.045315234447589274
19720,0.06237614347589272,0.04696711268671046,0.08010995560655647,0.042913497776160645,0.03273860617224249,0.10418807421104169,0.04811969064052665
19740,0.057735362085097115,0.04806514280502546,0.0711923551507736,0.03780184428722677,0.028848675374097695,0.09519243318841915,0.05163719638452258
19760,0.05704840786300074,0.048937931406662506,0.06576279703173582,0.03405148021274919,0.027055467344426796,0.08576011542641414,0.05432513349315745
19780,0.06111488244617157,0.049417029957822343,0.06629527005300305,0.033661163946679194,0.02823224769588942,0.07935978542122119,0.054807177675179806
19800,0.06795011994736223,0.04959546082581053,0.0728061758612125,0.03690106184808234,0.03160022425672343,0.07757332826724153,0.05253098164632414
19820,0.0740323410006723,0.049529732480958356,0.08211808369312688,0.04211866743802469,0.03525828631207439,0.08049294586654607,0.04848117318139438
19840,0.0764815195364773,0.04933853598023103,0.08922300597750378,0.04675645844429274,0.0373227180736871,0.08674801654674233,0.04486042398451533
19860,0.07423555319886255,0.04932372304383572,0.09053631782872182,0.048693803129580576,0.03680650414449378,0.09347973431950576,0.0435959298901319
19880,0.0680308168611631,0.049649179757798645,0.08607179774364924,0.047038581169419384,0.03410699617473912,0.09772506839119442,0.04515787778060244
19900,0.060302812443377214,0.05003586383905351,0.07872495380833285,0.0424745051075586,0.03095862382385261,0.09834714896626831,0.04869354066167342
19920,0.05470359252948211,0.050047492168945704,0.07214661697095551,0.037163665487045444,0.0294406085667817,0.09631610676704432,0.05276203807159472
19940,0.05432203515666341,0.049640480384459874,0.0693146740104406,0.033723144732952584,0.03054620189983921,0.0932544538489429,0.05569664391701566
19960,0.059714698311703035,0.04920909880348944,0.07167484076588689,0.033715348499430864,0.03356471821150764,0.09028333962080036,0.05589465541529727
19980,0.06859712790373793,0.04910443845560349,0.07808795840804542,0.036810518058991146,0.03671783256627775,0.08811174832857595,0.05274451687489068
20000,0.07727496493462617,0.04939235973764377,0.08476582343844785,0.04111682094461251,0.03828310643130795,0.08725410491513987,0.04745063816026092
20020,0.08238013729860869,0.05007442317857329,0.08750065858402833,0.0443032320491909,0.03733286634506691,0.08764843923973474,0.04245918179642773
20040,0.08189390445406777,0.05110591093064105,0.08464849928661157,0.04473101205047136,0.034056992403628986,0.0885575163433359,0.03994481537698741
20060,0.07583261458294784,0.052051173349001785,0.0780244698240282,0.042136021415051315,0.029952935621225956,0.08932892157554259,0.04084969875797593
20080,0.06668126576247566,0.052126397707344466,0.07128323051079863,0.037837649418810494,0.02741579376303112,0.08995196074614109,0.044829433378319385
20100,0.05843472989298801,0.05087914849653021,0.0678370691103555,0.0341598249520921,0.02826366253602719,0.09056630750031731,0.05047966090912802
20120,0.054354740488434014,0.048691819037846924,0.06958179051702895,0.03306762170465775,0.03226377781180588,0.09092894464879568,0.055598369207521446
20140,0.05547178363523563,0.0465272971711871,0.07596398009688846,0.03505402358999747,0.037253947351794534,0.09078880000378393,0.05793596927965277
20160,0.06076452484616795,0.04537590551834308,0.08369664875689489,0.03907197345268181,0.04069741322680651,0.09029286146495205,0.056457693755256486
20180,0.06798427212510752,0.045938784254223666,0.0883342455923364,0.04321228214966495,0.041096037808145865,0.08964007037081581,0.051974909461018466
20200,0.07429488729508073,0.04839974468303145,0.08710254142582978,0.0455219878756492,0.03841983963102454,0.08880198174161683,0.046446796745232624
20220,0.07715825711445834,0.05214055254839078,0.08060624399682012,0.044740100342093844,0.03390859101040674,0.08797651467074889,0.04189514058229941
20240,0.07573833180247719,0.05580053812261427,0.07218575597234209,0.04097518317346361,0.02959840147086507,0.08788778069834974,0.039790515174073074
20260,0.07153055325241583,0.05791055194244313,0.06601948871412676,0.035936408114221344,0.02744836106865664,0.0890502362158917,0.04068374930651686
20280,0.067104095013768,0.05759508498360627,0.06539748810045508,0.03209680449492861,0.028238995367788632,0.09090670177763495,0.04397811014315408
20300,0.06425129535171557,0.054827475455031,0.07123331232646063,0.031192361387604187,0.03109923371723905,0.09225978677997985,0.04814837860692142
20320,0.06344103918825107,0.050394036223584904,0.08099766499513113,0.03333560586128831,0.03419687583629384,0.09249889365007959,0.05146950741746063
20340,0.06437868302803355,0.04581617309024049,0.08955027878846615,0.03726350059581811,0.035932817359109095,0.09189667074754293,0.05286233469890228
20360,0.06632952606511347,0.04295267088915734,0.09218312968646288,0.04112037825876115,0.03569944280720431,0.09084063174668927,0.05221174505988941
20380,0.06808371072225194,0.043091418474642665,0.08751948372477772,0.04315972372993824,0.03403290308149457,0.08948169029799558,0.05007164862331747
20400,0.06851991508927822,0.04611987626550366,0.07797206916488951,0.042370962782043095,0.03229358997644522,0.08818113273583209,0.04738943618830856
20420,0.06765743868487673,0.0505949873736683,0.06803860614990145,0.03906066005902666,0.03188904078696527,0.08760560801744594,0.0453489648139217
20440,0.06673316659975692,0.05466418482972583,0.06219767798604438,0.03486758131231958,0.03336256220232004,0.08805933176288322,0.044859593398950924
20460,0.06692608715370565,0.0569217319097207,0.06322066989908676,0.03186524315637904,0.03597672918624473,0.08907578153434095,0.04594869760666744
20480,0.06825188744628846,0.0567142649583251,0.07075341631004163,0.031370177080179355,0.03817330130959461,0.08990357383696089,0.04777476873132465
20500,0.06977603777564087,0.054253881563637786,0.08097194953207718,0.03336855678715308,0.03857901119190933,0.09017509188346737,0.04926876440007063
20520,0.07054270005068636,0.05065997308162306,0.08850542807611872,0.03674794298227819,0.0367337020536385,0.0899789475486645,0.049762724257922795
20540,0.0700783956037039,0.04755809279445712,0.08968353746787286,0.0398982766802591,0.033207573712981525,0.08952806104961326,0.04912811618954027
20560,0.06838713498991401,0.04626981266240064,0.08452870008647691,0.041360641580182565,0.029377954782608573,0.08900935104659231,0.047581057221588646
20580,0.06606464670345595,0.0471644732507644,0.07625639511366666,0.0404874331684136,0.02692180631151836,0.08865512890763405,0.045584571947381115
20600,0.06436844517003378,0.04962295488708566,0.06926573728783256,0.03783990296077812,0.027003874617590965,0.08862033167283936,0.04383311252940462
20620,0.06457520273543872,0.052519445423585664,0.06707088255083049,0.03487766643044965,0.029617169683451315,0.08873727694053192,0.042996238376414156
20640,0.06693884075404549,0.054732124116031226,0.07072188302033089,0.03305695626706887,0.0336055510784469,0.08872365817870814,0.043327676804705506
20660,0.07031714980886192,0.05545186574574847,0.07805169285267217,0.03302283322183579,0.037329305148618104,0.0886643583235268,0.044593046705616105
20680,0.07287181171315517,0.05445449347733902,0.08458596331286194,0.03438583378007943,0.03943081190004627,0.08894231595948089,0.04633926943064332
20700,0.07319481119565946,0.052263383636549005,0.08616692421078247,0.036041650106402784,0.03927692107327212,0.08967464146327718,0.04810818538255475
20720,0.0710072935168124,0.04990203274988803,0.08156976388977115,0.03676656308724852,0.03710332319308881,0.0904752508944543,0.04946868399500803
20740,0.06726887043935686,0.048338024316458054,0.07314986327209892,0.03589764088405598,0.03392484479507565,0.09080030012754856,0.050072937053270865
20760,0.06386184751275277,0.048068003067411554,0.06535544465596024,0.033827305332963485,0.031087965018853546,0.09036378517994098,0.04977651360222033
20780,0.06273440624786686,0.049073566484424666,0.06245041189360957,0.03186495305279471,0.02960766299758722,0.08914483842263649,0.04865176667865352
20800,0.06474112267591972,0.05098090754962651,0.0665109806034046,0.03142523531735589,0.029767572276493046,0.08724520654023141,0.046878808492593606
20820,0.06902106093922607,0.053200841436089524,0.07615452087264472,0.03314683110328831,0.03121753317177825,0.0851183489991101,0.0447470592621104
20840,0.07341699783360013,0.0550789874223575,0.08679279751341468,0.036507478947018016,0.033270138977430586,0.08377953647765016,0.04280917904178785
20860,0.07561662470720311,0.05612214939838795,0.09291402336266108,0.040023591375137946,0.03506730068488549,0.08426297429768152,0.041785716457915165
20880,0.07430142492374235,0.05614524923010462,0.09120089178926992,0.04187406649962702,0.035785598904771725,0.08674627613577454,0.04208648281445759
20900,0.0698392458334518,0.05522626376298712,0.08232655694761956,0.04076446204993345,0.035074707084870566,0.09035059213869162,0.04350334017311892
20920,0.06433928196276265,0.053612613459063534,0.07043723204845936,0.036745645049646204,0.03333594199945737,0.09369191153265415,0.045418076416064775
20940,0.0607502788268669,0.05168674689747906,0.06110669754602499,0.031438763273434124,0.03144398161355947,0.09551868918656392,0.04714673093782925
20960,0.06117795542910553,0.04988615334646275,0.05890419642470794,0.027283513811505965,0.03021849295686721,0.09510296014603452,0.048078125060965586
20980,0.06563865127721606,0.04855931970278243,0.0651394431379608,0.026241138693038627,0.030168203703485424,0.09250271176149011,0.047784457310693716
21000,0.0721585976394983,0.04795282704655193,0.07674540215232188,0.028823936392037234,0.03147229261872473,0.08862572371894044,0.046320275443340754
21020,0.07784153534940468,0.048304530707233645,0.0876855092333744,0.0338816646919395,0.033831613697133556,0.08483046072106808,0.04441842758296402
21040,0.08010115222857314,0.049717173423028976,0.09243916367363264,0.039078841131481176,0.03631664458324937,0.08229770936664152,0.043134182892490706
21060,0.07769299129960401,0.05186754073643375,0.08895570709516878,0.041900529777791726,0.03773264149988706,0.08171666658723369,0.0431573668668229
21080,0.07144337929338113,0.05404126937847485,0.07921223132743295,0.04091298948711778,0.037399537447105106,0.0832712846623931,0.044459603585919404
21100,0.0641754917662555,0.05557416352421349,0.06785775555391368,0.03662952870724851,0.035562242407057444,0.08654238322035396,0.04640629121046651
21120,0.059321609917194304,0.05617879325433758,0.06021036646992506,0.03125030882184783,0.03309388398920687,0.09042199135454546,0.048011066208330455
21140,0.05900345719088215,0.055846440873029,0.060050676103420714,0.027378972251706022,0.030976315348803518,0.09347906321191335,0.04829669881473827
21160,0.06309449952347969,0.0546829854224983,0.0675582497470759,0.026710133076798245,0.029984185028115073,0.09464870872949702,0.046841672359852385
21180,0.06961611115291184,0.0530325345850241,0.07881232119389273,0.02941286586337541,0.030431592836424583,0.09358444310308657,0.04416814604074347
21200,0.07574301163206278,0.051542643465389885,0.0879382167343869,0.03415316266321241,0.0319172941986336,0.09058048301386284,0.041508059003124896
21220,0.07892093589198952,0.05076466038992555,0.09054907480894163,0.03858690385842403,0.03347484193300252,0.08655086915612697,0.04008712198916843
21240,0.07796724343722863,0.05073059482087674,0.08587054986130074,0.04038899783600638,0.034231785589403596,0.08298270384094265,0.040544856724413623
21260,0.0737279124514409,0.051120094440390035,0.07657064897770158,0.03856007141759311,0.0339687623823975,0.08138841982481183,0.042742829962335936
21280,0.06862398725414086,0.05171699191151298,0.06722141053814774,0.03409989805818672,0.03310185721642738,0.08249625969794731,0.04577866403438144
21300,0.06520023352045609,0.05246961548561056,0.062264163433265816,0.029366038913012878,0.03231414674186448,0.08590238944585293,0.048244419338339194
21320,0.06479469335634608,0.05323739757434831,0.06382633950843411,0.026631624339366652,0.03222375035835287,0.09035771977300795,0.048884863981472175
21340,0.06715364454987502,0.053810016899869854,0.07042571559260018,0.026979478938788916,0.03309749477548597,0.09420569239612936,0.047362963648804234
21360,0.0707999056520391,0.05416676008012462,0.0778696176844702,0.030029787884056646,0.03456655659225857,0.09575943911316188,0.04452616491626839
21380,0.07374012645166449,0.05444127225667085,0.08191663532491725,0.03425058004878995,0.03570296553926789,0.09399774497023229,0.041908053697542004
21400,0.07438623676776185,0.05462330471061567,0.0806616280791274,0.03760829219503504,0.035681905614376966,0.08942899226935502,0.040856802326175404
21420,0.07242483283438929,0.05452294531807107,0.07524700518376469,0.038512428146463606,0.03445683328095039,0.08413336873319002,0.04187276588976788
21440,0.06902854920292459,0.05404385956911111,0.06905844956802806,0.03668678723430945,0.03273737337647215,0.08065642905044962,0.04438835436514737
21460,0.06612902255780449,0.05330785132384374,0.06604066999271162,0.033270932427632655,0.031399923675242525,0.08067143627042365,0.04704928317518313
21480,0.06529833155429829,0.05250642338067494,0.06855640582560293,0.030019059140984582,0.030992401934891754,0.08431692220852868,0.04845112006299415
21500,0.0670037232182,0.05183816870090573,0.07570792162504439,0.02830146268439682,0.03160351470439626,0.09019945415938672,0.04788847207229021
21520,0.07049708728736759,0.05160265648691814,0.08356608614539889,0.02855190949430761,0.032868131793424966,0.09576119405070475,0.045628366967978215
21540,0.07420844375498546,0.052065869852695436,0.08752097066601713,0.030229037688691524,0.03403378198367087,0.0982312876963271,0.04268236879407777
21560,0.07644827458830336,0.05312418047739427,0.08500025937836207,0.03216791497023102,0.0343415753262238,0.09613723439529888,0.040353679584544506
21580,0.07619485900536989,0.05430000115156912,0.07672605577196999,0.03322361846887799,0.033630043565989476,0.09028588365629084,0.03974042842010653
21600,0.07361645129728227,0.05512984921962442,0.06626678441138861,0.03294248233133806,0.03254617598651212,0.08331326607319171,0.041190756214418776
21620,0.06996123744068258,0.05542095207176309,0.05855338256761226,0.031795217808548465,0.032048592548912604,0.0782716329696555,0.04391515771884933
21640,0.06686682551679092,0.05516106433612461,0.05773097363029084,0.03073048331849081,0.032650448974801745,0.0772725883325128,0.046310187887745595
21660,0.06556639672189496,0.05443629969083087,0.0648310216393037,0.03043656908801535,0.03405735101007946,0.08072566226559162,0.04703288988352207
21680,0.06638520673207642,0.053560189762764145,0.07671508826477644,0.0309394094880611,0.03538605225640651,0.08716630073052442,0.04591695357451015
21700,0.06868970574470541,0.05304230589609314,0.0875786133438254,0.03169809170597274,0.03568244110503632,0.0937024617709895,0.04391869040272339
21720,0.07128287120741483,0.05317094938533751,0.0922165014411281,0.031966102579683145,0.0344677101834946,0.09731928646672014,0.04230606303085331
21740,0.07301607082741844,0.053725578703181454,0.0886813895807602,0.031235208191730427,0.03215496824375381,0.09654297635722339,0.04192241927335687
21760,0.07333456110518675,0.05424732605181261,0.07885833038145525,0.02962202695809437,0.030014166850422234,0.09216541258727046,0.042941310641152274
21780,0.07250341935641036,0.054462061334912215,0.06732969741341144,0.027945346991560937,0.029463699757584724,0.08653276828993259,0.04484686640435394
21800,0.07134545146101617,0.05433218777698011,0.059394869959071624,0.027309909561818804,0.031114509087908287,0.08218501673114563,0.0465082794229235
21820,0.0706986753531411,0.053891029129186765,0.05867339019077747,0.028401259298866572,0.034327290884929966,0.08076166049268495,0.04667001860599109
21840,0.07097552956281772,0.05329078292282963,0.06512511964334235,0.030991022739287392,0.03755391278657278,0.0824770403774694,0.04481051023992593
21860,0.0719567523971017,0.05295662034131807,0.0749565774623406,0.03396836307348636,0.03910223103901432,0.08609832374161452,0.041641594405588615
21880,0.07288178053970992,0.05334882607187325,0.08284588266827073,0.035832336347600656,0.03791101763203337,0.08952540413816044,0.038723528149794705
21900,0.07290752230000938,0.05443789557150023,0.0849410320601359,0.035412724309874306,0.034180395658439826,0.0909844802254359,0.03754203126619594
21920,0.07172613166092692,0.05563790406632723,0.08063276988200832,0.03254058672282442,0.029566515241704543,0.09006104846610236,0.03877097906557113
21940,0.06987861985930931,0.05635455871369603,0.07250497672204473,0.02829433775822042,0.02646210944788269,0.08767163348361509,0.04199761143585946
21960,0.06843928417530094,0.056405514402285875,0.06502126587852884,0.024525632116971757,0.02656915628781221,0.08522412040613805,0.045828978634225366
21980,0.06831996272164353,0.05587111365499251,0.062379688345244114,0.022899805568305107,0.029870450465586375,0.08389586450289942,0.048448354184448233
22000,0.06980673383647863,0.05486110032496531,0.06609282890580405,0.024127890080369564,0.034777452483053625,0.08430065003465562,0.04856826352641287
22020,0.07248201050039367,0.053670782178600496,0.07386539683061197,0.027760050683761348,0.0390814479626748,0.0862292079446074,0.04618808495545229
22040,0.07525879056445181,0.052910078912065325,0.0810332883685936,0.03238812511413637,0.04092038862284198,0.08859127967433814,0.042538477934473476
22060,0.07664181362564997,0.05306778212722474,0.08352162327667863,0.0361048958082704,0.03949544108235919,0.09004172820609932,0.03933370570844302
22080,0.07552380246901502,0.05398351873809902,0.07998487101057035,0.03725463296774711,0.03554118170127214,0.08995469015754519,0.037978554532615165
22100,0.07209933276544524,0.05501914340115096,0.07212137257596334,0.0353001407881526,0.031133167018674086,0.088705815153448,0.03905059627271789
22120,0.06795299649685725,0.05568234881557248,0.06379521763599388,0.03120672666147331,0.028507897976844016,0.08705554349352868,0.041991874048937256
22140,0.06513107822088256,0.055850581366569355,0.05947959205892699,0.026880724319707016,0.02866354392093263,0.08554369331018993,0.04521651489394525
22160,0.06507469036163989,0.05553491779624862,0.06198966805551073,0.02407940143333505,0.030949627000378885,0.08448339939418512,0.04692383203341267
22180,0.06810962077893616,0.05484295953083339,0.07043742713333273,0.023667703253246533,0.03378088555341008,0.08409900816254902,0.0461879539848034
22200,0.07331219952050666,0.05420562603680109,0.08037145908822632,0.02548900879519628,0.035607318622160565,0.0843584490162744,0.04343850450294639
22220,0.07859796403944348,0.05419872102502214,0.08649745472426737,0.028538134654412347,0.0355589117282916,0.08494553531141091,0.04004789286466183
22240,0.08143888144650335,0.054935322797843994,0.08575905274471612,0.03131985357750547,0.033813256792452374,0.08569370996846552,0.037572026964490524
22260,0.08022857975522579,0.05590288531727009,0.07860792225238165,0.03251226908927858,0.0315955116925523,0.08677414304290848,0.03716971687206587
