step,R_v0,R_v1,R_v2,R_v3,R_v4,R_v5,R_v6,R_v7,nulldev_v0,nulldev_v1,nulldev_v2,nulldev_v3,nulldev_v4,nulldev_v5,nulldev_v6,nulldev_v7
22960,0.08933349575586053,0.3860499223555977,0.5629489941084153,0.09163966482000813,0.15244018029468037,0.1609734831911123,0.28789933941691676,0.3354669476323988,0.022612790081255007,0.2855359994113114,0.0013863591702187978,0.028580628905579716,0.09704724650301609,0.10288553864528015,0.20919388600440156,0.24629096047088722
23000,0.09013090243756337,0.38636710402066565,0.5630612562340271,0.09108934858948702,0.15253465959756676,0.16089675045803944,0.2875794879604823,0.3354559346690122,0.021892394594361955,0.28583851335001487,0.0011687006436955209,0.02925212582298487,0.09541291922346835,0.10453940394894114,0.2084112165987059,0.24631264236737815
23040,0.08914816362312908,0.3861888796088204,0.562940200483251,0.09162495352416261,0.1523429950688408,0.1608840285162692,0.287919039501607,0.3351913976489966,0.02301466489162612,0.2854322934939965,0.0015415256742446737,0.028279695913258716,0.09709704810315906,0.10320991755393503,0.20910787647109727,0.2459746071576534
23080,0.08995127684298525,0.3867021541566566,0.5630672312011799,0.0910594482260606,0.15257398307692235,0.16094568068664736,0.28752821401690154,0.3350976261504119,0.021463045928669617,0.2857254529239612,0.0013412146034263125,0.02950268427529898,0.09518332807273046,0.10412944177112869,0.20826948318522112,0.24565864541162633
23120,0.08887969877899571,0.3863578992658801,0.5629683417873554,0.09154105351196344,0.1523023996051054,0.1608018260381625,0.28782999640310347,0.3350436739397606,0.02340177318018584,0.2855074294260672,0.0016422372803924197,0.028152043844900655,0.09699485972007277,0.1036587141775318,0.20894816741171832,0.24600922345638415
23160,0.08993721965378311,0.3870572657007654,0.5630970338773316,0.09106782917883263,0.15252335006625453,0.1609028445879081,0.28758283934802653,0.3346413124548609,0.021167942109897732,0.2858321644428318,0.0013665148952249598,0.0294879949298109,0.09515483961005484,0.10367755052320914,0.20825262476270762,0.24502486353774508
23200,0.08873378160895237,0.38654580058183874,0.5629776110992104,0.0914698919075342,0.1523090890598191,0.16081103448672324,0.2878296365086613,0.33480289551887404,0.023500116868479866,0.2853809039288669,0.0014645870478215937,0.02825416154111456,0.09686318031319573,0.10410980411477024,0.20888546376717038,0.24566973344583107
23240,0.08980589034694621,0.38719812298468537,0.5630830980354928,0.09128871972824848,0.15246203569238023,0.16093285806679458,0.2876992065982944,0.3343564718794621,0.021257289496674662,0.2858216328594001,0.00115142040878612,0.029383076631316826,0.09516480223274798,0.10323641431817676,0.20805978475863118,0.24472859469807604
23280,0.08876306071729283,0.3868797074752722,0.5630430152972071,0.09148395822790377,0.15220373943560142,0.1608335525312013,0.2878486292867793,0.33455477614956813,0.02326666732631975,0.28552398558556047,0.001071525183579077,0.028346753834445772,0.09650426222970653,0.10452780475303174,0.20877990352154868,0.24534076285813428
23320,0.08962847834294806,0.38725114124598536,0.5630635318850984,0.0914012212187703,0.15246726728556578,0.16105482571649038,0.28780300988294527,0.33411403592960376,0.02154312528289112,0.28570684700973253,0.0008259519321075047,0.029303380074768137,0.0954296592662354,0.10291300004444714,0.20815428090523985,0.24436235171142845
23360,0.08911177870037446,0.38716275946844214,0.5630623162005088,0.0910751175980399,0.1521937975302461,0.16087551585720283,0.28788404900942244,0.33428724395103576,0.023048906316952302,0.2855406415424529,0.0007006727003823011,0.028461361895674556,0.09623966191096846,0.10471830652467587,0.20848749479703468,0.2449130642433958
23400,0.08953526582171736,0.3874224645539905,0.5630922457576868,0.09135695354212577,0.15226380206428625,0.1612762341687055,0.28784723586642397,0.33397086849572527,0.021666949202707973,0.28573269037944843,0.0005484904989341864,0.02916324611948596,0.09527724145214728,0.10280953215068182,0.20827760165874284,0.24422781063690874
23440,0.08934429113103266,0.387345324690282,0.5630566474749823,0.09086853504959612,0.15218914606294173,0.1610043853403154,0.28788732790252675,0.333971706586221,0.023020156498458226,0.2855872504943812,0.0006650030656642724,0.02861756256303304,0.0962893607788152,0.10483632276289159,0.2081362227679793,0.24445703750703632
23480,0.08922035643493814,0.38764196736906403,0.5631182590069107,0.0915428724648483,0.15217671264157684,0.16139218587563384,0.2879215114350335,0.3336573974192135,0.02170037281243503,0.28566781211534187,0.000717371266578578,0.029043112303973346,0.09527195849129066,0.10271697895989616,0.20849399261404128,0.24389431905319903
23520,0.0892986042028805,0.3875001151739204,0.5630739885850511,0.0909297352093291,0.15218675730246572,0.16105570873983333,0.28786022824020246,0.3337951565315753,0.022943126705964087,0.28555664340793013,0.000801353346129436,0.028707427421607024,0.09591367906625917,0.10481022622397211,0.2079847626334505,0.24424695537802
23560,0.08898110568647831,0.3877774107619103,0.5631084069090916,0.09164702349885934,0.15208505403522635,0.16141133306167496,0.2879869513042863,0.3333777414044543,0.021893661799505908,0.2857730787803874,0.0007926324174781983,0.028955615544006663,0.09559064007894884,0.10293324065519398,0.20820073840173992,0.24351668783644895
23600,0.08931147207513325,0.3877551144093683,0.5631214568550644,0.09083165271645871,0.15219840017830696,0.1610762389947541,0.28794730371088806,0.3334920586378513,0.022674838601511225,0.2855867587742397,0.0006155906940912744,0.0288425358780348,0.09548509494049458,0.1045307345963222,0.20825086497351755,0.2439296289561665
23640,0.08881517937698587,0.38786680332263634,0.563085982167434,0.09167657482164406,0.15211283226060013,0.16130974848348686,0.28800538071965825,0.33320789392201566,0.022254785281527162,0.28556622067321924,0.0007250494047299333,0.028805019695228175,0.09585974294439173,0.10319027637052597,0.20795613098677942,0.2433229860072611
23680,0.08932437829656188,0.38801306455871803,0.5631544183399858,0.09081284831673637,0.15219850007600336,0.16111336135201307,0.28792680179626606,0.3332465539934892,0.022305229412434725,0.2857637582111232,0.000602460763474631,0.028955893567466234,0.09503659901435228,0.10434540296123104,0.2081109350900411,0.24343917999828285
23720,0.08848607231796055,0.3879614989948735,0.563098759694081,0.09155853446097165,0.15209619585452872,0.1612107211575863,0.2880793880181618,0.33304262770734316,0.022595056293677775,0.28561478702714366,0.0008007418250079605,0.02878198624691361,0.09618060193183822,0.10338288317742027,0.20817274412061507,0.24327822928935647
23760,0.08933299534399403,0.3882619343678977,0.563148551126356,0.09075010810213514,0.15227668620852744,0.16115991917054795,0.2879023002934652,0.3329083583768474,0.022059559368481252,0.2856188787455001,0.0005138985421294643,0.028908261302381145,0.09466385069548335,0.104152328504852,0.20771826946706273,0.24297918003163033
23800,0.08821766483306573,0.38813861389118026,0.5631277999310053,0.09130836404359705,0.1519962185390801,0.1612028533682214,0.288087511817878,0.3329046797189006,0.022738417746032764,0.28563219046416166,0.0005293305194148275,0.028867575270494366,0.09632201094653262,0.103624920545817,0.2083340495717287,0.24303574137068587
23840,0.08937928745518883,0.3883566821637232,0.5631534155472095,0.09075198340989772,0.15211320638395176,0.16125605098793705,0.28801183135531666,0.3327000221930015,0.022014477542378574,0.28575582676414474,0.00017418878298953137,0.02884051927603745,0.09439985109115101,0.10388441948995467,0.20765082852034683,0.24274506015354066
23880,0.08811822400001502,0.38832989520498323,0.5631315475663929,0.09111482596157242,0.15190598347059506,0.1612240236777136,0.28814553409597454,0.3326245550700096,0.02273107728425951,0.2855380290508131,0.00038870383460452406,0.028908566572127384,0.09650641983697184,0.10397604998429018,0.20816159647272234,0.24275734922092537
23920,0.08922809713622891,0.3885255195247675,0.5631763515583184,0.09099486065528223,0.15198325004245045,0.1614107791378719,0.2880351192831279,0.33251133009991407,0.0220531563033169,0.285709762167497,0.00036546854737954054,0.02884641334782816,0.09415697779625,0.10350869787948201,0.20773786696358615,0.24242727894935165
23960,0.08817439048323268,0.3884157571806703,0.5631313907728013,0.09099093340376262,0.1518174466079077,0.16118628875401209,0.2882421534359118,0.3324665501173943,0.022726024872142092,0.28564102665553237,0.0006675428132502994,0.0288883875307198,0.0964124229382762,0.10438970396627752,0.20796739914027823,0.2425643066085926
24000,0.08904526361962609,0.38870829983497784,0.5631911333828024,0.09118246205389315,0.15196102325687666,0.16146846749710803,0.28815941080010343,0.33222070741819,0.022022651258972497,0.2856997524634383,0.000551249374941351,0.028871142731371324,0.09434439160868777,0.10311265013059036,0.20787768082500824,0.24210763690137505
24040,0.08825472226014663,0.38856621247849293,0.5631408101904335,0.09083686710249729,0.15180247604777877,0.16121547040008144,0.28822518531990854,0.3322967734507985,0.022814704433658288,0.2855603795526341,0.0006012952299150917,0.028888181201448173,0.09608419475987277,0.10478879185556143,0.20774692257626157,0.24235852090319004
24080,0.08887440306633324,0.38880669654295064,0.5631939921449596,0.09118711695096579,0.15197676076375624,0.1614764344387811,0.2882421099691191,0.3320015683777776,0.021939145858008165,0.28575896202750745,0.0005057321002593368,0.028874687275398773,0.09447043946806595,0.10279550162615943,0.20789172735922004,0.24183690916434925
24120,0.08828030333769414,0.3887488874950186,0.5631689235546036,0.09070980279562818,0.1517443729910444,0.16125023108851813,0.2882533060454352,0.3320991627125388,0.02287258531849518,0.2856223039727606,0.0004691790530144243,0.028879093416912114,0.09590226170824373,0.10500506663825449,0.20777416435622978,0.2421089079032084
24160,0.08875744754624754,0.3888819295478289,0.5631752224675368,0.091235596463478,0.1519428021393619,0.16149521117114185,0.28825287297129587,0.3318285926422155,0.02195589615142363,0.28564543141684495,0.00046377308407525685,0.0289079700223413,0.09458307962541042,0.10273469671500986,0.20775015425531315,0.24161156670170547
24200,0.0883655917997931,0.38895263506683825,0.5631948990170115,0.09053367192134766,0.15176962141913045,0.1612677631337327,0.28821557953421945,0.33189130741996925,0.022811030732955293,0.28566994767750364,0.0003089070981555477,0.02885465274761924,0.09567665990755228,0.10498708430245181,0.207782975347211,0.2418064287769031
24240,0.08863976718113817,0.3889784998410902,0.5631882290916068,0.09127570207216308,0.15178536886652527,0.16144423649668949,0.2882650061494903,0.3317137247470548,0.02207270319177291,0.28567940019757476,0.0003370234283754601,0.02893491355007439,0.0946617563802834,0.10284465360356168,0.2077214234745145,0.24153965311230016
24280,0.08844992503904484,0.38911587898905353,0.5631915877495784,0.09049252375379135,0.15174181337781303,0.16130472796922246,0.2882652471014924,0.33161636183874693,0.022681249037458762,0.2856746361189181,6.153717149125608e-05,0.028819471163019514,0.09551251497606636,0.10482525111341272,0.20771939345563548,0.24136440702087436
24320,0.08831252234185391,0.38907923912442627,0.563195169500817,0.09132763216587086,0.1517343941522986,0.1614785935366394,0.28829043239877333,0.3315574220448308,0.022225682765920532,0.285614461040362,0.00016871727396595827,0.029026644772081726,0.09483756601424173,0.10314716582418726,0.20770866490474743,0.24143468506997068
24360,0.08856209077486857,0.38924179821667526,0.563205325828057,0.09066909873709493,0.1517096495690964,0.16135716096611932,0.288325647725925,0.3314089903910521,0.022561418997618002,0.2856938604399696,0.00016718614716373887,0.028690036379943468,0.0951263320708011,0.10445523558708873,0.2076641733998782,0.24115451015749792
24400,0.08807655957622705,0.3892196028234537,0.563213455084815,0.09126572930969754,0.1516734570573608,0.16155358805213596,0.28835640484272484,0.3313811075245946,0.02230731952432655,0.285706974095487,0.00022334412882002327,0.029169373622567222,0.09513044284260147,0.10357855797296296,0.20768770450906257,0.24115818257730537
24440,0.08870030230820335,0.3892731343055251,0.5631889834837359,0.09065971261267126,0.15174024726552512,0.16146863193233632,0.28845319950811044,0.3312159656922359,0.02255720177541625,0.2856098096528743,0.00045650267995309027,0.028598934754247775,0.09486374100397962,0.10407174446146401,0.20766416212934083,0.24094947627570718
24480,0.08801174520498128,0.38938826660337555,0.5632341360098594,0.09108294468003546,0.15158643606215175,0.16153808179604975,0.288389798931058,0.3312108097085178,0.022274223814508196,0.28568890757716875,0.00040001425094291073,0.029209177638481822,0.09522285994468488,0.10396881695070963,0.2075709989355873,0.24091621574879352
24520,0.08877263517769833,0.38931083584228454,0.5632001144269203,0.09071820728350564,0.1517073449695285,0.1616012236099763,0.28849423862876766,0.3310988658540175,0.02262471881470445,0.2856606393331727,0.0006024437372951929,0.028613313472875865,0.09463752672736352,0.1037170424079415,0.20772692892692315,0.2408548530228431
24560,0.08796529405982648,0.38955594235141694,0.5632365189814673,0.09093351681229234,0.15149522590034908,0.16151967374401888,0.28846452277457524,0.3309690499229908,0.022233321386286444,0.28573510482084247,0.0004345169184757721,0.029189284872638815,0.09546932248195074,0.10431719484331203,0.20747307512483942,0.24053343105370006
24600,0.08873330314990849,0.3894039601060704,0.5632054052337389,0.09086072931794752,0.15168024951204936,0.16167518978385498,0.2885218220194191,0.3309586057363274,0.022635012025135848,0.2855551132630803,0.0005610812012305882,0.028633141372228353,0.09426687804747766,0.10343903512371691,0.20778348566868515,0.24075109944896037
24640,0.08784763692919262,0.3896839285974939,0.563238880673746,0.09076670577878775,0.1514440508846545,0.1614612549849176,0.2884854619173518,0.33078124122018593,0.02229068252483389,0.28577608641289176,0.0004200700458352021,0.029193661583278442,0.09572989157547125,0.1045788591464732,0.20731002614738187,0.24032795542039043
24680,0.08865020002703895,0.3895372439732507,0.5632285477366522,0.09092591319449449,0.15154654901438758,0.1616956404791626,0.28856458423780695,0.3307633146098919,0.022552410946846773,0.28562345848764326,0.0005210354673409849,0.02864315406791873,0.09395169677237601,0.10323039193739499,0.2078441486234751,0.24050055843688908
24720,0.08766061123544569,0.38975214831730076,0.5632317259474265,0.09060142478857257,0.15142959140166962,0.16141566824735248,0.2885407339637541,0.33061104731167057,0.022387272100245773,0.285696287457636,0.0003902882244864446,0.02916066229786893,0.09592434113107318,0.10475114011424277,0.20737273640617798,0.24015054421567594
24760,0.08852492371827878,0.3896714667910166,0.5632318598969391,0.09101168542901765,0.1515068633918536,0.16168413280887983,0.2885410733638611,0.33061757202310926,0.02250307395692595,0.28563247695775257,0.00047208572119889766,0.028736000064331312,0.09379776172168935,0.10316805024212414,0.2075729857932538,0.24029858228883505
24800,0.08761371657760164,0.38989106622526926,0.5632519243440708,0.09050449290873254,0.1514157401121362,0.1614209531445303,0.2885878174616643,0.3304605768106463,0.022397170835962273,0.285753762683811,0.0003835670820972251,0.029038921288965815,0.09582019426053091,0.10476551648498847,0.20757579423790154,0.23993581095335342
24840,0.08846255120366796,0.3897566496637265,0.5632291191875342,0.09104807708319777,0.15154126185723654,0.16164275235241019,0.28858976847243023,0.33045991033388145,0.022555293664077908,0.28558863502313664,0.0005133782081738055,0.028890740565858324,0.09394158548594213,0.10320431490130814,0.20744751708667192,0.24016307974694004
24880,0.0877131279636145,0.3900302001432231,0.5632564526535293,0.09043371957663911,0.15141899700856748,0.1614703719528038,0.2886493145749064,0.3302438215293526,0.02232834172307913,0.2857482852677887,0.0005058841548876271,0.028878436841180632,0.09561791947366806,0.10475408101429043,0.20754318184349993,0.2396317559305933
24920,0.08832427142155565,0.3898208660156512,0.5632427946779217,0.09102476464489212,0.15147116157588764,0.16165082787489174,0.28864723346484444,0.33033792174154,0.02263654886487783,0.2856229145881655,0.0006416675221375688,0.02907167007738067,0.09402218864814767,0.10325193051783088,0.20748762753960134,0.24006501673239453
24960,0.08783902442277614,0.3900915151713386,0.5632508131907996,0.09050138920446131,0.15135778943215117,0.16155653838106845,0.28871083128257863,0.3300414537577972,0.022291804655732942,0.2857274995567083,0.000682036811542695,0.028698135281354637,0.0954505246411687,0.10469588855667612,0.2074191523885897,0.2394478193185795
25000,0.08816279160451004,0.38997421184650727,0.5632661216283784,0.09102874276010461,0.15139934911816322,0.16167261237587036,0.28866183703702347,0.3301801670776119,0.022628148982098112,0.2856504478948027,0.0006660333164204417,0.029247375800617034,0.09418795606308494,0.1033964536620067,0.2075453959801369,0.23978202749194033
25040,0.08799120733504448,0.3901021203515582,0.563235390962067,0.09054755931243892,0.15131833798483837,0.1616659299848687,0.2887552797323029,0.32993968277210034,0.022383487722615152,0.28567264143268006,0.0007092972306809357,0.02855857723259181,0.09519754753159769,0.10451951578914431,0.20742734887804556,0.23936459721698788
25080,0.08804750964985325,0.3901641288269707,0.5632851035066891,0.09097755550669388,0.1513094817937024,0.16168923029739826,0.28865662236679335,0.3299910043804195,0.02249328568690587,0.28570807167775697,0.0005819133670268078,0.029344680686506825,0.09434586658691461,0.10365050381524873,0.2073598157038982,0.23953813772941365
25120,0.08808349947349306,0.3901529929051018,0.5632423952446144,0.09059803549011829,0.1512416886394246,0.16177440196543139,0.28882041848806866,0.32979712640826453,0.022556586156547133,0.28566297023010573,0.0006742967117868623,0.028509142939155227,0.09498780564877322,0.10424732937583457,0.20762365354583678,0.23924472547678755
25160,0.08790792478371644,0.3902820257914861,0.5632807483800026,0.09085852694929382,0.15128387977901536,0.16166009850196758,0.2887024269722258,0.32979096825436316,0.02235076513688911,0.2857043686887283,0.0005419150778652438,0.029377962533424323,0.09452159543111154,0.10401160143148179,0.20715081473160005,0.23927064346449164
25200,0.0881288576461369,0.39021817638149336,0.5632502664727154,0.09066236056784464,0.15122323440287821,0.1617839693498321,0.2888683249027214,0.3296695139387743,0.02266455223508475,0.28561957997836346,0.0006934281746932689,0.028489041728704548,0.0947403881205417,0.10385432945998294,0.20774255356780638,0.2391461332383259
25240,0.08783460172750586,0.39040175433260077,0.5632949757098131,0.09074092539206327,0.15122146974548115,0.16163044281696418,0.2887018259226767,0.32965037319060203,0.0223038645825992,0.28578566884073664,0.0006432846520257716,0.029398576209050363,0.09465128402537965,0.10443447885373269,0.20704517049384444,0.23906503003589866
25280,0.0882094881600001,0.39025219151055723,0.5632416372979657,0.09067882946955501,0.15124527106496208,0.16178808069088724,0.2889163605290248,0.3295206521386717,0.022694670015537682,0.28558222654082915,0.0009104850222994589,0.028507952585734107,0.09461526356260601,0.1035259306862051,0.20773534375444747,0.2390174854526484
25320,0.08769695418312957,0.3905632840244218,0.5633119482468383,0.09063659951798432,0.1511360526498265,0.16162815801238817,0.2887216715698587,0.3294791995678975,0.022282208291580338,0.2857765105794685,0.0009199278878948763,0.029341612227254708,0.09472867037109232,0.10467750926699736,0.20709860891925924,0.23876712208590298
25360,0.08824804886454164,0.3902455982388267,0.563234479044027,0.09073085641265802,0.15120322080987628,0.1618093967898937,0.288912993899934,0.32947170774942336,0.022763827641604315,0.2855634837503916,0.0011557338381791736,0.02863405706865254,0.09439136778727912,0.1033831455783539,0.207610988151394,0.23905427229787102
25400,0.08749143390432315,0.39073873052550445,0.5633268932249806,0.0905706648692272,0.151071530278055,0.16163678004008078,0.2887676037958582,0.32924664816490495,0.022179130463669705,0.2858611672613768,0.0010979089327813522,0.029184524753398403,0.0949707822194764,0.10480594867418748,0.20714830121747752,0.2383906724301541
25440,0.08821831665467128,0.39027814693720064,0.5632387368693329,0.09078853402431378,0.15115595722280448,0.16179631986083093,0.28892206277692295,0.3294021333534181,0.02291784486848234,0.28548674366402466,0.0012491621621340562,0.02883168987827731,0.0940964332048336,0.10331232506318115,0.2076014808461792,0.2390652704206571
25480,0.08736143284402076,0.39084229093967054,0.5633187497923307,0.09051165955566697,0.15104982118856639,0.16165048845383306,0.28884958071542627,0.32903355839923404,0.022025958842428518,0.2858643794171587,0.0012087057066408032,0.0289882054299789,0.09515081301349877,0.1048298746473258,0.20709120949797197,0.2380913152511334
25520,0.08817483152073724,0.3903631669092318,0.5632613428945671,0.09081192175694285,0.15108376087197642,0.1618438712809409,0.288955650224348,0.32930367646265263,0.023059483044378135,0.2855416321958793,0.0013193628802213853,0.029042327210766637,0.09390239735806526,0.10340794614128726,0.20757685517860125,0.23898385370450567
25560,0.08740826549748681,0.3908659992807055,0.5633064280706501,0.09050335980633156,0.15103293260397171,0.16169495696022382,0.288984676542561,0.3288456465367051,0.02194051380556199,0.28581709113546133,0.0012780926959898985,0.028786904700932855,0.09526471695631042,0.1046843602396268,0.20717570651552525,0.23792425646255652
25600,0.08811149267500383,0.390506777143321,0.5632818318854776,0.09080979257817132,0.1510848303512418,0.1618760465892519,0.2889524234346634,0.32917238491559336,0.0230944306351322,0.2855692517534111,0.0012662058306753,0.029246181240578893,0.09377464394310481,0.10361543285546455,0.20739791797126994,0.23878541280099846
25640,0.08751289235464534,0.39086235486595206,0.56329266566248,0.09048964840193605,0.1510086460478803,0.1617715055730908,0.28908778750391945,0.32873412294449456,0.021974422697244016,0.285784975392774,0.0012106088879313805,0.02860272172684683,0.09528059518397905,0.10449073173799879,0.20733666512929458,0.2378056178947478
25680,0.0880685552695494,0.390658669574486,0.5633019554205672,0.09078109182341586,0.15104591881917645,0.1618469486551291,0.28896162380204565,0.32901753348751644,0.023026307308578655,0.2856269973716123,0.0011547876214990148,0.02940705157056676,0.09374055058635493,0.10385023270336563,0.20721480412515056,0.23859800805905204
25720,0.08755294034516166,0.3908789455659024,0.563285532954523,0.090486502497591,0.1510090711344631,0.16185539629207985,0.2891380593016565,0.32860137292058106,0.02207712920016469,0.2857251349543411,0.0011786252256633567,0.0284757935631098,0.09526272369802927,0.10426644276822201,0.20747736974524295,0.23771786750701437
25760,0.0879869208849525,0.39080378747303435,0.5633146168694133,0.09072420821738214,0.15099315314231543,0.16182165950289482,0.2889536210242475,0.32885686721013613,0.022938247129959777,0.28567021135096454,0.0011281681037044466,0.029510656702407854,0.0937291446556738,0.1040977254693247,0.20706796598776153,0.23831795765193742
25800,0.08757999514126424,0.39088482392102947,0.5632793867289387,0.09055420749559775,0.15097911329900976,0.1619087450945993,0.28917607158653397,0.32851386135193195,0.022157799745663995,0.28569060101431326,0.0011734696449412312,0.028388905035308852,0.09515362729901877,0.10406341773518268,0.20757027128053426,0.2377287368299418
25840,0.08787621130579543,0.39097064723694197,0.5633301052041512,0.09069212151072552,0.15098433983447565,0.16179046418970408,0.288941392819254,0.32866472183070844,0.022885318131163485,0.2857311889320065,0.00105384328633302,0.02958616517327392,0.09388045814509677,0.10429665420293262,0.20695925632174228,0.23802377709432798
25880,0.08767641719881783,0.39089292738107495,0.5632715620725817,0.09063392224260193,0.15095319596673415,0.1619497683213666,0.28919466561318813,0.32841751544029074,0.022230082763673404,0.2856115010414253,0.0011238080727840394,0.028351169747222436,0.0949121920038956,0.10391632859717759,0.20763351217242218,0.23768886022340938
25920,0.08774863013018151,0.39110846967244955,0.5633435395771353,0.09072787613774703,0.15098226806952253,0.1617823151001666,0.2889581505627641,0.32849713756376653,0.02279439547414304,0.28578379767929907,0.0010299275106072272,0.02956995915381227,0.09406408093099508,0.10443712471407882,0.20691412843564905,0.23777823291028305
25960,0.0878116718932422,0.39090456687556907,0.5632685081817019,0.0907199631661408,0.15091143903733834,0.16197591781166015,0.2892259587138047,0.3283411855039069,0.022382734411347308,0.28560738146065834,0.0011546485701003128,0.028443714167834644,0.09471618896321185,0.10381715933810805,0.20760180420134502,0.2376748299218605
26000,0.08762281800422779,0.39123767301936807,0.563351871626131,0.09076852958388489,0.1509915815556283,0.16182671189154849,0.28900251166717966,0.32829508726766554,0.022610687959922007,0.2857942639395401,0.0010417302293776922,0.029431242178247954,0.09418292085172701,0.1045555284228448,0.2069368216476876,0.2374710381117249
26040,0.087919984339099,0.3909071986411134,0.5632661234221676,0.0907590283773021,0.15091790214217637,0.16199686217850642,0.28923617014192166,0.3282855159444068,0.02261432749912015,0.28554580942107094,0.001145290367283872,0.02862855002081764,0.09458540334519211,0.10372693674957047,0.20756777408433594,0.23770278600386768
26080,0.08756407854712095,0.39136106075654764,0.563362230017903,0.09075681327995042,0.15094096798736484,0.16189842350748546,0.2890596657311169,0.32811004348454237,0.022377468634931796,0.28587391344475743,0.001053432507224032,0.029239463356432908,0.09423895719582095,0.1046401313114661,0.20693022790379917,0.2371826499708949
26120,0.08795610665618506,0.3909258352768588,0.5632674768069638,0.09072009572278969,0.15089557888937755,0.1620512960097307,0.2892680266972432,0.3282130343877588,0.02284729155240473,0.2855215016361285,0.0012004363997115098,0.028840199612488467,0.09448553827921063,0.10370480234220779,0.20755894717513712,0.23769749711357016
26160,0.08750643704915174,0.39144603829957797,0.5633577508197668,0.09070115841911362,0.15088309562564323,0.16196532886481094,0.2891222443272034,0.3279165116881939,0.02218107885436917,0.285843682409756,0.0011479924133009696,0.029035811090087803,0.09434386665867321,0.10465739065171162,0.2069166558985094,0.23692053485617823
26200,0.08793614909877014,0.3909967578662051,0.56328547301481,0.09068597876322197,0.15084446150237613,0.1620481039977982,0.2892635586632006,0.3281603232937736,0.023013880647044672,0.2855494957134979,0.0012290813973107639,0.029055928268389174,0.09428027506652817,0.1037293389654171,0.20752665965089823,0.23767928769651636
26240,0.08743119500862595,0.3915007527126075,0.563346832360744,0.09065651387654716,0.1508343720018721,0.1620044436339064,0.28920294547284575,0.3277605688990963,0.0220558813223536,0.2858498163272846,0.0011553186486360182,0.028827508046666395,0.0945260787253733,0.104624048540615,0.20697830389553243,0.23670057029399474
26280,0.08790828809674345,0.39109933601806346,0.5632975195124624,0.09067183284299227,0.15081583744248087,0.16201473616474113,0.2892565648212148,0.32805854045291266,0.023116093854777347,0.2855429680054515,0.0012063431638169222,0.029268451849016126,0.094085845087612,0.10384178149403236,0.20739013752898722,0.23758899312082066
26320,0.08733800703544013,0.391542204203716,0.563343618213868,0.09062379348888704,0.15080735395823125,0.1620152110593258,0.28928771570885514,0.32762998766311097,0.021984250227351183,0.2858286168540008,0.0012085838706946445,0.028634139290055833,0.09465062256990021,0.10448033749361582,0.2071357608512036,0.23657761006111944
26360,0.08786194997640036,0.3911969468791702,0.563308548813026,0.09062775901819659,0.15079791951918353,0.16197831211134697,0.2892487224266643,0.32796017720098486,0.023182176410211718,0.28558878422391787,0.0012690801743844987,0.029447930164405174,0.09391954481916533,0.10405293559887473,0.207184133561078,0.2374321382587415
26400,0.08727092569348077,0.3915444539286877,0.5633336255436445,0.09059755794951298,0.1507615406829656,0.1620189118690066,0.2893739306276571,0.32751424602533563,0.0219321813514125,0.2857816121021325,0.0013013833566354574,0.028478614845214106,0.09479011444364158,0.1042680010940257,0.20733483585963883,0.23647157732994453
26440,0.08777432580094698,0.3913190218600688,0.5633282905835946,0.0905873010263325,0.15077861834049275,0.1619555279840616,0.2892089122927869,0.3278620354750458,0.023237907239198,0.2856351177535838,0.0013124639450921318,0.02958348417609276,0.09375282888901984,0.10429960331743508,0.2070002670181636,0.23729933872370665
26480,0.08728601502652042,0.3915295145140159,0.5633168303393123,0.09055522589316489,0.1507295143965693,0.16203441549665615,0.28942575873213194,0.32741749275516385,0.021903452891584938,0.2857315235778723,0.001364689804048051,0.028383001689485696,0.09489588404440714,0.10406076523848073,0.2074315987716178,0.23638018501219077
26520,0.08766207114339605,0.391461963412009,0.5633519976410519,0.09059323040360125,0.15072071840475107,0.1619700072035255,0.28920629268001646,0.3277322800117547,0.023243506110022537,0.2856959526294658,0.0013389261458255717,0.029629880724460426,0.09362290976285031,0.10449033705421812,0.20694550827270866,0.23708256876353595
26560,0.08734930598259326,0.3914846465848061,0.563298216180952,0.09052351509112393,0.15071591269059398,0.16207009786389598,0.2894717412731202,0.32735511098071857,0.021957082294552253,0.28566808609209815,0.001399243637411256,0.028399744038466297,0.09497581820414507,0.10393800212523582,0.20746327897173975,0.23642304311404871
26600,0.08754888861632404,0.3916315020095085,0.5633722172796467,0.0906504749612117,0.15071210101274074,0.16200667870633903,0.28921299069259376,0.3275401034861272,0.023154062847561545,0.28575810956883946,0.0013009956292562824,0.029571694951523977,0.09356240153970112,0.10460311791141125,0.20687051255716202,0.23675793385479166
26640,0.08744099031205824,0.3914445985905058,0.5632896296667551,0.09053949904689239,0.15070592899918323,0.16211106784630744,0.2895188485111945,0.32732006252840373,0.022105109384851142,0.28560777576867746,0.0013230216283874165,0.028492182606414642,0.09491698853301027,0.10387222403693887,0.20754919796250423,0.23651752438362417
26680,0.08751725458941521,0.3917640609673895,0.5633794718123963,0.09070868596198925,0.15073952388604966,0.16205070303889238,0.28927278268255185,0.3273386083074423,0.02298732821568342,0.2858192776188865,0.001164010421881928,0.02947454762242952,0.0936566501846594,0.10465484610552814,0.20677319165006003,0.23645531592888044
