step,base_Hperp,treat_Hperp,base_Hperp_frac,treat_Hperp_frac,base_PR_M,treat_PR_M,base_amp_std,treat_amp_std
0,0.0,0.0,0.0,0.0,0.0815376152697176,0.0815376152697176,0.08598222813174514,0.08598222813174514
25,0.9446796044178932,-1.1102230246251565e-16,0.9446796044178983,-1.1102230246251568e-16,0.9267007509589564,0.08153761526971769,0.011701973691605052,0.08598222813175503
50,0.9643927446231912,-3.3306690738754696e-16,0.9643927446231914,-3.330669073875472e-16,0.9995452162124229,0.08153761526971771,0.0009661321824034759,0.08598222813178064
75,0.9660744263885006,-1.1102230246251565e-16,0.9660744263884995,-1.1102230246251593e-16,0.9999969763975832,0.08153761526971771,7.932760011902062e-05,0.08598222813180866
100,0.9662026407726445,-2.220446049250313e-16,0.9662026407726346,-2.2204460492503116e-16,0.9999999763022746,0.08153761526971767,7.026062037730366e-06,0.08598222813181869
125,0.9662084236304898,-2.220446049250313e-16,0.9662084236304674,-2.2204460492503072e-16,0.9999999997810503,0.0815376152697179,6.753828052754279e-07,0.08598222813180144
150,0.9662088612643839,-1.1102230246251565e-16,0.9662088612643538,-1.1102230246251595e-16,0.9999999999977778,0.0815376152697179,6.804051282828481e-08,0.08598222813177292
200,0.9662088956195269,1.1102230246251565e-16,0.9662088956194658,1.110223024625161e-16,1.0000000000000002,0.08153761526971749,7.47116441009186e-10,0.08598222813175029
300,0.9662088960136278,1.1102230246251565e-16,0.9662088960135525,1.1102230246251718e-16,0.9999999999999996,0.08153761526971781,1.1003553425123863e-13,0.0859822281318162
500,0.9662088960136257,0.0,0.966208896013544,0.0,0.9999999999999996,0.08153761526971855,2.1622199101849043e-16,0.08598222813181028
750,0.9662088960136727,1.1102230246251565e-16,0.9662088960135431,1.1102230246252384e-16,0.9999999999999998,0.08153761526971796,2.919150138842358e-16,0.08598222813176211
1000,0.9662088960137244,-2.220446049250313e-16,0.9662088960135446,-2.2204460492505113e-16,1.0000000000000002,0.08153761526971821,2.0514966270925739e-16,0.08598222813178591
1500,0.9662088960136206,1.1102230246251565e-16,0.9662088960135468,1.1102230246252473e-16,1.0,0.08153761526971823,2.9773434554193355e-16,0.08598222813178885
2000,0.9662088960136959,0.0,0.9662088960135486,0.0,0.9999999999999999,0.08153761526971844,5.336711677000774e-16,0.08598222813182373
3000,0.9662088960138687,0.0,0.9662088960135549,0.0,1.0,0.08153761526972043,6.317468184398602e-16,0.08598222813183945
4000,0.966208896013954,1.1102230246251565e-16,0.966208896013564,1.1102230246252783e-16,0.9999999999999997,0.08153761526972034,7.233387815770012e-16,0.08598222813181962
5000,0.9662088960140436,1.1102230246251565e-16,0.966208896013569,1.1102230246252958e-16,0.9999999999999996,0.08153761526972084,3.769742110164476e-16,0.08598222813182185
7500,0.9662088960138153,0.0,0.9662088960135703,0.0,0.9999999999999999,0.08153761526971907,7.292697166009246e-16,0.08598222813183919
10000,0.966208896013617,0.0,0.9662088960135802,0.0,0.9999999999999996,0.08153761526971544,1.0577038318824879e-15,0.08598222813185635
15000,0.9662088960130095,0.0,0.9662088960136016,0.0,1.0,0.08153761526971902,9.286727270886255e-16,0.0859822281318777
20000,0.9662088960133752,0.0,0.9662088960136149,0.0,0.9999999999999998,0.08153761526972421,2.3289612920876517e-16,0.08598222813188917
25000,0.9662088960134669,1.1102230246251565e-16,0.9662088960136388,1.1102230246262277e-16,0.9999999999999999,0.08153761526971072,4.304946483271589e-15,0.08598222813189513
30000,0.966208896012768,2.220446049250313e-16,0.9662088960136491,2.2204460492528187e-16,1.0000000000000002,0.08153761526971401,4.0078034448715785e-15,0.08598222813189539
35000,0.9662088960123257,1.1102230246251565e-16,0.966208896013675,1.1102230246264976e-16,1.0000000000000002,0.0815376152697162,6.6050376987751556e-15,0.08598222813189706
40000,0.9662088960104969,2.220446049250313e-16,0.9662088960136728,2.2204460492532107e-16,1.0,0.08153761526971147,1.1642957051053794e-14,0.08598222813189581
